rule_id,rule_family,unit_id,time_id,subgroup_id,sense,rhs,gen_scope,gen_coef,online_capacity_source
"STARTUP_COST_RULE[u=24,t=1,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,1,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=1,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,1,3.0,>=,-0.1832,,,
"STARTUP_COST_RULE[u=24,t=2,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,2,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=2,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,2,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=3,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,3,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=3,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,3,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=4,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,4,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=4,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,4,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=5,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,5,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=5,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,5,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=6,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,6,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=6,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,6,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=7,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,7,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=7,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,7,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=8,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,8,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=8,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,8,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=9,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,9,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=9,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,9,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=10,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,10,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=10,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,10,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=11,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,11,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=11,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,11,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=12,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,12,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=12,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,12,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=13,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,13,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=13,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,13,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=14,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,14,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=14,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,14,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=15,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,15,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=15,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,15,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=16,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,16,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=16,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,16,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=17,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,17,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=17,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,17,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=18,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,18,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=18,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,18,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=19,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,19,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=19,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,19,3.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=20,cat=1]",BOILER_IGNITION_COST_LOGIC,COGEN_024,20,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=24,t=20,cat=3]",BOILER_IGNITION_COST_LOGIC,COGEN_024,20,3.0,>=,-0.0,,,
