option_id,package_id,profit
0,0,364219000.0
1,0,123395983.0
2,0,78101277.0
3,0,62121983.0
4,0,127065892.0
5,0,119032000.0
6,0,25169000.0
7,0,80554892.0
8,0,68872000.0
9,0,98128000.0
10,0,108255000.0
11,0,69959000.0
12,0,24128000.0
13,0,57160000.0
14,0,57465000.0
15,0,33653000.0
16,0,15471034.0
17,0,27479023.0
18,0,51034000.0
19,0,21335000.0
20,0,43592001.0
21,0,21853000.0
22,0,20626000.0
23,0,18853093.0
24,0,10373985.0
25,0,27199000.0
26,0,11146832.0
27,0,14623000.0
28,0,19146000.0
29,0,14366000.0
30,0,6552892.0
31,0,5944921.0
32,0,5073001.0
33,0,10696000.0
34,0,4901343.0
35,0,11319102.0
36,0,3143854724.0
37,0,942720116.0
38,0,757314146.0
39,0,1196091384.0
40,0,1413650418.0
41,0,393839171.0
42,0,1443649884.0
43,0,645598380.0
44,0,1006324494.0
45,0,577188728.0
46,0,783740162.0
47,0,2196318708.0
48,0,1038688016.0
49,0,1007230164.0
50,0,502841146.0
51,0,603416080.0
52,0,452780630.0
53,0,922946536.0
54,0,793793958.0
55,0,877202544.0
56,0,778488915.0
57,0,1992578774.0
58,0,696452116.0
59,0,1265873669.0
60,0,277392655.0
61,0,645956750.0
62,0,1063048726.0
63,0,1258936772.0
64,0,122174152.0
65,0,539260992.0
66,0,727536896.0
67,0,572560925.0
68,0,824885848.0
69,0,711088598.0
70,0,1515048028.0
71,0,685317131.0
72,0,1283220670.0
73,0,1188958504.0
74,0,453705233.0
75,0,1153788708.0
76,0,448539538.0
77,0,827763230.0
78,0,971394698.0
79,0,705014378.0
80,0,760481828.0
81,0,400004772.0
82,0,353305947.0
83,0,364950187.0
84,0,768689247.0
85,0,467788256.0
86,0,849346114.0
87,0,297948351.0
88,0,974380542.0
89,0,641641418.0
90,0,1001431498.0
91,0,1937764976.0
92,0,1743498244.0
93,0,1067717272.0
94,0,649916337.0
95,0,523553228.0
96,0,1211512972.0
97,0,1202642936.0
98,0,851136164.0
99,0,876006894.0
100,0,421152792.0
101,0,1187983660.0
102,0,1169211668.0
103,0,401713048.0
104,0,247659600.0
105,0,226571870.0
106,0,214419470.0
107,1,401552000.0
108,1,123395983.0
109,1,78101277.0
110,1,62121983.0
111,1,127065892.0
112,1,121538000.0
113,1,26974000.0
114,1,80554892.0
115,1,68872000.0
116,1,108255000.0
117,1,69959000.0
118,1,24128000.0
119,1,60341000.0
120,1,33600000.0
121,1,17526000.0
122,1,27479023.0
123,1,51034000.0
124,1,21335000.0
125,1,48061000.0
126,1,21440000.0
127,1,21040000.0
128,1,20626000.0
129,1,18853093.0
130,1,55125000.0
131,1,57887000.0
132,1,10373985.0
133,1,27199000.0
134,1,11146832.0
