rule_id,rule_family,unit_id,time_id,subgroup_id,sense,rhs,gen_scope,gen_coef,online_capacity_source
DEMAND_BALANCE[t=1],MICROGRID_POWER_BALANCE,,1.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=1],ISLANDING_RESERVE_REQ,,1.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=2],MICROGRID_POWER_BALANCE,,2.0,,=,3960.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=2],ISLANDING_RESERVE_REQ,,2.0,,>=,396.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=3],MICROGRID_POWER_BALANCE,,3.0,,=,3480.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=3],ISLANDING_RESERVE_REQ,,3.0,,>=,348.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=4],MICROGRID_POWER_BALANCE,,4.0,,=,2400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=4],ISLANDING_RESERVE_REQ,,4.0,,>=,240.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=5],MICROGRID_POWER_BALANCE,,5.0,,=,3000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=5],ISLANDING_RESERVE_REQ,,5.0,,>=,300.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=6],MICROGRID_POWER_BALANCE,,6.0,,=,3600.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=6],ISLANDING_RESERVE_REQ,,6.0,,>=,360.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=7],MICROGRID_POWER_BALANCE,,7.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=7],ISLANDING_RESERVE_REQ,,7.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=8],MICROGRID_POWER_BALANCE,,8.0,,=,4680.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=8],ISLANDING_RESERVE_REQ,,8.0,,>=,468.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=9],MICROGRID_POWER_BALANCE,,9.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=9],ISLANDING_RESERVE_REQ,,9.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=10],MICROGRID_POWER_BALANCE,,10.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=10],ISLANDING_RESERVE_REQ,,10.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=11],MICROGRID_POWER_BALANCE,,11.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=11],ISLANDING_RESERVE_REQ,,11.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=12],MICROGRID_POWER_BALANCE,,12.0,,=,5040.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=12],ISLANDING_RESERVE_REQ,,12.0,,>=,504.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=13],MICROGRID_POWER_BALANCE,,13.0,,=,4800.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=13],ISLANDING_RESERVE_REQ,,13.0,,>=,480.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=14],MICROGRID_POWER_BALANCE,,14.0,,=,4560.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=14],ISLANDING_RESERVE_REQ,,14.0,,>=,456.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=15],MICROGRID_POWER_BALANCE,,15.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=15],ISLANDING_RESERVE_REQ,,15.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=16],MICROGRID_POWER_BALANCE,,16.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=16],ISLANDING_RESERVE_REQ,,16.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=17],MICROGRID_POWER_BALANCE,,17.0,,=,5100.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=17],ISLANDING_RESERVE_REQ,,17.0,,>=,510.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=18],MICROGRID_POWER_BALANCE,,18.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=18],ISLANDING_RESERVE_REQ,,18.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=19],MICROGRID_POWER_BALANCE,,19.0,,=,5640.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=19],ISLANDING_RESERVE_REQ,,19.0,,>=,564.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=20],MICROGRID_POWER_BALANCE,,20.0,,=,5880.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=20],ISLANDING_RESERVE_REQ,,20.0,,>=,588.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=21],MICROGRID_POWER_BALANCE,,21.0,,=,6000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=21],ISLANDING_RESERVE_REQ,,21.0,,>=,600.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=22],MICROGRID_POWER_BALANCE,,22.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=22],ISLANDING_RESERVE_REQ,,22.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=23],MICROGRID_POWER_BALANCE,,23.0,,=,5220.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=23],ISLANDING_RESERVE_REQ,,23.0,,>=,522.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=24],MICROGRID_POWER_BALANCE,,24.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=24],ISLANDING_RESERVE_REQ,,24.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=25],MICROGRID_POWER_BALANCE,,25.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=25],ISLANDING_RESERVE_REQ,,25.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=26],MICROGRID_POWER_BALANCE,,26.0,,=,3960.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=26],ISLANDING_RESERVE_REQ,,26.0,,>=,396.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=27],MICROGRID_POWER_BALANCE,,27.0,,=,3480.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=27],ISLANDING_RESERVE_REQ,,27.0,,>=,348.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=28],MICROGRID_POWER_BALANCE,,28.0,,=,2400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=28],ISLANDING_RESERVE_REQ,,28.0,,>=,240.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=29],MICROGRID_POWER_BALANCE,,29.0,,=,3000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=29],ISLANDING_RESERVE_REQ,,29.0,,>=,300.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=30],MICROGRID_POWER_BALANCE,,30.0,,=,3600.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=30],ISLANDING_RESERVE_REQ,,30.0,,>=,360.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=31],MICROGRID_POWER_BALANCE,,31.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=31],ISLANDING_RESERVE_REQ,,31.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=32],MICROGRID_POWER_BALANCE,,32.0,,=,4680.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=32],ISLANDING_RESERVE_REQ,,32.0,,>=,468.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=33],MICROGRID_POWER_BALANCE,,33.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=33],ISLANDING_RESERVE_REQ,,33.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=34],MICROGRID_POWER_BALANCE,,34.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=34],ISLANDING_RESERVE_REQ,,34.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=35],MICROGRID_POWER_BALANCE,,35.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=35],ISLANDING_RESERVE_REQ,,35.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=36],MICROGRID_POWER_BALANCE,,36.0,,=,5040.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=36],ISLANDING_RESERVE_REQ,,36.0,,>=,504.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=37],MICROGRID_POWER_BALANCE,,37.0,,=,4800.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=37],ISLANDING_RESERVE_REQ,,37.0,,>=,480.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=38],MICROGRID_POWER_BALANCE,,38.0,,=,4560.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=38],ISLANDING_RESERVE_REQ,,38.0,,>=,456.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
