parent_id,child_id
d009857,d116840
d010528,d116840
d010529,d116841
d010528,d116841
d009857,d116842
d010080,d116842
d010081,d116843
d010080,d116843
d009857,d116844
d009856,d116844
d010529,d116845
d009856,d116845
d010081,d116846
d009856,d116846
d011201,d116847
d011200,d116847
d009857,d116848
d011200,d116848
d009857,d116849
d010528,d116849
d010529,d116850
d010528,d116850
d009857,d116851
d010080,d116851
d010081,d116852
d010080,d116852
d011201,d116853
d009856,d116853
d009857,d116854
d009856,d116854
d010529,d116855
d009856,d116855
d010081,d116856
d009856,d116856
d010305,d116857
d010304,d116857
d010529,d116858
d010304,d116858
d001345,d116859
d004928,d116859
d004929,d116860
d004928,d116860
d003585,d116861
d004928,d116861
d001345,d116862
d003584,d116862
d004929,d116863
d003584,d116863
d003585,d116864
d003584,d116864
d009857,d116865
d003584,d116865
d001345,d116866
d001568,d116866
d001569,d116867
d001568,d116867
d001345,d116868
d001344,d116868
d004929,d116869
d001344,d116869
d001569,d116870
d001344,d116870
d003585,d116871
d001344,d116871
d010305,d116872
d010528,d116872
d009857,d116873
d010528,d116873
d010529,d116874
d010528,d116874
d003585,d116875
d009856,d116875
d009857,d116876
d009856,d116876
d010529,d116877
d009856,d116877
d010977,d116878
d010976,d116878
d006049,d116879
d010976,d116879
d002017,d116880
d010976,d116880
d010753,d116881
d010976,d116881
d010977,d116882
d010752,d116882
d010753,d116883
d010752,d116883
d010081,d116884
d010752,d116884
d006273,d116885
d006272,d116885
d006049,d116886
d006272,d116886
d006273,d116887
d006048,d116887
d010977,d116888
d006048,d116888
d006049,d116889
d006048,d116889
d002017,d116890
d006048,d116890
d005377,d116891
d005376,d116891
d005153,d116892
d005376,d116892
d005377,d116893
d005152,d116893
d005153,d116894
d005152,d116894
d001793,d116895
d005152,d116895
d010977,d116896
d002016,d116896
d006049,d116897
d002016,d116897
d002017,d116898
d002016,d116898
d001793,d116899
d002016,d116899
d005153,d116900
d001792,d116900
d002017,d116901
d001792,d116901
d001793,d116902
d001792,d116902
d001569,d116903
d001792,d116903
d001793,d116904
d001568,d116904
d001569,d116905
d001568,d116905
d010753,d116906
d010080,d116906
d009857,d116907
d010080,d116907
d010081,d116908
d010080,d116908
d009857,d116909
d009856,d116909
d010081,d116910
d009856,d116910
d002241,d116911
d011424,d116911
d011425,d116912
d011424,d116912
d011201,d116913
d011424,d116913
d009633,d116914
d009632,d116914
d003137,d116915
d009632,d116915
d009633,d116916
d003136,d116916
d002913,d116917
d003136,d116917
d003137,d116918
d003136,d116918
d002913,d116919
d002912,d116919
d003137,d116920
d002912,d116920
d002241,d116921
d002240,d116921
d011425,d116922
d002240,d116922
d000673,d116923
d000672,d116923
d011425,d116924
d011200,d116924
d011201,d116925
d011200,d116925
d009857,d116926
d011200,d116926
d009857,d116927
d010528,d116927
d010529,d116928
d010528,d116928
d009857,d116929
d010080,d116929
d010081,d116930
d010080,d116930
d011201,d116931
d009856,d116931
d009857,d116932
d009856,d116932
d010529,d116933
d009856,d116933
d010081,d116934
d009856,d116934
d000449,d116935
d002688,d116935
d002689,d116936
d002688,d116936
d002913,d116937
d002688,d116937
d002465,d116938
d002688,d116938
d002689,d116939
d002464,d116939
d002241,d116940
d002464,d116940
d002465,d116941
d002464,d116941
d000673,d116942
d002464,d116942
d011425,d116943
d002464,d116943
d001121,d116944
d001120,d116944
d000897,d116945
d001120,d116945
d001121,d116946
d000896,d116946
d000897,d116947
d000896,d116947
d000673,d116948
d000896,d116948
d000225,d116949
d000448,d116949
d000449,d116950
d000448,d116950
d002689,d116951
d000448,d116951
d000225,d116952
d000224,d116952
d000449,d116953
d000224,d116953
d002241,d116954
d011424,d116954
d002465,d116955
d011424,d116955
d011425,d116956
d011424,d116956
d011201,d116957
d011424,d116957
d009633,d116958
d009632,d116958
d002689,d116959
d002912,d116959
d002913,d116960
d002912,d116960
d002241,d116961
d002240,d116961
d002465,d116962
d002240,d116962
d011425,d116963
d002240,d116963
d002465,d116964
d000672,d116964
d000897,d116965
d000672,d116965
d000673,d116966
d000672,d116966
d011425,d116967
d011200,d116967
d011201,d116968
d011200,d116968
d008289,d116969
d008288,d116969
d008065,d116970
d008288,d116970
d008289,d116971
d008064,d116971
d008065,d116972
d008064,d116972
d007841,d116973
d008064,d116973
d008065,d116974
d007840,d116974
d007841,d116975
d007840,d116975
d007617,d116976
d007840,d116976
d007841,d116977
d007616,d116977
d007617,d116978
d007616,d116978
d006721,d116979
d007616,d116979
d007393,d116980
d007392,d116980
d007169,d116981
d007392,d116981
d007393,d116982
d007168,d116982
d007169,d116983
d007168,d116983
d006945,d116984
d007168,d116984
d007169,d116985
d006944,d116985
d006945,d116986
d006944,d116986
d006721,d116987
d006944,d116987
d007617,d116988
d006720,d116988
d006945,d116989
d006720,d116989
d006721,d116990
d006720,d116990
d006497,d116991
d006720,d116991
d006721,d116992
d006496,d116992
d006497,d116993
d006496,d116993
d006273,d116994
d006496,d116994
d005825,d116995
d005824,d116995
d005601,d116996
d005824,d116996
d005825,d116997
d005600,d116997
d005601,d116998
d005600,d116998
d005377,d116999
d005600,d116999
d006497,d117000
d006272,d117000
d006273,d117001
d006272,d117001
d006049,d117002
d006272,d117002
d006273,d117003
d006048,d117003
d006049,d117004
d006048,d117004
d002017,d117005
d006048,d117005
d005601,d117006
d005376,d117006
d005377,d117007
d005376,d117007
d005153,d117008
d005376,d117008
d005377,d117009
d005152,d117009
d005153,d117010
d005152,d117010
d001793,d117011
d005152,d117011
d006049,d117012
d002016,d117012
d002017,d117013
d002016,d117013
d001793,d117014
d002016,d117014
d005153,d117015
d001792,d117015
d002017,d117016
d001792,d117016
d001793,d117017
d001792,d117017
d004481,d117018
d004704,d117018
d004705,d117019
d004704,d117019
d004929,d117020
d004704,d117020
d004481,d117021
d004480,d117021
d004257,d117022
d004480,d117022
d004705,d117023
d004480,d117023
d004481,d117024
d004256,d117024
d004257,d117025
d004256,d117025
d004033,d117026
d004256,d117026
d004257,d117027
d004032,d117027
d003809,d117028
d004032,d117028
d004033,d117029
d004032,d117029
d003809,d117030
d003808,d117030
d004033,d117031
d003808,d117031
d003361,d117032
d003360,d117032
d003585,d117033
d003360,d117033
d004705,d117034
d004928,d117034
d001345,d117035
d004928,d117035
d004929,d117036
d004928,d117036
d003585,d117037
d004928,d117037
d003361,d117038
d003584,d117038
d001345,d117039
d003584,d117039
d004929,d117040
d003584,d117040
d003585,d117041
d003584,d117041
d001345,d117042
d001344,d117042
d004929,d117043
d001344,d117043
d003585,d117044
d001344,d117044
d000001,d117045
d000000,d117045
d000225,d117046
d000000,d117046
d000449,d117047
d002688,d117047
d002689,d117048
d002688,d117048
d002913,d117049
d002688,d117049
d002465,d117050
d002688,d117050
d002689,d117051
d002464,d117051
d002465,d117052
d002464,d117052
d000673,d117053
d002464,d117053
d001121,d117054
d001120,d117054
d000897,d117055
d001120,d117055
d001121,d117056
d000896,d117056
d000897,d117057
d000896,d117057
d000673,d117058
d000896,d117058
d000225,d117059
d000448,d117059
d000449,d117060
d000448,d117060
d002689,d117061
d000448,d117061
d000001,d117062
d000224,d117062
d000225,d117063
d000224,d117063
d000449,d117064
d000224,d117064
d002689,d117065
d002912,d117065
d002913,d117066
d002912,d117066
d002465,d117067
d000672,d117067
d000897,d117068
d000672,d117068
d000673,d117069
d000672,d117069
d009185,d117070
d009408,d117070
d009409,d117071
d009408,d117071
d009633,d117072
d009408,d117072
d009185,d117073
d009184,d117073
d008961,d117074
d009184,d117074
d009409,d117075
d009184,d117075
d009185,d117076
d008960,d117076
d008961,d117077
d008960,d117077
d008737,d117078
d008960,d117078
d008961,d117079
d008736,d117079
d008513,d117080
d008736,d117080
d008737,d117081
d008736,d117081
d008513,d117082
d008512,d117082
d008737,d117083
d008512,d117083
d003361,d117084
d003360,d117084
d009633,d117085
d003360,d117085
d003137,d117086
d003360,d117086
d009409,d117087
d009632,d117087
d003361,d117088
d009632,d117088
d009633,d117089
d009632,d117089
d003137,d117090
d009632,d117090
d003361,d117091
d003136,d117091
d009633,d117092
d003136,d117092
d002913,d117093
d003136,d117093
d003137,d117094
d003136,d117094
d002913,d117095
d002912,d117095
d003137,d117096
d002912,d117096
d004481,d117097
d004704,d117097
d004705,d117098
d004704,d117098
d004929,d117099
d004704,d117099
d004481,d117100
d004480,d117100
d004257,d117101
d004480,d117101
d004705,d117102
d004480,d117102
d004481,d117103
d004256,d117103
d004257,d117104
d004256,d117104
d004033,d117105
d004256,d117105
d004257,d117106
d004032,d117106
d003809,d117107
d004032,d117107
d004033,d117108
d004032,d117108
d003809,d117109
d003808,d117109
d004033,d117110
d003808,d117110
d006273,d117111
d006272,d117111
d006049,d117112
d006272,d117112
d006273,d117113
d006048,d117113
d006049,d117114
d006048,d117114
d005377,d117115
d005376,d117115
d005153,d117116
d005376,d117116
d005377,d117117
d005152,d117117
d005153,d117118
d005152,d117118
d004705,d117119
d004928,d117119
d001345,d117120
d004928,d117120
d004929,d117121
d004928,d117121
d003585,d117122
d004928,d117122
d001345,d117123
d003584,d117123
d004929,d117124
d003584,d117124
