employee_id,time_id,cost
0,32,1.725729
0,33,1.725729
0,34,1.725729
0,35,1.725729
0,36,1.355638
0,37,1.355638
0,38,1.355638
0,39,1.355638
0,40,0.975952
0,41,0.975952
0,42,0.975952
0,43,0.975952
0,44,0.970414
0,45,0.970414
0,46,0.970414
0,47,0.970414
0,48,0.902092
0,49,0.902092
0,50,0.902092
0,51,0.902092
0,52,0.591488
0,53,0.591488
0,54,0.591488
0,55,0.591488
0,56,0.804272
0,57,0.804272
0,58,0.804272
0,59,0.804272
0,60,0.700919
0,61,0.700919
0,62,0.700919
0,63,0.700919
0,64,0.714374
0,65,0.714374
0,66,0.714374
0,67,0.714374
1,32,1.725729
1,33,1.725729
1,34,1.725729
1,35,1.725729
1,36,1.355638
1,37,1.355638
1,38,1.355638
1,39,1.355638
1,40,0.975952
1,41,0.975952
1,42,0.975952
1,43,0.975952
1,44,0.970414
1,45,0.970414
1,46,0.970414
1,47,0.970414
1,48,0.902092
1,49,0.902092
1,50,0.902092
1,51,0.902092
1,52,0.591488
1,53,0.591488
1,54,0.591488
1,55,0.591488
1,56,0.804272
1,57,0.804272
1,58,0.804272
1,59,0.804272
1,60,0.700919
1,61,0.700919
1,62,0.700919
1,63,0.700919
1,64,0.714374
1,65,0.714374
1,66,0.714374
1,67,0.714374
2,32,1.725729
2,33,1.725729
2,34,1.725729
2,35,1.725729
2,36,1.355638
2,37,1.355638
2,38,1.355638
2,39,1.355638
2,40,0.975952
2,41,0.975952
2,42,0.975952
2,43,0.975952
2,44,0.970414
2,45,0.970414
2,46,0.970414
2,47,0.970414
2,48,0.902092
2,49,0.902092
2,50,0.902092
2,51,0.902092
2,52,0.591488
2,53,0.591488
2,54,0.591488
2,55,0.591488
2,56,0.804272
2,57,0.804272
2,58,0.804272
2,59,0.804272
2,60,0.700919
2,61,0.700919
2,62,0.700919
2,63,0.700919
2,64,0.714374
2,65,0.714374
2,66,0.714374
2,67,0.714374
3,32,1.725729
3,33,1.725729
3,34,1.725729
3,35,1.725729
3,36,1.355638
3,37,1.355638
3,38,1.355638
3,39,1.355638
3,40,0.975952
3,41,0.975952
3,42,0.975952
3,43,0.975952
3,44,0.970414
3,45,0.970414
3,46,0.970414
3,47,0.970414
3,48,0.902092
3,49,0.902092
3,50,0.902092
3,51,0.902092
3,52,0.591488
3,53,0.591488
3,54,0.591488
3,55,0.591488
3,56,0.804272
3,57,0.804272
3,58,0.804272
3,59,0.804272
3,60,0.700919
3,61,0.700919
3,62,0.700919
3,63,0.700919
3,64,0.714374
3,65,0.714374
3,66,0.714374
3,67,0.714374
4,32,1.725729
4,33,1.725729
4,34,1.725729
4,35,1.725729
4,36,1.355638
4,37,1.355638
4,38,1.355638
4,39,1.355638
4,40,0.975952
4,41,0.975952
4,42,0.975952
4,43,0.975952
4,44,0.970414
4,45,0.970414
4,46,0.970414
4,47,0.970414
4,48,0.902092
4,49,0.902092
4,50,0.902092
4,51,0.902092
4,52,0.591488
4,53,0.591488
4,54,0.591488
4,55,0.591488
4,56,0.804272
4,57,0.804272
4,58,0.804272
4,59,0.804272
4,60,0.700919
4,61,0.700919
4,62,0.700919
4,63,0.700919
4,64,0.714374
4,65,0.714374
4,66,0.714374
4,67,0.714374
5,32,1.725729
5,33,1.725729
5,34,1.725729
5,35,1.725729
5,36,1.355638
5,37,1.355638
5,38,1.355638
5,39,1.355638
5,40,0.975952
5,41,0.975952
5,42,0.975952
5,43,0.975952
5,44,0.970414
5,45,0.970414
5,46,0.970414
5,47,0.970414
5,48,0.902092
5,49,0.902092
5,50,0.902092
5,51,0.902092
5,52,0.591488
5,53,0.591488
5,54,0.591488
5,55,0.591488
5,56,0.804272
5,57,0.804272
5,58,0.804272
5,59,0.804272
5,60,0.700919
5,61,0.700919
5,62,0.700919
5,63,0.700919
5,64,0.714374
5,65,0.714374
5,66,0.714374
5,67,0.714374
6,32,1.725729
6,33,1.725729
6,34,1.725729
6,35,1.725729
6,36,1.355638
6,37,1.355638
6,38,1.355638
6,39,1.355638
6,40,0.975952
6,41,0.975952
6,42,0.975952
6,43,0.975952
6,44,0.970414
6,45,0.970414
6,46,0.970414
6,47,0.970414
6,48,0.902092
6,49,0.902092
6,50,0.902092
6,51,0.902092
6,52,0.591488
6,53,0.591488
6,54,0.591488
6,55,0.591488
6,56,0.804272
6,57,0.804272
6,58,0.804272
6,59,0.804272
6,60,0.700919
6,61,0.700919
6,62,0.700919
6,63,0.700919
6,64,0.714374
6,65,0.714374
6,66,0.714374
6,67,0.714374
7,32,1.725729
7,33,1.725729
7,34,1.725729
7,35,1.725729
7,36,1.355638
7,37,1.355638
7,38,1.355638
7,39,1.355638
7,40,0.975952
7,41,0.975952
7,42,0.975952
7,43,0.975952
7,44,0.970414
7,45,0.970414
7,46,0.970414
7,47,0.970414
7,48,0.902092
7,49,0.902092
7,50,0.902092
7,51,0.902092
7,52,0.591488
7,53,0.591488
7,54,0.591488
7,55,0.591488
7,56,0.804272
7,57,0.804272
7,58,0.804272
7,59,0.804272
7,60,0.700919
7,61,0.700919
7,62,0.700919
7,63,0.700919
7,64,0.714374
7,65,0.714374
7,66,0.714374
7,67,0.714374
8,32,1.725729
8,33,1.725729
8,34,1.725729
8,35,1.725729
8,36,1.355638
8,37,1.355638
8,38,1.355638
8,39,1.355638
8,40,0.975952
8,41,0.975952
8,42,0.975952
8,43,0.975952
8,44,0.970414
8,45,0.970414
8,46,0.970414
8,47,0.970414
8,48,0.902092
8,49,0.902092
8,50,0.902092
8,51,0.902092
8,52,0.591488
8,53,0.591488
8,54,0.591488
8,55,0.591488
8,56,0.804272
8,57,0.804272
8,58,0.804272
8,59,0.804272
8,60,0.700919
8,61,0.700919
8,62,0.700919
8,63,0.700919
8,64,0.714374
8,65,0.714374
8,66,0.714374
8,67,0.714374
9,32,1.725729
9,33,1.725729
9,34,1.725729
9,35,1.725729
9,36,1.355638
9,37,1.355638
9,38,1.355638
9,39,1.355638
9,40,0.975952
9,41,0.975952
9,42,0.975952
9,43,0.975952
9,44,0.970414
9,45,0.970414
9,46,0.970414
9,47,0.970414
9,48,0.902092
9,49,0.902092
9,50,0.902092
9,51,0.902092
9,52,0.591488
9,53,0.591488
9,54,0.591488
9,55,0.591488
9,56,0.804272
9,57,0.804272
9,58,0.804272
9,59,0.804272
9,60,0.700919
9,61,0.700919
9,62,0.700919
9,63,0.700919
9,64,0.714374
9,65,0.714374
9,66,0.714374
9,67,0.714374
10,32,1.725729
10,33,1.725729
10,34,1.725729
10,35,1.725729
10,36,1.355638
10,37,1.355638
10,38,1.355638
10,39,1.355638
10,40,0.975952
10,41,0.975952
10,42,0.975952
10,43,0.975952
10,44,0.970414
10,45,0.970414
10,46,0.970414
10,47,0.970414
10,48,0.902092
10,49,0.902092
10,50,0.902092
10,51,0.902092
10,52,0.591488
10,53,0.591488
10,54,0.591488
10,55,0.591488
10,56,0.804272
10,57,0.804272
10,58,0.804272
10,59,0.804272
10,60,0.700919
10,61,0.700919
10,62,0.700919
10,63,0.700919
10,64,0.714374
10,65,0.714374
10,66,0.714374
10,67,0.714374
11,32,1.725729
11,33,1.725729
11,34,1.725729
11,35,1.725729
11,36,1.355638
11,37,1.355638
11,38,1.355638
11,39,1.355638
11,40,0.975952
11,41,0.975952
11,42,0.975952
11,43,0.975952
11,44,0.970414
11,45,0.970414
11,46,0.970414
11,47,0.970414
11,48,0.902092
11,49,0.902092
11,50,0.902092
11,51,0.902092
11,52,0.591488
11,53,0.591488
11,54,0.591488
11,55,0.591488
11,56,0.804272
11,57,0.804272
11,58,0.804272
11,59,0.804272
11,60,0.700919
11,61,0.700919
11,62,0.700919
11,63,0.700919
11,64,0.714374
11,65,0.714374
11,66,0.714374
11,67,0.714374
