rhs,order_id,chassis_alternative,time_from,time_to,fixed_choice_coefficient
-37535.9747314453,40,41,0,1,22464.0252685547
-37535.9747314453,40,42,0,2,22464.0252685547
-35407.6892852783,40,43,0,3,24592.3107147217
-37214.3747520447,40,44,0,4,22785.6252479553
-37535.9747314453,40,45,0,5,22464.0252685547
-35407.6892852783,40,46,0,6,24592.3107147217
-35407.6892852783,40,47,0,7,24592.3107147217
-35407.6892852783,40,48,0,8,24592.3107147217
-35407.6892852783,40,49,0,9,24592.3107147217
-37535.9747314453,40,50,0,10,22464.0252685547
-35407.6892852783,40,51,0,11,24592.3107147217
-37535.9747314453,40,52,0,12,22464.0252685547
-36478.7750244141,40,53,0,13,23521.2249755859
-37535.9747314453,40,54,0,14,22464.0252685547
-35407.6892852783,40,55,0,15,24592.3107147217
-37535.9747314453,40,56,0,16,22464.0252685547
-35407.6892852783,40,57,0,17,24592.3107147217
-35407.6892852783,40,58,0,18,24592.3107147217
-35407.6892852783,40,59,0,19,24592.3107147217
-37535.9747314453,40,60,0,20,22464.0252685547
-35407.6892852783,40,61,0,21,24592.3107147217
-37535.9747314453,40,62,0,22,22464.0252685547
-36845.8892440796,40,63,0,23,23154.1107559204
-35407.6892852783,40,64,0,24,24592.3107147217
-35407.6892852783,40,65,0,25,24592.3107147217
-37214.3747520447,40,66,0,26,22785.6252479553
-36845.8892440796,40,67,0,27,23154.1107559204
-35407.6892852783,40,68,0,28,24592.3107147217
-35407.6892852783,40,69,0,29,24592.3107147217
-37535.9747314453,40,70,0,30,22464.0252685547
-37535.9747314453,40,71,0,31,22464.0252685547
-35407.6892852783,40,72,0,32,24592.3107147217
-35407.6892852783,40,73,0,33,24592.3107147217
-37535.9747314453,40,74,0,34,22464.0252685547
-35407.6892852783,40,75,0,35,24592.3107147217
-35407.6892852783,40,76,0,36,24592.3107147217
-37535.9747314453,40,77,0,37,22464.0252685547
-37535.9747314453,40,78,0,38,22464.0252685547
-35407.6892852783,40,79,0,39,24592.3107147217
-37535.9747314453,40,80,0,40,22464.0252685547
-37535.9747314453,40,81,0,41,22464.0252685547
-35407.6892852783,40,82,0,42,24592.3107147217
-37535.9747314453,40,83,0,43,22464.0252685547
-37535.9747314453,40,84,0,44,22464.0252685547
-35407.6892852783,40,85,0,45,24592.3107147217
-37535.9747314453,40,86,0,46,22464.0252685547
-35407.6892852783,40,87,0,47,24592.3107147217
-35407.6892852783,40,88,0,48,24592.3107147217
-35407.6892852783,40,89,0,49,24592.3107147217
-37535.9747314453,40,90,0,50,22464.0252685547
-37214.3747520447,40,91,0,51,22785.6252479553
-35407.6892852783,40,92,0,52,24592.3107147217
-37535.9747314453,40,93,0,53,22464.0252685547
-35407.6892852783,40,94,0,54,24592.3107147217
-35407.6892852783,40,95,0,55,24592.3107147217
-35407.6892852783,40,96,0,56,24592.3107147217
-37535.9747314453,40,97,0,57,22464.0252685547
-37535.9747314453,40,98,0,58,22464.0252685547
-35407.6892852783,40,99,0,59,24592.3107147217
-37535.9747314453,40,100,0,60,22464.0252685547
-35407.6892852783,40,101,0,61,24592.3107147217
-37535.9747314453,40,102,0,62,22464.0252685547
-37214.3747520447,40,103,0,63,22785.6252479553
-35407.6892852783,40,104,0,64,24592.3107147217
-46936.8855285645,41,40,1,0,13063.1144714355
-46936.8855285645,41,42,1,2,13063.1144714355
-44808.6000823975,41,43,1,3,15191.3999176025
-46615.2855491638,41,44,1,4,13384.7144508362
-46936.8855285645,41,45,1,5,13063.1144714355
-44808.6000823975,41,46,1,6,15191.3999176025
-44808.6000823975,41,47,1,7,15191.3999176025
-44808.6000823975,41,48,1,8,15191.3999176025
-44808.6000823975,41,49,1,9,15191.3999176025
-46936.8855285645,41,50,1,10,13063.1144714355
-44808.6000823975,41,51,1,11,15191.3999176025
-46936.8855285645,41,52,1,12,13063.1144714355
-45879.6858215332,41,53,1,13,14120.3141784668
-46936.8855285645,41,54,1,14,13063.1144714355
-44808.6000823975,41,55,1,15,15191.3999176025
-46936.8855285645,41,56,1,16,13063.1144714355
-44808.6000823975,41,57,1,17,15191.3999176025
-44808.6000823975,41,58,1,18,15191.3999176025
-44808.6000823975,41,59,1,19,15191.3999176025
-46936.8855285645,41,60,1,20,13063.1144714355
-44808.6000823975,41,61,1,21,15191.3999176025
-46936.8855285645,41,62,1,22,13063.1144714355
-46246.8000411987,41,63,1,23,13753.1999588013
-44808.6000823975,41,64,1,24,15191.3999176025
-44808.6000823975,41,65,1,25,15191.3999176025
-46615.2855491638,41,66,1,26,13384.7144508362
-46246.8000411987,41,67,1,27,13753.1999588013
-44808.6000823975,41,68,1,28,15191.3999176025
-44808.6000823975,41,69,1,29,15191.3999176025
-46936.8855285645,41,70,1,30,13063.1144714355
-46936.8855285645,41,71,1,31,13063.1144714355
-44808.6000823975,41,72,1,32,15191.3999176025
-44808.6000823975,41,73,1,33,15191.3999176025
-46936.8855285645,41,74,1,34,13063.1144714355
-44808.6000823975,41,75,1,35,15191.3999176025
-44808.6000823975,41,76,1,36,15191.3999176025
-46936.8855285645,41,77,1,37,13063.1144714355
-46936.8855285645,41,78,1,38,13063.1144714355
-44808.6000823975,41,79,1,39,15191.3999176025
-46936.8855285645,41,80,1,40,13063.1144714355
-46936.8855285645,41,81,1,41,13063.1144714355
-44808.6000823975,41,82,1,42,15191.3999176025
-46936.8855285645,41,83,1,43,13063.1144714355
-46936.8855285645,41,84,1,44,13063.1144714355
-44808.6000823975,41,85,1,45,15191.3999176025
-46936.8855285645,41,86,1,46,13063.1144714355
-44808.6000823975,41,87,1,47,15191.3999176025
-44808.6000823975,41,88,1,48,15191.3999176025
-44808.6000823975,41,89,1,49,15191.3999176025
-46936.8855285645,41,90,1,50,13063.1144714355
-46615.2855491638,41,91,1,51,13384.7144508362
-44808.6000823975,41,92,1,52,15191.3999176025
-46936.8855285645,41,93,1,53,13063.1144714355
-44808.6000823975,41,94,1,54,15191.3999176025
-44808.6000823975,41,95,1,55,15191.3999176025
-44808.6000823975,41,96,1,56,15191.3999176025
-46936.8855285645,41,97,1,57,13063.1144714355
-46936.8855285645,41,98,1,58,13063.1144714355
-44808.6000823975,41,99,1,59,15191.3999176025
-46936.8855285645,41,100,1,60,13063.1144714355
-44808.6000823975,41,101,1,61,15191.3999176025
