parent_id,child_id
d00000,d74145
d00000,d74146
d00001,d97369
d00002,d80002
d00002,d80003
d00003,d97371
d00004,d85859
d00004,d85860
d00005,d97373
d00006,d91716
d00006,d91717
d00007,d97375
d00008,d74437
d00008,d74438
d00009,d97377
d00010,d80294
d00010,d80295
d00011,d97379
d00012,d86151
d00012,d86152
d00013,d97381
d00014,d92008
d00014,d92009
d00015,d97383
d00016,d74729
d00016,d74730
d00017,d97385
d00018,d80586
d00018,d80587
d00019,d97387
d00020,d86443
d00020,d86444
d00021,d97389
d00022,d92300
d00022,d92301
d00023,d97391
d00024,d75024
d00024,d75025
d00025,d97393
d00026,d80881
d00026,d80882
d00027,d97395
d00028,d86738
d00028,d86739
d00029,d97397
d00030,d92595
d00030,d92596
d00031,d97399
d00032,d75319
d00032,d75320
d00033,d97401
d00034,d81176
d00034,d81177
d00035,d97403
d00036,d87033
d00036,d87034
d00037,d97405
d00038,d92890
d00038,d92891
d00039,d97407
d00040,d75614
d00040,d75615
d00041,d97409
d00042,d81471
d00042,d81472
d00043,d97411
d00044,d87328
d00044,d87329
d00045,d97413
d00046,d93185
d00046,d93186
d00047,d97415
d00048,d75902
d00048,d75903
d00049,d97417
d00050,d81759
d00050,d81760
d00051,d97419
d00052,d87616
d00052,d87617
d00053,d97421
d00054,d93473
d00054,d93474
d00055,d97423
d00056,d76194
d00056,d76195
d00057,d97425
d00058,d82051
d00058,d82052
d00059,d97427
d00060,d87908
d00060,d87909
d00061,d97429
d00062,d93765
d00062,d93766
d00063,d97431
d00064,d76470
d00064,d76471
d00065,d97433
d00066,d82327
d00066,d82328
d00067,d97435
d00068,d88184
d00068,d88185
d00069,d97437
d00070,d94041
d00070,d94042
d00071,d97439
d00072,d76746
d00072,d76747
d00073,d97441
d00074,d82603
d00074,d82604
d00075,d97443
d00076,d88460
d00076,d88461
d00077,d97445
d00078,d94317
d00078,d94318
d00079,d97447
d00080,d77022
d00080,d77023
d00081,d97449
d00082,d82879
d00082,d82880
d00083,d97451
d00084,d88736
d00084,d88737
d00085,d97453
d00086,d94593
d00086,d94594
d00087,d97455
d00088,d77298
d00088,d77299
d00089,d97457
d00090,d83155
d00090,d83156
d00091,d97459
d00092,d89012
d00092,d89013
d00093,d97461
d00094,d94869
d00094,d94870
d00095,d97463
d00096,d77574
d00096,d77575
d00097,d97465
d00098,d83431
d00098,d83432
d00099,d97467
