project_id,res_id,cost
1,1,1835.0
10,1,2159.0
100,1,3183.0
1000,1,485.0
10000,1,2600.0
10001,1,1982.0
10002,1,829.0
10003,1,1117.0
10004,1,3729.0
10005,1,1170.0
10006,1,3103.0
10007,1,991.0
10008,1,2413.0
10009,1,2635.0
1001,1,2016.0
10010,1,3271.0
10011,1,1053.0
10012,1,496.0
10013,1,1284.0
10014,1,2738.0
10015,1,1175.0
10016,1,1922.0
10017,1,1354.0
10018,1,122.0
10019,1,1792.0
1002,1,2562.0
10020,1,1240.0
10021,1,2644.0
10022,1,752.0
10023,1,3425.0
10024,1,3286.0
10025,1,1706.0
10026,1,3416.0
10027,1,1980.0
10028,1,2538.0
10029,1,2460.0
1003,1,1073.0
10030,1,3069.0
10031,1,3710.0
10032,1,1150.0
10033,1,524.0
10034,1,704.0
10035,1,3122.0
10036,1,1384.0
10037,1,2309.0
10038,1,706.0
10039,1,959.0
1004,1,3718.0
10040,1,2037.0
10041,1,428.0
10042,1,940.0
10043,1,2447.0
10044,1,809.0
10045,1,3164.0
10046,1,3637.0
10047,1,3650.0
10048,1,1255.0
10049,1,2861.0
1005,1,2752.0
10050,1,355.0
10051,1,3885.0
10052,1,238.0
10053,1,1152.0
10054,1,2444.0
10055,1,1176.0
10056,1,1166.0
10057,1,2266.0
10058,1,3435.0
10059,1,2193.0
1006,1,3400.0
10060,1,3961.0
10061,1,1151.0
10062,1,1037.0
10063,1,46.0
10064,1,3387.0
10065,1,1117.0
10066,1,1574.0
10067,1,719.0
10068,1,155.0
10069,1,2408.0
1007,1,3709.0
10070,1,30.0
10071,1,3805.0
10072,1,2542.0
10073,1,693.0
10074,1,2633.0
10075,1,1888.0
10076,1,2082.0
10077,1,2756.0
10078,1,1538.0
10079,1,2934.0
1008,1,1509.0
10080,1,2995.0
10081,1,2618.0
10082,1,2934.0
10083,1,315.0
10084,1,3184.0
10085,1,1893.0
10086,1,1259.0
10087,1,2513.0
10088,1,4020.0
10089,1,810.0
1009,1,1084.0
10090,1,3538.0
10091,1,129.0
10092,1,2279.0
10093,1,3020.0
10094,1,2682.0
10095,1,832.0
10096,1,1779.0
10097,1,1797.0
10098,1,1982.0
10099,1,214.0
101,1,1711.0
1010,1,100.0
10100,1,475.0
10101,1,239.0
10102,1,1364.0
10103,1,4063.0
10104,1,3721.0
10105,1,1429.0
10106,1,433.0
10107,1,518.0
10108,1,3254.0
10109,1,1282.0
1011,1,1185.0
10110,1,1696.0
10111,1,2779.0
10112,1,3879.0
10113,1,2226.0
10114,1,1045.0
10115,1,2653.0
10116,1,1839.0
10117,1,1288.0
10118,1,1657.0
10119,1,92.0
1012,1,1872.0
10120,1,2188.0
10121,1,22.0
10122,1,772.0
10123,1,2243.0
10124,1,3079.0
10125,1,4047.0
10126,1,2878.0
10127,1,3842.0
10128,1,2964.0
10129,1,3862.0
1013,1,420.0
10130,1,2843.0
10131,1,223.0
10132,1,2456.0
10133,1,3580.0
10134,1,3688.0
10135,1,4047.0
10136,1,3091.0
10137,1,3614.0
10138,1,2047.0
10139,1,1405.0
1014,1,3719.0
10140,1,1094.0
10141,1,2077.0
10142,1,1610.0
10143,1,143.0
10144,1,1118.0
10145,1,3536.0
10146,1,2419.0
10147,1,2823.0
10148,1,1081.0
10149,1,3517.0
1015,1,1742.0
10150,1,2775.0
10151,1,3445.0
10152,1,1914.0
10153,1,570.0
10154,1,3989.0
10155,1,3380.0
10156,1,372.0
10157,1,3675.0
10158,1,580.0
10159,1,741.0
1016,1,415.0
10160,1,502.0
10161,1,3710.0
10162,1,1004.0
10163,1,1200.0
10164,1,3709.0
10165,1,1106.0
10166,1,2350.0
10167,1,948.0
10168,1,4052.0
10169,1,3758.0
1017,1,729.0
10170,1,2713.0
10171,1,1534.0
10172,1,2370.0
10173,1,4029.0
10174,1,239.0
10175,1,483.0
10176,1,2107.0
10177,1,2006.0
10178,1,1265.0
10179,1,1003.0
1018,1,259.0
10180,1,3071.0
10181,1,1777.0
10182,1,274.0
10183,1,1532.0
10184,1,319.0
10185,1,3203.0
10186,1,4021.0
10187,1,3379.0
10188,1,1990.0
10189,1,3151.0
1019,1,2866.0
10190,1,832.0
10191,1,3860.0
10192,1,2564.0
10193,1,2422.0
10194,1,3323.0
10195,1,3699.0
10196,1,3537.0
10197,1,1308.0
10198,1,3926.0
10199,1,2817.0
102,1,1587.0
1020,1,984.0
10200,1,1528.0
10201,1,3933.0
10202,1,2599.0
10203,1,1796.0
10204,1,2433.0
10205,1,1383.0
10206,1,3974.0
10207,1,3258.0
10208,1,903.0
10209,1,1437.0
1021,1,1055.0
10210,1,1370.0
10211,1,1596.0
10212,1,604.0
10213,1,2299.0
10214,1,595.0
10215,1,825.0
10216,1,1818.0
10217,1,1803.0
10218,1,2478.0
10219,1,1013.0
1022,1,1985.0
10220,1,1479.0
10221,1,1218.0
10222,1,3816.0
10223,1,1799.0
10224,1,1575.0
10225,1,1311.0
10226,1,2680.0
10227,1,994.0
10228,1,874.0
10229,1,1634.0
1023,1,690.0
10230,1,2669.0
10231,1,790.0
10232,1,291.0
10233,1,2800.0
10234,1,49.0
10235,1,2842.0
10236,1,1597.0
10237,1,2966.0
10238,1,1917.0
10239,1,944.0
1024,1,639.0
10240,1,3887.0
10241,1,2051.0
10242,1,1348.0
10243,1,2611.0
10244,1,714.0
10245,1,2723.0
10246,1,3178.0
10247,1,2504.0
10248,1,2053.0
10249,1,4093.0
1025,1,3747.0
10250,1,2216.0
10251,1,3783.0
10252,1,3720.0
10253,1,662.0
10254,1,3574.0
10255,1,1178.0
10256,1,3485.0
10257,1,1157.0
10258,1,884.0
10259,1,2661.0
1026,1,3713.0
10260,1,3339.0
10261,1,3151.0
10262,1,3204.0
10263,1,2464.0
10264,1,95.0
10265,1,3975.0
10266,1,2358.0
10267,1,18.0
10268,1,1840.0
10269,1,762.0
1027,1,3804.0
10270,1,545.0
10271,1,2153.0
10272,1,686.0
10273,1,2067.0
10274,1,784.0
10275,1,267.0
10276,1,319.0
10277,1,3679.0
10278,1,1458.0
10279,1,1377.0
1028,1,3298.0
10280,1,3136.0
10281,1,2944.0
10282,1,2037.0
10283,1,2930.0
10284,1,3129.0
10285,1,1029.0
10286,1,2827.0
10287,1,3780.0
10288,1,3565.0
10289,1,2114.0
1029,1,1696.0
10290,1,508.0
10291,1,3251.0
10292,1,337.0
10293,1,3772.0
10294,1,1109.0
10295,1,211.0
10296,1,512.0
10297,1,3339.0
10298,1,1335.0
10299,1,3073.0
103,1,2016.0
1030,1,797.0
10300,1,495.0
10301,1,923.0
10302,1,3642.0
10303,1,3224.0
10304,1,3911.0
10305,1,3658.0
10306,1,1079.0
10307,1,3688.0
10308,1,356.0
10309,1,177.0
1031,1,1967.0
10310,1,3968.0
10311,1,167.0
10312,1,4073.0
10313,1,3311.0
10314,1,1182.0
10315,1,3823.0
10316,1,3061.0
10317,1,1013.0
10318,1,927.0
10319,1,1322.0
1032,1,1081.0
10320,1,2189.0
10321,1,3111.0
10322,1,1332.0
10323,1,724.0
10324,1,1264.0
10325,1,1922.0
10326,1,3981.0
10327,1,900.0
10328,1,529.0
10329,1,126.0
1033,1,3616.0
10330,1,3499.0
10331,1,3215.0
10332,1,1594.0
10333,1,174.0
10334,1,100.0
10335,1,1800.0
10336,1,1475.0
10337,1,2965.0
10338,1,386.0
10339,1,2759.0
1034,1,808.0
10340,1,291.0
10341,1,1090.0
10342,1,1470.0
10343,1,3432.0
10344,1,2618.0
10345,1,657.0
10346,1,2648.0
10347,1,1241.0
10348,1,1621.0
10349,1,3963.0
1035,1,3913.0
10350,1,1363.0
10351,1,1043.0
10352,1,830.0
10353,1,2799.0
10354,1,940.0
10355,1,2191.0
10356,1,2935.0
10357,1,452.0
10358,1,601.0
10359,1,2128.0
1036,1,3923.0
10360,1,1144.0
10361,1,3754.0
10362,1,2152.0
10363,1,2879.0
10364,1,21.0
10365,1,1280.0
10366,1,2701.0
10367,1,3473.0
10368,1,1430.0
10369,1,1406.0
1037,1,1831.0
10370,1,1041.0
10371,1,1317.0
10372,1,3836.0
10373,1,1373.0
10374,1,341.0
10375,1,630.0
10376,1,2528.0
10377,1,1265.0
10378,1,1816.0
10379,1,3275.0
1038,1,1121.0
10380,1,2246.0
10381,1,311.0
10382,1,1003.0
10383,1,1856.0
10384,1,2715.0
10385,1,242.0
10386,1,1650.0
10387,1,890.0
10388,1,1632.0
10389,1,1085.0
1039,1,3717.0
10390,1,1547.0
10391,1,3887.0
10392,1,3125.0
10393,1,602.0
10394,1,443.0
10395,1,4077.0
10396,1,648.0
10397,1,557.0
10398,1,947.0
10399,1,3411.0
104,1,1383.0
1040,1,2468.0
10400,1,3224.0
10401,1,1584.0
10402,1,787.0
10403,1,3045.0
10404,1,1952.0
10405,1,1187.0
10406,1,2771.0
10407,1,1404.0
10408,1,1060.0
10409,1,947.0
1041,1,2304.0
10410,1,371.0
10411,1,1252.0
10412,1,2317.0
10413,1,1807.0
10414,1,3882.0
10415,1,3807.0
10416,1,2040.0
10417,1,238.0
10418,1,3072.0
10419,1,1884.0
1042,1,3757.0
10420,1,548.0
10421,1,3294.0
10422,1,1060.0
10423,1,3563.0
10424,1,2203.0
10425,1,4001.0
10426,1,820.0
10427,1,3036.0
10428,1,2252.0
10429,1,2662.0
1043,1,2881.0
10430,1,3755.0
10431,1,3871.0
10432,1,1602.0
10433,1,1476.0
10434,1,949.0
10435,1,3757.0
10436,1,520.0
10437,1,362.0
10438,1,634.0
10439,1,2921.0
1044,1,1723.0
10440,1,3712.0
10441,1,2075.0
10442,1,1874.0
10443,1,508.0
10444,1,3900.0
10445,1,2218.0
10446,1,2337.0
10447,1,2514.0
10448,1,2739.0
10449,1,3786.0
1045,1,3184.0
10450,1,2973.0
10451,1,2647.0
10452,1,709.0
10453,1,1230.0
10454,1,2094.0
10455,1,2557.0
10456,1,3134.0
10457,1,55.0
10458,1,2419.0
10459,1,585.0
1046,1,1404.0
10460,1,3639.0
10461,1,280.0
10462,1,2315.0
10463,1,330.0
10464,1,425.0
10465,1,3830.0
10466,1,2597.0
10467,1,665.0
10468,1,472.0
10469,1,1202.0
1047,1,3753.0
10470,1,1212.0
10471,1,3306.0
10472,1,1085.0
10473,1,1734.0
10474,1,877.0
10475,1,214.0
10476,1,2531.0
10477,1,3290.0
10478,1,1984.0
10479,1,1669.0
1048,1,2196.0
10480,1,3025.0
10481,1,1758.0
10482,1,2168.0
10483,1,565.0
10484,1,3250.0
10485,1,359.0
10486,1,699.0
10487,1,3234.0
10488,1,594.0
10489,1,164.0
1049,1,1841.0
10490,1,1952.0
10491,1,3935.0
10492,1,18.0
10493,1,1116.0
10494,1,1339.0
10495,1,2103.0
10496,1,1098.0
10497,1,3456.0
10498,1,2902.0
10499,1,3462.0
105,1,3449.0
1050,1,2824.0
10500,1,2069.0
10501,1,311.0
10502,1,3353.0
10503,1,461.0
10504,1,1505.0
10505,1,3757.0
10506,1,40.0
10507,1,4089.0
10508,1,2743.0
10509,1,3696.0
1051,1,3240.0
10510,1,1915.0
10511,1,767.0
10512,1,2058.0
10513,1,3006.0
10514,1,1880.0
10515,1,2761.0
10516,1,1813.0
