id,npv
1,312.0
2,-361.0
3,473.0
4,151.0
5,497.0
6,19.0
7,235.0
8,-301.0
9,-420.0
10,527.0
11,52.0
12,451.0
13,542.0
14,-123.0
15,-375.0
16,-19.0
17,114.0
18,-330.0
19,536.0
20,-69.0
21,361.0
22,44.0
23,-202.0
24,547.0
25,-239.0
26,-156.0
27,341.0
28,-398.0
29,355.0
30,21.0
31,-68.0
32,70.0
33,273.0
34,128.0
35,-5.0
36,-257.0
37,225.0
38,399.0
39,-326.0
40,-301.0
41,309.0
42,561.0
43,479.0
44,-350.0
45,556.0
46,207.0
47,257.0
48,-214.0
49,291.0
50,-426.0
51,356.0
52,458.0
53,388.0
54,-140.0
55,308.0
56,-120.0
57,49.0
58,12.0
59,450.0
60,135.0
61,156.0
62,-15.0
63,-64.0
64,-13.0
65,292.0
66,42.0
67,247.0
68,501.0
69,344.0
70,343.0
71,-81.0
72,-224.0
73,393.0
74,210.0
75,14.0
76,409.0
77,197.0
78,424.0
79,-125.0
80,554.0
81,-210.0
82,141.0
83,282.0
84,-362.0
85,348.0
86,82.0
87,127.0
88,549.0
89,-345.0
90,61.0
91,-320.0
92,64.0
93,29.0
94,517.0
95,-54.0
96,521.0
97,69.0
98,88.0
99,-154.0
100,-23.0
101,423.0
102,511.0
103,466.0
104,195.0
105,-282.0
106,-263.0
107,-2.0
108,204.0
109,-398.0
110,-247.0
111,-217.0
112,-309.0
113,-322.0
114,542.0
115,272.0
116,156.0
117,-209.0
118,-41.0
119,195.0
120,130.0
121,-0.0
122,279.0
123,163.0
124,-52.0
125,-294.0
126,563.0
127,-229.0
128,54.0
129,445.0
130,421.0
131,290.0
132,-215.0
133,63.0
134,533.0
135,-340.0
136,-237.0
137,184.0
138,528.0
139,-42.0
140,-391.0
141,550.0
142,461.0
143,133.0
144,108.0
145,171.0
146,-390.0
147,102.0
148,308.0
149,437.0
150,109.0
151,120.0
152,-106.0
153,447.0
154,-12.0
155,-325.0
156,-29.0
157,-424.0
158,148.0
159,-84.0
160,428.0
161,192.0
162,-85.0
163,510.0
164,-203.0
165,551.0
166,72.0
167,-392.0
168,-239.0
169,-231.0
170,-244.0
171,-215.0
172,-351.0
173,180.0
174,570.0
175,-313.0
176,-157.0
177,574.0
178,-22.0
179,226.0
180,266.0
181,411.0
182,-12.0
183,487.0
184,323.0
185,-272.0
186,-392.0
187,9.0
188,-8.0
189,-208.0
190,311.0
191,126.0
192,-73.0
193,199.0
194,-14.0
195,-146.0
196,335.0
197,-43.0
198,172.0
199,-204.0
200,-127.0
201,292.0
202,288.0
203,125.0
204,159.0
205,22.0
206,142.0
207,114.0
208,-388.0
209,55.0
210,-25.0
211,219.0
212,37.0
213,-169.0
214,43.0
215,408.0
216,-298.0
217,-397.0
218,-299.0
219,-165.0
220,125.0
221,-229.0
222,175.0
223,-205.0
224,315.0
225,461.0
226,230.0
227,40.0
228,-41.0
229,-173.0
230,229.0
231,-161.0
232,-195.0
233,-408.0
234,-64.0
235,552.0
236,-193.0
237,27.0
238,407.0
239,456.0
240,174.0
241,-349.0
242,543.0
243,-316.0
244,268.0
245,206.0
246,82.0
247,-370.0
248,335.0
249,-130.0
250,540.0
251,564.0
252,17.0
253,-344.0
254,-249.0
255,-250.0
256,-199.0
257,7.0
258,162.0
259,-263.0
260,162.0
261,-88.0
262,-26.0
263,-28.0
264,-120.0
265,323.0
266,560.0
267,-205.0
268,-44.0
269,443.0
270,267.0
271,-183.0
272,406.0
273,-430.0
274,-318.0
275,526.0
276,568.0
277,317.0
278,228.0
279,47.0
280,-374.0
281,-291.0
282,435.0
283,570.0
284,230.0
285,-69.0
286,59.0
287,567.0
288,-431.0
289,-47.0
290,-395.0
291,-228.0
292,365.0
293,-297.0
294,237.0
295,100.0
296,200.0
297,201.0
298,-170.0
299,50.0
300,-172.0
301,-197.0
302,-191.0
303,281.0
304,527.0
305,-49.0
306,302.0
307,-313.0
308,-39.0
309,276.0
310,-80.0
311,-26.0
312,467.0
313,362.0
314,424.0
315,-154.0
316,556.0
317,260.0
318,-327.0
319,404.0
320,-395.0
321,302.0
322,-279.0
323,541.0
324,134.0
325,342.0
326,-155.0
327,375.0
328,160.0
329,334.0
330,-38.0
331,178.0
332,-394.0
333,323.0
