time_id,from_state,to_state,label
0,q0,q0,off
1,q0,q0,off
2,q0,q0,off
3,q0,q0,off
4,q0,q0,off
5,q0,q0,off
6,q0,q0,off
7,q0,q0,off
8,q0,q0,off
9,q0,q0,off
10,q0,q0,off
11,q0,q0,off
12,q0,q0,off
13,q0,q0,off
14,q0,q0,off
15,q0,q0,off
16,q0,q0,off
17,q0,q0,off
18,q0,q0,off
19,q0,q0,off
20,q0,q0,off
21,q0,q0,off
22,q0,q0,off
23,q0,q0,off
24,q0,q0,off
25,q0,q0,off
26,q0,q0,off
27,q0,q0,off
28,q0,q0,off
29,q0,q0,off
30,q0,q0,off
31,q0,q0,off
32,q0,a4_1,a4
32,q0,q0,off
33,a4_1,a4_2,a4
33,q0,a4_1,a4
33,q0,q0,off
34,a4_1,a4_2,a4
34,a4_2,a4_3,a4
34,q0,a4_1,a4
34,q0,q0,off
35,a4_1,a4_2,a4
35,a4_2,a4_3,a4
35,a4_3,a4_4,a4
35,q0,a4_1,a4
35,q0,q0,off
36,a4_1,a4_2,a4
36,a4_2,a4_3,a4
36,a4_3,a4_4,a4
36,a4_4,a4_4,a4
36,a4_4,br,short_break
36,a4_4,l_1,meal_break
36,a4_4,rs,off
36,q0,a3_1,a3
36,q0,a4_1,a4
36,q0,q0,off
37,a3_1,a3_2,a3
37,a4_1,a4_2,a4
37,a4_2,a4_3,a4
37,a4_3,a4_4,a4
37,a4_4,a4_4,a4
37,a4_4,br,short_break
37,a4_4,l_1,meal_break
37,a4_4,rs,off
37,br,a3_1,a3
37,br,a4_1,a4
37,l_1,l_2,meal_break
37,q0,a3_1,a3
37,q0,a4_1,a4
37,q0,q0,off
37,rs,rs,off
38,a3_1,a3_2,a3
38,a3_2,a3_3,a3
38,a4_1,a4_2,a4
38,a4_2,a4_3,a4
38,a4_3,a4_4,a4
38,a4_4,a4_4,a4
38,a4_4,br,short_break
38,a4_4,l_1,meal_break
38,a4_4,rs,off
38,br,a3_1,a3
38,br,a4_1,a4
38,l_1,l_2,meal_break
38,l_2,l_3,meal_break
38,q0,a3_1,a3
38,q0,a4_1,a4
38,q0,q0,off
38,rs,rs,off
39,a3_1,a3_2,a3
39,a3_2,a3_3,a3
39,a3_3,a3_4,a3
39,a4_1,a4_2,a4
39,a4_2,a4_3,a4
39,a4_3,a4_4,a4
39,a4_4,a4_4,a4
39,a4_4,br,short_break
39,a4_4,l_1,meal_break
39,a4_4,rs,off
39,br,a3_1,a3
39,br,a4_1,a4
39,l_1,l_2,meal_break
39,l_2,l_3,meal_break
39,l_3,l_4,meal_break
39,q0,a3_1,a3
39,q0,a4_1,a4
39,q0,q0,off
39,rs,rs,off
40,a3_1,a3_2,a3
40,a3_2,a3_3,a3
40,a3_3,a3_4,a3
40,a3_4,a3_4,a3
40,a3_4,br,short_break
40,a3_4,l_1,meal_break
40,a3_4,rs,off
40,a4_1,a4_2,a4
40,a4_2,a4_3,a4
40,a4_3,a4_4,a4
40,a4_4,a4_4,a4
40,a4_4,br,short_break
40,a4_4,l_1,meal_break
40,a4_4,rs,off
40,br,a3_1,a3
40,br,a4_1,a4
40,l_1,l_2,meal_break
40,l_2,l_3,meal_break
40,l_3,l_4,meal_break
40,l_4,a3_1,a3
40,l_4,a4_1,a4
40,q0,a3_1,a3
40,q0,a4_1,a4
40,q0,q0,off
40,rs,rs,off
41,a3_1,a3_2,a3
41,a3_2,a3_3,a3
41,a3_3,a3_4,a3
41,a3_4,a3_4,a3
41,a3_4,br,short_break
41,a3_4,l_1,meal_break
41,a3_4,rs,off
41,a4_1,a4_2,a4
41,a4_2,a4_3,a4
41,a4_3,a4_4,a4
41,a4_4,a4_4,a4
41,a4_4,br,short_break
41,a4_4,l_1,meal_break
41,a4_4,rs,off
41,br,a3_1,a3
41,br,a4_1,a4
41,l_1,l_2,meal_break
41,l_2,l_3,meal_break
41,l_3,l_4,meal_break
41,l_4,a3_1,a3
41,l_4,a4_1,a4
41,q0,a3_1,a3
41,q0,a4_1,a4
41,q0,q0,off
41,rs,rs,off
42,a3_1,a3_2,a3
42,a3_2,a3_3,a3
42,a3_3,a3_4,a3
42,a3_4,a3_4,a3
42,a3_4,br,short_break
42,a3_4,l_1,meal_break
42,a3_4,rs,off
42,a4_1,a4_2,a4
42,a4_2,a4_3,a4
42,a4_3,a4_4,a4
42,a4_4,a4_4,a4
42,a4_4,br,short_break
42,a4_4,l_1,meal_break
42,a4_4,rs,off
42,br,a3_1,a3
42,br,a4_1,a4
42,l_1,l_2,meal_break
42,l_2,l_3,meal_break
42,l_3,l_4,meal_break
42,l_4,a3_1,a3
42,l_4,a4_1,a4
42,q0,a3_1,a3
42,q0,a4_1,a4
42,q0,q0,off
42,rs,rs,off
43,a3_1,a3_2,a3
43,a3_2,a3_3,a3
43,a3_3,a3_4,a3
43,a3_4,a3_4,a3
43,a3_4,br,short_break
43,a3_4,l_1,meal_break
43,a3_4,rs,off
43,a4_1,a4_2,a4
43,a4_2,a4_3,a4
43,a4_3,a4_4,a4
43,a4_4,a4_4,a4
43,a4_4,br,short_break
43,a4_4,l_1,meal_break
43,a4_4,rs,off
43,br,a3_1,a3
43,br,a4_1,a4
43,l_1,l_2,meal_break
43,l_2,l_3,meal_break
43,l_3,l_4,meal_break
43,l_4,a3_1,a3
43,l_4,a4_1,a4
43,q0,a3_1,a3
43,q0,a4_1,a4
43,q0,q0,off
43,rs,rs,off
44,a3_1,a3_2,a3
44,a3_2,a3_3,a3
44,a3_3,a3_4,a3
44,a3_4,a3_4,a3
44,a3_4,br,short_break
44,a3_4,l_1,meal_break
44,a3_4,rs,off
44,a4_1,a4_2,a4
44,a4_2,a4_3,a4
44,a4_3,a4_4,a4
44,a4_4,a4_4,a4
44,a4_4,br,short_break
44,a4_4,l_1,meal_break
44,a4_4,rs,off
44,br,a1_1,a1
44,br,a3_1,a3
44,br,a4_1,a4
44,br,a5_1,a5
44,l_1,l_2,meal_break
44,l_2,l_3,meal_break
44,l_3,l_4,meal_break
44,l_4,a1_1,a1
44,l_4,a3_1,a3
44,l_4,a4_1,a4
44,l_4,a5_1,a5
44,q0,a1_1,a1
44,q0,a3_1,a3
44,q0,a4_1,a4
44,q0,a5_1,a5
44,q0,q0,off
44,rs,rs,off
45,a1_1,a1_2,a1
45,a3_1,a3_2,a3
45,a3_2,a3_3,a3
45,a3_3,a3_4,a3
45,a3_4,a3_4,a3
45,a3_4,br,short_break
45,a3_4,l_1,meal_break
45,a3_4,rs,off
45,a4_1,a4_2,a4
45,a4_2,a4_3,a4
45,a4_3,a4_4,a4
45,a4_4,a4_4,a4
45,a4_4,br,short_break
45,a4_4,l_1,meal_break
45,a4_4,rs,off
45,a5_1,a5_2,a5
45,br,a1_1,a1
45,br,a3_1,a3
45,br,a4_1,a4
45,br,a5_1,a5
45,l_1,l_2,meal_break
45,l_2,l_3,meal_break
45,l_3,l_4,meal_break
45,l_4,a1_1,a1
45,l_4,a3_1,a3
45,l_4,a4_1,a4
45,l_4,a5_1,a5
45,q0,a1_1,a1
45,q0,a3_1,a3
45,q0,a4_1,a4
45,q0,a5_1,a5
45,q0,q0,off
45,rs,rs,off
46,a1_1,a1_2,a1
46,a1_2,a1_3,a1
46,a3_1,a3_2,a3
46,a3_2,a3_3,a3
46,a3_3,a3_4,a3
46,a3_4,a3_4,a3
46,a3_4,br,short_break
46,a3_4,l_1,meal_break
46,a3_4,rs,off
46,a4_1,a4_2,a4
46,a4_2,a4_3,a4
46,a4_3,a4_4,a4
46,a4_4,a4_4,a4
46,a4_4,br,short_break
46,a4_4,l_1,meal_break
46,a4_4,rs,off
46,a5_1,a5_2,a5
46,a5_2,a5_3,a5
46,br,a1_1,a1
46,br,a3_1,a3
46,br,a4_1,a4
46,br,a5_1,a5
46,l_1,l_2,meal_break
46,l_2,l_3,meal_break
46,l_3,l_4,meal_break
46,l_4,a1_1,a1
46,l_4,a3_1,a3
46,l_4,a4_1,a4
46,l_4,a5_1,a5
46,q0,a1_1,a1
46,q0,a3_1,a3
46,q0,a4_1,a4
46,q0,a5_1,a5
46,q0,q0,off
46,rs,rs,off
47,a1_1,a1_2,a1
47,a1_2,a1_3,a1
47,a1_3,a1_4,a1
47,a3_1,a3_2,a3
47,a3_2,a3_3,a3
47,a3_3,a3_4,a3
47,a3_4,a3_4,a3
47,a3_4,br,short_break
47,a3_4,l_1,meal_break
47,a3_4,rs,off
47,a4_1,a4_2,a4
47,a4_2,a4_3,a4
47,a4_3,a4_4,a4
47,a4_4,a4_4,a4
47,a4_4,br,short_break
47,a4_4,l_1,meal_break
47,a4_4,rs,off
47,a5_1,a5_2,a5
47,a5_2,a5_3,a5
47,a5_3,a5_4,a5
47,br,a1_1,a1
47,br,a3_1,a3
47,br,a4_1,a4
47,br,a5_1,a5
47,l_1,l_2,meal_break
47,l_2,l_3,meal_break
47,l_3,l_4,meal_break
47,l_4,a1_1,a1
47,l_4,a3_1,a3
47,l_4,a4_1,a4
47,l_4,a5_1,a5
47,q0,a1_1,a1
47,q0,a3_1,a3
47,q0,a4_1,a4
47,q0,a5_1,a5
47,q0,q0,off
47,rs,rs,off
48,a1_1,a1_2,a1
48,a1_2,a1_3,a1
48,a1_3,a1_4,a1
48,a1_4,a1_4,a1
48,a1_4,br,short_break
48,a1_4,l_1,meal_break
48,a1_4,rs,off
48,a3_1,a3_2,a3
48,a3_2,a3_3,a3
48,a3_3,a3_4,a3
48,a3_4,a3_4,a3
48,a3_4,br,short_break
48,a3_4,l_1,meal_break
48,a3_4,rs,off
48,a4_1,a4_2,a4
48,a4_2,a4_3,a4
48,a4_3,a4_4,a4
48,a4_4,a4_4,a4
48,a4_4,br,short_break
48,a4_4,l_1,meal_break
48,a4_4,rs,off
48,a5_1,a5_2,a5
48,a5_2,a5_3,a5
48,a5_3,a5_4,a5
48,a5_4,a5_4,a5
48,a5_4,br,short_break
48,a5_4,l_1,meal_break
48,a5_4,rs,off
48,br,a1_1,a1
48,br,a2_1,a2
48,br,a3_1,a3
48,br,a4_1,a4
48,br,a5_1,a5
48,l_1,l_2,meal_break
48,l_2,l_3,meal_break
48,l_3,l_4,meal_break
48,l_4,a1_1,a1
48,l_4,a2_1,a2
48,l_4,a3_1,a3
48,l_4,a4_1,a4
48,l_4,a5_1,a5
48,q0,a1_1,a1
48,q0,a2_1,a2
48,q0,a3_1,a3
48,q0,a4_1,a4
48,q0,a5_1,a5
48,q0,q0,off
48,rs,rs,off
49,a1_1,a1_2,a1
49,a1_2,a1_3,a1
49,a1_3,a1_4,a1
49,a1_4,a1_4,a1
49,a1_4,br,short_break
49,a1_4,l_1,meal_break
49,a1_4,rs,off
49,a2_1,a2_2,a2
49,a3_1,a3_2,a3
49,a3_2,a3_3,a3
49,a3_3,a3_4,a3
49,a3_4,a3_4,a3
49,a3_4,br,short_break
49,a3_4,l_1,meal_break
49,a3_4,rs,off
49,a4_1,a4_2,a4
49,a4_2,a4_3,a4
49,a4_3,a4_4,a4
49,a4_4,a4_4,a4
49,a4_4,br,short_break
49,a4_4,l_1,meal_break
49,a4_4,rs,off
49,a5_1,a5_2,a5
49,a5_2,a5_3,a5
49,a5_3,a5_4,a5
49,a5_4,a5_4,a5
49,a5_4,br,short_break
49,a5_4,l_1,meal_break
49,a5_4,rs,off
49,br,a1_1,a1
49,br,a2_1,a2
49,br,a3_1,a3
49,br,a4_1,a4
49,br,a5_1,a5
49,l_1,l_2,meal_break
49,l_2,l_3,meal_break
49,l_3,l_4,meal_break
49,l_4,a1_1,a1
49,l_4,a2_1,a2
49,l_4,a3_1,a3
49,l_4,a4_1,a4
49,l_4,a5_1,a5
49,q0,a1_1,a1
49,q0,a2_1,a2
49,q0,a3_1,a3
49,q0,a4_1,a4
49,q0,a5_1,a5
49,q0,q0,off
49,rs,rs,off
50,a1_1,a1_2,a1
50,a1_2,a1_3,a1
50,a1_3,a1_4,a1
50,a1_4,a1_4,a1
50,a1_4,br,short_break
50,a1_4,l_1,meal_break
50,a1_4,rs,off
50,a2_1,a2_2,a2
50,a2_2,a2_3,a2
50,a3_1,a3_2,a3
50,a3_2,a3_3,a3
50,a3_3,a3_4,a3
50,a3_4,a3_4,a3
50,a3_4,br,short_break
50,a3_4,l_1,meal_break
50,a3_4,rs,off
50,a4_1,a4_2,a4
50,a4_2,a4_3,a4
50,a4_3,a4_4,a4
50,a4_4,a4_4,a4
50,a4_4,br,short_break
50,a4_4,l_1,meal_break
50,a4_4,rs,off
50,a5_1,a5_2,a5
50,a5_2,a5_3,a5
50,a5_3,a5_4,a5
50,a5_4,a5_4,a5
50,a5_4,br,short_break
50,a5_4,l_1,meal_break
50,a5_4,rs,off
50,br,a1_1,a1
50,br,a2_1,a2
50,br,a3_1,a3
50,br,a4_1,a4
50,br,a5_1,a5
50,l_1,l_2,meal_break
50,l_2,l_3,meal_break
50,l_3,l_4,meal_break
50,l_4,a1_1,a1
50,l_4,a2_1,a2
50,l_4,a3_1,a3
50,l_4,a4_1,a4
50,l_4,a5_1,a5
50,q0,a1_1,a1
50,q0,a2_1,a2
50,q0,a3_1,a3
50,q0,a4_1,a4
50,q0,a5_1,a5
50,q0,q0,off
50,rs,rs,off
51,a1_1,a1_2,a1
51,a1_2,a1_3,a1
51,a1_3,a1_4,a1
51,a1_4,a1_4,a1
51,a1_4,br,short_break
51,a1_4,l_1,meal_break
51,a1_4,rs,off
51,a2_1,a2_2,a2
51,a2_2,a2_3,a2
51,a2_3,a2_4,a2
51,a3_1,a3_2,a3
51,a3_2,a3_3,a3
51,a3_3,a3_4,a3
51,a3_4,a3_4,a3
51,a3_4,br,short_break
51,a3_4,l_1,meal_break
51,a3_4,rs,off
51,a4_1,a4_2,a4
51,a4_2,a4_3,a4
51,a4_3,a4_4,a4
51,a4_4,a4_4,a4
51,a4_4,br,short_break
51,a4_4,l_1,meal_break
51,a4_4,rs,off
51,a5_1,a5_2,a5
51,a5_2,a5_3,a5
51,a5_3,a5_4,a5
51,a5_4,a5_4,a5
51,a5_4,br,short_break
51,a5_4,l_1,meal_break
51,a5_4,rs,off
51,br,a1_1,a1
51,br,a2_1,a2
51,br,a3_1,a3
51,br,a4_1,a4
51,br,a5_1,a5
51,l_1,l_2,meal_break
51,l_2,l_3,meal_break
51,l_3,l_4,meal_break
51,l_4,a1_1,a1
51,l_4,a2_1,a2
51,l_4,a3_1,a3
51,l_4,a4_1,a4
51,l_4,a5_1,a5
51,q0,a1_1,a1
51,q0,a2_1,a2
51,q0,a3_1,a3
51,q0,a4_1,a4
51,q0,a5_1,a5
51,q0,q0,off
51,rs,rs,off
52,a1_1,a1_2,a1
52,a1_2,a1_3,a1
52,a1_3,a1_4,a1
52,a1_4,a1_4,a1
52,a1_4,br,short_break
52,a1_4,l_1,meal_break
52,a1_4,rs,off
52,a2_1,a2_2,a2
52,a2_2,a2_3,a2
52,a2_3,a2_4,a2
52,a2_4,a2_4,a2
52,a2_4,br,short_break
