window_id,decision_id
W00,d10940
W00,d11305
W00,d11670
W00,d12017
W00,d03680
W00,d03699
W00,d03718
W00,d03737
W00,d03756
W00,d03775
W00,d03794
W00,d03813
W00,d03832
W00,d04197
W00,d04216
W00,d04235
W00,d04254
W00,d04273
W00,d04292
W00,d04311
W00,d04330
W00,d04349
W00,d04714
W00,d04733
W00,d04752
W00,d04771
W00,d04790
W00,d04809
W00,d04828
W00,d04847
W00,d05212
W00,d05231
W00,d05250
W00,d05269
W00,d05288
W00,d05307
W00,d05672
W00,d05691
W00,d05710
W00,d05729
W00,d05748
W00,d06113
W00,d06132
W00,d06151
W00,d06170
W00,d06189
W00,d06554
W00,d06573
W00,d06592
W00,d06611
W00,d06976
W00,d06995
W01,d10010
W01,d10027
W01,d10044
W01,d10064
W01,d10082
W01,d10099
W01,d10116
W01,d10133
W01,d10153
W01,d10171
W01,d10188
W01,d10205
W01,d10225
W01,d10243
W01,d07371
W01,d07391
W01,d07410
W01,d07429
W01,d07448
W01,d07467
W01,d07485
W01,d07503
W01,d07521
W01,d07539
W01,d07557
W01,d07575
W01,d07593
W01,d07609
W01,d07626
W01,d07643
W01,d07660
W01,d07680
W01,d07700
W01,d07719
W01,d07738
W01,d07757
W01,d07776
W01,d07794
W01,d07812
W01,d07830
W01,d07848
W01,d07866
W01,d07884
W01,d07902
W01,d07918
W01,d07935
W01,d07952
W01,d07969
W01,d07989
W01,d08009
W01,d08028
W01,d08047
W01,d08066
W01,d08084
W01,d08102
W01,d08120
W01,d08138
W01,d08156
W01,d08174
W01,d08192
W01,d08208
W01,d08225
W01,d08242
W01,d08259
W01,d08279
W01,d08299
W01,d08318
W01,d08336
W01,d08354
W01,d08372
W01,d08390
W01,d08408
W01,d08426
W01,d08444
W01,d08460
W01,d08477
W01,d08494
W01,d08511
W01,d08531
W01,d08551
W01,d08569
W01,d08587
W01,d08605
W01,d08623
W01,d08641
W01,d08659
W01,d08677
W01,d08693
W01,d08710
W01,d08727
W01,d08744
W01,d08764
W01,d08784
W01,d08802
W01,d08820
W01,d08838
W01,d08856
W01,d08874
W01,d08892
W01,d08910
W01,d08926
W01,d08943
W01,d08960
W01,d08977
W01,d08997
W01,d09017
W01,d09035
W01,d09053
W01,d09071
W01,d09089
W01,d09107
W01,d09125
W01,d09141
W01,d09158
W01,d09175
W01,d09192
W01,d09212
W01,d09232
W01,d09250
W01,d09268
W01,d09286
W01,d09304
W01,d09320
W01,d09337
W01,d09354
W01,d09371
W01,d09391
W01,d09411
W01,d09430
W01,d09449
W01,d09468
W01,d09485
W01,d09502
W01,d09519
W01,d09536
W01,d09556
W01,d09576
W01,d09595
W01,d09614
W01,d09633
W01,d09650
W01,d09667
W01,d09684
W01,d09701
W01,d09721
W01,d09741
W01,d09760
W01,d09779
W01,d09796
W01,d09813
W01,d09830
W01,d09847
W01,d09867
W01,d09887
W01,d09904
W01,d09921
W01,d09938
W01,d09955
W01,d09975
W01,d09993
W02,d10959
W02,d10978
W02,d10996
W02,d11014
W02,d11032
W02,d11050
W02,d11068
W02,d11086
W02,d11104
W02,d11256
W02,d11272
W02,d11288
W02,d11304
W02,d11324
W02,d11343
W02,d11361
W02,d11379
W02,d11397
W02,d11415
W02,d11433
W02,d11451
W02,d11469
W02,d11621
W02,d11637
W02,d11653
W02,d11669
W02,d11689
W02,d11708
W02,d11726
W02,d11744
W02,d11762
W02,d11780
W02,d11798
W02,d11816
W02,d11968
W02,d11984
W02,d12000
W02,d12016
W02,d12036
W02,d12055
W02,d12073
W02,d12091
W02,d12109
W02,d12127
W02,d12279
W02,d12295
W02,d12311
W02,d12327
W02,d03698
W02,d03717
W02,d03736
W02,d03755
W02,d03774
W02,d03793
W02,d03812
W02,d03831
W02,d03851
W02,d03870
W02,d03888
W02,d03906
W02,d03924
W02,d03942
W02,d03960
W02,d03978
W02,d03996
W02,d04148
W02,d04164
W02,d04180
W02,d04196
W02,d04215
W02,d04234
W02,d04253
W02,d04272
W02,d04291
W02,d04310
W02,d04329
W02,d04348
W02,d04368
W02,d04387
W02,d04405
W02,d04423
W02,d04441
W02,d04459
W02,d04477
W02,d04495
W02,d04513
W02,d04665
W02,d04681
W02,d04697
W02,d04713
W02,d04732
W02,d04751
W02,d04770
W02,d04789
W02,d04808
W02,d04827
W02,d04846
W02,d04866
W02,d04885
W02,d04903
W02,d04921
W02,d04939
W02,d04957
W02,d04975
W02,d04993
W02,d05011
W02,d05163
W02,d05179
W02,d05195
W02,d05211
W02,d05230
W02,d05249
W02,d05268
W02,d05287
W02,d05306
W02,d05326
W02,d05345
W02,d05363
W02,d05381
W02,d05399
W02,d05417
W02,d05435
W02,d05453
W02,d05471
W02,d05623
W02,d05639
W02,d05655
W02,d05671
W02,d05690
W02,d05709
W02,d05728
W02,d05747
W02,d05767
W02,d05786
W02,d05804
W02,d05822
W02,d05840
W02,d05858
W02,d05876
W02,d05894
W02,d05912
W02,d06064
W02,d06080
W02,d06096
W02,d06112
W02,d06131
W02,d06150
W02,d06169
W02,d06188
W02,d06208
W02,d06227
W02,d06245
W02,d06263
W02,d06281
W02,d06299
W02,d06317
W02,d06335
W02,d06353
W02,d06505
W02,d06521
W02,d06537
W02,d06553
W02,d06572
W02,d06591
W02,d06610
W02,d06630
W02,d06649
W02,d06667
W02,d06685
W02,d06703
W02,d06721
W02,d06739
W02,d06757
W02,d06775
W02,d06927
W02,d06943
W02,d06959
W02,d06975
W02,d06994
W02,d07014
W02,d07033
W02,d07051
W02,d07069
W02,d07087
W02,d07105
W02,d07123
W02,d07141
W02,d07159
W02,d07311
W02,d07327
W02,d07343
W02,d07359
W02,d07379
W02,d07399
W02,d07418
W02,d07437
W02,d07456
W02,d07617
W02,d07634
W02,d07651
W02,d07668
W02,d07688
W02,d07708
W02,d07727
W02,d07746
W02,d07765
W02,d07926
W02,d07943
W02,d07960
W02,d07977
W02,d07997
W02,d08017
W02,d08036
W02,d08055
W02,d08216
W02,d08233
W02,d08250
W02,d08267
W02,d08287
W02,d08307
W02,d08468
W02,d08485
W02,d08502
W02,d08519
W02,d08539
W02,d08701
W02,d08718
W02,d08735
W02,d08752
W02,d08772
W02,d08934
W02,d08951
W02,d08968
W02,d08985
W02,d09005
W02,d09149
W02,d09166
W02,d09183
W02,d09200
W02,d09220
W02,d09328
W02,d09345
W02,d09362
W02,d09379
W03,d10056
W03,d10145
W03,d10217
W03,d10943
W03,d10963
W03,d10981
W03,d10999
W03,d11017
W03,d11035
W03,d11053
W03,d11071
W03,d11089
W03,d11107
W03,d11124
W03,d11141
W03,d11158
W03,d11175
W03,d11192
W03,d11209
W03,d11226
W03,d11308
W03,d11328
W03,d11346
W03,d11364
W03,d11382
W03,d11400
W03,d11418
W03,d11436
W03,d11454
W03,d11472
W03,d11489
W03,d11506
W03,d11523
W03,d11540
W03,d11557
W03,d11574
W03,d11591
W03,d11673
W03,d11693
W03,d11711
W03,d11729
W03,d11747
W03,d11765
W03,d11783
W03,d11801
W03,d11819
W03,d11836
W03,d11853
W03,d11870
W03,d11887
W03,d11904
W03,d11921
W03,d11938
W03,d12020
W03,d12040
W03,d12058
W03,d12076
W03,d12094
W03,d12112
W03,d12130
W03,d12147
W03,d12164
W03,d12181
W03,d12198
W03,d12215
W03,d12232
W03,d12249
W03,d03683
W03,d03702
W03,d03721
W03,d03740
W03,d03759
W03,d03778
W03,d03797
W03,d03816
W03,d03835
W03,d03855
W03,d03873
W03,d03891
W03,d03909
W03,d03927
W03,d03945
W03,d03963
W03,d03981
W03,d03999
W03,d04016
W03,d04033
W03,d04050
W03,d04067
W03,d04084
W03,d04101
W03,d04118
W03,d04200
W03,d04219
W03,d04238
W03,d04257
W03,d04276
W03,d04295
W03,d04314
W03,d04333
W03,d04352
W03,d04372
W03,d04390
W03,d04408
W03,d04426
W03,d04444
W03,d04462
W03,d04480
W03,d04498
W03,d04516
W03,d04533
W03,d04550
W03,d04567
W03,d04584
W03,d04601
W03,d04618
W03,d04635
W03,d04717
W03,d04736
W03,d04755
W03,d04774
W03,d04793
W03,d04812
W03,d04831
W03,d04850
W03,d04870
W03,d04888
W03,d04906
W03,d04924
W03,d04942
W03,d04960
W03,d04978
W03,d04996
W03,d05014
W03,d05031
W03,d05048
W03,d05065
W03,d05082
W03,d05099
W03,d05116
W03,d05133
W03,d05215
W03,d05234
W03,d05253
W03,d05272
W03,d05291
W03,d05310
W03,d05330
W03,d05348
W03,d05366
W03,d05384
W03,d05402
W03,d05420
W03,d05438
W03,d05456
W03,d05474
W03,d05491
W03,d05508
W03,d05525
W03,d05542
W03,d05559
W03,d05576
W03,d05593
W03,d05675
W03,d05694
W03,d05713
W03,d05732
W03,d05751
W03,d05771
W03,d05789
W03,d05807
W03,d05825
W03,d05843
W03,d05861
W03,d05879
W03,d05897
W03,d05915
W03,d05932
W03,d05949
W03,d05966
W03,d05983
W03,d06000
W03,d06017
W03,d06034
W03,d06116
W03,d06135
W03,d06154
W03,d06173
W03,d06192
W03,d06212
W03,d06230
W03,d06248
W03,d06266
W03,d06284
W03,d06302
W03,d06320
W03,d06338
W03,d06356
W03,d06373
W03,d06390
W03,d06407
W03,d06424
W03,d06441
W03,d06458
W03,d06475
W03,d06557
W03,d06576
W03,d06595
W03,d06614
W03,d06634
W03,d06652
W03,d06670
W03,d06688
W03,d06706
W03,d06724
W03,d06742
W03,d06760
W03,d06778
W03,d06795
W03,d06812
W03,d06829
W03,d06846
W03,d06863
W03,d06880
W03,d06897
W03,d06979
W03,d06998
W03,d07018
W03,d07036
W03,d07054
W03,d07072
W03,d07090
W03,d07108
W03,d07126
W03,d07144
W03,d07162
W03,d07179
W03,d07196
W03,d07213
W03,d07230
W03,d07247
W03,d07264
W03,d07281
W03,d07363
W03,d07383
W03,d07402
W03,d07421
W03,d07440
W03,d07459
W03,d07477
W03,d07495
W03,d07513
W03,d07531
W03,d07549
W03,d07567
W03,d07585
W03,d07672
W03,d07692
W03,d07711
W03,d07730
W03,d07749
W03,d07768
W03,d07786
W03,d07804
W03,d07822
W03,d07840
W03,d07858
W03,d07876
W03,d07894
W03,d07981
W03,d08001
W03,d08020
W03,d08039
W03,d08058
W03,d08076
W03,d08094
W03,d08112
W03,d08130
W03,d08148
W03,d08166
W03,d08184
W03,d08271
W03,d08291
W03,d08310
W03,d08328
W03,d08346
W03,d08364
W03,d08382
W03,d08400
W03,d08418
W03,d08436
W03,d08523
W03,d08543
W03,d08561
W03,d08579
W03,d08597
W03,d08615
W03,d08633
W03,d08651
W03,d08669
W03,d08756
W03,d08776
W03,d08794
W03,d08812
W03,d08830
W03,d08848
W03,d08866
W03,d08884
W03,d08902
W03,d08989
W03,d09009
W03,d09027
W03,d09045
W03,d09063
W03,d09081
W03,d09099
W03,d09117
W03,d09204
W03,d09224
W03,d09242
W03,d09260
W03,d09278
W03,d09296
W03,d09383
W03,d09403
W03,d09422
W03,d09441
W03,d09460
W03,d09548
W03,d09568
W03,d09587
W03,d09606
W03,d09625
W03,d09713
W03,d09733
W03,d09752
W03,d09771
W03,d09859
W03,d09879
W03,d09967
W04,d10057
W04,d10146
W04,d10218
W04,d10944
W04,d10964
W04,d10982
W04,d11000
W04,d11018
W04,d11036
W04,d11054
W04,d11072
W04,d11090
W04,d11108
W04,d11125
W04,d11142
W04,d11159
W04,d11176
W04,d11193
W04,d11210
W04,d11227
W04,d11309
W04,d11329
W04,d11347
W04,d11365
W04,d11383
W04,d11401
W04,d11419
W04,d11437
W04,d11455
W04,d11473
W04,d11490
W04,d11507
W04,d11524
W04,d11541
W04,d11558
W04,d11575
W04,d11592
W04,d11674
W04,d11694
W04,d11712
W04,d11730
W04,d11748
W04,d11766
W04,d11784
W04,d11802
W04,d11820
W04,d11837
W04,d11854
W04,d11871
W04,d11888
W04,d11905
W04,d11922
W04,d11939
W04,d12021
W04,d12041
W04,d12059
W04,d12077
W04,d12095
W04,d12113
W04,d12131
W04,d12148
W04,d12165
W04,d12182
W04,d12199
W04,d12216
W04,d12233
W04,d12250
W04,d03684
W04,d03703
W04,d03722
W04,d03741
W04,d03760
W04,d03779
W04,d03798
W04,d03817
W04,d03836
W04,d03856
W04,d03874
W04,d03892
W04,d03910
W04,d03928
W04,d03946
W04,d03964
W04,d03982
W04,d04000
W04,d04017
W04,d04034
W04,d04051
W04,d04068
W04,d04085
W04,d04102
W04,d04119
W04,d04201
W04,d04220
W04,d04239
W04,d04258
W04,d04277
W04,d04296
W04,d04315
W04,d04334
W04,d04353
W04,d04373
W04,d04391
W04,d04409
W04,d04427
W04,d04445
W04,d04463
W04,d04481
W04,d04499
W04,d04517
W04,d04534
W04,d04551
W04,d04568
W04,d04585
W04,d04602
W04,d04619
W04,d04636
W04,d04718
W04,d04737
W04,d04756
W04,d04775
W04,d04794
W04,d04813
W04,d04832
W04,d04851
W04,d04871
W04,d04889
W04,d04907
W04,d04925
W04,d04943
W04,d04961
W04,d04979
W04,d04997
W04,d05015
W04,d05032
W04,d05049
W04,d05066
W04,d05083
W04,d05100
W04,d05117
W04,d05134
W04,d05216
W04,d05235
W04,d05254
W04,d05273
W04,d05292
W04,d05311
W04,d05331
W04,d05349
W04,d05367
W04,d05385
W04,d05403
W04,d05421
W04,d05439
W04,d05457
W04,d05475
W04,d05492
W04,d05509
W04,d05526
W04,d05543
W04,d05560
W04,d05577
W04,d05594
W04,d05676
W04,d05695
W04,d05714
W04,d05733
W04,d05752
W04,d05772
W04,d05790
W04,d05808
W04,d05826
W04,d05844
W04,d05862
W04,d05880
W04,d05898
W04,d05916
W04,d05933
W04,d05950
W04,d05967
W04,d05984
W04,d06001
W04,d06018
W04,d06035
W04,d06117
W04,d06136
W04,d06155
W04,d06174
W04,d06193
W04,d06213
W04,d06231
W04,d06249
W04,d06267
W04,d06285
W04,d06303
W04,d06321
W04,d06339
W04,d06357
W04,d06374
W04,d06391
W04,d06408
W04,d06425
W04,d06442
W04,d06459
W04,d06476
W04,d06558
W04,d06577
W04,d06596
W04,d06615
W04,d06635
W04,d06653
W04,d06671
W04,d06689
W04,d06707
W04,d06725
W04,d06743
W04,d06761
W04,d06779
W04,d06796
W04,d06813
W04,d06830
W04,d06847
W04,d06864
W04,d06881
W04,d06898
W04,d06980
W04,d06999
W04,d07019
W04,d07037
W04,d07055
W04,d07073
W04,d07091
W04,d07109
W04,d07127
W04,d07145
W04,d07163
W04,d07180
W04,d07197
W04,d07214
W04,d07231
W04,d07248
W04,d07265
W04,d07282
W04,d07364
W04,d07384
W04,d07403
W04,d07422
W04,d07441
W04,d07460
W04,d07478
W04,d07496
W04,d07514
W04,d07532
W04,d07550
W04,d07568
W04,d07586
W04,d07673
W04,d07693
W04,d07712
W04,d07731
W04,d07750
W04,d07769
W04,d07787
W04,d07805
W04,d07823
W04,d07841
W04,d07859
W04,d07877
W04,d07895
W04,d07982
W04,d08002
W04,d08021
W04,d08040
W04,d08059
W04,d08077
W04,d08095
W04,d08113
W04,d08131
W04,d08149
W04,d08167
W04,d08185
W04,d08272
W04,d08292
W04,d08311
W04,d08329
W04,d08347
W04,d08365
W04,d08383
W04,d08401
W04,d08419
W04,d08437
W04,d08524
W04,d08544
W04,d08562
W04,d08580
W04,d08598
W04,d08616
W04,d08634
W04,d08652
W04,d08670
W04,d08757
W04,d08777
W04,d08795
W04,d08813
W04,d08831
W04,d08849
W04,d08867
W04,d08885
W04,d08903
W04,d08990
W04,d09010
W04,d09028
W04,d09046
W04,d09064
W04,d09082
W04,d09100
W04,d09118
W04,d09205
W04,d09225
W04,d09243
W04,d09261
W04,d09279
W04,d09297
W04,d09384
W04,d09404
W04,d09423
W04,d09442
W04,d09461
W04,d09549
W04,d09569
W04,d09588
W04,d09607
W04,d09626
W04,d09714
W04,d09734
W04,d09753
W04,d09772
W04,d09860
W04,d09880
W04,d09968
W05,d10002
W05,d10019
W05,d10036
W05,d10054
W05,d10074
W05,d10091
W05,d10108
W05,d10125
W05,d10143
W05,d10163
W05,d10180
W05,d10197
W05,d10215
W05,d10235
W05,d10941
W05,d10961
W05,d10979
W05,d10997
W05,d11015
W05,d11033
W05,d11051
W05,d11069
W05,d11087
W05,d11105
W05,d11122
W05,d11139
W05,d11156
W05,d11173
W05,d11190
W05,d11207
W05,d11224
W05,d11241
W05,d11257
W05,d11273
W05,d11289
W05,d11306
W05,d11326
W05,d11344
W05,d11362
W05,d11380
W05,d11398
W05,d11416
W05,d11434
W05,d11452
W05,d11470
W05,d11487
W05,d11504
W05,d11521
W05,d11538
W05,d11555
W05,d11572
W05,d11589
W05,d11606
W05,d11622
W05,d11638
