cap_group_id,decision_id
K000,d05212
K000,d05231
K000,d05250
K000,d05269
K000,d05288
K000,d05307
K000,d06976
K000,d06995
K000,d12017
K001,d05213
K001,d05232
K001,d05251
K001,d05270
K001,d05289
K001,d05308
K001,d05328
K001,d05346
K001,d05364
K001,d05382
K001,d05400
K001,d05418
K001,d05436
K001,d05454
K001,d05472
K001,d05489
K001,d05506
K001,d05523
K001,d05540
K001,d05557
K001,d05574
K001,d05591
K001,d05608
K001,d05624
K001,d05640
K001,d05656
K001,d06977
K001,d06996
K001,d07016
K001,d07034
K001,d07052
K001,d07070
K001,d07088
K001,d07106
K001,d07124
K001,d07142
K001,d07160
K001,d07177
K001,d07194
K001,d07211
K001,d07228
K001,d07245
K001,d07262
K001,d07279
K001,d07296
K001,d07312
K001,d07328
K001,d07344
K001,d08269
K001,d08289
K001,d08308
K001,d08326
K001,d08344
K001,d08362
K001,d08380
K001,d08398
K001,d08416
K001,d08434
K001,d08452
K001,d08469
K001,d08486
K001,d08503
K001,d09202
K001,d09222
K001,d09240
K001,d09258
K001,d09276
K001,d09294
K001,d09312
K001,d09329
K001,d09346
K001,d09363
K001,d09857
K001,d09877
K001,d09896
K001,d09913
K001,d09930
K001,d09947
K001,d10215
K001,d10235
K001,d12018
K001,d12038
K001,d12056
K001,d12074
K001,d12092
K001,d12110
K001,d12128
K001,d12145
K001,d12162
K001,d12179
K001,d12196
K001,d12213
K001,d12230
K001,d12247
K001,d12264
K001,d12280
K001,d12296
K001,d12312
K002,d05214
K002,d05233
K002,d05252
K002,d05271
K002,d05290
K002,d05309
K002,d05329
K002,d05347
K002,d05365
K002,d05383
K002,d05401
K002,d05419
K002,d05437
K002,d05455
K002,d05473
K002,d05490
K002,d05507
K002,d05524
K002,d05541
K002,d05558
K002,d05575
K002,d05592
K002,d05609
K002,d05625
K002,d05641
K002,d05657
K002,d06978
K002,d06997
K002,d07017
K002,d07035
K002,d07053
K002,d07071
K002,d07089
K002,d07107
K002,d07125
K002,d07143
K002,d07161
K002,d07178
K002,d07195
K002,d07212
K002,d07229
K002,d07246
K002,d07263
K002,d07280
K002,d07297
K002,d07313
K002,d07329
K002,d07345
K002,d08270
K002,d08290
K002,d08309
K002,d08327
K002,d08345
K002,d08363
K002,d08381
K002,d08399
K002,d08417
K002,d08435
K002,d08453
K002,d08470
K002,d08487
K002,d08504
K002,d09203
K002,d09223
K002,d09241
K002,d09259
K002,d09277
K002,d09295
K002,d09313
K002,d09330
K002,d09347
K002,d09364
K002,d09858
K002,d09878
K002,d09897
K002,d09914
K002,d09931
K002,d09948
K002,d10216
K002,d10236
K002,d12019
K002,d12039
K002,d12057
K002,d12075
K002,d12093
K002,d12111
K002,d12129
K002,d12146
K002,d12163
K002,d12180
K002,d12197
K002,d12214
K002,d12231
K002,d12248
K002,d12265
K002,d12281
K002,d12297
K002,d12313
K003,d05215
K003,d05234
K003,d05253
K003,d05272
K003,d05291
K003,d05310
K003,d05330
K003,d05348
K003,d05366
K003,d05384
K003,d05402
K003,d05420
K003,d05438
K003,d05456
K003,d05474
K003,d05491
K003,d05508
K003,d05525
K003,d05542
K003,d05559
K003,d05576
K003,d05593
K003,d06979
K003,d06998
K003,d07018
K003,d07036
K003,d07054
K003,d07072
K003,d07090
K003,d07108
K003,d07126
K003,d07144
K003,d07162
K003,d07179
K003,d07196
K003,d07213
K003,d07230
K003,d07247
K003,d07264
K003,d07281
K003,d08271
K003,d08291
K003,d08310
K003,d08328
K003,d08346
K003,d08364
K003,d08382
K003,d08400
K003,d08418
K003,d08436
K003,d09204
K003,d09224
K003,d09242
K003,d09260
K003,d09278
K003,d09296
K003,d09859
K003,d09879
K003,d10217
K003,d12020
K003,d12040
K003,d12058
K003,d12076
K003,d12094
K003,d12112
K003,d12130
K003,d12147
K003,d12164
K003,d12181
K003,d12198
K003,d12215
K003,d12232
K003,d12249
K004,d05216
K004,d05235
K004,d05254
K004,d05273
K004,d05292
K004,d05311
K004,d05331
K004,d05349
K004,d05367
K004,d05385
K004,d05403
K004,d05421
K004,d05439
K004,d05457
K004,d05475
K004,d05492
K004,d05509
K004,d05526
K004,d05543
K004,d05560
K004,d05577
K004,d05594
K004,d06980
K004,d06999
K004,d07019
K004,d07037
K004,d07055
K004,d07073
K004,d07091
K004,d07109
K004,d07127
K004,d07145
K004,d07163
K004,d07180
K004,d07197
K004,d07214
K004,d07231
K004,d07248
K004,d07265
K004,d07282
K004,d08272
K004,d08292
K004,d08311
K004,d08329
K004,d08347
K004,d08365
K004,d08383
K004,d08401
K004,d08419
K004,d08437
K004,d09205
K004,d09225
K004,d09243
K004,d09261
K004,d09279
K004,d09297
K004,d09860
K004,d09880
K004,d10218
K004,d12021
K004,d12041
K004,d12059
K004,d12077
K004,d12095
K004,d12113
K004,d12131
K004,d12148
K004,d12165
K004,d12182
K004,d12199
K004,d12216
K004,d12233
K004,d12250
K005,d05217
K005,d05236
K005,d05255
K005,d05274
K005,d05293
K005,d05312
K005,d05332
K005,d05350
K005,d05368
K005,d05386
K005,d05404
K005,d05422
K005,d05440
K005,d05458
K005,d05476
K005,d05493
K005,d05510
K005,d05527
K005,d05544
K005,d05561
K005,d05578
K005,d05595
K005,d05610
K005,d05626
K005,d05642
K005,d05658
K005,d06981
K005,d07000
K005,d07020
K005,d07038
K005,d07056
K005,d07074
K005,d07092
K005,d07110
K005,d07128
K005,d07146
K005,d07164
K005,d07181
K005,d07198
K005,d07215
K005,d07232
K005,d07249
K005,d07266
K005,d07283
K005,d07298
K005,d07314
K005,d07330
K005,d07346
K005,d08273
K005,d08293
K005,d08312
K005,d08330
K005,d08348
K005,d08366
K005,d08384
K005,d08402
K005,d08420
K005,d08438
K005,d08454
K005,d08471
K005,d08488
K005,d08505
K005,d09206
K005,d09226
K005,d09244
K005,d09262
K005,d09280
K005,d09298
K005,d09314
K005,d09331
K005,d09348
K005,d09365
K005,d09861
K005,d09881
K005,d09898
K005,d09915
K005,d09932
K005,d09949
K005,d10219
K005,d10237
K005,d12022
K005,d12042
K005,d12060
K005,d12078
K005,d12096
K005,d12114
K005,d12132
K005,d12149
K005,d12166
K005,d12183
K005,d12200
K005,d12217
K005,d12234
K005,d12251
K005,d12266
K005,d12282
K005,d12298
K005,d12314
K006,d05218
K006,d05237
K006,d05256
K006,d05275
K006,d05294
K006,d05313
K006,d05333
K006,d05351
K006,d05369
K006,d05387
K006,d05405
K006,d05423
K006,d05441
K006,d05459
K006,d05477
K006,d05494
K006,d05511
K006,d05528
K006,d05545
K006,d05562
K006,d05579
K006,d05596
K006,d05611
K006,d05627
K006,d05643
K006,d05659
K006,d06982
K006,d07001
K006,d07021
K006,d07039
K006,d07057
K006,d07075
K006,d07093
K006,d07111
K006,d07129
K006,d07147
K006,d07165
K006,d07182
K006,d07199
K006,d07216
K006,d07233
K006,d07250
K006,d07267
K006,d07284
K006,d07299
K006,d07315
K006,d07331
K006,d07347
K006,d08274
K006,d08294
K006,d08313
K006,d08331
K006,d08349
K006,d08367
K006,d08385
K006,d08403
K006,d08421
K006,d08439
K006,d08455
K006,d08472
K006,d08489
K006,d08506
K006,d09207
K006,d09227
K006,d09245
K006,d09263
K006,d09281
K006,d09299
K006,d09315
K006,d09332
K006,d09349
K006,d09366
K006,d09862
K006,d09882
K006,d09899
K006,d09916
K006,d09933
K006,d09950
K006,d10220
K006,d10238
K006,d12023
K006,d12043
K006,d12061
K006,d12079
K006,d12097
K006,d12115
K006,d12133
K006,d12150
K006,d12167
K006,d12184
K006,d12201
K006,d12218
K006,d12235
K006,d12252
K006,d12267
K006,d12283
K006,d12299
K006,d12315
K007,d05219
K007,d05238
K007,d05257
K007,d05276
K007,d05295
K007,d05314
K007,d05334
K007,d05352
K007,d05370
K007,d05388
K007,d05406
K007,d05424
K007,d05442
K007,d05460
K007,d05478
K007,d05495
K007,d05512
K007,d05529
K007,d05546
K007,d05563
K007,d05580
K007,d05597
K007,d05612
K007,d05628
K007,d05644
K007,d05660
K007,d06983
K007,d07002
K007,d07022
K007,d07040
K007,d07058
K007,d07076
K007,d07094
K007,d07112
K007,d07130
K007,d07148
K007,d07166
K007,d07183
K007,d07200
K007,d07217
K007,d07234
K007,d07251
K007,d07268
K007,d07285
K007,d07300
K007,d07316
K007,d07332
K007,d07348
K007,d08275
K007,d08295
K007,d08314
K007,d08332
K007,d08350
K007,d08368
K007,d08386
K007,d08404
K007,d08422
K007,d08440
K007,d08456
K007,d08473
K007,d08490
K007,d08507
K007,d09208
K007,d09228
K007,d09246
K007,d09264
K007,d09282
K007,d09300
K007,d09316
K007,d09333
K007,d09350
K007,d09367
K007,d09863
K007,d09883
K007,d09900
K007,d09917
K007,d09934
K007,d09951
K007,d10221
K007,d10239
K007,d12024
K007,d12044
K007,d12062
K007,d12080
K007,d12098
K007,d12116
K007,d12134
K007,d12151
K007,d12168
K007,d12185
K007,d12202
K007,d12219
K007,d12236
K007,d12253
K007,d12268
K007,d12284
K007,d12300
K007,d12316
K008,d05220
K008,d05239
K008,d05258
K008,d05277
K008,d05296
K008,d05315
K008,d05335
K008,d05353
K008,d05371
K008,d05389
K008,d05407
K008,d05425
K008,d05443
K008,d05461
K008,d05479
K008,d05496
K008,d05513
K008,d05530
K008,d05547
K008,d05564
K008,d05581
K008,d05598
K008,d05613
K008,d05629
K008,d05645
K008,d05661
K008,d06984
K008,d07003
K008,d07023
K008,d07041
K008,d07059
K008,d07077
K008,d07095
K008,d07113
K008,d07131
K008,d07149
K008,d07167
K008,d07184
K008,d07201
K008,d07218
K008,d07235
K008,d07252
K008,d07269
K008,d07286
K008,d07301
K008,d07317
K008,d07333
K008,d07349
K008,d08276
K008,d08296
K008,d08315
K008,d08333
K008,d08351
K008,d08369
K008,d08387
K008,d08405
K008,d08423
K008,d08441
K008,d08457
K008,d08474
K008,d08491
K008,d08508
K008,d09209
K008,d09229
K008,d09247
K008,d09265
K008,d09283
K008,d09301
K008,d09317
K008,d09334
K008,d09351
K008,d09368
K008,d09864
K008,d09884
K008,d09901
K008,d09918
K008,d09935
K008,d09952
K008,d10222
K008,d10240
K008,d12025
K008,d12045
K008,d12063
K008,d12081
K008,d12099
K008,d12117
K008,d12135
K008,d12152
K008,d12169
K008,d12186
K008,d12203
K008,d12220
K008,d12237
K008,d12254
K008,d12269
K008,d12285
K008,d12301
K008,d12317
K009,d05221
K009,d05240
K009,d05259
K009,d05278
K009,d05297
K009,d05316
K009,d05336
K009,d05354
K009,d05372
K009,d05390
K009,d05408
K009,d05426
K009,d05444
K009,d05462
K009,d05480
K009,d05497
K009,d05514
K009,d05531
K009,d05548
K009,d05565
K009,d05582
K009,d05599
K009,d05614
K009,d05630
K009,d05646
K009,d05662
K009,d06985
K009,d07004
K009,d07024
K009,d07042
K009,d07060
K009,d07078
K009,d07096
K009,d07114
K009,d07132
K009,d07150
K009,d07168
K009,d07185
K009,d07202
K009,d07219
K009,d07236
K009,d07253
K009,d07270
K009,d07287
K009,d07302
K009,d07318
K009,d07334
K009,d07350
K009,d08277
K009,d08297
K009,d08316
K009,d08334
K009,d08352
K009,d08370
K009,d08388
K009,d08406
K009,d08424
K009,d08442
K009,d08458
K009,d08475
K009,d08492
K009,d08509
K009,d09210
K009,d09230
K009,d09248
K009,d09266
K009,d09284
K009,d09302
K009,d09318
K009,d09335
K009,d09352
K009,d09369
K009,d09865
K009,d09885
K009,d09902
K009,d09919
K009,d09936
K009,d09953
K009,d10223
K009,d10241
K009,d12026
K009,d12046
K009,d12064
K009,d12082
K009,d12100
K009,d12118
K009,d12136
K009,d12153
K009,d12170
K009,d12187
K009,d12204
K009,d12221
K009,d12238
K009,d12255
K009,d12270
K009,d12286
K009,d12302
K009,d12318
K010,d05222
K010,d05241
K010,d05260
K010,d05279
K010,d05298
K010,d05317
K010,d05337
K010,d05355
K010,d05373
K010,d05391
K010,d05409
K010,d05427
K010,d05445
K010,d05463
K010,d05481
K010,d05498
K010,d05515
K010,d05532
K010,d05549
K010,d05566
K010,d05583
K010,d05600
K010,d05615
K010,d05631
K010,d05647
K010,d05663
K010,d06986
K010,d07005
K010,d07025
K010,d07043
K010,d07061
K010,d07079
K010,d07097
K010,d07115
K010,d07133
K010,d07151
K010,d07169
K010,d07186
K010,d07203
K010,d07220
K010,d07237
K010,d07254
K010,d07271
K010,d07288
K010,d07303
K010,d07319
K010,d07335
K010,d07351
K010,d08278
K010,d08298
K010,d08317
K010,d08335
K010,d08353
K010,d08371
K010,d08389
K010,d08407
K010,d08425
K010,d08443
K010,d08459
K010,d08476
K010,d08493
K010,d08510
K010,d09211
K010,d09231
K010,d09249
K010,d09267
K010,d09285
K010,d09303
K010,d09319
K010,d09336
K010,d09353
K010,d09370
K010,d09866
K010,d09886
K010,d09903
K010,d09920
K010,d09937
K010,d09954
K010,d10224
K010,d10242
K010,d12027
