decision_id,role,cost
d00000,auxiliary_transition,-2835.0
d00001,auxiliary_transition,-1620.0
d00002,auxiliary_transition,-1620.0
d00003,auxiliary_transition,-1260.0
d00004,auxiliary_transition,-1260.0
d00005,auxiliary_transition,-1170.0
d00006,auxiliary_transition,-472.5
d00007,auxiliary_transition,-1080.0
d00008,auxiliary_transition,-2835.0
d00009,auxiliary_transition,-1620.0
d00010,auxiliary_transition,-1620.0
d00011,auxiliary_transition,-1260.0
d00012,auxiliary_transition,-1260.0
d00013,auxiliary_transition,-1170.0
d00014,auxiliary_transition,-472.5
d00015,auxiliary_transition,-1080.0
d00016,auxiliary_transition,-2835.0
d00017,auxiliary_transition,-1620.0
d00018,auxiliary_transition,-1620.0
d00019,auxiliary_transition,-1260.0
d00020,auxiliary_transition,-1260.0
d00021,auxiliary_transition,-1170.0
d00022,auxiliary_transition,-472.5
d00023,auxiliary_transition,-1080.0
d00024,auxiliary_transition,-2835.0
d00025,auxiliary_transition,-1620.0
d00026,auxiliary_transition,-1620.0
d00027,auxiliary_transition,-1260.0
d00028,auxiliary_transition,-1260.0
d00029,auxiliary_transition,-1170.0
d00030,auxiliary_transition,-472.5
d00031,auxiliary_transition,-1080.0
d00032,auxiliary_transition,-2664.0
d00033,auxiliary_transition,-1435.5
d00034,auxiliary_transition,-1435.5
d00035,auxiliary_transition,-825.75
d00036,auxiliary_transition,-825.75
d00037,auxiliary_transition,-666.0
d00038,auxiliary_transition,-409.5
d00039,auxiliary_transition,-801.0
d00040,auxiliary_transition,-751.5
d00041,auxiliary_transition,-342.0
d00042,auxiliary_transition,-342.0
d00043,auxiliary_transition,-236.25
d00044,auxiliary_transition,-236.25
d00045,auxiliary_transition,-382.5
d00046,auxiliary_transition,-310.5
d00047,auxiliary_transition,-418.5
d00048,auxiliary_transition,-315.0
d00049,auxiliary_transition,-184.5
d00050,auxiliary_transition,-184.5
d00051,auxiliary_transition,-209.25
d00052,auxiliary_transition,-209.25
d00053,auxiliary_transition,-409.5
d00054,auxiliary_transition,-297.0
d00055,auxiliary_transition,-261.0
d00056,auxiliary_transition,-2835.0
d00057,auxiliary_transition,-1620.0
d00058,auxiliary_transition,-1620.0
d00059,auxiliary_transition,-1260.0
d00060,auxiliary_transition,-1260.0
d00061,auxiliary_transition,-1170.0
d00062,auxiliary_transition,-472.5
d00063,auxiliary_transition,-1080.0
d00064,auxiliary_transition,-2637.73
d00065,auxiliary_transition,-1507.28
d00066,auxiliary_transition,-1507.28
d00067,auxiliary_transition,-1172.33
d00068,auxiliary_transition,-1172.33
d00069,auxiliary_transition,-1088.59
d00070,auxiliary_transition,-439.622
d00071,auxiliary_transition,-1004.85
d00072,auxiliary_transition,-2637.73
d00073,auxiliary_transition,-1507.28
d00074,auxiliary_transition,-1507.28
d00075,auxiliary_transition,-1172.33
d00076,auxiliary_transition,-1172.33
d00077,auxiliary_transition,-1088.59
d00078,auxiliary_transition,-439.622
d00079,auxiliary_transition,-1004.85
d00080,auxiliary_transition,-2637.73
d00081,auxiliary_transition,-1507.28
d00082,auxiliary_transition,-1507.28
d00083,auxiliary_transition,-1172.33
d00084,auxiliary_transition,-1172.33
d00085,auxiliary_transition,-1088.59
d00086,auxiliary_transition,-439.622
d00087,auxiliary_transition,-1004.85
d00088,auxiliary_transition,-2637.73
d00089,auxiliary_transition,-1507.28
d00090,auxiliary_transition,-1507.28
d00091,auxiliary_transition,-1172.33
d00092,auxiliary_transition,-1172.33
d00093,auxiliary_transition,-1088.59
d00094,auxiliary_transition,-439.622
d00095,auxiliary_transition,-1004.85
d00096,auxiliary_transition,-2478.63
d00097,auxiliary_transition,-1335.61
d00098,auxiliary_transition,-1335.61
d00099,auxiliary_transition,-768.292
d00100,auxiliary_transition,-768.292
d00101,auxiliary_transition,-619.658
d00102,auxiliary_transition,-381.006
d00103,auxiliary_transition,-745.264
d00104,auxiliary_transition,-699.209
d00105,auxiliary_transition,-318.203
d00106,auxiliary_transition,-318.203
d00107,auxiliary_transition,-219.811
d00108,auxiliary_transition,-219.811
d00109,auxiliary_transition,-355.885
d00110,auxiliary_transition,-288.895
d00111,auxiliary_transition,-389.38
d00112,auxiliary_transition,-293.082
d00113,auxiliary_transition,-171.662
d00114,auxiliary_transition,-171.662
d00115,auxiliary_transition,-194.69
d00116,auxiliary_transition,-194.69
d00117,auxiliary_transition,-381.006
d00118,auxiliary_transition,-276.334
d00119,auxiliary_transition,-242.839
d00120,auxiliary_transition,-2637.73
d00121,auxiliary_transition,-1507.28
d00122,auxiliary_transition,-1507.28
d00123,auxiliary_transition,-1172.33
d00124,auxiliary_transition,-1172.33
d00125,auxiliary_transition,-1088.59
d00126,auxiliary_transition,-439.622
d00127,auxiliary_transition,-1004.85
d00128,auxiliary_transition,-2948.93
d00129,auxiliary_transition,-1685.11
d00130,auxiliary_transition,-1685.11
d00131,auxiliary_transition,-1310.64
d00132,auxiliary_transition,-1310.64
d00133,auxiliary_transition,-1217.02
d00134,auxiliary_transition,-491.489
d00135,auxiliary_transition,-1123.4
d00136,auxiliary_transition,-2948.93
d00137,auxiliary_transition,-1685.11
d00138,auxiliary_transition,-1685.11
d00139,auxiliary_transition,-1310.64
d00140,auxiliary_transition,-1310.64
d00141,auxiliary_transition,-1217.02
d00142,auxiliary_transition,-491.489
d00143,auxiliary_transition,-1123.4
d00144,auxiliary_transition,-2948.93
d00145,auxiliary_transition,-1685.11
d00146,auxiliary_transition,-1685.11
d00147,auxiliary_transition,-1310.64
d00148,auxiliary_transition,-1310.64
d00149,auxiliary_transition,-1217.02
d00150,auxiliary_transition,-491.489
d00151,auxiliary_transition,-1123.4
d00152,auxiliary_transition,-2948.93
d00153,auxiliary_transition,-1685.11
d00154,auxiliary_transition,-1685.11
d00155,auxiliary_transition,-1310.64
d00156,auxiliary_transition,-1310.64
d00157,auxiliary_transition,-1217.02
d00158,auxiliary_transition,-491.489
d00159,auxiliary_transition,-1123.4
d00160,auxiliary_transition,-2771.06
d00161,auxiliary_transition,-1493.19
d00162,auxiliary_transition,-1493.19
d00163,auxiliary_transition,-858.936
d00164,auxiliary_transition,-858.936
d00165,auxiliary_transition,-692.766
d00166,auxiliary_transition,-425.957
d00167,auxiliary_transition,-833.191
d00168,auxiliary_transition,-781.702
d00169,auxiliary_transition,-355.744
d00170,auxiliary_transition,-355.744
d00171,auxiliary_transition,-245.745
d00172,auxiliary_transition,-245.745
d00173,auxiliary_transition,-397.872
d00174,auxiliary_transition,-322.979
d00175,auxiliary_transition,-435.319
d00176,auxiliary_transition,-327.659
d00177,auxiliary_transition,-191.915
d00178,auxiliary_transition,-191.915
d00179,auxiliary_transition,-217.659
d00180,auxiliary_transition,-217.659
d00181,auxiliary_transition,-425.957
d00182,auxiliary_transition,-308.936
d00183,auxiliary_transition,-271.489
d00184,auxiliary_transition,-2948.93
d00185,auxiliary_transition,-1685.11
d00186,auxiliary_transition,-1685.11
d00187,auxiliary_transition,-1310.64
d00188,auxiliary_transition,-1310.64
d00189,auxiliary_transition,-1217.02
d00190,auxiliary_transition,-491.489
d00191,auxiliary_transition,-1123.4
d00192,auxiliary_transition,-1852.84
d00193,auxiliary_transition,-1058.77
d00194,auxiliary_transition,-1058.77
d00195,auxiliary_transition,-823.486
d00196,auxiliary_transition,-823.486
d00197,auxiliary_transition,-764.665
d00198,auxiliary_transition,-308.807
d00199,auxiliary_transition,-705.845
d00200,auxiliary_transition,-1852.84
d00201,auxiliary_transition,-1058.77
d00202,auxiliary_transition,-1058.77
d00203,auxiliary_transition,-823.486
d00204,auxiliary_transition,-823.486
d00205,auxiliary_transition,-764.665
d00206,auxiliary_transition,-308.807
d00207,auxiliary_transition,-705.845
d00208,auxiliary_transition,-1852.84
d00209,auxiliary_transition,-1058.77
d00210,auxiliary_transition,-1058.77
d00211,auxiliary_transition,-823.486
d00212,auxiliary_transition,-823.486
d00213,auxiliary_transition,-764.665
d00214,auxiliary_transition,-308.807
d00215,auxiliary_transition,-705.845
d00216,auxiliary_transition,-1852.84
d00217,auxiliary_transition,-1058.77
d00218,auxiliary_transition,-1058.77
d00219,auxiliary_transition,-823.486
d00220,auxiliary_transition,-823.486
d00221,auxiliary_transition,-764.665
d00222,auxiliary_transition,-308.807
d00223,auxiliary_transition,-705.845
d00224,auxiliary_transition,-1741.08
d00225,auxiliary_transition,-938.186
d00226,auxiliary_transition,-938.186
d00227,auxiliary_transition,-539.677
d00228,auxiliary_transition,-539.677
d00229,auxiliary_transition,-435.271
d00230,auxiliary_transition,-267.633
d00231,auxiliary_transition,-523.502
d00232,auxiliary_transition,-491.15
d00233,auxiliary_transition,-223.518
d00234,auxiliary_transition,-223.518
d00235,auxiliary_transition,-154.404
d00236,auxiliary_transition,-154.404
d00237,auxiliary_transition,-249.987
d00238,auxiliary_transition,-202.93
d00239,auxiliary_transition,-273.515
d00240,auxiliary_transition,-205.871
d00241,auxiliary_transition,-120.582
d00242,auxiliary_transition,-120.582
d00243,auxiliary_transition,-136.757
d00244,auxiliary_transition,-136.757
d00245,auxiliary_transition,-267.633
d00246,auxiliary_transition,-194.107
d00247,auxiliary_transition,-170.579
d00248,auxiliary_transition,-1852.84
d00249,auxiliary_transition,-1058.77
d00250,auxiliary_transition,-1058.77
d00251,auxiliary_transition,-823.486
d00252,auxiliary_transition,-823.486
d00253,auxiliary_transition,-764.665
d00254,auxiliary_transition,-308.807
d00255,auxiliary_transition,-705.845
d00256,auxiliary_transition,-1758.24
d00257,auxiliary_transition,-1004.71
d00258,auxiliary_transition,-1004.71
d00259,auxiliary_transition,-781.439
d00260,auxiliary_transition,-781.439
d00261,auxiliary_transition,-725.622
d00262,auxiliary_transition,-293.04
d00263,auxiliary_transition,-669.805
d00264,auxiliary_transition,-1758.24
d00265,auxiliary_transition,-1004.71
d00266,auxiliary_transition,-1004.71
d00267,auxiliary_transition,-781.439
d00268,auxiliary_transition,-781.439
d00269,auxiliary_transition,-725.622
d00270,auxiliary_transition,-293.04
d00271,auxiliary_transition,-669.805
d00272,auxiliary_transition,-1758.24
d00273,auxiliary_transition,-1004.71
d00274,auxiliary_transition,-1004.71
d00275,auxiliary_transition,-781.439
d00276,auxiliary_transition,-781.439
d00277,auxiliary_transition,-725.622
d00278,auxiliary_transition,-293.04
d00279,auxiliary_transition,-669.805
d00280,auxiliary_transition,-1758.24
d00281,auxiliary_transition,-1004.71
d00282,auxiliary_transition,-1004.71
d00283,auxiliary_transition,-781.439
d00284,auxiliary_transition,-781.439
d00285,auxiliary_transition,-725.622
d00286,auxiliary_transition,-293.04
d00287,auxiliary_transition,-669.805
d00288,auxiliary_transition,-1652.19
d00289,auxiliary_transition,-890.283
d00290,auxiliary_transition,-890.283
d00291,auxiliary_transition,-512.122
d00292,auxiliary_transition,-512.122
d00293,auxiliary_transition,-413.047
d00294,auxiliary_transition,-253.968
d00295,auxiliary_transition,-496.772
d00296,auxiliary_transition,-466.073
d00297,auxiliary_transition,-212.105
d00298,auxiliary_transition,-212.105
d00299,auxiliary_transition,-146.52
d00300,auxiliary_transition,-146.52
d00301,auxiliary_transition,-237.223
d00302,auxiliary_transition,-192.569
d00303,auxiliary_transition,-259.55
d00304,auxiliary_transition,-195.36
d00305,auxiliary_transition,-114.425
d00306,auxiliary_transition,-114.425
d00307,auxiliary_transition,-129.775
d00308,auxiliary_transition,-129.775
d00309,auxiliary_transition,-253.968
d00310,auxiliary_transition,-184.196
d00311,auxiliary_transition,-161.87
d00312,auxiliary_transition,-1758.24
d00313,auxiliary_transition,-1004.71
d00314,auxiliary_transition,-1004.71
d00315,auxiliary_transition,-781.439
d00316,auxiliary_transition,-781.439
d00317,auxiliary_transition,-725.622
d00318,auxiliary_transition,-293.04
d00319,auxiliary_transition,-669.805
d00320,auxiliary_transition,-1724.42
d00321,auxiliary_transition,-985.384
d00322,auxiliary_transition,-985.384
d00323,auxiliary_transition,-766.41
d00324,auxiliary_transition,-766.41
d00325,auxiliary_transition,-711.666
d00326,auxiliary_transition,-287.404
d00327,auxiliary_transition,-656.922
d00328,auxiliary_transition,-1724.42
d00329,auxiliary_transition,-985.384
d00330,auxiliary_transition,-985.384
d00331,auxiliary_transition,-766.41
d00332,auxiliary_transition,-766.41
d00333,auxiliary_transition,-711.666
d00334,auxiliary_transition,-287.404
d00335,auxiliary_transition,-656.922
d00336,auxiliary_transition,-1724.42
d00337,auxiliary_transition,-985.384
d00338,auxiliary_transition,-985.384
d00339,auxiliary_transition,-766.41
d00340,auxiliary_transition,-766.41
d00341,auxiliary_transition,-711.666
d00342,auxiliary_transition,-287.404
d00343,auxiliary_transition,-656.922
d00344,auxiliary_transition,-1724.42
d00345,auxiliary_transition,-985.384
d00346,auxiliary_transition,-985.384
d00347,auxiliary_transition,-766.41
d00348,auxiliary_transition,-766.41
d00349,auxiliary_transition,-711.666
