1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,5,8,11,13,19,45,47,60,69,70,84,89,90,94
102,1,17,36,46,90,91,92
103,5,13,61,85,92,94,95,96,97,98,99
104,14,17,24,25,36,41,42,46,55,56,60,78,90,91,92
105,1,4,9,24,25,29,34,35,40,51,53,54,55,69,72,73,74,78,80
106,2,25,26,29,35,36,37,47,51,57,64,65,70,71,73,74,80,84,91,98
107,7,15,17,20,24,34,35,42,43,52,78,79,92
108,2,4,12,14,24,42,43,44,54,57,72,73,80,91,92,98,100
109,1,2,15,21,22,26,28,41,53,57,58,69,72,73,74,75
110,4,6,12,15,22,24,29,41,42,43,54,56,61,75,80,91,96,99,100
111,1,4,7,12,25,26,31,50,55,67,70,76,80,88
112,2,5,6,25,29,35,36,51,57,64,70,71,74,80,84
113,6,7,8,14,42,43,44,57,61,70,82,84,85,88,91,94
114,2,9,12,33,34,41,51,55,56,63,73,88,90
115,12,15,20,24,34,35,42,43,52,78,92,97
116,2,6,14,17,19,20,24,29,34,37,38,41,46,56,57,63,69,70,71,74,78,90,92,98
117,15,17,18,36,42,43,56,60,73,91
118,1,17,21,24,25,36,46,55,78,90,91,92
119,10,25,35,36,46,55,60,64,70,76,78,90,91,92
120,24,25,29,33,35,36,40,51,64,65,70,71,73,74,80,88
121,10,16,20,30,35,44,50,62,70,84,88,91,92,97,98,100
122,2,5,18,42,57,58,59,60,83,87,92,93,97,98,99
123,6,36,37,64,70,84,91,96
124,1,6,7,16,17,31,36,37,45,46,50,55,59,70,76,80,82,88,91,99
125,4,15,20,35,41,42,43,44,46,56,60,63,64,78,90,91,92
126,1,3,22,23,24,29,31,41,46,57,64,67,70,73,80,82,91
127,8,15,16,17,22,42,44,59,60,61,72,75,95,96
128,2,3,6,25,29,35,36,37,51,57,64,70,71,74,80,84,91,97
129,2,5,6,7,25,29,35,36,51,57,64,65,70,71,73,74,80,84,88
130,5,6,8,13,17,18,45,60,83,84,89,94,95,97
131,3,7,12,20,25,33,37,57,61,71,74,78
132,6,7,8,15,17,22,29,35,37,41,42,46,55,57,59,74,78,80,84
133,6,7,8,17,20,22,24,26,29,35,41,42,46,55,57,74,78,84
134,3,12,13,26,33,40,76,77,79,80,81,95
135,6,7,15,18,25,36,41,42,43,46,55,56,57,59,60,63,64,90,91,92
136,1,5,6,7,10,18,30,32,37,60,62,63,70,83,90,92,96,98
137,17,24,25,36,41,42,46,55,56,60,64,78,90,91,92,93
138,9,13,34,37,55,60,70,76,78,90,99
139,7,8,15,17,18,19,21,36,42,43,49,56,60,91,93
140,1,4,9,12,21,33,40,50,51,53,54,55,72,73,76
141,7,11,19,21,31,40,49,52,53,58,62,64,73,88
142,8,14,16,17,42,44,52,59,60,61,93,96,98
143,7,8,17,19,36,45,46,47,52,61,85,87,92,97,98
144,3,4,21,24,25,29,33,39,40,50,53,55,56,72,74,75
145,7,13,16,17,19,44,45,46,47,52,61,84,91,92,97,98,100
146,9,11,23,34,49,55,60,78,90
147,2,8,10,20,32,35,48,50,62,84,88,91,92,97,98,100
148,5,13,14,16,17,37,44,60,61,84,89,91,92,97,98,100
149,2,3,24,29,40,54,57,68,80,87,92,94,95,97
150,2,4,6,12,24,54,55,73,80,85,87,92,96,97,98,99
151,2,10,21,22,27,31,40,41,53,58,62,69,70,73,74,88
152,6,14,15,42,43,44,50,51,52,59,69,87,91,92,97,98,100
153,7,8,10,11,31,32,45,46,60,62,63,82,83,88,89,90
154,7,8,14,15,40,42,43,46,52,53,57,61,72,82,84,85,91
155,2,24,25,29,34,37,41,44,46,56,57,63,70,74,78,79,90,92
156,6,12,23,25,39,41,54,55,57,67,87,96,97
157,7,10,11,19,31,32,47,52,62,63,69,82,88,90
