order_id,chassis_id,cost
0,40,1199.39964294434
0,41,1199.39964294434
0,42,2241.60003662109
0,43,1117.79960632324
0,44,1199.39964294434
0,45,2241.60003662109
0,46,1199.39964294434
0,47,1199.39964294434
0,48,916.199798583984
0,49,2241.60003662109
0,50,1199.39964294434
0,51,1199.39964294434
0,52,1053.08544158936
0,53,2241.60003662109
0,54,2241.60003662109
0,55,1199.39964294434
0,56,1199.39964294434
0,57,2241.60003662109
0,58,2241.60003662109
0,59,2241.60003662109
0,60,1199.39964294434
0,61,2241.60003662109
0,62,2241.60003662109
0,63,2241.60003662109
0,64,2241.60003662109
0,65,2241.60003662109
0,66,1199.39964294434
0,67,2241.60003662109
0,68,1199.39964294434
0,69,2241.60003662109
0,70,2241.60003662109
0,71,2241.60003662109
0,72,2241.60003662109
0,73,1199.39964294434
0,74,2241.60003662109
0,75,1199.39964294434
0,76,1199.39964294434
0,77,1199.39964294434
0,78,1199.39964294434
0,79,2241.60003662109
0,80,1199.39964294434
0,81,1199.39964294434
0,82,2241.60003662109
0,83,2241.60003662109
0,84,2241.60003662109
0,85,1199.39964294434
0,86,1117.79960632324
0,87,2241.60003662109
0,88,2241.60003662109
0,89,1199.39964294434
0,90,2241.60003662109
0,91,2241.60003662109
0,92,2241.60003662109
0,93,2241.60003662109
0,94,2241.60003662109
0,95,1199.39964294434
0,96,2241.60003662109
0,97,2241.60003662109
0,98,1199.39964294434
0,99,1199.39964294434
0,100,1199.39964294434
0,101,1117.79960632324
0,102,2241.60003662109
0,103,2241.60003662109
0,104,1199.39964294434
1,40,1199.39964294434
1,41,1199.39964294434
1,42,2241.60003662109
1,43,1117.79960632324
1,44,1199.39964294434
1,45,2241.60003662109
1,46,1199.39964294434
1,47,1199.39964294434
1,48,916.199798583984
1,49,2241.60003662109
1,50,1199.39964294434
1,51,1199.39964294434
1,52,1053.08544158936
1,53,2241.60003662109
1,54,2241.60003662109
1,55,1199.39964294434
1,56,1199.39964294434
1,57,2241.60003662109
1,58,2241.60003662109
1,59,2241.60003662109
1,60,1199.39964294434
1,61,2241.60003662109
1,62,2241.60003662109
1,63,2241.60003662109
1,64,2241.60003662109
1,65,2241.60003662109
1,66,1199.39964294434
1,67,2241.60003662109
1,68,1199.39964294434
1,69,2241.60003662109
1,70,2241.60003662109
1,71,2241.60003662109
1,72,2241.60003662109
1,73,1199.39964294434
1,74,2241.60003662109
1,75,1199.39964294434
1,76,1199.39964294434
1,77,1199.39964294434
1,78,1199.39964294434
1,79,2241.60003662109
1,80,1199.39964294434
1,81,1199.39964294434
1,82,2241.60003662109
1,83,2241.60003662109
1,84,2241.60003662109
1,85,1199.39964294434
1,86,1117.79960632324
1,87,2241.60003662109
1,88,2241.60003662109
1,89,1199.39964294434
1,90,2241.60003662109
1,91,2241.60003662109
1,92,2241.60003662109
1,93,2241.60003662109
1,94,2241.60003662109
1,95,1199.39964294434
1,96,2241.60003662109
1,97,2241.60003662109
1,98,1199.39964294434
1,99,1199.39964294434
1,100,1199.39964294434
1,101,1117.79960632324
1,102,2241.60003662109
1,103,2241.60003662109
1,104,1199.39964294434
2,40,1199.39964294434
2,41,1199.39964294434
2,42,2241.60003662109
2,43,1117.79960632324
2,44,1199.39964294434
2,45,2241.60003662109
2,46,1199.39964294434
2,47,1199.39964294434
2,48,916.199798583984
2,49,2241.60003662109
2,50,1199.39964294434
2,51,1199.39964294434
2,52,1053.08544158936
2,53,2241.60003662109
2,54,2241.60003662109
