pairing_id,cost
1,971.0
2,203.0
3,530.0
4,271.0
5,566.0
6,477.0
7,268.0
8,421.0
9,1491.0
10,410.0
11,566.0
12,1386.0
13,424.0
14,350.0
15,839.0
16,580.0
17,1110.0
18,480.0
19,534.0
20,387.0
21,633.0
22,720.0
23,759.0
24,334.0
25,681.0
26,593.0
27,591.0
28,618.0
29,933.0
30,462.0
31,684.0
32,354.0
33,667.0
34,339.0
35,401.0
36,426.0
37,61.0
38,211.0
39,284.0
40,519.0
41,433.0
42,424.0
43,427.0
44,639.0
45,440.0
46,438.0
47,443.0
48,454.0
49,458.0
50,643.0
51,430.0
52,842.0
53,514.0
54,475.0
55,1011.0
56,902.0
57,538.0
58,613.0
59,660.0
60,563.0
61,217.0
62,610.0
63,490.0
64,464.0
65,428.0
66,440.0
67,713.0
68,548.0
69,540.0
70,914.0
71,441.0
72,641.0
73,918.0
74,399.0
75,494.0
76,602.0
77,426.0
78,622.0
79,786.0
80,533.0
81,456.0
82,708.0
83,249.0
84,412.0
85,521.0
86,514.0
87,368.0
88,586.0
89,1165.0
90,293.0
91,523.0
92,494.0
93,636.0
94,401.0
95,956.0
96,583.0
97,456.0
98,566.0
99,614.0
100,532.0
101,477.0
102,531.0
103,167.0
104,213.0
105,730.0
106,426.0
107,505.0
108,1024.0
109,64.0
110,855.0
111,46.0
112,875.0
113,60.0
114,576.0
115,667.0
116,592.0
117,524.0
118,1189.0
119,1174.0
120,1105.0
121,1159.0
122,1773.0
123,907.0
124,1189.0
125,275.0
126,255.0
127,438.0
128,440.0
129,491.0
130,615.0
131,434.0
132,483.0
133,538.0
134,224.0
135,333.0
136,856.0
137,1491.0
138,1278.0
139,365.0
140,190.0
141,237.0
142,621.0
143,191.0
144,689.0
145,384.0
146,439.0
147,545.0
148,121.0
149,382.0
150,580.0
151,594.0
152,240.0
153,34.0
154,449.0
155,509.0
156,658.0
157,541.0
158,372.0
159,602.0
160,487.0
161,449.0
162,844.0
163,434.0
164,670.0
165,709.0
166,622.0
167,434.0
168,603.0
169,109.0
170,45.0
171,63.0
172,403.0
173,58.0
174,489.0
175,398.0
176,391.0
177,39.0
178,284.0
179,514.0
180,252.0
181,568.0
182,497.0
183,608.0
184,505.0
185,502.0
186,618.0
187,509.0
188,896.0
189,886.0
190,926.0
191,743.0
192,277.0
193,749.0
194,487.0
195,388.0
196,284.0
197,460.0
198,576.0
199,467.0
200,281.0
201,576.0
202,397.0
203,289.0
204,35.0
205,374.0
206,407.0
207,518.0
208,415.0
209,407.0
210,518.0
211,498.0
212,407.0
213,415.0
214,640.0
215,599.0
216,680.0
217,833.0
218,427.0
219,205.0
220,494.0
221,570.0
222,759.0
223,348.0
224,453.0
225,387.0
226,739.0
227,779.0
228,680.0
229,866.0
230,525.0
231,223.0
232,724.0
233,399.0
234,540.0
235,407.0
236,575.0
237,605.0
238,408.0
239,436.0
240,573.0
241,357.0
242,799.0
243,699.0
244,833.0
245,525.0
246,575.0
247,431.0
248,562.0
249,610.0
250,811.0
251,643.0
252,528.0
253,1376.0
254,1316.0
255,567.0
256,888.0
257,499.0
258,505.0
259,1022.0
260,1047.0
261,666.0
262,1117.0
263,488.0
264,493.0
265,803.0
266,828.0
267,768.0
268,424.0
269,947.0
270,659.0
271,216.0
272,442.0
273,467.0
274,438.0
275,381.0
276,250.0
