option_id,package_id,profit
0,0,300024000.0
1,0,123395983.0
2,0,78101277.0
3,0,62121983.0
4,0,127065892.0
5,0,97211983.0
6,0,21576893.0
7,0,80554892.0
8,0,62468277.0
9,0,88982000.0
10,0,78751000.0
11,0,68375198.0
12,0,19866234.0
13,0,47026000.0
14,0,47251000.0
15,0,28972000.0
16,0,29030000.0
17,0,15471034.0
18,0,27479023.0
19,0,46193982.0
20,0,19356792.0
21,0,19201000.0
22,0,39538678.0
23,0,16212000.0
24,0,16724823.0
25,0,18853093.0
26,0,49980000.0
27,0,47526982.0
28,0,10373985.0
29,0,24670923.0
30,0,11146832.0
31,0,12905392.0
32,0,17269203.0
33,0,13607432.0
34,0,6552892.0
35,0,5944921.0
36,0,5073001.0
37,0,9968323.0
38,0,4901343.0
39,0,10777000.0
40,0,2870298964.0
41,0,913610800.0
42,0,1419934660.0
43,0,1772843822.0
44,0,1331037922.0
45,0,1263072028.0
46,0,1198268292.0
47,0,1024478515.0
48,0,930576210.0
49,0,1428377972.0
50,0,1301750080.0
51,0,1540083664.0
52,0,1447508612.0
53,0,1178893362.0
54,0,873497196.0
55,0,1606682638.0
56,0,652655896.0
57,0,355541516.0
58,0,1268881179.0
59,0,1067815386.0
60,0,1358126274.0
61,0,1040354334.0
62,0,606693329.0
63,0,615433104.0
64,0,959562612.0
65,0,553917918.0
66,0,794354335.0
67,0,1231533238.0
68,0,1939330466.0
69,0,855204294.0
70,0,1843185900.0
71,0,1436346044.0
72,0,1093951920.0
73,0,1234648798.0
74,0,930735814.0
75,0,1630280746.0
76,0,1146888466.0
77,0,508455773.0
78,0,971676704.0
79,0,1498924156.0
80,0,721553874.0
81,0,623854707.0
82,0,644215640.0
83,0,524725728.0
84,0,734362126.0
85,0,1115537761.0
86,0,2270090820.0
87,0,1053427276.0
88,0,697534468.0
89,0,1442081378.0
90,0,1176422960.0
91,0,780726522.0
92,0,511173566.0
93,0,429528988.0
94,0,1075314128.0
95,0,1483975992.0
96,0,465514070.0
97,0,988017200.0
98,0,1268259256.0
99,0,933213453.0
100,0,700696440.0
101,0,1387500660.0
102,0,1648825494.0
103,0,1081591259.0
104,0,946258457.0
105,0,1637486602.0
106,0,1480954830.0
107,0,1529493140.0
108,0,1704272330.0
109,0,1613064490.0
110,0,758765530.0
111,0,467253808.0
112,0,984884847.0
113,0,127065892.0
114,0,347603048.0
115,0,201279600.0
116,0,191167070.0
117,0,203444270.0
118,1,315004823.0
119,1,123395983.0
120,1,78101277.0
121,1,62121983.0
122,1,127065892.0
123,1,107489183.0
124,1,21576893.0
125,1,80554892.0
126,1,62468277.0
127,1,88982000.0
128,1,93451000.0
129,1,68375198.0
130,1,19866234.0
131,1,51846000.0
132,1,49618000.0
133,1,30451000.0
134,1,29030000.0
135,1,15471034.0
136,1,27479023.0
137,1,46193982.0
138,1,19356792.0
139,1,21335000.0
140,1,43592001.0
141,1,17257893.0
142,1,16724823.0
143,1,18853093.0
144,1,49980000.0
145,1,52501000.0
146,1,10373985.0
147,1,24670923.0
148,1,11146832.0
149,1,12905392.0
150,1,17269203.0
151,1,13607432.0
152,1,6552892.0
153,1,5944921.0
154,1,5073001.0
155,1,9968323.0
156,1,4901343.0
157,1,11319102.0
158,1,2963645682.0
159,1,924478790.0
160,1,1470630092.0
161,1,1812445468.0
162,1,1386656204.0
163,1,1284302700.0
164,1,1215600292.0
165,1,1068236918.0
166,1,943732642.0
167,1,1482572194.0
168,1,1319640512.0
169,1,1594821300.0
170,1,1507460284.0
171,1,1218871548.0
172,1,886337842.0
173,1,1654534716.0
174,1,660438276.0
175,1,357507795.0
176,1,1344664660.0
177,1,1114242818.0
178,1,1419635956.0
179,1,1090149229.0
180,1,617565239.0
181,1,638079290.0
182,1,988468434.0
183,1,553917918.0
184,1,825298803.0
185,1,1288913886.0
186,1,2009270298.0
187,1,883202684.0
188,1,1924383768.0
189,1,1484257894.0
190,1,1130395813.0
191,1,1288932480.0
192,1,973295460.0
193,1,1668349038.0
194,1,1191224112.0
195,1,515993933.0
196,1,991402908.0
197,1,1562484406.0
198,1,729660520.0
199,1,654236966.0
200,1,655947426.0
201,1,524725728.0
202,1,762260366.0
203,1,1168279089.0
204,1,2352569548.0
205,1,1108705702.0
206,1,721534290.0
207,1,1505682846.0
208,1,1192439596.0
209,1,796726308.0
210,1,518793813.0
211,1,432704978.0
212,1,1086596764.0
213,1,1547577460.0
214,1,473296450.0
215,1,1010143226.0
216,1,1325500938.0
217,1,965827361.0
218,1,737250626.0
219,1,1430278296.0
220,1,1711381362.0
221,1,1120976499.0
222,1,995015959.0
223,1,1699214274.0
224,1,1533013362.0
225,1,1584092608.0
226,1,1779564366.0
227,1,1664067958.0
228,1,766872176.0
229,1,473613594.0
230,1,1022399948.0
231,1,127065892.0
232,1,368183048.0
233,1,218919600.0
234,1,208807070.0
235,1,203444270.0
236,2,315004823.0
237,2,123395983.0
238,2,78101277.0
239,2,62121983.0
240,2,68600000.0
