option_id,unit_cost
1,8594600.16
2,10243498.88
3,13541296.32
4,15190195.04
5,16839093.76
6,18487992.48
7,20136891.20
8,21785789.92
9,23434688.64
10,25083587.36
11,26732486.08
12,28381384.80
13,9061801.44
14,10758689.92
15,14152466.88
16,7393225.44
17,8918721.92
18,9795974.88
19,11568275.84
20,15112877.76
21,16885178.72
22,18657479.68
23,20429780.64
24,22202081.60
25,23974382.56
26,25746683.52
27,27518984.48
28,29291285.44
29,31063586.40
30,14774371.20
31,17313401.60
32,20420197.92
33,23794514.56
34,30543147.84
35,33917464.48
36,37291781.12
37,40666097.76
38,44040414.40
39,47414731.04
40,50789047.68
41,54163364.32
42,57537680.96
43,60911997.60
44,10396662.24
45,12230664.32
46,15898668.48
47,17732670.56
48,19566672.64
49,21400674.72
50,23234676.80
51,25068678.88
52,26902680.96
53,14440656.00
54,16945408.00
55,21954912.00
56,24459664.00
57,26964416.00
58,29469168.00
59,31973920.00
60,34478672.00
61,36983424.00
62,39488176.00
63,41992928.00
64,44497680.00
65,13306024.32
66,15694229.76
67,20470640.64
68,22858846.08
69,25247051.52
70,27635256.96
71,30023462.40
72,32411667.84
73,34799873.28
74,37188078.72
75,39576284.16
76,41964489.60
77,13506253.44
78,15915025.92
79,20732570.88
80,23141343.36
81,25550115.84
82,27958888.32
83,30367660.80
84,32776433.28
85,35185205.76
86,5284779.84
87,6338341.12
88,9662488.80
89,11421078.40
90,14938257.60
91,16696847.20
92,18455436.80
93,20214026.40
94,21972616.00
95,23731205.60
96,25489795.20
97,12438364.80
98,14737446.40
99,19335609.60
100,21634691.20
101,23933772.80
102,26232854.40
103,28531936.00
104,30831017.60
105,33130099.20
106,11637448.32
107,13854261.76
108,18287888.64
109,9328773.60
110,11053084.80
111,14501707.20
112,16226018.40
113,17950329.60
114,19674640.80
115,21398952.00
116,23123263.20
117,24847574.40
118,26571885.60
119,28296196.80
120,30020508.00
121,17750476.32
122,20850565.76
123,23396303.04
124,27331678.72
125,35202430.08
126,39137805.76
127,43073181.44
128,47008557.12
129,50943932.80
130,54879308.48
131,58814684.16
132,62750059.84
133,66685435.52
134,70620811.20
135,12438364.80
136,14737446.40
137,19335609.60
138,21634691.20
139,23933772.80
140,26232854.40
141,28531936.00
142,30831017.60
143,33130099.20
144,35429180.80
145,37728262.40
146,40027344.00
147,13572996.48
148,15988624.64
149,20819880.96
150,23235509.12
151,25651137.28
152,28066765.44
153,30482393.60
154,32898021.76
155,35313649.92
156,37729278.08
157,40144906.24
158,42560534.40
159,11264321.76
160,13187447.68
161,17033699.52
162,18956825.44
163,20879951.36
164,22803077.28
165,24726203.20
166,26649329.12
167,28572455.04
168,30495580.96
169,32418706.88
170,34341832.80
171,13639739.52
172,16062223.36
173,20907191.04
174,23329674.88
175,25752158.72
176,28174642.56
177,30597126.40
178,33019610.24
179,35442094.08
180,37864577.92
181,40287061.76
182,42709545.60
183,9996204.00
184,11789072.00
185,15374808.00
186,12171392.64
187,14443051.52
188,18986369.28
189,21258028.16
190,23529687.04
191,25801345.92
192,28073004.80
193,30344663.68
194,32616322.56
195,34887981.44
196,37159640.32
197,39431299.20
198,13973454.72
199,16430216.96
200,19619281.44
201,22911329.92
202,29495426.88
203,32787475.36
204,36079523.84
205,39371572.32
206,42663620.80
207,45955669.28
208,49247717.76
209,52539766.24
210,55831814.72
211,59123863.20
212,18351163.68
213,21512954.24
214,27836535.36
215,30998325.92
216,34160116.48
217,37321907.04
218,40483697.60
219,43645488.16
220,46807278.72
221,21127039.68
222,24829322.24
223,32233887.36
224,35936169.92
225,39638452.48
226,43340735.04
227,47043017.60
228,50745300.16
229,54447582.72
230,6419411.52
231,7589519.36
232,9929735.04
233,11099842.88
234,12269950.72
235,13440058.56
236,14610166.40
237,15780274.24
238,16950382.08
239,13572996.48
240,15988624.64
241,20819880.96
242,23235509.12
243,25651137.28
244,28066765.44
245,30482393.60
246,32898021.76
247,35313649.92
248,37729278.08
249,40144906.24
250,42560534.40
251,17016302.88
252,20040979.84
253,22662129.60
254,26522092.80
255,34242019.20
256,38101982.40
257,41961945.60
258,45821908.80
259,49681872.00
260,53541835.20
261,57401798.40
262,61261761.60
263,65121724.80
264,68981688.00
265,18484649.76
266,21660151.68
267,28011155.52
268,31186657.44
269,34362159.36
270,37537661.28
271,40713163.20
272,43888665.12
273,47064167.04
274,21260525.76
275,24976519.68
276,32408507.52
277,36124501.44
278,39840495.36
279,43556489.28
280,47272483.20
281,50988477.12
282,54704471.04
283,14373912.96
284,16871809.28
285,21867601.92
286,24365498.24
287,26863394.56
288,29361290.88
289,31859187.20
290,34357083.52
291,36854979.84
292,17149788.96
293,20188177.28
294,26264953.92
295,29303342.24
296,32341730.56
297,35380118.88
298,38418507.20
299,41456895.52
300,44495283.84
301,13039052.16
302,15399834.88
303,20121400.32
304,22482183.04
305,24842965.76
306,27203748.48
307,29564531.20
308,31925313.92
309,34286096.64
310,15842259.84
311,18490981.12
312,23788423.68
313,26437144.96
314,29085866.24
315,31734587.52
316,34383308.80
317,37032030.08
318,39680751.36
319,42329472.64
320,44978193.92
321,47626915.20
322,10930606.56
323,12819454.08
324,16597149.12
325,18485996.64
326,20374844.16
327,22263691.68
328,24152539.20
329,26041386.72
330,27930234.24
331,29819081.76
332,31707929.28
333,33596776.80
334,13973454.72
335,16430216.96
336,21343741.44
337,23800503.68
338,26257265.92
339,28714028.16
340,31170790.40
341,33627552.64
342,36084314.88
343,38541077.12
344,40997839.36
345,43454601.60
346,12171392.64
347,14443051.52
348,18986369.28
349,21258028.16
350,23529687.04
351,25801345.92
352,28073004.80
353,30344663.68
354,32616322.56
355,34887981.44
356,37159640.32
357,39431299.20
358,17083045.92
359,20114578.56
360,26177643.84
361,29209176.48
362,32240709.12
363,35272241.76
364,38303774.40
365,41335307.04
366,44366839.68
367,18751621.92
368,21954546.56
369,28360395.84
370,31563320.48
371,34766245.12
372,37969169.76
373,41172094.40
374,44375019.04
375,47577943.68
376,6085696.32
377,7221525.76
378,9493184.64
379,10629014.08
380,11764843.52
381,12900672.96
382,14036502.40
383,15172331.84
384,16308161.28
385,17443990.72
386,18579820.16
387,19715649.60
388,14240426.88
389,16724611.84
390,21692981.76
391,24177166.72
392,26661351.68
393,29145536.64
394,31629721.60
395,34113906.56
396,36598091.52
397,17016302.88
398,20040979.84
399,26090333.76
400,29115010.72
401,32139687.68
402,35164364.64
403,38189041.60
404,41213718.56
405,44238395.52
406,12772080.00
407,15105440.00
408,19772160.00
409,22105520.00
410,24438880.00
411,26772240.00
412,29105600.00
413,31438960.00
414,33772320.00
415,14440656.00
416,16945408.00
417,21954912.00
418,24459664.00
419,26964416.00
420,29469168.00
421,31973920.00
422,34478672.00
423,36983424.00
424,8461114.08
425,10096301.44
426,9862717.92
427,11641874.56
428,15200187.84
429,16979344.48
430,18758501.12
431,20537657.76
432,13572996.48
433,15988624.64
434,20819880.96
435,5084550.72
436,6117544.96
437,8183533.44
438,9216527.68
439,10249521.92
440,11282516.16
441,5284779.84
442,6338341.12
443,14040197.76
444,16503815.68
445,15575287.68
446,18196586.24
447,23439183.36
448,26060481.92
449,28681780.48
450,31303079.04
451,11971163.52
452,14222255.36
453,18724439.04
454,20975530.88
455,23226622.72
456,25477714.56
457,27728806.40
458,29979898.24
459,32230990.08
460,34482081.92
461,36733173.76
462,12838823.04
463,15179038.72
464,19859470.08
465,22199685.76
466,24539901.44
467,26880117.12
468,29220332.80
469,31560548.48
470,33900764.16
471,36240979.84
472,38581195.52
473,40921411.20
474,9729231.84
475,11494677.12
476,15025567.68
477,16791012.96
478,18556458.24
479,20321903.52
480,22087348.80
481,23852794.08
482,25618239.36
483,27383684.64
484,29149129.92
485,30914575.20
486,12772080.00
487,15105440.00
488,19772160.00
489,22105520.00
490,24438880.00
491,26772240.00
492,29105600.00
493,31438960.00
494,33772320.00
495,36105680.00
496,38439040.00
497,40772400.00
498,6085696.32
499,7221525.76
500,9493184.64
501,10629014.08
502,11764843.52
503,12900672.96
504,6352668.48
505,7515920.64
506,9842424.96
507,11005677.12
508,12168929.28
509,13332181.44
510,14495433.60
511,15658685.76
512,16821937.92
513,17985190.08
514,19148442.24
515,20311694.40
516,10129690.08
517,11936269.44
518,15549428.16
519,17356007.52
520,19162586.88
521,20969166.24
522,22775745.60
523,24582324.96
524,26388904.32
525,28195483.68
526,30002063.04
527,12905566.08
528,15252637.44
529,19946780.16
530,22293851.52
531,24640922.88
532,26987994.24
533,29335065.60
534,31682136.96
535,34029208.32
536,36376279.68
537,38723351.04
538,12438364.80
539,14737446.40
540,19335609.60
541,21634691.20
542,23933772.80
543,26232854.40
544,15041343.36
545,17607796.48
546,22740702.72
547,5751981.12
548,6853532.16
549,9056634.24
550,10158185.28
551,11259736.32
552,12361287.36
553,13462838.40
554,14564389.44
555,15665940.48
556,16767491.52
557,17869042.56
558,18970593.60
559,15909002.88
560,18564579.84
561,18551392.80
562,21733750.40
563,28098465.60
564,31280823.20
565,34463180.80
566,37645538.40
567,8861572.32
568,10537893.76
569,13890536.64
570,15566858.08
571,17243179.52
572,18919500.96
573,20595822.40
574,22272143.84
575,23948465.28
576,25624786.72
577,27301108.16
578,28977429.60
579,9996204.00
580,11789072.00
581,15374808.00
582,17167676.00
583,18960544.00
584,20753412.00
585,22546280.00
586,24339148.00
587,26132016.00
588,27924884.00
589,29717752.00
590,31510620.00
591,8794829.28
592,10464295.04
593,13803226.56
594,15472692.32
595,17142158.08
596,18811623.84
597,20481089.60
598,22150555.36
599,23820021.12
600,25489486.88
601,27158952.64
602,28828418.40
603,10062947.04
604,11862670.72
605,15462118.08
606,17261841.76
