project_id,res_id,cost
1,1,3608.0
10,1,1448.0
100,1,2617.0
1000,1,2716.0
1001,1,3406.0
1002,1,3429.0
1003,1,3788.0
1004,1,4016.0
1005,1,3302.0
1006,1,3331.0
1007,1,36.0
1008,1,272.0
1009,1,148.0
101,1,2893.0
1010,1,2595.0
1011,1,1545.0
1012,1,2613.0
1013,1,305.0
1014,1,1328.0
1015,1,1001.0
1016,1,3455.0
1017,1,3525.0
1018,1,2268.0
1019,1,890.0
102,1,953.0
1020,1,288.0
1021,1,3073.0
1022,1,1495.0
1023,1,2043.0
1024,1,3521.0
1025,1,2137.0
1026,1,3524.0
1027,1,3457.0
1028,1,2334.0
1029,1,1954.0
103,1,4084.0
1030,1,1311.0
1031,1,86.0
1032,1,3643.0
1033,1,2643.0
1034,1,1142.0
1035,1,3318.0
1036,1,686.0
1037,1,2776.0
1038,1,3976.0
1039,1,2502.0
104,1,3646.0
1040,1,1456.0
1041,1,2334.0
1042,1,3937.0
1043,1,872.0
1044,1,234.0
1045,1,3862.0
1046,1,9.0
1047,1,3604.0
1048,1,2600.0
1049,1,6.0
105,1,3036.0
1050,1,2569.0
1051,1,2714.0
1052,1,528.0
1053,1,4057.0
1054,1,1340.0
1055,1,1693.0
1056,1,1196.0
1057,1,1295.0
1058,1,2445.0
1059,1,1116.0
106,1,1892.0
1060,1,3116.0
1061,1,1017.0
1062,1,2573.0
1063,1,3099.0
1064,1,2823.0
1065,1,1058.0
1066,1,580.0
1067,1,1398.0
1068,1,2501.0
1069,1,1613.0
107,1,1815.0
1070,1,2178.0
1071,1,2405.0
1072,1,3552.0
1073,1,3562.0
1074,1,3517.0
1075,1,1282.0
1076,1,988.0
1077,1,1957.0
1078,1,3195.0
1079,1,2261.0
108,1,3285.0
1080,1,1389.0
1081,1,114.0
1082,1,2893.0
1083,1,1702.0
1084,1,919.0
1085,1,1188.0
1086,1,2954.0
1087,1,2836.0
1088,1,2486.0
1089,1,3641.0
109,1,1229.0
1090,1,555.0
1091,1,4043.0
1092,1,573.0
1093,1,646.0
1094,1,1186.0
1095,1,914.0
1096,1,4000.0
1097,1,822.0
1098,1,3614.0
1099,1,1089.0
11,1,174.0
110,1,897.0
1100,1,3113.0
1101,1,2280.0
1102,1,992.0
1103,1,1499.0
1104,1,332.0
1105,1,1620.0
1106,1,3916.0
1107,1,1876.0
1108,1,263.0
1109,1,1154.0
111,1,3404.0
1110,1,4045.0
1111,1,3118.0
1112,1,3907.0
1113,1,2668.0
1114,1,2369.0
1115,1,3352.0
1116,1,331.0
1117,1,1705.0
1118,1,1899.0
1119,1,439.0
112,1,462.0
1120,1,3887.0
1121,1,3711.0
1122,1,790.0
1123,1,736.0
1124,1,3341.0
1125,1,2229.0
1126,1,2047.0
1127,1,1703.0
1128,1,3122.0
1129,1,225.0
113,1,1719.0
1130,1,666.0
1131,1,3673.0
1132,1,1710.0
1133,1,478.0
1134,1,2344.0
1135,1,2827.0
1136,1,1562.0
1137,1,633.0
1138,1,166.0
1139,1,3218.0
114,1,3516.0
1140,1,539.0
1141,1,2349.0
1142,1,811.0
1143,1,1188.0
1144,1,3036.0
1145,1,3269.0
1146,1,2753.0
1147,1,2971.0
1148,1,602.0
1149,1,2277.0
115,1,1850.0
1150,1,3866.0
1151,1,2526.0
1152,1,2892.0
1153,1,2668.0
1154,1,3340.0
1155,1,1749.0
1156,1,943.0
1157,1,1375.0
1158,1,3685.0
1159,1,2995.0
116,1,2413.0
1160,1,2540.0
1161,1,1342.0
1162,1,934.0
1163,1,1593.0
1164,1,3293.0
1165,1,666.0
1166,1,433.0
1167,1,2705.0
1168,1,1260.0
1169,1,2293.0
117,1,2612.0
1170,1,747.0
1171,1,1206.0
1172,1,1780.0
1173,1,3432.0
1174,1,1236.0
1175,1,2308.0
1176,1,2365.0
1177,1,260.0
1178,1,936.0
1179,1,1106.0
118,1,3354.0
1180,1,1164.0
1181,1,2544.0
1182,1,83.0
1183,1,522.0
