id,npv
1,-255.0
2,-127.0
3,308.0
4,165.0
5,313.0
6,126.0
7,-224.0
8,-255.0
9,33.0
10,-209.0
11,-191.0
12,149.0
13,112.0
14,157.0
15,379.0
16,-286.0
17,-116.0
18,-243.0
19,-277.0
20,-195.0
21,181.0
22,30.0
23,-136.0
24,223.0
25,211.0
26,158.0
27,13.0
28,100.0
29,356.0
30,-79.0
31,-179.0
32,-108.0
33,173.0
34,96.0
35,-162.0
36,-264.0
37,138.0
38,-268.0
39,205.0
40,-59.0
41,-50.0
42,10.0
43,317.0
44,-41.0
45,-171.0
46,108.0
47,-147.0
48,77.0
49,-141.0
50,-146.0
51,160.0
52,217.0
53,-11.0
54,200.0
55,223.0
56,214.0
57,-101.0
58,268.0
59,148.0
60,157.0
61,-202.0
62,-188.0
63,190.0
64,95.0
65,-277.0
66,65.0
67,239.0
68,14.0
69,132.0
70,-61.0
71,23.0
72,55.0
73,113.0
74,260.0
75,-74.0
76,175.0
77,-153.0
78,167.0
79,36.0
80,-113.0
81,56.0
82,-3.0
83,182.0
84,-130.0
85,10.0
86,367.0
87,-92.0
88,303.0
89,32.0
90,344.0
91,124.0
92,299.0
93,-190.0
94,97.0
95,352.0
96,267.0
97,-247.0
98,26.0
99,94.0
100,-267.0
101,-66.0
102,-157.0
103,238.0
104,65.0
105,-221.0
106,-3.0
107,137.0
108,199.0
109,-90.0
110,-141.0
111,51.0
112,-116.0
113,-265.0
114,-272.0
115,-162.0
116,-181.0
117,273.0
118,272.0
119,-52.0
120,-54.0
121,172.0
122,143.0
123,-14.0
124,-56.0
125,239.0
126,-102.0
127,63.0
128,112.0
129,43.0
130,185.0
131,-181.0
132,68.0
133,-90.0
134,47.0
135,-124.0
136,-259.0
137,339.0
138,73.0
139,322.0
140,310.0
141,-195.0
142,310.0
143,111.0
144,-110.0
145,-97.0
146,-108.0
147,-260.0
148,228.0
149,-134.0
150,231.0
151,10.0
152,-46.0
153,73.0
154,61.0
155,165.0
156,82.0
157,-282.0
158,-215.0
159,82.0
160,-208.0
161,316.0
162,-173.0
163,9.0
164,-88.0
165,121.0
166,147.0
167,-93.0
168,-76.0
169,109.0
170,34.0
171,69.0
172,-168.0
173,-124.0
174,12.0
175,376.0
176,93.0
177,308.0
178,-103.0
179,304.0
180,31.0
181,-215.0
182,-59.0
183,287.0
184,351.0
185,-57.0
186,-97.0
187,-89.0
188,134.0
189,352.0
190,264.0
191,20.0
192,270.0
193,-98.0
194,41.0
195,285.0
196,229.0
197,-73.0
198,-42.0
199,84.0
200,290.0
201,117.0
202,31.0
203,191.0
204,216.0
205,277.0
206,183.0
207,144.0
208,-128.0
209,-273.0
210,128.0
211,-245.0
212,-232.0
213,379.0
214,186.0
215,-227.0
216,265.0
217,138.0
218,383.0
219,110.0
220,-163.0
221,-45.0
222,42.0
223,28.0
224,-99.0
225,279.0
226,288.0
227,-202.0
228,-10.0
229,-17.0
230,-198.0
231,-149.0
232,222.0
233,107.0
234,-127.0
235,226.0
236,69.0
237,-160.0
238,-46.0
239,204.0
240,277.0
241,336.0
242,134.0
243,194.0
244,-0.0
245,-238.0
246,-48.0
247,74.0
248,-169.0
249,-92.0
250,-271.0
251,-212.0
252,-102.0
253,241.0
254,22.0
255,-179.0
256,-155.0
257,-109.0
258,-75.0
259,160.0
260,-223.0
261,159.0
262,-245.0
263,147.0
264,-187.0
265,39.0
266,103.0
267,197.0
268,-245.0
269,333.0
270,337.0
271,215.0
272,-76.0
273,110.0
274,-248.0
275,-153.0
276,-28.0
277,-68.0
278,166.0
279,-39.0
280,303.0
281,-0.0
282,329.0
283,247.0
284,372.0
285,103.0
286,159.0
287,258.0
288,-103.0
289,-80.0
290,344.0
291,-134.0
292,119.0
293,-157.0
294,-273.0
295,355.0
296,-243.0
297,-230.0
298,126.0
299,262.0
300,219.0
301,198.0
302,222.0
303,-279.0
304,114.0
305,241.0
306,-110.0
307,376.0
308,356.0
309,24.0
310,-56.0
311,-129.0
312,368.0
313,18.0
314,-260.0
315,-201.0
316,36.0
317,259.0
318,-225.0
319,259.0
320,125.0
321,137.0
322,34.0
323,-109.0
324,-203.0
325,163.0
326,316.0
327,102.0
328,-202.0
329,199.0
330,-238.0
331,-261.0
332,368.0
333,-123.0
334,34.0
335,92.0
336,59.0
337,9.0
338,305.0
339,259.0
340,-32.0
341,46.0
342,-19.0
343,-91.0
344,-153.0
345,244.0
346,266.0
347,-93.0
348,96.0
349,375.0
350,-92.0
351,239.0
352,362.0
353,7.0
354,217.0
355,-35.0
356,9.0
357,-113.0
358,-261.0
359,-90.0
360,160.0
361,-0.0
362,-274.0
363,138.0
364,-94.0
365,-204.0
366,127.0
367,103.0
368,45.0
369,82.0
370,158.0
371,-59.0
372,202.0
373,342.0
374,-90.0
375,6.0
376,-140.0
377,172.0
378,101.0
379,-207.0
380,-77.0
381,-56.0
382,168.0
383,-7.0
384,-167.0
385,353.0
386,123.0
387,311.0
388,-95.0
389,119.0
390,-237.0
391,114.0
392,327.0
393,250.0
394,30.0
395,-210.0
396,-238.0
397,192.0
398,18.0
399,-34.0
400,-74.0
401,202.0
402,282.0
403,285.0
404,13.0
405,-40.0
406,-177.0
407,283.0
408,216.0
409,64.0
410,-149.0
411,-14.0
412,94.0
413,48.0
414,-2.0
415,-41.0
416,298.0
417,331.0
418,136.0
419,-41.0
420,-244.0
421,-138.0
422,68.0
423,5.0
424,282.0
425,117.0
426,128.0
427,-232.0
428,-35.0
429,-105.0
430,229.0
431,-173.0
432,-147.0
433,-158.0
434,43.0
435,140.0
436,73.0
437,-163.0
438,-209.0
439,39.0
440,-116.0
441,-205.0
442,-121.0
443,76.0
444,-37.0
445,-246.0
446,145.0
447,176.0
448,-128.0
449,283.0
450,-123.0
451,221.0
452,-109.0
453,281.0
454,136.0
455,230.0
456,-106.0
457,80.0
458,42.0
459,-234.0
460,292.0
461,-69.0
462,-0.0
463,-241.0
464,96.0
465,101.0
466,113.0
467,32.0
468,-147.0
469,-237.0
470,-129.0
471,-36.0
472,-243.0
473,-32.0
474,-73.0
475,-186.0
476,-1.0
477,3.0
478,-42.0
479,234.0
480,4.0
481,241.0
482,-59.0
483,159.0
484,107.0
485,223.0
486,312.0
487,142.0
488,-205.0
489,93.0
490,288.0
491,240.0
492,190.0
493,66.0
494,104.0
495,-225.0
496,39.0
497,-48.0
498,48.0
499,263.0
500,-222.0
501,88.0
502,287.0
503,322.0
504,317.0
505,-22.0
506,-186.0
507,109.0
508,214.0
509,-79.0
510,252.0
511,219.0
512,67.0
513,208.0
514,24.0
515,-215.0
516,-177.0
517,61.0
518,-44.0
519,-108.0
520,324.0
521,170.0
522,107.0
523,-14.0
524,-214.0
525,81.0
526,52.0
527,-31.0
528,238.0
529,-120.0
530,124.0
531,303.0
532,159.0
533,91.0
534,-55.0
535,-153.0
536,229.0
537,250.0
538,232.0
539,98.0
540,312.0
541,-149.0
542,170.0
543,183.0
544,-238.0
545,-189.0
546,-209.0
547,14.0
548,-217.0
549,172.0
550,-23.0
551,-226.0
552,208.0
553,-31.0
554,304.0
555,199.0
556,330.0
557,-17.0
558,168.0
559,6.0
560,-69.0
561,81.0
562,-142.0
563,-184.0
564,175.0
565,277.0
566,215.0
567,174.0
568,-16.0
569,209.0
570,113.0
571,277.0
572,298.0
573,-93.0
574,38.0
575,-235.0
576,-129.0
577,-81.0
578,331.0
579,54.0
580,-173.0
581,-143.0
582,-38.0
583,128.0
584,-6.0
585,148.0
586,79.0
587,272.0
588,145.0
589,-127.0
590,331.0
591,-223.0
592,-119.0
593,295.0
594,5.0
595,196.0
596,128.0
597,136.0
598,64.0
599,-52.0
600,69.0
601,-86.0
602,-214.0
603,-145.0
604,318.0
605,62.0
606,251.0
607,254.0
608,309.0
609,220.0
610,146.0
611,320.0
612,65.0
613,157.0
614,174.0
615,35.0
616,298.0
617,136.0
618,-180.0
619,84.0
620,-245.0
621,155.0
622,-210.0
623,264.0
624,-69.0
625,-174.0
626,202.0
627,-216.0
628,-75.0
629,-50.0
630,-219.0
631,270.0
632,-175.0
633,140.0
634,10.0
635,71.0
636,136.0
637,243.0
638,299.0
639,144.0
640,-55.0
641,247.0
642,-99.0
643,-24.0
644,10.0
645,-210.0
646,-166.0
647,-183.0
648,268.0
649,-50.0
650,53.0
651,163.0
652,-226.0
653,-245.0
654,126.0
655,124.0
656,139.0
657,-48.0
658,-16.0
659,-73.0
660,175.0
661,12.0
662,-7.0
663,155.0
664,23.0
665,189.0
666,56.0
667,145.0
668,218.0
669,9.0
670,-148.0
671,-156.0
672,19.0
673,-59.0
674,-102.0
675,-43.0
676,158.0
677,130.0
678,162.0
679,160.0
680,38.0
681,-76.0
682,-35.0
683,100.0
684,194.0
685,-70.0
686,153.0
687,113.0
688,-27.0
689,-220.0
690,297.0
691,-135.0
692,17.0
693,-77.0
694,333.0
695,136.0
696,218.0
697,-188.0
698,-212.0
699,-90.0
700,-56.0
701,-80.0
702,-99.0
703,-43.0
704,92.0
705,86.0
706,-158.0
707,-21.0
708,75.0
709,-154.0
710,148.0
711,118.0
712,-30.0
713,-219.0
714,302.0
715,-45.0
716,321.0
717,-136.0
718,-149.0
719,57.0
720,312.0
721,16.0
722,24.0
723,323.0
724,126.0
725,-132.0
726,81.0
727,-187.0
728,179.0
729,-7.0
730,-126.0
731,291.0
