time_id,from_state,to_state,label
0,q0,q0,off
1,q0,q0,off
2,q0,q0,off
3,q0,q0,off
4,q0,q0,off
5,q0,q0,off
6,q0,q0,off
7,q0,q0,off
8,q0,q0,off
9,q0,q0,off
10,q0,q0,off
11,q0,q0,off
12,q0,q0,off
13,q0,q0,off
14,q0,q0,off
15,q0,q0,off
16,q0,q0,off
17,q0,q0,off
18,q0,q0,off
19,q0,q0,off
20,q0,q0,off
21,q0,q0,off
22,q0,q0,off
23,q0,q0,off
24,q0,q0,off
25,q0,q0,off
26,q0,q0,off
27,q0,q0,off
28,q0,q0,off
29,q0,q0,off
30,q0,q0,off
31,q0,q0,off
32,q0,q0,off
33,q0,q0,off
34,q0,q0,off
35,q0,q0,off
36,q0,q0,off
37,q0,q0,off
38,q0,q0,off
39,q0,q0,off
40,q0,a2_1,a2
40,q0,q0,off
41,a2_1,a2_2,a2
41,q0,a2_1,a2
41,q0,q0,off
42,a2_1,a2_2,a2
42,a2_2,a2_3,a2
42,q0,a2_1,a2
42,q0,q0,off
43,a2_1,a2_2,a2
43,a2_2,a2_3,a2
43,a2_3,a2_4,a2
43,q0,a2_1,a2
43,q0,q0,off
44,a2_1,a2_2,a2
44,a2_2,a2_3,a2
44,a2_3,a2_4,a2
44,a2_4,a2_4,a2
44,a2_4,br,short_break
44,a2_4,l_1,meal_break
44,a2_4,rs,off
44,q0,a1_1,a1
44,q0,a2_1,a2
44,q0,q0,off
45,a1_1,a1_2,a1
45,a2_1,a2_2,a2
45,a2_2,a2_3,a2
45,a2_3,a2_4,a2
45,a2_4,a2_4,a2
45,a2_4,br,short_break
45,a2_4,l_1,meal_break
45,a2_4,rs,off
45,br,a1_1,a1
45,br,a2_1,a2
45,l_1,l_2,meal_break
45,q0,a1_1,a1
45,q0,a2_1,a2
45,q0,q0,off
45,rs,rs,off
46,a1_1,a1_2,a1
46,a1_2,a1_3,a1
46,a2_1,a2_2,a2
46,a2_2,a2_3,a2
46,a2_3,a2_4,a2
46,a2_4,a2_4,a2
46,a2_4,br,short_break
46,a2_4,l_1,meal_break
46,a2_4,rs,off
46,br,a1_1,a1
46,br,a2_1,a2
46,l_1,l_2,meal_break
46,l_2,l_3,meal_break
46,q0,a1_1,a1
46,q0,a2_1,a2
46,q0,q0,off
46,rs,rs,off
47,a1_1,a1_2,a1
47,a1_2,a1_3,a1
47,a1_3,a1_4,a1
47,a2_1,a2_2,a2
47,a2_2,a2_3,a2
47,a2_3,a2_4,a2
47,a2_4,a2_4,a2
47,a2_4,br,short_break
47,a2_4,l_1,meal_break
47,a2_4,rs,off
47,br,a1_1,a1
47,br,a2_1,a2
47,l_1,l_2,meal_break
47,l_2,l_3,meal_break
47,l_3,l_4,meal_break
47,q0,a1_1,a1
47,q0,a2_1,a2
47,q0,q0,off
47,rs,rs,off
48,a1_1,a1_2,a1
48,a1_2,a1_3,a1
48,a1_3,a1_4,a1
48,a1_4,a1_4,a1
48,a1_4,br,short_break
48,a1_4,l_1,meal_break
48,a1_4,rs,off
48,a2_1,a2_2,a2
48,a2_2,a2_3,a2
48,a2_3,a2_4,a2
48,a2_4,a2_4,a2
48,a2_4,br,short_break
48,a2_4,l_1,meal_break
48,a2_4,rs,off
48,br,a1_1,a1
48,br,a2_1,a2
48,l_1,l_2,meal_break
48,l_2,l_3,meal_break
48,l_3,l_4,meal_break
48,l_4,a1_1,a1
48,l_4,a2_1,a2
48,q0,a1_1,a1
48,q0,a2_1,a2
48,q0,q0,off
48,rs,rs,off
49,a1_1,a1_2,a1
49,a1_2,a1_3,a1
49,a1_3,a1_4,a1
49,a1_4,a1_4,a1
49,a1_4,br,short_break
49,a1_4,l_1,meal_break
49,a1_4,rs,off
49,a2_1,a2_2,a2
49,a2_2,a2_3,a2
49,a2_3,a2_4,a2
49,a2_4,a2_4,a2
49,a2_4,br,short_break
49,a2_4,l_1,meal_break
49,a2_4,rs,off
49,br,a1_1,a1
49,br,a2_1,a2
49,l_1,l_2,meal_break
49,l_2,l_3,meal_break
49,l_3,l_4,meal_break
49,l_4,a1_1,a1
49,l_4,a2_1,a2
49,q0,a1_1,a1
49,q0,a2_1,a2
49,q0,q0,off
49,rs,rs,off
50,a1_1,a1_2,a1
50,a1_2,a1_3,a1
50,a1_3,a1_4,a1
50,a1_4,a1_4,a1
50,a1_4,br,short_break
50,a1_4,l_1,meal_break
50,a1_4,rs,off
50,a2_1,a2_2,a2
50,a2_2,a2_3,a2
50,a2_3,a2_4,a2
50,a2_4,a2_4,a2
50,a2_4,br,short_break
50,a2_4,l_1,meal_break
50,a2_4,rs,off
50,br,a1_1,a1
50,br,a2_1,a2
50,l_1,l_2,meal_break
50,l_2,l_3,meal_break
50,l_3,l_4,meal_break
50,l_4,a1_1,a1
50,l_4,a2_1,a2
50,q0,a1_1,a1
50,q0,a2_1,a2
50,q0,q0,off
50,rs,rs,off
51,a1_1,a1_2,a1
51,a1_2,a1_3,a1
51,a1_3,a1_4,a1
51,a1_4,a1_4,a1
51,a1_4,br,short_break
51,a1_4,l_1,meal_break
51,a1_4,rs,off
51,a2_1,a2_2,a2
51,a2_2,a2_3,a2
51,a2_3,a2_4,a2
51,a2_4,a2_4,a2
51,a2_4,br,short_break
51,a2_4,l_1,meal_break
51,a2_4,rs,off
51,br,a1_1,a1
51,br,a2_1,a2
51,l_1,l_2,meal_break
51,l_2,l_3,meal_break
51,l_3,l_4,meal_break
51,l_4,a1_1,a1
51,l_4,a2_1,a2
51,q0,a1_1,a1
51,q0,a2_1,a2
51,q0,q0,off
51,rs,rs,off
52,a1_1,a1_2,a1
52,a1_2,a1_3,a1
52,a1_3,a1_4,a1
52,a1_4,a1_4,a1
52,a1_4,br,short_break
52,a1_4,l_1,meal_break
52,a1_4,rs,off
52,a2_1,a2_2,a2
52,a2_2,a2_3,a2
52,a2_3,a2_4,a2
52,a2_4,a2_4,a2
52,a2_4,br,short_break
52,a2_4,l_1,meal_break
52,a2_4,rs,off
52,br,a1_1,a1
52,br,a2_1,a2
52,l_1,l_2,meal_break
52,l_2,l_3,meal_break
52,l_3,l_4,meal_break
52,l_4,a1_1,a1
52,l_4,a2_1,a2
52,q0,a1_1,a1
52,q0,a2_1,a2
52,q0,q0,off
52,rs,rs,off
53,a1_1,a1_2,a1
53,a1_2,a1_3,a1
53,a1_3,a1_4,a1
53,a1_4,a1_4,a1
53,a1_4,br,short_break
53,a1_4,l_1,meal_break
53,a1_4,rs,off
53,a2_1,a2_2,a2
53,a2_2,a2_3,a2
53,a2_3,a2_4,a2
53,a2_4,a2_4,a2
53,a2_4,br,short_break
53,a2_4,l_1,meal_break
53,a2_4,rs,off
53,br,a1_1,a1
53,br,a2_1,a2
53,l_1,l_2,meal_break
53,l_2,l_3,meal_break
53,l_3,l_4,meal_break
53,l_4,a1_1,a1
53,l_4,a2_1,a2
53,q0,a1_1,a1
53,q0,a2_1,a2
53,q0,q0,off
53,rs,rs,off
54,a1_1,a1_2,a1
54,a1_2,a1_3,a1
54,a1_3,a1_4,a1
54,a1_4,a1_4,a1
54,a1_4,br,short_break
54,a1_4,l_1,meal_break
54,a1_4,rs,off
54,a2_1,a2_2,a2
54,a2_2,a2_3,a2
54,a2_3,a2_4,a2
54,a2_4,a2_4,a2
54,a2_4,br,short_break
54,a2_4,l_1,meal_break
54,a2_4,rs,off
54,br,a1_1,a1
54,br,a2_1,a2
54,l_1,l_2,meal_break
54,l_2,l_3,meal_break
54,l_3,l_4,meal_break
54,l_4,a1_1,a1
54,l_4,a2_1,a2
54,q0,a1_1,a1
54,q0,a2_1,a2
54,q0,q0,off
54,rs,rs,off
55,a1_1,a1_2,a1
55,a1_2,a1_3,a1
55,a1_3,a1_4,a1
55,a1_4,a1_4,a1
55,a1_4,br,short_break
55,a1_4,l_1,meal_break
55,a1_4,rs,off
55,a2_1,a2_2,a2
55,a2_2,a2_3,a2
55,a2_3,a2_4,a2
55,a2_4,a2_4,a2
55,a2_4,br,short_break
55,a2_4,l_1,meal_break
55,a2_4,rs,off
55,br,a1_1,a1
55,br,a2_1,a2
55,l_1,l_2,meal_break
55,l_2,l_3,meal_break
55,l_3,l_4,meal_break
55,l_4,a1_1,a1
55,l_4,a2_1,a2
55,q0,a1_1,a1
55,q0,a2_1,a2
55,q0,q0,off
55,rs,rs,off
56,a1_1,a1_2,a1
56,a1_2,a1_3,a1
56,a1_3,a1_4,a1
56,a1_4,a1_4,a1
56,a1_4,br,short_break
56,a1_4,l_1,meal_break
56,a1_4,rs,off
56,a2_1,a2_2,a2
56,a2_2,a2_3,a2
56,a2_3,a2_4,a2
56,a2_4,a2_4,a2
56,a2_4,br,short_break
56,a2_4,l_1,meal_break
56,a2_4,rs,off
56,br,a1_1,a1
56,br,a2_1,a2
56,l_1,l_2,meal_break
56,l_2,l_3,meal_break
56,l_3,l_4,meal_break
56,l_4,a1_1,a1
56,l_4,a2_1,a2
56,q0,a1_1,a1
56,q0,a2_1,a2
56,q0,q0,off
56,rs,rs,off
57,a1_1,a1_2,a1
57,a1_2,a1_3,a1
57,a1_3,a1_4,a1
57,a1_4,a1_4,a1
57,a1_4,br,short_break
57,a1_4,l_1,meal_break
57,a1_4,rs,off
57,a2_1,a2_2,a2
57,a2_2,a2_3,a2
57,a2_3,a2_4,a2
57,a2_4,a2_4,a2
57,a2_4,br,short_break
57,a2_4,l_1,meal_break
57,a2_4,rs,off
57,br,a1_1,a1
57,br,a2_1,a2
57,l_1,l_2,meal_break
57,l_2,l_3,meal_break
57,l_3,l_4,meal_break
57,l_4,a1_1,a1
57,l_4,a2_1,a2
57,q0,a1_1,a1
57,q0,a2_1,a2
57,q0,q0,off
57,rs,rs,off
58,a1_1,a1_2,a1
58,a1_2,a1_3,a1
58,a1_3,a1_4,a1
58,a1_4,a1_4,a1
58,a1_4,br,short_break
58,a1_4,l_1,meal_break
58,a1_4,rs,off
58,a2_1,a2_2,a2
58,a2_2,a2_3,a2
58,a2_3,a2_4,a2
58,a2_4,a2_4,a2
58,a2_4,br,short_break
58,a2_4,l_1,meal_break
58,a2_4,rs,off
58,br,a1_1,a1
58,br,a2_1,a2
58,l_1,l_2,meal_break
58,l_2,l_3,meal_break
58,l_3,l_4,meal_break
58,l_4,a1_1,a1
58,l_4,a2_1,a2
58,q0,a1_1,a1
58,q0,a2_1,a2
58,q0,q0,off
58,rs,rs,off
59,a1_1,a1_2,a1
59,a1_2,a1_3,a1
59,a1_3,a1_4,a1
59,a1_4,a1_4,a1
59,a1_4,br,short_break
59,a1_4,l_1,meal_break
59,a1_4,rs,off
59,a2_1,a2_2,a2
59,a2_2,a2_3,a2
59,a2_3,a2_4,a2
59,a2_4,a2_4,a2
59,a2_4,br,short_break
59,a2_4,l_1,meal_break
59,a2_4,rs,off
59,br,a1_1,a1
59,br,a2_1,a2
59,l_1,l_2,meal_break
59,l_2,l_3,meal_break
59,l_3,l_4,meal_break
59,l_4,a1_1,a1
59,l_4,a2_1,a2
59,q0,a1_1,a1
59,q0,a2_1,a2
59,q0,q0,off
59,rs,rs,off
60,a1_1,a1_2,a1
60,a1_2,a1_3,a1
60,a1_3,a1_4,a1
60,a1_4,a1_4,a1
60,a1_4,br,short_break
60,a1_4,l_1,meal_break
60,a1_4,rs,off
60,a2_1,a2_2,a2
60,a2_2,a2_3,a2
60,a2_3,a2_4,a2
60,a2_4,a2_4,a2
60,a2_4,br,short_break
60,a2_4,l_1,meal_break
60,a2_4,rs,off
60,br,a1_1,a1
60,br,a2_1,a2
60,l_1,l_2,meal_break
60,l_2,l_3,meal_break
60,l_3,l_4,meal_break
60,l_4,a1_1,a1
60,l_4,a2_1,a2
60,q0,a1_1,a1
60,q0,a2_1,a2
60,q0,q0,off
60,rs,rs,off
61,a1_1,a1_2,a1
61,a1_2,a1_3,a1
61,a1_3,a1_4,a1
61,a1_4,a1_4,a1
61,a1_4,br,short_break
61,a1_4,rs,off
61,a2_1,a2_2,a2
61,a2_2,a2_3,a2
61,a2_3,a2_4,a2
61,a2_4,a2_4,a2
61,a2_4,br,short_break
61,a2_4,rs,off
61,br,a2_1,a2
61,l_1,l_2,meal_break
61,l_2,l_3,meal_break
61,l_3,l_4,meal_break
61,l_4,a2_1,a2
61,q0,a2_1,a2
61,q0,q0,off
61,rs,rs,off
62,a1_2,a1_3,a1
62,a1_3,a1_4,a1
62,a1_4,a1_4,a1
62,a1_4,br,short_break
62,a1_4,rs,off
62,a2_1,a2_2,a2
62,a2_2,a2_3,a2
62,a2_3,a2_4,a2
62,a2_4,a2_4,a2
62,a2_4,br,short_break
62,a2_4,rs,off
62,br,a2_1,a2
62,l_2,l_3,meal_break
62,l_3,l_4,meal_break
62,l_4,a2_1,a2
62,q0,a2_1,a2
62,q0,q0,off
62,rs,rs,off
63,a1_3,a1_4,a1
63,a1_4,a1_4,a1
63,a1_4,br,short_break
63,a1_4,rs,off
63,a2_1,a2_2,a2
63,a2_2,a2_3,a2
63,a2_3,a2_4,a2
63,a2_4,a2_4,a2
63,a2_4,br,short_break
63,a2_4,rs,off
63,br,a2_1,a2
63,l_3,l_4,meal_break
63,l_4,a2_1,a2
63,q0,a2_1,a2
63,q0,q0,off
63,rs,rs,off
64,a1_4,rs,off
64,a2_1,a2_2,a2
64,a2_2,a2_3,a2
64,a2_3,a2_4,a2
64,a2_4,a2_4,a2
64,a2_4,rs,off
64,br,a2_1,a2
64,l_4,a2_1,a2
64,q0,a2_1,a2
64,q0,q0,off
64,rs,rs,off
65,a2_1,a2_2,a2
65,a2_2,a2_3,a2
65,a2_3,a2_4,a2
65,a2_4,a2_4,a2
65,a2_4,rs,off
65,q0,q0,off
65,rs,rs,off
66,a2_2,a2_3,a2
66,a2_3,a2_4,a2
66,a2_4,a2_4,a2
66,a2_4,rs,off
66,q0,q0,off
66,rs,rs,off
67,a2_3,a2_4,a2
67,a2_4,a2_4,a2
67,a2_4,rs,off
67,q0,q0,off
67,rs,rs,off
68,a2_4,l_1,meal_break
68,a2_4,rs,off
68,q0,q0,off
68,rs,rs,off
69,l_1,l_2,meal_break
69,q0,q0,off
69,rs,rs,off
70,l_2,l_3,meal_break
70,q0,q0,off
70,rs,rs,off
71,l_3,l_4,meal_break
71,q0,q0,off
71,rs,rs,off
72,l_4,a2_1,a2
72,q0,a2_1,a2
72,q0,q0,off
72,rs,rs,off
73,a2_1,a2_2,a2
73,q0,a2_1,a2
73,q0,q0,off
73,rs,rs,off
74,a2_1,a2_2,a2
74,a2_2,a2_3,a2
74,q0,a2_1,a2
74,q0,q0,off
74,rs,rs,off
75,a2_1,a2_2,a2
75,a2_2,a2_3,a2
75,a2_3,a2_4,a2
75,q0,a2_1,a2
75,q0,q0,off
75,rs,rs,off
76,a2_1,a2_2,a2
76,a2_2,a2_3,a2
76,a2_3,a2_4,a2
76,a2_4,a2_4,a2
76,a2_4,rs,off
76,q0,a2_1,a2
76,rs,rs,off
77,a2_1,a2_2,a2
