option_id,package_id,profit
0,0,401552000.0
1,0,123395983.0
2,0,78101277.0
3,0,62121983.0
4,0,127065892.0
5,0,121538000.0
6,0,26974000.0
7,0,80554892.0
8,0,68872000.0
9,0,108255000.0
10,0,69959000.0
11,0,24128000.0
12,0,60341000.0
13,0,33600000.0
14,0,17526000.0
15,0,27479023.0
16,0,51034000.0
17,0,21335000.0
18,0,48061000.0
19,0,21440000.0
20,0,21040000.0
21,0,20626000.0
22,0,18853093.0
23,0,55125000.0
24,0,57887000.0
25,0,10373985.0
26,0,27199000.0
27,0,11146832.0
28,0,14623000.0
29,0,19146000.0
30,0,14366000.0
31,0,6552892.0
32,0,5944921.0
33,0,5073001.0
34,0,11619000.0
35,0,4901343.0
36,0,11319102.0
37,0,3400640654.0
38,0,1019420192.0
39,0,601976518.0
40,0,1160448742.0
41,0,961285286.0
42,0,1013475986.0
43,0,799623982.0
44,0,846287518.0
45,0,1048804750.0
46,0,821495988.0
47,0,851318012.0
48,0,1073856146.0
49,0,182594304.0
50,0,847446128.0
51,0,728532146.0
52,0,722428190.0
53,0,1020404192.0
54,0,1065693074.0
55,0,158634717.0
56,0,1126654716.0
57,0,1623418338.0
58,0,871120162.0
59,0,514149716.0
60,0,598151024.0
61,0,1232838840.0
62,0,1685298308.0
63,0,909198194.0
64,0,1573785784.0
65,0,1123219958.0
66,0,383610050.0
67,0,1125794146.0
68,0,1159484060.0
69,0,678528540.0
70,0,452044560.0
71,0,1128084690.0
72,0,385035127.0
73,0,1109612436.0
74,0,1166393120.0
75,0,324975751.0
76,0,791944524.0
77,0,1874928308.0
78,0,899854164.0
79,0,960047600.0
80,0,1405418410.0
81,0,996504170.0
82,0,744965096.0
83,0,942220376.0
84,0,1220011480.0
85,0,1287780164.0
86,0,1423115060.0
87,0,1031356492.0
88,0,930788532.0
89,0,770563808.0
90,0,1322577972.0
91,0,740680560.0
92,0,720961634.0
93,0,1154980868.0
94,0,1231803444.0
95,0,1509783984.0
96,0,1243347196.0
97,0,1031026724.0
98,0,2271011972.0
99,0,1845557758.0
100,0,519669954.0
101,0,1279448686.0
102,0,548465562.0
103,0,1549724338.0
104,0,569621946.0
105,0,932156414.0
106,0,896953652.0
107,0,379087067.0
108,0,226571870.0
109,0,108255000.0
110,0,80554892.0
111,1,401552000.0
112,1,123395983.0
113,1,78101277.0
114,1,62121983.0
115,1,127065892.0
116,1,124984000.0
117,1,26974000.0
118,1,80554892.0
119,1,68872000.0
120,1,108255000.0
121,1,69959000.0
122,1,26958000.0
123,1,63019000.0
124,1,33600000.0
125,1,17943000.0
126,1,27479023.0
127,1,56280000.0
128,1,21335000.0
129,1,48061000.0
130,1,22512000.0
131,1,26250000.0
132,1,22740000.0
133,1,18853093.0
134,1,55125000.0
135,1,57887000.0
136,1,10373985.0
137,1,29927000.0
138,1,11146832.0
139,1,14623000.0
140,1,21110000.0
141,1,15758000.0
142,1,6552892.0
143,1,5944921.0
144,1,5073001.0
145,1,11619000.0
