move_id,move_row,move_col,cell_id,cell_row,cell_col
1,1,1,1,1,1
2,1,2,1,1,1
12,2,1,1,1,1
1,1,1,2,1,2
2,1,2,2,1,2
3,1,3,2,1,2
13,2,2,2,1,2
2,1,2,3,1,3
3,1,3,3,1,3
4,1,4,3,1,3
14,2,3,3,1,3
3,1,3,4,1,4
4,1,4,4,1,4
5,1,5,4,1,4
15,2,4,4,1,4
4,1,4,5,1,5
5,1,5,5,1,5
6,1,6,5,1,5
16,2,5,5,1,5
5,1,5,6,1,6
6,1,6,6,1,6
7,1,7,6,1,6
17,2,6,6,1,6
6,1,6,7,1,7
7,1,7,7,1,7
8,1,8,7,1,7
18,2,7,7,1,7
7,1,7,8,1,8
8,1,8,8,1,8
9,1,9,8,1,8
19,2,8,8,1,8
8,1,8,9,1,9
9,1,9,9,1,9
10,1,10,9,1,9
20,2,9,9,1,9
9,1,9,10,1,10
10,1,10,10,1,10
11,1,11,10,1,10
21,2,10,10,1,10
10,1,10,11,1,11
11,1,11,11,1,11
22,2,11,11,1,11
1,1,1,12,2,1
12,2,1,12,2,1
13,2,2,12,2,1
23,3,1,12,2,1
2,1,2,13,2,2
12,2,1,13,2,2
13,2,2,13,2,2
14,2,3,13,2,2
24,3,2,13,2,2
3,1,3,14,2,3
13,2,2,14,2,3
14,2,3,14,2,3
15,2,4,14,2,3
25,3,3,14,2,3
4,1,4,15,2,4
14,2,3,15,2,4
15,2,4,15,2,4
16,2,5,15,2,4
26,3,4,15,2,4
5,1,5,16,2,5
15,2,4,16,2,5
16,2,5,16,2,5
17,2,6,16,2,5
27,3,5,16,2,5
6,1,6,17,2,6
16,2,5,17,2,6
17,2,6,17,2,6
18,2,7,17,2,6
28,3,6,17,2,6
7,1,7,18,2,7
17,2,6,18,2,7
18,2,7,18,2,7
19,2,8,18,2,7
29,3,7,18,2,7
8,1,8,19,2,8
18,2,7,19,2,8
19,2,8,19,2,8
20,2,9,19,2,8
30,3,8,19,2,8
9,1,9,20,2,9
19,2,8,20,2,9
20,2,9,20,2,9
21,2,10,20,2,9
31,3,9,20,2,9
10,1,10,21,2,10
20,2,9,21,2,10
21,2,10,21,2,10
22,2,11,21,2,10
32,3,10,21,2,10
11,1,11,22,2,11
21,2,10,22,2,11
22,2,11,22,2,11
33,3,11,22,2,11
12,2,1,23,3,1
23,3,1,23,3,1
24,3,2,23,3,1
34,4,1,23,3,1
13,2,2,24,3,2
23,3,1,24,3,2
24,3,2,24,3,2
25,3,3,24,3,2
35,4,2,24,3,2
14,2,3,25,3,3
24,3,2,25,3,3
25,3,3,25,3,3
26,3,4,25,3,3
36,4,3,25,3,3
15,2,4,26,3,4
25,3,3,26,3,4
26,3,4,26,3,4
27,3,5,26,3,4
37,4,4,26,3,4
16,2,5,27,3,5
26,3,4,27,3,5
27,3,5,27,3,5
28,3,6,27,3,5
38,4,5,27,3,5
17,2,6,28,3,6
27,3,5,28,3,6
28,3,6,28,3,6
29,3,7,28,3,6
39,4,6,28,3,6
18,2,7,29,3,7
28,3,6,29,3,7
29,3,7,29,3,7
30,3,8,29,3,7
40,4,7,29,3,7
19,2,8,30,3,8
29,3,7,30,3,8
30,3,8,30,3,8
31,3,9,30,3,8
41,4,8,30,3,8
20,2,9,31,3,9
30,3,8,31,3,9
31,3,9,31,3,9
32,3,10,31,3,9
42,4,9,31,3,9
21,2,10,32,3,10
31,3,9,32,3,10
32,3,10,32,3,10
33,3,11,32,3,10
43,4,10,32,3,10
22,2,11,33,3,11
32,3,10,33,3,11
33,3,11,33,3,11
44,4,11,33,3,11
23,3,1,34,4,1
34,4,1,34,4,1
35,4,2,34,4,1
45,5,1,34,4,1
24,3,2,35,4,2
34,4,1,35,4,2
35,4,2,35,4,2
36,4,3,35,4,2
46,5,2,35,4,2
25,3,3,36,4,3
35,4,2,36,4,3
36,4,3,36,4,3
37,4,4,36,4,3
47,5,3,36,4,3
26,3,4,37,4,4
36,4,3,37,4,4
37,4,4,37,4,4
38,4,5,37,4,4
48,5,4,37,4,4
27,3,5,38,4,5
37,4,4,38,4,5
38,4,5,38,4,5
39,4,6,38,4,5
49,5,5,38,4,5
28,3,6,39,4,6
38,4,5,39,4,6
39,4,6,39,4,6
40,4,7,39,4,6
50,5,6,39,4,6
29,3,7,40,4,7
39,4,6,40,4,7
40,4,7,40,4,7
41,4,8,40,4,7
51,5,7,40,4,7
30,3,8,41,4,8
40,4,7,41,4,8
41,4,8,41,4,8
42,4,9,41,4,8
52,5,8,41,4,8
31,3,9,42,4,9
41,4,8,42,4,9
42,4,9,42,4,9
43,4,10,42,4,9
53,5,9,42,4,9
32,3,10,43,4,10
42,4,9,43,4,10
43,4,10,43,4,10
44,4,11,43,4,10
54,5,10,43,4,10
33,3,11,44,4,11
43,4,10,44,4,11
44,4,11,44,4,11
55,5,11,44,4,11
34,4,1,45,5,1
45,5,1,45,5,1
46,5,2,45,5,1
56,6,1,45,5,1
35,4,2,46,5,2
45,5,1,46,5,2
46,5,2,46,5,2
47,5,3,46,5,2
57,6,2,46,5,2
36,4,3,47,5,3
46,5,2,47,5,3
47,5,3,47,5,3
48,5,4,47,5,3
58,6,3,47,5,3
37,4,4,48,5,4
47,5,3,48,5,4
48,5,4,48,5,4
49,5,5,48,5,4
59,6,4,48,5,4
38,4,5,49,5,5
48,5,4,49,5,5
49,5,5,49,5,5
50,5,6,49,5,5
60,6,5,49,5,5
39,4,6,50,5,6
49,5,5,50,5,6
50,5,6,50,5,6
51,5,7,50,5,6
61,6,6,50,5,6
40,4,7,51,5,7
50,5,6,51,5,7
51,5,7,51,5,7
52,5,8,51,5,7
62,6,7,51,5,7
41,4,8,52,5,8
51,5,7,52,5,8
52,5,8,52,5,8
53,5,9,52,5,8
63,6,8,52,5,8
42,4,9,53,5,9
52,5,8,53,5,9
53,5,9,53,5,9
54,5,10,53,5,9
64,6,9,53,5,9
43,4,10,54,5,10
53,5,9,54,5,10
54,5,10,54,5,10
55,5,11,54,5,10
65,6,10,54,5,10
44,4,11,55,5,11
54,5,10,55,5,11
55,5,11,55,5,11
66,6,11,55,5,11
45,5,1,56,6,1
56,6,1,56,6,1
57,6,2,56,6,1
67,7,1,56,6,1
46,5,2,57,6,2
56,6,1,57,6,2
57,6,2,57,6,2
58,6,3,57,6,2
68,7,2,57,6,2
47,5,3,58,6,3
57,6,2,58,6,3
58,6,3,58,6,3
59,6,4,58,6,3
69,7,3,58,6,3
48,5,4,59,6,4
58,6,3,59,6,4
59,6,4,59,6,4
60,6,5,59,6,4
70,7,4,59,6,4
49,5,5,60,6,5
59,6,4,60,6,5
60,6,5,60,6,5
61,6,6,60,6,5
71,7,5,60,6,5
50,5,6,61,6,6
60,6,5,61,6,6
61,6,6,61,6,6
62,6,7,61,6,6
72,7,6,61,6,6
51,5,7,62,6,7
61,6,6,62,6,7
62,6,7,62,6,7
63,6,8,62,6,7
73,7,7,62,6,7
52,5,8,63,6,8
62,6,7,63,6,8
63,6,8,63,6,8
64,6,9,63,6,8
74,7,8,63,6,8
53,5,9,64,6,9
63,6,8,64,6,9
64,6,9,64,6,9
65,6,10,64,6,9
75,7,9,64,6,9
54,5,10,65,6,10
64,6,9,65,6,10
65,6,10,65,6,10
66,6,11,65,6,10
76,7,10,65,6,10
55,5,11,66,6,11
65,6,10,66,6,11
66,6,11,66,6,11
77,7,11,66,6,11
56,6,1,67,7,1
67,7,1,67,7,1
68,7,2,67,7,1
78,8,1,67,7,1
57,6,2,68,7,2
67,7,1,68,7,2
68,7,2,68,7,2
69,7,3,68,7,2
79,8,2,68,7,2
58,6,3,69,7,3
68,7,2,69,7,3
69,7,3,69,7,3
70,7,4,69,7,3
80,8,3,69,7,3
59,6,4,70,7,4
69,7,3,70,7,4
70,7,4,70,7,4
71,7,5,70,7,4
81,8,4,70,7,4
60,6,5,71,7,5
70,7,4,71,7,5
71,7,5,71,7,5
72,7,6,71,7,5
82,8,5,71,7,5
61,6,6,72,7,6
71,7,5,72,7,6
72,7,6,72,7,6
73,7,7,72,7,6
83,8,6,72,7,6
62,6,7,73,7,7
72,7,6,73,7,7
73,7,7,73,7,7
74,7,8,73,7,7
84,8,7,73,7,7
63,6,8,74,7,8
73,7,7,74,7,8
74,7,8,74,7,8
75,7,9,74,7,8
85,8,8,74,7,8
64,6,9,75,7,9
74,7,8,75,7,9
75,7,9,75,7,9
76,7,10,75,7,9
86,8,9,75,7,9
65,6,10,76,7,10
75,7,9,76,7,10
76,7,10,76,7,10
77,7,11,76,7,10
87,8,10,76,7,10
66,6,11,77,7,11
76,7,10,77,7,11
77,7,11,77,7,11
88,8,11,77,7,11
67,7,1,78,8,1
78,8,1,78,8,1
79,8,2,78,8,1
89,9,1,78,8,1
68,7,2,79,8,2
78,8,1,79,8,2
79,8,2,79,8,2
80,8,3,79,8,2
90,9,2,79,8,2
69,7,3,80,8,3
79,8,2,80,8,3
80,8,3,80,8,3
81,8,4,80,8,3
91,9,3,80,8,3
70,7,4,81,8,4
80,8,3,81,8,4
81,8,4,81,8,4
82,8,5,81,8,4
92,9,4,81,8,4
71,7,5,82,8,5
81,8,4,82,8,5
82,8,5,82,8,5
83,8,6,82,8,5
93,9,5,82,8,5
72,7,6,83,8,6
82,8,5,83,8,6
83,8,6,83,8,6
84,8,7,83,8,6
94,9,6,83,8,6
73,7,7,84,8,7
83,8,6,84,8,7
84,8,7,84,8,7
85,8,8,84,8,7
95,9,7,84,8,7
74,7,8,85,8,8
84,8,7,85,8,8
85,8,8,85,8,8
86,8,9,85,8,8
96,9,8,85,8,8
75,7,9,86,8,9
85,8,8,86,8,9
86,8,9,86,8,9
87,8,10,86,8,9
97,9,9,86,8,9
76,7,10,87,8,10
86,8,9,87,8,10
87,8,10,87,8,10
88,8,11,87,8,10
98,9,10,87,8,10
77,7,11,88,8,11
87,8,10,88,8,11
88,8,11,88,8,11
99,9,11,88,8,11
78,8,1,89,9,1
89,9,1,89,9,1
90,9,2,89,9,1
100,10,1,89,9,1
79,8,2,90,9,2
89,9,1,90,9,2
90,9,2,90,9,2
91,9,3,90,9,2
101,10,2,90,9,2
80,8,3,91,9,3
90,9,2,91,9,3
91,9,3,91,9,3
92,9,4,91,9,3
102,10,3,91,9,3
81,8,4,92,9,4
91,9,3,92,9,4
92,9,4,92,9,4
93,9,5,92,9,4
103,10,4,92,9,4
82,8,5,93,9,5
92,9,4,93,9,5
93,9,5,93,9,5
94,9,6,93,9,5
104,10,5,93,9,5
83,8,6,94,9,6
93,9,5,94,9,6
94,9,6,94,9,6
95,9,7,94,9,6
105,10,6,94,9,6
84,8,7,95,9,7
94,9,6,95,9,7
95,9,7,95,9,7
96,9,8,95,9,7
106,10,7,95,9,7
85,8,8,96,9,8
95,9,7,96,9,8
96,9,8,96,9,8
97,9,9,96,9,8
107,10,8,96,9,8
86,8,9,97,9,9
96,9,8,97,9,9
97,9,9,97,9,9
98,9,10,97,9,9
108,10,9,97,9,9
87,8,10,98,9,10
97,9,9,98,9,10
98,9,10,98,9,10
99,9,11,98,9,10
109,10,10,98,9,10
88,8,11,99,9,11
98,9,10,99,9,11
99,9,11,99,9,11
110,10,11,99,9,11
89,9,1,100,10,1
100,10,1,100,10,1
101,10,2,100,10,1
111,11,1,100,10,1
90,9,2,101,10,2
100,10,1,101,10,2
101,10,2,101,10,2
102,10,3,101,10,2
112,11,2,101,10,2
91,9,3,102,10,3
101,10,2,102,10,3
102,10,3,102,10,3
103,10,4,102,10,3
113,11,3,102,10,3
92,9,4,103,10,4
102,10,3,103,10,4
103,10,4,103,10,4
104,10,5,103,10,4
114,11,4,103,10,4
93,9,5,104,10,5
103,10,4,104,10,5
104,10,5,104,10,5
105,10,6,104,10,5
115,11,5,104,10,5
94,9,6,105,10,6
104,10,5,105,10,6
105,10,6,105,10,6
106,10,7,105,10,6
116,11,6,105,10,6
95,9,7,106,10,7
105,10,6,106,10,7
106,10,7,106,10,7
107,10,8,106,10,7
117,11,7,106,10,7
96,9,8,107,10,8
106,10,7,107,10,8
107,10,8,107,10,8
108,10,9,107,10,8
118,11,8,107,10,8
97,9,9,108,10,9
107,10,8,108,10,9
108,10,9,108,10,9
109,10,10,108,10,9
119,11,9,108,10,9
98,9,10,109,10,10
108,10,9,109,10,10
109,10,10,109,10,10
110,10,11,109,10,10
120,11,10,109,10,10
99,9,11,110,10,11
109,10,10,110,10,11
110,10,11,110,10,11
121,11,11,110,10,11
100,10,1,111,11,1
111,11,1,111,11,1
112,11,2,111,11,1
101,10,2,112,11,2
111,11,1,112,11,2
112,11,2,112,11,2
113,11,3,112,11,2
102,10,3,113,11,3
112,11,2,113,11,3
113,11,3,113,11,3
114,11,4,113,11,3
103,10,4,114,11,4
113,11,3,114,11,4
114,11,4,114,11,4
115,11,5,114,11,4
104,10,5,115,11,5
114,11,4,115,11,5
115,11,5,115,11,5
116,11,6,115,11,5
105,10,6,116,11,6
115,11,5,116,11,6
116,11,6,116,11,6
117,11,7,116,11,6
106,10,7,117,11,7
116,11,6,117,11,7
117,11,7,117,11,7
118,11,8,117,11,7
107,10,8,118,11,8
117,11,7,118,11,8
118,11,8,118,11,8
119,11,9,118,11,8
108,10,9,119,11,9
118,11,8,119,11,9
119,11,9,119,11,9
120,11,10,119,11,9
109,10,10,120,11,10
119,11,9,120,11,10
120,11,10,120,11,10
121,11,11,120,11,10
110,10,11,121,11,11
120,11,10,121,11,11
121,11,11,121,11,11
