C0334,4.0
C0335,3.0
C0336,4.0
C0337,5.0
C0338,1.0
C0339,4.0
C0340,1.0
C0341,3.0
C0342,4.0
C0343,3.0
C0344,5.0
C0345,4.0
C0346,1.0
C0347,2.0
C0348,4.0
C0349,3.0
C0350,4.0
C0351,4.0
C0352,5.0
C0353,5.0
C0354,3.0
C0355,5.0
C0356,4.0
C0357,1.0
C0358,3.0
C0359,3.0
C0360,3.0
C0361,1.0
C0362,2.0
C0363,4.0
C0364,3.0
C0365,3.0
C0366,1.0
C0367,1.0
C0368,3.0
C0369,4.0
C0370,3.0
C0371,5.0
C0372,2.0
C0373,5.0
C0374,5.0
C0375,5.0
C0376,4.0
C0377,5.0
C0378,5.0
C0379,4.0
C0380,2.0
C0381,5.0
C0382,3.0
C0383,3.0
C0384,4.0
C0385,4.0
C0386,4.0
C0387,5.0
C0388,1.0
C0389,3.0
C0390,5.0
C0391,1.0
C0392,2.0
C0393,4.0
C0394,2.0
C0395,1.0
C0396,4.0
C0397,4.0
C0398,5.0
C0399,3.0
C0400,3.0
C0401,3.0
C0402,5.0
C0403,2.0
C0404,2.0
C0405,2.0
C0406,5.0
C0407,1.0
C0408,5.0
C0409,3.0
C0410,3.0
C0411,1.0
C0412,1.0
C0413,2.0
C0414,4.0
C0415,3.0
C0416,2.0
C0417,1.0
C0418,4.0
C0419,3.0
C0420,5.0
C0421,4.0
