R0000000,221.05926829
R0000001,169.5812565
R0000002,94.158526091
R0000003,163.24788766
R0000004,80.635075984
R0000005,216.09500765
R0000006,138.62729537
R0000007,68.674002876
R0000008,119.05053092
R0000009,143.89199893
R0000010,157.45733783
R0000011,66.5613261
R0000012,101.26280664
R0000013,118.68390784
R0000014,167.11478687
R0000015,258.66914518
R0000016,235.47902565
R0000017,149.35884445
R0000018,159.98860853
R0000019,153.67098065
R0000020,156.57284101
R0000021,163.14217634
R0000022,165.19741617
R0000023,97.908423001
