C0000000,8.5580293298,3.7897325223,0.0,0.0261009732,6.0189809961,1.6759260898,1.994400621,0.1705411904,-1.37415977,-0.038915593,1.1327247876,0.0,3.0014842835,2.948075244,2.9435213861,6.5809248189,2.4209818713,1.3327851953,1.6367726133,6.2615981837,1.5310380719,0.1761298152,2.7034110495,2.4879674705
C0000001,5.080983574,5.3916556746,1.4109298511,-1.53319273,6.3841921535,3.9073413915,2.2459485372,1.0567260459,3.5761523988,-0.28647977,2.335249299,-0.42560514,3.0379177219,7.364830175,6.9142565289,5.8464095521,5.7950550697,2.8828543779,4.7974610608,-1.35305883,6.6828562186,6.3607257872,5.8260530761,3.136719132
C0000002,4.0567023451,4.7356031131,-5.83174639,3.7615526903,-3.31982976,3.9334090844,3.1526592538,0.932983159,-2.98127568,1.0467449348,1.7235869852,2.0654094456,1.1304465123,3.303429002,-2.99080216,6.5666630745,-0.24420047,1.1351716956,5.2794205548,2.8695493644,1.2091561635,-2.57552376,4.2005716868,0.0602843149
C0000003,0.1705394478,-2.99648058,0.0,0.139991615,-3.6775671,1.8498755552,-0.2698151,-2.51816886,2.2570963949,2.8460993117,1.4453738761,0.0,0.5982701675,-5.0027834,1.2047893868,6.864443434,3.5576642703,-1.24314995,0.8237816438,-1.11316892,0.2188602378,2.8083070692,0.0,1.9028397702
C0000004,0.9881135223,1.2196293544,1.8987351027,3.7324003859,-2.19743009,3.6619461474,3.090916501,2.5652758837,-0.024225541,-0.89229093,-1.06168456,1.5560375079,-0.58851397,4.0284702806,1.900497329,2.3686715534,2.6942855873,1.8734205756,6.0936244504,2.5766171326,1.8485845794,3.1254434241,-3.54330874,1.2742693873
C0000005,9.5142416267,8.3026783911,7.3509677984,9.3625882977,6.8805038428,8.3959038471,8.0275168046,2.3952959829,8.4614792136,6.6271219569,8.1559647727,0.0,5.5821945947,6.8147722495,9.4477971151,12.359787103,10.995010281,6.3384526441,10.132388278,9.3093349808,8.7401873916,10.909321615,7.7254769375,10.014362695
C0000006,4.6549271642,-1.6917546,0.0,-2.88935804,-0.75757352,1.7431558887,2.0366853088,-2.69249025,3.133639261,-7.47669171,3.3897041203,4.0801545557,-0.51846012,-0.35985543,3.2713888136,6.2761495018,4.9290772307,2.3462119259,1.8322970653,3.0630854391,1.2677400112,-0.28734962,1.6954705954,1.7358339855
C0000007,1.9072761187,5.9471556746,4.9667870893,3.3491951873,4.0054669214,2.8944526311,4.4767320268,0.9465691691,3.6230960071,0.5437581106,2.1138000895,3.2709485386,6.8915919688,-1.0427948,5.2144442992,3.5812197053,12.037667575,6.0120781513,5.2162680243,5.0842763891,3.8004219452,1.7316764642,-1.89262432,1.4048724448
C0000008,5.3735856961,3.5204833381,0.0,4.4440595329,3.0161923353,2.9695628153,0.1391657028,5.2894950802,3.7143882944,0.4096970167,0.9819030983,0.0,5.7521209936,1.8587935404,4.1098726093,3.8667118598,8.1609308982,5.8364663681,4.6296688338,1.8912709151,4.334822293,2.982493956,0.0,1.4620559262
C0000009,1.3673855049,-1.83081646,1.1206752669,0.7740132694,-0.23384015,1.3990454508,1.8314028508,2.7735510291,3.477843784,-0.61744821,-2.83433045,0.0,1.5437443577,3.0761240443,4.738327572,-1.4462648,1.6355812791,-0.91360783,0.3818015793,-1.70452159,1.6913711323,2.7316074003,0.0,5.2625008946
