unit,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,4681.2666,18499.1031,14125.1319,10512.9726,7683.8232,5539.7919
2,13391.4936,52919.5715,40407.1442,30073.9989,21980.7755,15847.4393
3,25880.2092,0.0,0.0,0.0,39351.6677,29985.5393
4,6106.3634,24130.7014,18425.1819,13713.3893,10022.9748,7226.2457
5,5429.1103,21454.3799,16381.6561,12192.4456,8911.3327,6424.7872
6,17209.4192,0.0,48769.8955,37238.6273,27715.7532,20257.1581
7,8276.7028,32707.2973,24973.9074,18587.4374,13585.3663,9794.6165
8,35584.8191,141273.8067,107688.8124,80064.7631,58463.594,42121.5454
9,7902.8046,0.0,0.0,0.0,11982.9505,9149.6737
10,26175.7861,0.0,74480.337,56774.1411,42210.5886,30822.332
11,16216.3126,0.0,0.0,33351.476,25465.775,18953.5218
12,2913.6371,0.0,0.0,0.0,4384.5066,3366.5512
13,10344.0097,0.0,0.0,21274.133,16244.0272,12090.012
14,7273.7419,0.0,20716.5185,15785.76,11732.4413,8565.4811
15,14712.1471,0.0,0.0,30257.9159,23103.6635,17195.4629
16,11992.7977,0.0,0.0,0.0,0.0,0.0
17,16234.2311,0.0,0.0,33388.3284,25493.914,18974.4649
18,11572.1874,0.0,0.0,0.0,17583.3313,13404.9054
19,7008.2008,27831.032,21212.325,15769.3336,11514.1081,8295.6969
20,2694.6137,0.0,0.0,5489.6263,4211.9349,3145.6397
21,15062.6302,0.0,0.0,30978.7411,23654.0551,17605.1053
22,6319.4374,0.0,0.0,0.0,9582.1053,7316.4899
23,12246.4613,0.0,34845.9665,26562.0417,19748.417,14420.3691
24,34661.5941,0.0,98720.5162,75223.9508,55908.6535,40817.1244
25,12090.0049,0.0,34433.8325,26238.2028,19501.0043,14237.0611
26,17281.91,0.0,48975.3279,37395.4868,27832.4997,20342.4869
27,10492.6294,0.0,29735.1371,22704.4918,16898.3697,12350.8441
28,16696.0118,66284.1403,50526.4247,37565.5198,27430.4852,19762.973
29,35473.788,140833.0066,107352.8037,79814.9464,58281.1769,41990.1184
30,16254.2446,0.0,0.0,0.0,24646.1629,18818.7665
31,5749.3594,0.0,0.0,0.0,8717.7012,6656.4675
32,41590.0585,0.0,0.0,0.0,63371.7115,48215.2025
33,43389.6453,0.0,0.0,0.0,66113.7824,50301.4568
34,14731.5368,0.0,0.0,30297.7939,23134.1127,17218.1255
35,17839.5775,0.0,0.0,36689.9835,28014.918,20850.7834
36,7621.5414,0.0,0.0,15674.9356,11968.7172,8908.0086
37,19038.1928,0.0,0.0,39155.1301,29897.1995,22251.7172
38,7003.1009,0.0,0.0,0.0,0.0,7999.3761
39,13181.539,0.0,0.0,0.0,0.0,15056.7715
40,13478.4307,0.0,38351.4007,29234.1297,21735.0681,15871.0292
41,9183.9533,38995.8106,29023.5796,21213.0349,15293.9228,10912.7476
42,4781.2585,0.0,0.0,9748.7767,7477.3457,5581.6759
43,8491.8566,0.0,0.0,17314.5239,13280.3001,9913.4551
44,4402.8122,0.0,0.0,8977.1414,6885.4987,5139.875
45,17106.2462,0.0,48477.5129,37015.3763,27549.5933,20135.7135
46,8018.6569,0.0,22724.129,17351.1828,12914.0394,9438.7382
47,10562.9317,0.0,0.0,21724.3817,16587.8181,12345.8867
48,12821.6886,0.0,0.0,26369.8813,20134.9249,14985.9071
49,9749.2043,0.0,27766.9424,21158.1056,15725.3266,11480.5593
50,15676.1201,0.0,44647.5332,34020.9307,25285.3567,18460.0323
51,29398.0684,0.0,83729.3428,63800.841,47418.6623,34618.8526
52,12139.6601,0.0,34402.6692,26268.4216,19550.9111,14289.5592
53,7073.0698,0.0,20044.423,15305.0727,11391.1723,8325.6903
54,6306.919,0.0,0.0,0.0,9583.0323,7305.7624
55,20865.7695,0.0,0.0,0.0,31704.4415,24170.3368
56,19701.8523,0.0,56059.4663,42732.4604,31770.8427,23199.1899
57,32229.4143,0.0,91705.2743,69904.1974,51972.5576,37950.5589
58,33326.3013,0.0,94826.3461,72283.2975,53741.3772,39242.1577
59,35167.4022,0.0,100064.9975,76276.5653,56710.3025,41410.0782
60,29447.7797,0.0,83790.437,63870.9529,47486.945,34675.1475
61,33437.126,0.0,95141.6858,72523.6715,53920.0911,39372.6552
62,14429.1571,0.0,0.0,0.0,0.0,0.0
63,5784.2689,0.0,0.0,0.0,0.0,0.0
64,14053.7405,0.0,0.0,0.0,21309.5585,16271.0767
65,14750.7189,0.0,0.0,0.0,22366.3805,17078.0212
66,9174.3205,0.0,0.0,0.0,13910.9384,10621.8036
67,19318.3954,0.0,54968.3816,41900.7591,31152.4872,22747.6644
68,25543.3833,0.0,72680.9041,55402.4871,41190.7876,30077.6695
69,28222.3069,0.0,80303.4884,61212.9559,45510.7703,33232.1373
70,24050.5425,0.0,68433.1889,52164.5804,38783.4602,28319.8299
71,22795.642,0.0,64862.5067,49442.7558,36759.8308,26842.168
72,23115.2808,91769.0126,69952.7833,52008.6803,37976.9358,27361.4247
73,23081.8189,0.0,65676.7917,50063.4609,37221.3143,27179.145
74,30646.9509,0.0,87202.5477,66471.9032,49420.7064,36087.1874
75,15200.7824,0.0,0.0,0.0,0.0,17363.2765
76,21735.3955,0.0,0.0,44702.3648,34132.8331,25404.1904
77,17241.2122,0.0,0.0,35459.3481,27075.2569,20151.4179
78,8479.6123,0.0,0.0,17439.6975,13316.2147,9910.9163
79,19456.5292,0.0,55361.4262,42200.3653,31375.2392,22910.3188
80,32994.2347,0.0,93881.4871,71563.0597,53205.8929,38851.145
81,4858.841,0.0,13769.504,10513.8103,7825.1588,5719.3278
82,22246.4557,0.0,63044.3891,48138.0263,35827.8958,26186.2394
83,16034.6079,0.0,0.0,0.0,24313.1297,18564.4765
84,13654.9962,0.0,0.0,0.0,20704.9462,15809.4203
85,12444.2492,0.0,35265.8464,26927.5072,20041.4515,14648.0901
86,9913.7822,0.0,28094.7378,21451.9523,15966.1367,11669.4846
87,19631.7282,0.0,55634.4944,42480.1444,31616.8797,23108.4512
88,12706.4461,0.0,36008.8881,27494.8624,20463.7194,14956.7214
89,14531.2334,0.0,41180.1657,31443.431,23402.5375,17104.6732
90,19684.3473,0.0,55783.6119,42594.0042,31701.6226,23170.3889
91,0.0,0.0,0.0,0.0,33236.1604,24921.5952
92,0.0,0.0,0.0,39075.5645,29501.8575,21784.6249
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,57216.9439,43155.0594,31842.1664
95,0.0,0.0,67195.0774,50952.0166,37738.728,27483.4038
96,0.0,158053.1529,120479.208,89574.2001,65407.421,47124.3977
97,0.0,0.0,0.0,0.0,0.0,23056.1476
98,0.0,0.0,0.0,0.0,42361.4424,30727.9759
99,0.0,0.0,0.0,0.0,53805.213,39453.7386
100,0.0,0.0,0.0,0.0,38884.5315,28855.2065
101,0.0,0.0,0.0,0.0,41605.8209,30545.6962
102,0.0,0.0,0.0,59399.0416,44544.6378,32732.0698
103,0.0,0.0,76813.8931,58651.8366,43653.0546,31905.5672
104,0.0,0.0,0.0,48094.263,36722.743,27331.7938
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,28150.794
107,0.0,0.0,0.0,0.0,41287.4738,31476.0992
108,0.0,0.0,0.0,0.0,0.0,38821.7081
109,0.0,0.0,64137.8063,48972.9134,36449.2808,26640.4033
110,0.0,0.0,0.0,0.0,36277.3189,27699.8248
111,0.0,0.0,0.0,21258.9599,15726.043,11441.3366
112,0.0,0.0,0.0,0.0,67074.3752,49062.027
113,0.0,0.0,121458.3164,90578.5734,66288.7528,47840.8732
114,0.0,0.0,0.0,0.0,55560.2671,40766.3301
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,67374.9803,50447.1646,37028.9909,26783.7768
117,0.0,0.0,83377.9971,63663.9084,47383.4108,34632.0461
118,0.0,0.0,0.0,0.0,45013.8165,33167.8784
119,0.0,0.0,0.0,0.0,49374.6425,37211.785
120,0.0,0.0,0.0,0.0,29097.4394,21700.6023
121,0.0,0.0,0.0,0.0,21795.2662,16550.5451
122,0.0,0.0,83878.3497,64045.9565,47667.7593,34839.8735
123,0.0,0.0,69274.9035,52895.3833,39368.6742,28774.1578
124,0.0,0.0,0.0,0.0,59772.202,43911.9698
125,0.0,0.0,55305.2976,41956.4036,31086.3607,22644.4651
126,0.0,0.0,83729.2322,63932.0967,47583.0164,34777.9358
127,0.0,0.0,0.0,25534.5367,19209.787,14147.157
128,0.0,0.0,0.0,54625.609,41709.8022,31043.5338
129,0.0,0.0,78710.465,60099.9786,44730.8694,32693.331
130,0.0,0.0,42219.8697,31964.9249,23649.9599,17209.2765
131,0.0,0.0,0.0,0.0,25299.1652,19060.59
132,0.0,0.0,0.0,0.0,28388.7694,21349.2122
