id,gene_id,value
1,1,4.895779
1,2,-3.529586
1,3,2.161351
1,4,5.123835
1,5,3.95617
1,6,0.267789
1,7,1.424249
1,8,4.326224
1,9,-1.180436
1,10,4.368653
1,11,-0.302241
1,12,3.312718
1,13,4.980282
1,14,-1.647962
1,15,1.078788
1,16,-0.524269
1,17,-0.620481
1,18,-1.638582
1,19,2.004222
1,20,-5.896755
1,21,3.173236
1,22,-1.016509
1,23,5.401117
1,24,-1.620818
1,25,-3.830418
1,26,4.450904
1,27,3.049129
1,28,-0.211431
1,29,-3.547232
1,30,-1.071605
1,31,1.662888
1,32,4.590974
1,33,3.36745
1,34,2.235492
1,35,4.201497
1,36,2.478168
1,37,1.067266
1,38,4.597288
1,39,4.67887
1,40,6.259683
1,41,0.678029
1,42,2.322637
1,43,-3.655598
1,44,1.90474
1,45,-1.091801
1,46,0.096123
1,47,2.69665
1,48,2.609381
1,49,5.855658
1,50,-2.677154
1,51,-3.10975
1,52,0.947209
1,53,2.226475
1,54,-2.275339
1,55,-1.062209
1,56,-0.845323
1,57,4.51701
1,58,0.977237
1,59,-0.144391
1,60,-1.062056
1,61,-1.60613
1,62,-3.766149
1,63,1.142324
1,64,-1.75287
1,65,1.502559
1,66,5.490559
1,67,2.156416
1,68,3.052652
1,69,1.362201
1,70,0.787379
1,71,0.731154
1,72,-1.147416
1,73,2.091458
1,74,-0.246688
1,75,0.975161
1,76,-0.850173
1,77,1.548257
1,78,2.216339
1,79,0.508103
1,80,0.316203
1,81,0.864743
1,82,2.89578
1,83,-1.648087
1,84,0.070272
1,85,-2.359378
1,86,3.254687
1,87,3.402635
1,88,2.965851
1,89,4.641244
1,90,3.061928
1,91,-11.290515
1,92,-11.073086
1,93,-11.445388
1,94,-11.012744
1,95,-11.330388
1,96,-10.991
1,97,-11.271293
1,98,-10.788589
1,99,-11.600438
1,100,-10.964142
2,1,-3.529586
2,2,7.378284
2,3,-2.391114
2,4,-3.577272
2,5,-2.017274
2,6,1.705
2,7,-2.323016
2,8,-2.492172
2,9,0.215758
2,10,-4.077828
2,11,2.455906
2,12,-4.26087
2,13,-8.73605
2,14,3.628746
2,15,1.868818
2,16,0.37516
2,17,-0.192824
2,18,-2.487476
2,19,-3.37549
2,20,6.708142
2,21,-9.720232
2,22,0.278348
2,23,-4.545874
2,24,1.361338
2,25,2.064224
2,26,-4.411826
2,27,-3.013322
2,28,1.378394
2,29,1.943386
2,30,-0.437914
2,31,-4.172128
2,32,-1.121122
2,33,-4.103856
2,34,1.729458
2,35,-6.638756
2,36,0.520606
2,37,-0.663728
2,38,-2.363088
2,39,-5.604896
2,40,-7.582922
2,41,-0.047902
2,42,0.496068
2,43,3.159286
2,44,-0.433326
2,45,2.905428
2,46,-3.828298
2,47,-3.586894
2,48,-3.208784
2,49,-5.627288
2,50,0.531956
2,51,2.965698
2,52,-2.481274
2,53,-2.220578
2,54,3.138792
2,55,2.496072
2,56,-2.808068
2,57,-5.755864
2,58,2.49757
2,59,0.115472
2,60,2.642448
2,61,4.252378
2,62,0.38086
2,63,0.911212
2,64,2.769388
2,65,-1.056088
2,66,-4.862516
2,67,-3.892472
2,68,-1.118008
2,69,-0.048944
2,70,1.323582
2,71,-0.123198
2,72,-4.000426
2,73,-1.525888
2,74,-2.862092
2,75,-4.28028
2,76,0.334996
2,77,-3.441778
2,78,-0.989138
2,79,-0.938382
2,80,1.133864
2,81,0.766464
2,82,-5.752426
2,83,2.178384
2,84,-1.283528
2,85,2.751932
2,86,-5.09898
2,87,0.823644
2,88,-5.291222
2,89,-6.21142
2,90,0.228562
2,91,12.979844
2,92,12.948906
2,93,13.658826
2,94,13.264276
2,95,12.712132
2,96,12.528456
2,97,12.931352
2,98,12.456522
2,99,13.139034
2,100,12.6561
3,1,2.161351
3,2,-2.391114
3,3,9.746114
3,4,-3.310418
3,5,-1.524766
3,6,-3.38468
3,7,-6.655298
3,8,-4.288001
3,9,3.982141
3,10,1.631967
3,11,-1.823671
3,12,-3.432678
3,13,0.555242
3,14,1.141398
3,15,-1.810036
3,16,-4.164737
3,17,0.252744
3,18,-3.914008
3,19,1.536355
3,20,-1.241391
3,21,-0.5661
3,22,-6.139223
3,23,-2.426867
3,24,-0.965685
3,25,-8.294023
3,26,2.433834
3,27,5.085507
3,28,-3.603126
3,29,-0.744716
3,30,-8.426995
3,31,-5.735884
3,32,-0.563292
3,33,-7.513475
3,34,1.167373
3,35,-4.961006
3,36,-7.137111
3,37,-3.18316
3,38,-4.367386
3,39,0.940064
3,40,-6.883848
3,41,0.177577
3,42,3.134506
3,43,-2.218296
3,44,-0.157929
3,45,-2.115025
3,46,-0.406244
3,47,-1.397788
3,48,3.682546
3,49,-2.195151
3,50,1.192549
3,51,-1.133736
3,52,-5.041695
3,53,5.351749
3,54,1.653243
3,55,-1.726765
3,56,-2.934883
3,57,-5.327677
3,58,-2.734159
3,59,1.288315
3,60,-2.600661
3,61,-5.109544
3,62,-3.476487
3,63,-2.695353
3,64,-1.420636
3,65,0.25375
3,66,-3.199022
3,67,-3.659725
3,68,-2.164112
3,69,4.551535
3,70,-2.50587
3,71,0.036695
3,72,-3.362168
3,73,1.982331
3,74,0.107204
3,75,-1.517499
3,76,2.668428
3,77,-3.711174
3,78,3.462618
3,79,-1.192443
3,80,-4.528456
3,81,1.592123
3,82,-5.349523
3,83,-3.775398
3,84,0.327031
3,85,-0.482903
3,86,-0.823575
3,87,5.600146
3,88,3.426653
3,89,-2.666998
3,90,-6.5313
3,91,17.024798
3,92,16.892064
3,93,16.717351
3,94,17.364067
3,95,17.466864
3,96,16.08543
3,97,17.491606
3,98,17.327265
3,99,17.444597
3,100,17.276672
4,1,-5.123835
4,2,3.577272
4,3,3.310418
4,4,-19.778626
4,5,-4.633436
4,6,-3.264737
4,7,-8.127355
4,8,-8.981772
4,9,5.476849
4,10,-1.192969
4,11,-1.403809
4,12,-2.070538
4,13,-3.542906
4,14,3.595618
4,15,-3.178453
4,16,-0.291696
4,17,2.465295
4,18,1.124875
4,19,-5.37473
4,20,6.283615
4,21,-0.726073
4,22,-6.004779
4,23,-12.50499
4,24,-2.333806
4,25,3.029023
4,26,-2.886654
4,27,1.796618
4,28,-0.574065
4,29,1.980807
4,30,0.218411
4,31,-9.035855
4,32,-7.221747
4,33,-15.358438
4,34,-4.360874
4,35,-13.765097
4,36,-8.229129
4,37,-7.891747
4,38,-15.408672
4,39,-8.851883
4,40,-17.045545
4,41,2.75218
4,42,-2.116397
4,43,3.083826
4,44,-1.820775
4,45,-2.702983
4,46,-5.534221
4,47,-10.635126
4,48,-3.776183
4,49,-11.156415
4,50,6.630334
4,51,1.145802
4,52,-7.448331
4,53,2.963701
4,54,7.100412
4,55,-1.75551
4,56,-3.576147
4,57,-9.363924
4,58,-2.980606
4,59,-8.109259
4,60,3.429995
4,61,8.133694
4,62,8.255409
4,63,-0.088139
4,64,2.443894
