id,group,arrival_time
0,0,4.467140196467444
1,0,6.212861338662389
2,0,7.958575580342039
3,0,9.70427364970115
4,0,11.44311839686935
5,0,18.07014264914401
6,0,21.63228521045585
7,0,23.42954390153895
8,0,30.19150384272569
9,0,41.00099456043007
10,0,43.3541181276856
11,0,46.96498392643746
12,0,50.1510585159188
13,0,52.51948821367897
14,0,55.21645767484465
15,0,58.003095311576
16,0,60.65878683815288
17,0,62.48857809446748
18,1,0.5357697635600112
19,1,2.320612981424347
20,1,4.104148117421499
21,1,5.896128608722197
22,1,10.65767549678511
23,1,12.4491511892497
24,1,14.24062688171431
25,1,16.03210257417896
26,1,18.10880871344849
27,1,24.02389139402364
28,1,32.37491755945264
29,1,35.26940103745444
30,1,37.06678649325337
31,1,39.52213314445367
32,1,42.75899000668118
33,1,45.75084818056387
34,1,48.86908105427911
35,1,51.60837522111518
36,1,55.08637672290723
37,1,56.90536441569716
38,1,61.33061230712158
39,1,63.24278235427573
