city1,city2,distance
0,1,1415.0
0,2,2264.0
0,3,9072.0
0,4,1584.0
0,5,1871.0
0,6,8.0
0,7,550.0
0,8,363.0
0,9,735.0
0,10,2015.0
0,11,2094.0
0,12,16260.0
0,13,16199.0
0,14,8290.0
0,15,8508.0
0,16,7420.0
0,17,6726.0
0,18,8667.0
0,19,8893.0
0,20,8154.0
0,21,10165.0
0,22,2870.0
0,23,8796.0
0,24,8693.0
0,25,546.0
0,26,6797.0
0,27,2018.0
0,28,8610.0
0,29,5649.0
0,30,820.0
0,31,1229.0
0,32,624.0
0,33,196.0
0,34,6416.0
0,35,1153.0
0,36,360.0
0,37,363.0
0,38,217.0
0,39,202.0
0,40,362.0
0,41,370.0
0,42,369.0
0,43,8386.0
0,44,370.0
0,45,362.0
0,46,288.0
0,47,355.0
0,48,8732.0
0,49,8145.0
0,50,2623.0
0,51,5045.0
0,52,1680.0
0,53,2064.0
0,54,15510.0
0,55,1482.0
0,56,7084.0
0,57,7245.0
0,58,16100.0
0,59,7264.0
0,60,11848.0
0,61,3048.0
0,62,8199.0
0,63,874.0
0,64,3364.0
0,65,7558.0
0,66,4599.0
0,67,7298.0
0,68,7481.0
0,69,1175.0
0,70,555.0
0,71,6933.0
0,72,10728.0
0,73,1376.0
0,74,8970.0
0,75,392.0
0,76,9515.0
0,77,5329.0
0,78,7326.0
0,79,10541.0
0,80,1680.0
0,81,4813.0
0,82,6721.0
0,83,9306.0
0,84,5668.0
0,85,5777.0
0,86,5261.0
0,87,8317.0
0,88,5664.0
0,89,4768.0
0,90,12407.0
0,91,11352.0
0,92,10946.0
0,93,16174.0
0,94,9332.0
0,95,5493.0
0,96,1100.0
0,97,8043.0
0,98,8162.0
0,99,2852.0
0,100,221.0
0,101,5634.0
0,102,7397.0
0,103,7662.0
0,104,9890.0
0,105,3252.0
0,106,9311.0
0,107,5676.0
0,108,5068.0
0,109,1056.0
0,110,5714.0
0,111,13367.0
0,112,1234.0
0,113,15832.0
0,114,7784.0
0,115,15504.0
0,116,9526.0
0,117,6046.0
0,118,5121.0
0,119,2952.0
0,120,5537.0
0,121,2362.0
0,122,2157.0
0,123,3453.0
0,124,5415.0
0,125,5249.0
0,126,7966.0
0,127,7804.0
0,128,9151.0
0,129,8878.0
0,130,1050.0
0,131,6044.0
0,132,11046.0
0,133,3827.0
0,134,3609.0
0,135,1035.0
0,136,901.0
0,137,3213.0
0,138,1450.0
0,139,8140.0
0,140,1005.0
0,141,3282.0
0,142,4036.0
0,143,6720.0
0,144,13582.0
0,145,1595.0
0,146,4165.0
0,147,4760.0
0,148,8584.0
0,149,5687.0
0,150,2453.0
0,151,1015.0
0,152,618.0
0,153,8867.0
0,154,1670.0
0,155,8951.0
0,156,7981.0
0,157,9866.0
0,158,7993.0
0,159,2136.0
0,160,9378.0
0,161,12566.0
0,162,1605.0
0,163,1238.0
0,164,1549.0
0,165,7325.0
0,166,9241.0
0,167,8012.0
0,168,6639.0
0,169,403.0
0,170,18167.0
0,171,9269.0
0,172,4634.0
0,173,5086.0
0,174,7959.0
0,175,11215.0
0,176,575.0
0,177,5297.0
0,178,5360.0
0,179,9108.0
0,180,13756.0
0,181,10935.0
0,182,10876.0
0,183,10001.0
0,184,15349.0
0,185,815.0
0,186,7418.0
0,187,4739.0
0,188,9479.0
0,189,1656.0
0,190,1776.0
0,191,7842.0
0,192,5529.0
0,193,909.0
0,194,6701.0
0,195,9134.0
0,196,12834.0
0,197,2861.0
0,198,5897.0
0,199,8136.0
0,200,7260.0
0,201,7260.0
0,202,4800.0
0,203,7872.0
0,204,2634.0
0,205,9253.0
0,206,725.0
0,207,883.0
0,208,3152.0
0,209,9055.0
0,210,8829.0
0,211,12440.0
0,212,5456.0
0,213,14944.0
0,214,16253.0
0,215,1660.0
0,216,7824.0
0,217,10423.0
0,218,2000.0
0,219,7477.0
0,220,14790.0
0,221,7354.0
0,222,6410.0
0,223,1496.0
0,224,5013.0
0,225,6368.0
0,226,11764.0
0,227,8183.0
0,228,3580.0
0,229,5301.0
0,230,8005.0
1,2,3679.0
1,3,7932.0
1,4,2951.0
1,5,3281.0
1,6,1407.0
1,7,1882.0
1,8,1456.0
1,9,2117.0
1,10,3426.0
1,11,3507.0
1,12,14943.0
1,13,14993.0
1,14,7168.0
1,15,7288.0
1,16,6029.0
1,17,7082.0
1,18,8687.0
1,19,7482.0
1,20,6743.0
1,21,9125.0
1,22,4272.0
1,23,7381.0
1,24,7281.0
1,25,1890.0
1,26,7247.0
1,27,2445.0
1,28,9249.0
1,29,6169.0
1,30,2234.0
1,31,2491.0
1,32,1660.0
1,33,1587.0
1,34,6920.0
1,35,2322.0
1,36,1460.0
1,37,1466.0
1,38,1632.0
1,39,1612.0
1,40,1463.0
1,41,1457.0
1,42,1470.0
1,43,7035.0
1,44,1443.0
1,45,1462.0
1,46,1587.0
1,47,1458.0
1,48,8521.0
1,49,6799.0
1,50,2346.0
1,51,4200.0
1,52,2462.0
1,53,3386.0
1,54,14405.0
1,55,2865.0
1,56,8079.0
1,57,8300.0
1,58,16995.0
1,59,8345.0
1,60,13241.0
1,61,2730.0
1,62,9207.0
1,63,1795.0
1,64,2861.0
1,65,8316.0
1,66,4377.0
1,67,6243.0
1,68,8626.0
1,69,996.0
1,70,1970.0
1,71,5851.0
1,72,11978.0
1,73,2212.0
1,74,9729.0
1,75,1720.0
1,76,10904.0
1,77,5038.0
1,78,8356.0
1,79,9332.0
1,80,2267.0
1,81,6097.0
1,82,7361.0
1,83,8168.0
1,84,6710.0
1,85,6266.0
1,86,6675.0
1,87,9073.0
1,88,6552.0
1,89,5741.0
1,90,13736.0
1,91,10389.0
1,92,10146.0
1,93,15342.0
1,94,10139.0
1,95,6806.0
1,96,2056.0
1,97,8740.0
1,98,9190.0
1,99,3092.0
1,100,1208.0
1,101,5816.0
1,102,8500.0
1,103,8613.0
1,104,10886.0
1,105,3651.0
1,106,9988.0
1,107,6772.0
1,108,5344.0
1,109,433.0
1,110,6043.0
1,111,14782.0
1,112,1806.0
1,113,14529.0
1,114,9065.0
1,115,14977.0
1,116,9652.0
1,117,7123.0
1,118,6528.0
1,119,2576.0
1,120,6784.0
1,121,3767.0
1,122,2784.0
1,123,3722.0
1,124,6803.0
1,125,6651.0
1,126,9175.0
1,127,8717.0
1,128,9861.0
1,129,7574.0
1,130,1808.0
1,131,5143.0
1,132,10027.0
1,133,3398.0
1,134,3462.0
1,135,2270.0
1,136,2124.0
1,137,3447.0
1,138,2558.0
1,139,8986.0
1,140,2404.0
1,141,3472.0
1,142,2827.0
1,143,7164.0
1,144,12272.0
1,145,2296.0
1,146,3972.0
1,147,3674.0
1,148,7423.0
1,149,7049.0
1,150,3504.0
1,151,927.0
1,152,2006.0
1,153,7568.0
1,154,2366.0
1,155,9235.0
1,156,8551.0
1,157,8841.0
1,158,7471.0
1,159,3150.0
1,160,9803.0
1,161,11167.0
1,162,1760.0
1,163,2525.0
1,164,2351.0
1,165,8405.0
1,166,9873.0
1,167,6919.0
1,168,5615.0
1,169,1816.0
1,170,16753.0
1,171,10016.0
1,172,5869.0
1,173,6218.0
1,174,6548.0
1,175,9800.0
1,176,1005.0
1,177,4893.0
1,178,4455.0
1,179,10003.0
1,180,12359.0
1,181,12305.0
1,182,11994.0
1,183,8682.0
1,184,15532.0
1,185,1264.0
1,186,8426.0
1,187,4503.0
1,188,9602.0
1,189,2054.0
1,190,935.0
1,191,7834.0
1,192,6912.0
1,193,1783.0
1,194,6898.0
1,195,9851.0
1,196,14192.0
1,197,2500.0
1,198,6451.0
1,199,7450.0
1,200,8320.0
1,201,8315.0
1,202,5273.0
1,203,9119.0
1,204,1708.0
1,205,9915.0
1,206,690.0
1,207,2207.0
1,208,3304.0
1,209,7690.0
1,210,7730.0
1,211,11202.0
1,212,6684.0
1,213,13827.0
1,214,15039.0
1,215,1779.0
1,216,8964.0
1,217,11693.0
1,218,3158.0
1,219,8377.0
1,220,13527.0
1,221,8380.0
1,222,6956.0
1,223,1382.0
1,224,4700.0
1,225,6944.0
1,226,13165.0
1,227,9253.0
1,228,4993.0
1,229,5416.0
1,230,8699.0
2,3,10976.0
2,4,1005.0
2,5,502.0
2,6,2272.0
2,7,1873.0
2,8,2312.0
2,9,1584.0
2,10,274.0
2,11,175.0
2,12,18175.0
2,13,17758.0
2,14,10193.0
2,15,10537.0
2,16,9667.0
2,17,6423.0
2,18,8678.0
2,19,11143.0
2,20,10418.0
2,21,11877.0
2,22,792.0
2,23,11056.0
2,24,10956.0
2,25,1856.0
2,26,6327.0
2,27,2945.0
2,28,7629.0
2,29,5225.0
2,30,1452.0
2,31,1465.0
2,32,2242.0
2,33,2103.0
2,34,5904.0
2,35,1813.0
2,36,2306.0
2,37,2302.0
2,38,2048.0
2,39,2072.0
2,40,2304.0
2,41,2314.0
2,42,2300.0
2,43,10584.0
2,44,2328.0
2,45,2306.0
2,46,2136.0
2,47,2306.0
2,48,9099.0
2,49,10339.0
2,50,4182.0
2,51,6785.0
2,52,2470.0
2,53,1092.0
2,54,16751.0
2,55,992.0
2,56,5775.0
2,57,5650.0
2,58,14313.0
2,59,5617.0
2,60,9600.0
2,61,4536.0
2,62,6626.0
2,63,2298.0
2,64,4964.0
2,65,6471.0
2,66,5670.0
2,67,9150.0
2,68,5702.0
2,69,3233.0
2,70,1712.0
2,71,8835.0
2,72,8673.0
2,73,2359.0
2,74,7933.0
2,75,1985.0
2,76,7280.0
2,77,6379.0
2,78,5770.0
2,79,12505.0
2,80,2754.0
2,81,3025.0
2,82,6121.0
2,83,11200.0
2,84,4403.0
2,85,5387.0
2,86,2996.0
2,87,7167.0
2,88,4731.0
2,89,3800.0
2,90,10228.0
2,91,12876.0
2,92,12230.0
2,93,16607.0
2,94,8018.0
2,95,3567.0
2,96,2200.0
2,97,7018.0
2,98,6556.0
2,99,3764.0
2,100,2477.0
2,101,5962.0
2,102,5699.0
2,103,6226.0
2,104,8244.0
2,105,3795.0
2,106,8209.0
2,107,4288.0
2,108,5345.0
2,109,3311.0
2,110,5792.0
2,111,11108.0
2,112,2594.0
2,113,17610.0
2,114,5743.0
2,115,15528.0
2,116,9472.0
2,117,4662.0
2,118,2903.0
2,119,4518.0
2,120,3791.0
2,121,440.0
2,122,2851.0
2,123,3956.0
2,124,3264.0
2,125,3053.0
2,126,6049.0
2,127,6425.0
2,128,8009.0
2,129,11012.0
2,130,2469.0
2,131,7775.0
2,132,12681.0
2,133,5272.0
2,134,4781.0
2,135,1641.0
2,136,1752.0
2,137,4009.0
2,138,1862.0
2,139,6850.0
2,140,1291.0
2,141,4115.0
2,142,6166.0
2,143,6462.0
2,144,15543.0
2,145,2577.0
2,146,5278.0
2,147,6757.0
2,148,10531.0
2,149,3610.0
2,150,2109.0
2,151,3119.0
2,152,1711.0
2,153,10993.0
2,154,2601.0
2,155,8701.0
2,156,7360.0
2,157,11569.0
2,158,9079.0
2,159,2109.0
2,160,8672.0
2,161,14774.0
2,162,3196.0
2,163,1489.0
2,164,2421.0
2,165,5676.0
2,166,8394.0
2,167,9887.0
2,168,8481.0
2,169,1863.0
2,170,19577.0
2,171,8056.0
2,172,3014.0
2,173,3686.0
2,174,10222.0
2,175,13477.0
2,176,2738.0
2,177,6497.0
2,178,7139.0
2,179,7668.0
2,180,15995.0
2,181,8718.0
2,182,9007.0
2,183,12142.0
2,184,14339.0
2,185,2759.0
2,186,5896.0
2,187,5805.0
2,188,9434.0
2,189,2974.0
2,190,3905.0
2,191,8177.0
2,192,3389.0
2,193,2348.0
2,194,6849.0
2,195,8154.0
2,196,10667.0
2,197,4435.0
2,198,5563.0
2,199,9445.0
2,200,5653.0
2,201,5661.0
2,202,4807.0
2,203,5890.0
2,204,4604.0
2,205,8355.0
2,206,2988.0
2,207,1627.0
2,208,4078.0
2,209,11266.0
2,210,10683.0
2,211,14396.0
2,212,3766.0
2,213,16308.0
2,214,17650.0
2,215,3251.0
2,216,6036.0
2,217,8434.0
2,218,1708.0
2,219,6146.0
2,220,16555.0
2,221,5803.0
2,222,6017.0
2,223,3351.0
2,224,6135.0
2,225,5737.0
2,226,9509.0
2,227,6502.0
2,228,1343.0
2,229,5786.0
2,230,7167.0
3,4,9973.0
3,5,10474.0
3,6,9065.0
3,7,9239.0
3,8,8859.0
3,9,9784.0
3,10,10822.0
3,11,10852.0
3,12,7259.0
3,13,7127.0
3,14,786.0
3,15,872.0
3,16,3190.0
3,17,13757.0
3,18,13523.0
3,19,4354.0
3,20,3527.0
3,21,1341.0
3,22,11118.0
3,23,3998.0
3,24,3495.0
3,25,9262.0
3,26,14121.0
3,27,10256.0
3,28,16078.0
3,29,13459.0
3,30,9709.0
3,31,10299.0
3,32,8828.0
3,33,9152.0
3,34,14014.0
3,35,9164.0
3,36,8865.0
3,37,8867.0
3,38,9249.0
3,39,9202.0
3,40,8865.0
3,41,8854.0
3,42,8866.0
3,43,2165.0
3,44,8843.0
3,45,8864.0
3,46,9056.0
3,47,8867.0
3,48,12560.0
3,49,2190.0
3,50,6796.0
3,51,4197.0
3,52,8536.0
3,53,10055.0
3,54,9894.0
3,55,9985.0
3,56,10296.0
3,57,16217.0
3,58,11499.0
3,59,16274.0
3,60,17058.0
3,61,6461.0
3,62,17055.0
3,63,8716.0
3,64,6020.0
3,65,15737.0
3,66,5712.0
3,67,1827.0
3,68,16548.0
3,69,7911.0
3,70,9508.0
3,71,2150.0
3,72,19088.0
3,73,8618.0
3,74,9445.0
3,75,9461.0
3,76,16965.0
3,77,5190.0
3,78,16256.0
3,79,1540.0
3,80,8234.0
3,81,11305.0
3,82,8425.0
3,83,236.0
3,84,10163.0
3,85,13473.0
3,86,13423.0
3,87,16335.0
3,88,9387.0
3,89,9570.0
3,90,17719.0
3,91,2657.0
3,92,2950.0
3,93,11189.0
3,94,17276.0
3,95,11877.0
3,96,8781.0
3,97,15905.0
3,98,17065.0
3,99,7391.0
3,100,8860.0
3,101,6578.0
3,102,16433.0
3,103,16404.0
3,104,18522.0
3,105,7609.0
3,106,16675.0
3,107,10463.0
3,108,6971.0
3,109,8112.0
3,110,7100.0
3,111,15454.0
3,112,9729.0
3,113,8897.0
3,114,16687.0
3,115,12181.0
3,116,6543.0
3,117,10472.0
3,118,12806.0
3,119,6464.0
3,120,11371.0
3,121,10785.0
3,122,8238.0
3,123,11141.0
3,124,12651.0
3,125,12774.0
3,126,17016.0
3,127,16432.0
3,128,16726.0
3,129,1473.0
3,130,8527.0
3,131,3229.0
3,132,2206.0
3,133,5775.0
3,134,6374.0
3,135,10095.0
3,136,9952.0
3,137,7264.0
3,138,9128.0
3,139,16517.0
3,140,10003.0
3,141,7154.0
3,142,5105.0
3,143,7564.0
3,144,7712.0
3,145,8410.0
3,146,5993.0
3,147,4312.0
3,148,524.0
3,149,12473.0
3,150,9264.0
3,151,8063.0
3,152,9421.0
3,153,1413.0
3,154,8395.0
3,155,7141.0
3,156,8295.0
3,157,1167.0
3,158,3485.0
3,159,9081.0
3,160,15580.0
3,161,5976.0
3,162,7788.0
3,163,9488.0
3,164,8568.0
3,165,16333.0
3,166,8855.0
3,167,1089.0
3,168,2495.0
3,169,9426.0
3,170,9459.0
3,171,16966.0
3,172,10891.0
3,173,10464.0
3,174,3570.0
3,175,4511.0
3,176,8892.0
3,177,4903.0
3,178,3839.0
3,179,17486.0
3,180,5415.0
3,181,17668.0
3,182,19835.0
3,183,1852.0
3,184,14241.0
3,185,8348.0
3,186,16304.0
3,187,5611.0
3,188,6519.0
3,189,8002.0
3,190,7300.0
3,191,5707.0
3,192,12657.0
3,193,8663.0
3,194,6556.0
3,195,9262.0
3,196,14313.0
3,197,6545.0
3,198,7969.0
3,199,2718.0
3,200,16241.0
3,201,16233.0
3,202,7644.0
3,203,16864.0
3,204,8361.0
3,205,9008.0
3,206,8490.0
3,207,9399.0
3,208,7124.0
3,209,2260.0
3,210,365.0
3,211,3421.0
