option_id,package_id,profit
0,0,315004823.0
1,0,123395983.0
2,0,78101277.0
3,0,62121983.0
4,0,68600000.0
5,0,127065892.0
6,0,107489183.0
7,0,21576893.0
8,0,80554892.0
9,0,62468277.0
10,0,98128000.0
11,0,93451000.0
12,0,69959000.0
13,0,22705000.0
14,0,51846000.0
15,0,52112000.0
16,0,31979000.0
17,0,15471034.0
18,0,27479023.0
19,0,51034000.0
20,0,19356792.0
21,0,21335000.0
22,0,43592001.0
23,0,17257893.0
24,0,18671000.0
25,0,18853093.0
26,0,52501000.0
27,0,10373985.0
28,0,27199000.0
29,0,11146832.0
30,0,12905392.0
31,0,19146000.0
32,0,6552892.0
33,0,5944921.0
34,0,5073001.0
35,0,10696000.0
36,0,4901343.0
37,0,11319102.0
38,0,2956337446.0
39,0,1379247168.0
40,0,1784359876.0
41,0,367170516.0
42,0,212216390.0
43,0,1924349396.0
44,0,1797459396.0
45,0,1072504672.0
46,0,759711848.0
47,0,503762416.0
48,0,1634055882.0
49,0,1690555732.0
50,0,1504985608.0
51,0,2177835176.0
52,0,1409994148.0
53,0,472379185.0
54,0,922136728.0
55,0,920157714.0
56,0,1350516706.0
57,0,1070962666.0
58,0,415461872.0
59,0,464969120.0
60,0,198799637.0
61,0,1056953025.0
62,0,1206845274.0
63,0,1012764158.0
64,0,1031043160.0
65,0,780676822.0
66,0,1419499372.0
67,0,242830398.0
68,0,1296878390.0
69,0,1082561900.0
70,0,1592989744.0
71,0,612796486.0
72,0,554876401.0
73,0,447497270.0
74,0,1820152986.0
75,0,1007348626.0
76,0,1315014938.0
77,0,1358237498.0
78,0,531421425.0
79,0,1638286054.0
80,0,961552540.0
81,0,1666052380.0
82,0,1942903766.0
83,0,1408270452.0
84,0,2173515574.0
85,0,844860068.0
86,0,619348536.0
87,0,1013847622.0
88,0,1116785826.0
89,0,962015614.0
90,0,484844630.0
91,0,1851319702.0
92,0,923420516.0
93,0,1115334103.0
94,0,1101465830.0
95,0,604127944.0
96,0,1005854130.0
97,0,1492465392.0
98,0,1317997954.0
99,0,241282272.0
100,0,1010177114.0
101,0,568643192.0
102,0,795952132.0
103,0,1167748818.0
104,0,665987192.0
105,0,1357191858.0
106,0,835949690.0
107,0,127065892.0
108,0,380987448.0
109,0,229894800.0
110,0,208807070.0
111,0,214419470.0
112,1,364219000.0
113,1,123395983.0
114,1,78101277.0
115,1,62121983.0
116,1,127065892.0
117,1,115500000.0
118,1,21576893.0
119,1,80554892.0
120,1,62468277.0
121,1,98128000.0
122,1,103042000.0
123,1,69959000.0
124,1,24128000.0
125,1,57160000.0
126,1,54720000.0
127,1,32006000.0
128,1,15471034.0
129,1,27479023.0
130,1,51034000.0
131,1,21335000.0
132,1,43592001.0
133,1,20802000.0
134,1,18671000.0
135,1,18853093.0
136,1,10373985.0
137,1,27199000.0
138,1,11146832.0
139,1,14623000.0
140,1,19146000.0
141,1,14366000.0
142,1,6552892.0
143,1,5944921.0
144,1,5073001.0
145,1,10696000.0
146,1,4901343.0
147,1,11319102.0
148,1,3102003064.0
149,1,911226456.0
150,1,733004700.0
151,1,1161423938.0
152,1,1382276972.0
153,1,381800172.0
154,1,1430975670.0
155,1,633047083.0
156,1,990356280.0
157,1,557197068.0
158,1,769351948.0
159,1,2180350494.0
160,1,1028209802.0
161,1,977838504.0
162,1,494057146.0
163,1,585964040.0
