id,npv
1,182.0
2,-210.0
3,276.0
4,88.0
5,290.0
6,11.0
7,137.0
8,-175.0
9,-245.0
10,307.0
11,30.0
12,263.0
13,316.0
14,-72.0
15,-218.0
16,-11.0
17,66.0
18,-192.0
19,312.0
20,-40.0
21,210.0
22,26.0
23,-118.0
24,319.0
25,-139.0
26,-91.0
27,199.0
28,-232.0
29,207.0
30,12.0
31,-39.0
32,41.0
33,159.0
34,74.0
35,-2.0
36,-150.0
37,131.0
38,232.0
39,-190.0
40,-175.0
41,180.0
42,327.0
43,279.0
44,-204.0
45,324.0
46,120.0
47,150.0
48,-125.0
49,170.0
50,-248.0
51,208.0
52,267.0
53,226.0
54,-82.0
55,179.0
56,-70.0
57,28.0
58,7.0
59,262.0
60,79.0
61,91.0
62,-9.0
63,-37.0
64,-8.0
65,170.0
66,24.0
67,144.0
68,292.0
69,201.0
70,200.0
71,-47.0
72,-131.0
73,229.0
74,122.0
75,8.0
76,239.0
77,115.0
78,247.0
79,-73.0
80,323.0
81,-122.0
82,82.0
83,164.0
84,-211.0
85,203.0
86,48.0
87,74.0
88,320.0
89,-201.0
90,36.0
91,-186.0
92,37.0
93,16.0
94,301.0
95,-31.0
96,304.0
97,40.0
98,51.0
99,-89.0
100,-13.0
101,246.0
102,298.0
103,272.0
104,113.0
105,-164.0
106,-153.0
107,-1.0
108,119.0
109,-232.0
110,-144.0
111,-127.0
112,-180.0
113,-188.0
114,316.0
115,159.0
116,91.0
117,-122.0
118,-24.0
119,113.0
120,76.0
121,-0.0
122,163.0
123,95.0
124,-30.0
125,-171.0
126,328.0
127,-133.0
128,31.0
129,259.0
130,245.0
131,169.0
132,-125.0
133,37.0
134,311.0
135,-198.0
136,-138.0
137,107.0
138,308.0
139,-24.0
140,-228.0
141,321.0
142,269.0
143,77.0
144,63.0
145,99.0
146,-227.0
147,60.0
148,179.0
149,255.0
150,64.0
151,70.0
152,-61.0
153,260.0
154,-7.0
155,-189.0
156,-17.0
157,-247.0
158,86.0
159,-49.0
160,249.0
161,112.0
162,-49.0
163,297.0
164,-118.0
165,321.0
166,42.0
167,-228.0
168,-139.0
169,-135.0
170,-142.0
171,-125.0
172,-204.0
173,105.0
174,332.0
175,-183.0
176,-91.0
177,335.0
178,-13.0
179,131.0
180,155.0
181,239.0
182,-7.0
183,284.0
184,188.0
185,-159.0
186,-228.0
187,5.0
188,-4.0
189,-121.0
190,181.0
191,73.0
192,-42.0
193,116.0
194,-8.0
195,-85.0
196,195.0
197,-25.0
198,100.0
199,-119.0
200,-74.0
201,170.0
202,168.0
203,73.0
204,93.0
205,12.0
206,83.0
207,66.0
208,-226.0
209,32.0
210,-14.0
211,127.0
212,21.0
213,-99.0
214,25.0
215,238.0
216,-173.0
217,-232.0
218,-174.0
219,-96.0
220,73.0
221,-133.0
222,102.0
223,-119.0
224,184.0
225,269.0
226,134.0
227,23.0
228,-24.0
229,-101.0
230,134.0
231,-94.0
232,-114.0
233,-238.0
234,-37.0
235,322.0
236,-112.0
237,16.0
238,237.0
239,266.0
240,101.0
241,-204.0
242,317.0
243,-184.0
244,156.0
245,120.0
246,48.0
247,-216.0
248,195.0
249,-75.0
250,315.0
251,329.0
252,10.0
253,-201.0
254,-145.0
255,-146.0
256,-116.0
257,4.0
258,94.0
259,-153.0
260,94.0
261,-51.0
262,-15.0
263,-16.0
264,-70.0
265,188.0
266,326.0
267,-119.0
268,-25.0
269,258.0
270,156.0
271,-107.0
272,237.0
273,-251.0
274,-185.0
275,306.0
276,331.0
277,185.0
278,133.0
279,27.0
280,-218.0
281,-169.0
282,253.0
283,332.0
284,134.0
285,-40.0
286,34.0
287,331.0
288,-251.0
289,-27.0
290,-197.0
291,-114.0
292,182.0
293,-148.0
294,118.0
295,50.0
296,100.0
297,100.0
298,-85.0
299,25.0
300,-86.0
301,-98.0
302,-95.0
303,140.0
304,263.0
305,-24.0
306,151.0
307,-156.0
308,-19.0
309,138.0
310,-40.0
311,-13.0
312,233.0
313,181.0
314,212.0
315,-77.0
316,278.0
317,130.0
318,-163.0
319,202.0
320,-197.0
321,151.0
322,-139.0
323,270.0
324,67.0
325,171.0
326,-77.0
327,187.0
328,80.0
329,167.0
330,-19.0
331,89.0
332,-197.0
333,161.0
334,232.0
335,232.0
336,171.0
337,-146.0
338,-41.0
339,245.0
340,261.0
341,222.0
342,104.0
343,72.0
344,-171.0
345,-133.0
346,276.0
347,179.0
348,-191.0
349,52.0
350,269.0
351,125.0
352,143.0
353,252.0
354,14.0
355,178.0
356,-166.0
357,-199.0
358,-189.0
359,-208.0
360,85.0
361,160.0
362,281.0
363,71.0
364,-112.0
365,94.0
366,-196.0
367,-9.0
368,24.0
369,-134.0
370,-156.0
371,202.0
372,181.0
373,-123.0
374,-115.0
375,74.0
376,-178.0
377,78.0
378,81.0
379,-34.0
380,88.0
381,-211.0
382,-133.0
383,-199.0
384,-136.0
385,-139.0
386,217.0
387,104.0
388,-89.0
389,-116.0
390,-44.0
391,-94.0
392,86.0
393,153.0
394,-45.0
395,230.0
396,12.0
397,263.0
398,-79.0
399,-202.0
400,4.0
401,18.0
402,-178.0
403,49.0
