station_id,product_id,load
1,1,1067.0
1,2,1495.0
1,3,1919.0
1,4,1122.0
1,5,1586.0
1,6,1195.0
1,7,856.0
1,8,724.0
1,9,62.0
1,10,467.0
1,11,1108.0
1,12,1689.0
1,13,1733.0
1,14,1443.0
1,15,886.0
1,16,1479.0
1,17,1770.0
1,18,1926.0
1,19,1331.0
1,20,166.0
1,21,675.0
1,22,1303.0
1,23,1163.0
1,24,1223.0
1,25,63.0
1,26,68.0
1,27,949.0
1,28,1294.0
1,29,1025.0
1,30,353.0
1,31,1566.0
1,32,693.0
1,33,360.0
1,34,1383.0
1,35,1726.0
1,36,730.0
1,37,1902.0
1,38,758.0
1,39,1095.0
1,40,1089.0
1,41,746.0
1,42,1637.0
1,43,1820.0
1,44,539.0
1,45,1241.0
1,46,380.0
1,47,781.0
1,48,156.0
1,49,737.0
1,50,885.0
1,51,1047.0
1,52,464.0
1,53,482.0
1,54,116.0
1,55,1127.0
1,56,93.0
1,57,1468.0
1,58,145.0
1,59,218.0
1,60,22.0
1,61,1792.0
1,62,1206.0
1,63,587.0
1,64,31.0
1,65,1729.0
1,66,1478.0
1,67,1433.0
1,68,1861.0
1,69,1654.0
1,70,1707.0
1,71,1136.0
1,72,1258.0
1,73,77.0
1,74,216.0
1,75,1422.0
1,76,1104.0
1,77,1459.0
1,78,1126.0
1,79,1648.0
1,80,1563.0
1,81,676.0
1,82,200.0
1,83,631.0
1,84,1920.0
1,85,1871.0
1,86,1738.0
1,87,1688.0
1,88,126.0
1,89,1346.0
1,90,172.0
1,91,1905.0
1,92,1673.0
1,93,337.0
1,94,215.0
1,95,191.0
1,96,366.0
1,97,584.0
1,98,728.0
1,99,201.0
1,100,1200.0
2,1,1043.0
2,2,872.0
2,3,360.0
2,4,854.0
2,5,1000.0
2,6,1194.0
2,7,1861.0
2,8,371.0
2,9,1345.0
2,10,1248.0
2,11,174.0
2,12,103.0
2,13,571.0
2,14,1030.0
2,15,1426.0
2,16,582.0
2,17,1079.0
2,18,656.0
2,19,288.0
2,20,149.0
2,21,1157.0
2,22,563.0
2,23,1349.0
2,24,553.0
2,25,58.0
2,26,424.0
2,27,1259.0
2,28,1290.0
2,29,1265.0
2,30,342.0
2,31,920.0
2,32,1129.0
2,33,1669.0
2,34,1410.0
2,35,83.0
2,36,393.0
2,37,378.0
2,38,785.0
2,39,1623.0
2,40,1440.0
2,41,445.0
2,42,1304.0
2,43,1763.0
2,44,1504.0
2,45,885.0
2,46,956.0
2,47,1400.0
2,48,463.0
2,49,700.0
2,50,356.0
2,51,236.0
2,52,268.0
2,53,1373.0
2,54,747.0
2,55,1271.0
2,56,1116.0
2,57,1032.0
2,58,1625.0
2,59,330.0
2,60,1031.0
2,61,1213.0
2,62,258.0
2,63,1660.0
2,64,491.0
2,65,1610.0
2,66,985.0
2,67,1731.0
2,68,573.0
2,69,1726.0
2,70,1688.0
2,71,118.0
2,72,1129.0
2,73,434.0
2,74,743.0
2,75,802.0
2,76,760.0
2,77,1704.0
2,78,440.0
2,79,810.0
2,80,1603.0
2,81,1801.0
2,82,558.0
2,83,887.0
2,84,988.0
2,85,486.0
2,86,266.0
2,87,1304.0
2,88,647.0
2,89,34.0
2,90,972.0
2,91,1499.0
2,92,179.0
2,93,50.0
2,94,455.0
2,95,191.0
2,96,238.0
2,97,1551.0
2,98,1620.0
2,99,1902.0
2,100,1600.0
3,1,1028.0
3,2,375.0
3,3,865.0
3,4,1822.0
3,5,897.0
3,6,2.0
3,7,945.0
3,8,541.0
3,9,1583.0
3,10,664.0
3,11,1073.0
3,12,1023.0
3,13,1126.0
3,14,1170.0
3,15,714.0
3,16,1284.0
3,17,449.0
3,18,566.0
3,19,756.0
3,20,1873.0
3,21,1686.0
3,22,340.0
3,23,1386.0
3,24,1595.0
3,25,289.0
3,26,202.0
3,27,754.0
3,28,59.0
3,29,1399.0
3,30,505.0
3,31,1436.0
3,32,119.0
3,33,1167.0
3,34,1646.0
3,35,900.0
3,36,531.0
3,37,1338.0
3,38,163.0
3,39,168.0
3,40,1653.0
3,41,434.0
3,42,1146.0
3,43,1688.0
3,44,508.0
3,45,1744.0
3,46,1521.0
3,47,843.0
3,48,1097.0
3,49,1464.0
3,50,1321.0
3,51,1125.0
3,52,1539.0
3,53,504.0
3,54,1959.0
3,55,208.0
3,56,454.0
3,57,499.0
3,58,1151.0
3,59,1167.0
3,60,739.0
3,61,132.0
3,62,492.0
3,63,153.0
3,64,1830.0
3,65,1611.0
3,66,557.0
3,67,840.0
3,68,1310.0
3,69,1698.0
3,70,245.0
3,71,749.0
3,72,1487.0
3,73,1979.0
3,74,1673.0
3,75,1803.0
3,76,1814.0
3,77,563.0
3,78,161.0
3,79,1000.0
3,80,431.0
3,81,1086.0
3,82,776.0
3,83,1495.0
3,84,435.0
3,85,1643.0
3,86,1951.0
3,87,936.0
3,88,1629.0
3,89,1922.0
3,90,1460.0
3,91,1373.0
3,92,1625.0
3,93,800.0
3,94,424.0
3,95,1561.0
3,96,475.0
