chain_owner_city_id,service_city_id,order
0,0,0
0,95,1
0,87,2
0,28,3
0,13,4
0,84,5
0,48,6
0,96,7
0,35,8
0,34,9
0,18,10
0,55,11
0,27,12
0,8,13
0,44,14
0,83,15
0,23,16
0,24,17
0,43,18
0,20,19
0,33,20
0,6,21
0,51,22
0,3,23
0,14,24
0,75,25
0,15,26
0,88,27
0,69,28
0,9,29
0,36,30
0,59,31
0,5,32
0,78,33
0,62,34
0,60,35
0,50,36
0,97,37
0,70,38
0,45,39
0,98,40
0,99,41
0,30,42
0,47,43
0,82,44
0,79,45
0,49,46
0,39,47
0,1,48
0,94,49
0,74,50
0,22,51
0,37,52
0,61,53
0,16,54
0,38,55
0,58,56
0,93,57
0,66,58
0,4,59
0,64,60
0,25,61
0,29,62
0,42,63
0,65,64
0,92,65
0,68,66
0,17,67
0,76,68
0,19,69
0,40,70
0,90,71
0,10,72
0,81,73
0,80,74
1,1,0
1,49,1
1,78,2
1,43,3
1,84,4
1,66,5
1,2,6
1,71,7
1,34,8
1,42,9
1,57,10
1,68,11
1,92,12
1,81,13
1,24,14
1,70,15
1,14,16
1,15,17
1,67,18
1,90,19
1,65,20
1,89,21
1,0,22
1,60,23
1,19,24
1,75,25
1,28,26
1,72,27
1,91,28
1,3,29
1,11,30
1,85,31
1,99,32
1,26,33
1,77,34
1,87,35
1,59,36
1,36,37
1,51,38
1,4,39
1,48,40
1,62,41
1,96,42
1,29,43
1,64,44
1,44,45
1,45,46
1,41,47
1,38,48
1,58,49
1,63,50
1,39,51
1,55,52
1,5,53
1,76,54
1,98,55
1,54,56
1,79,57
1,47,58
1,69,59
1,53,60
1,37,61
1,25,62
1,30,63
1,10,64
1,31,65
1,18,66
1,9,67
1,16,68
1,20,69
1,12,70
1,21,71
1,35,72
1,94,73
2,2,0
2,34,1
2,6,2
2,91,3
2,41,4
2,59,5
2,76,6
2,89,7
2,53,8
2,52,9
2,46,10
2,5,11
2,39,12
2,45,13
2,95,14
2,38,15
2,21,16
2,7,17
2,79,18
2,9,19
2,33,20
2,55,21
2,48,22
2,20,23
2,19,24
2,90,25
2,71,26
2,60,27
2,36,28
2,17,29
2,40,30
2,28,31
2,74,32
2,97,33
2,11,34
2,80,35
2,63,36
2,86,37
2,73,38
2,44,39
2,49,40
2,56,41
2,58,42
2,4,43
2,88,44
2,51,45
2,30,46
2,92,47
2,65,48
2,35,49
2,87,50
2,15,51
2,23,52
2,99,53
2,0,54
2,43,55
2,64,56
2,93,57
2,78,58
2,3,59
2,67,60
2,72,61
2,1,62
2,66,63
2,25,64
2,98,65
2,70,66
2,12,67
2,81,68
2,18,69
2,42,70
2,94,71
2,37,72
3,3,0
3,37,1
3,12,2
3,65,3
3,61,4
3,19,5
3,26,6
3,80,7
3,44,8
3,47,9
3,54,10
3,81,11
3,22,12
3,23,13
3,52,14
3,11,15
3,9,16
3,72,17
3,38,18
3,1,19
3,36,20
3,85,21
3,15,22
3,42,23
3,90,24
3,34,25
3,58,26
3,57,27
3,55,28
3,4,29
3,27,30
3,82,31
3,71,32
3,46,33
3,79,34
3,94,35
3,17,36
3,25,37
3,20,38
3,35,39
3,50,40
3,28,41
3,78,42
3,63,43
3,86,44
3,29,45
3,70,46
3,16,47
3,67,48
3,43,49
3,74,50
3,14,51
3,5,52
3,92,53
3,41,54
3,48,55
3,7,56
3,77,57
3,87,58
3,6,59
3,32,60
3,0,61
3,56,62
3,96,63
3,59,64
3,2,65
3,75,66
3,49,67
3,51,68
3,33,69
3,66,70
3,88,71
4,4,0
4,47,1
4,1,2
4,84,3
4,2,4
4,10,5
4,58,6
4,21,7
4,67,8
4,93,9
4,78,10
4,68,11
4,51,12
4,37,13
4,30,14
4,83,15
4,3,16
4,29,17
4,88,18
4,70,19
4,90,20
4,31,21
4,82,22
4,60,23
4,38,24
4,32,25
4,44,26
4,50,27
4,45,28
4,48,29
4,8,30
4,22,31
4,23,32
4,94,33
4,15,34
4,54,35
4,65,36
4,42,37
4,71,38
4,80,39
4,89,40
4,25,41
4,81,42
4,34,43
4,14,44
4,28,45
4,26,46
4,19,47
4,49,48
4,59,49
4,33,50
4,95,51
4,75,52
4,12,53
4,97,54
4,40,55
4,46,56
4,39,57
4,55,58
4,96,59
4,24,60
4,41,61
4,13,62
4,6,63
4,56,64
4,74,65
4,0,66
4,35,67
4,69,68
4,43,69
4,86,70
4,64,71
4,99,72
4,62,73
4,9,74
4,17,75
4,7,76
5,5,0
5,47,1
5,53,2
5,3,3
5,35,4
5,82,5
5,85,6
5,92,7
5,86,8
5,15,9
5,38,10
5,12,11
5,10,12
5,80,13
5,22,14
5,83,15
5,42,16
5,36,17
5,97,18
5,11,19
5,88,20
5,8,21
5,68,22
5,70,23
5,58,24
5,99,25
5,37,26
5,49,27
5,96,28
5,39,29
5,59,30
5,56,31
5,19,32
5,30,33
5,63,34
5,75,35
5,40,36
5,48,37
5,45,38
5,62,39
5,91,40
5,55,41
5,94,42
5,1,43
5,24,44
5,52,45
5,34,46
5,69,47
5,44,48
5,57,49
5,14,50
5,95,51
5,32,52
5,13,53
5,76,54
5,61,55
5,54,56
5,43,57
5,17,58
5,21,59
5,66,60
5,29,61
5,65,62
5,93,63
5,28,64
5,20,65
5,4,66
5,77,67
5,0,68
5,2,69
5,81,70
5,46,71
5,98,72
6,6,0
6,2,1
6,64,2
6,72,3
6,86,4
6,73,5
6,10,6
6,55,7
6,7,8
6,49,9
6,83,10
6,62,11
6,81,12
6,37,13
6,96,14
6,89,15
6,80,16
6,50,17
6,69,18
6,54,19
6,33,20
6,92,21
6,11,22
6,0,23
6,4,24
6,12,25
6,47,26
6,30,27
6,46,28
6,29,29
6,51,30
6,88,31
6,61,32
6,90,33
6,58,34
6,67,35
6,22,36
6,87,37
6,41,38
6,9,39
6,21,40
6,36,41
6,97,42
6,25,43
6,57,44
6,82,45
6,32,46
6,93,47
6,75,48
6,76,49
6,1,50
6,24,51
6,38,52
6,48,53
6,60,54
6,78,55
6,59,56
6,15,57
6,70,58
6,39,59
6,98,60
6,94,61
6,91,62
6,13,63
6,44,64
6,95,65
6,8,66
6,35,67
6,63,68
6,53,69
6,14,70
6,74,71
6,34,72
7,7,0
7,53,1
7,56,2
7,43,3
7,71,4
7,76,5
7,94,6
7,55,7
7,99,8
7,33,9
7,20,10
7,62,11
7,8,12
7,77,13
7,95,14
7,34,15
7,81,16
7,38,17
7,79,18
7,3,19
7,69,20
7,35,21
7,80,22
7,52,23
7,50,24
7,39,25
7,11,26
7,87,27
7,98,28
7,64,29
7,78,30
7,32,31
7,68,32
7,31,33
7,70,34
7,72,35
7,54,36
7,83,37
7,88,38
7,48,39
7,74,40
7,21,41
7,28,42
7,2,43
7,10,44
7,42,45
7,82,46
7,22,47
7,90,48
7,0,49
7,41,50
7,60,51
7,49,52
7,92,53
7,96,54
7,6,55
7,5,56
7,44,57
7,75,58
7,17,59
7,97,60
7,13,61
7,58,62
7,40,63
7,1,64
7,45,65
7,57,66
7,27,67
7,16,68
7,37,69
7,91,70
7,47,71
8,8,0
8,93,1
8,71,2
8,43,3
8,85,4
8,44,5
8,89,6
8,35,7
8,62,8
8,67,9
8,54,10
8,64,11
8,83,12
8,24,13
8,57,14
8,58,15
8,81,16
8,88,17
8,2,18
8,69,19
8,21,20
8,28,21
8,29,22
8,70,23
8,51,24
8,87,25
8,72,26
8,39,27
8,34,28
8,22,29
8,82,30
8,45,31
8,37,32
8,19,33
8,0,34
8,68,35
8,10,36
8,16,37
8,65,38
8,42,39
8,32,40
8,66,41
8,98,42
8,95,43
8,12,44
8,73,45
8,76,46
8,55,47
8,38,48
8,79,49
8,78,50
8,84,51
8,97,52
8,63,53
8,31,54
8,4,55
8,91,56
8,52,57
8,23,58
8,74,59
8,77,60
8,48,61
8,26,62
8,13,63
8,61,64
8,56,65
8,46,66
8,47,67
8,3,68
8,14,69
8,53,70
8,33,71
8,25,72
8,20,73
9,9,0
9,63,1
9,51,2
9,36,3
9,13,4
9,22,5
9,83,6
9,16,7
9,21,8
9,68,9
9,46,10
9,1,11
9,7,12
9,2,13
9,55,14
9,90,15
9,52,16
9,41,17
9,66,18
9,49,19
9,45,20
9,73,21
9,42,22
9,27,23
9,24,24
9,48,25
9,34,26
9,79,27
9,81,28
9,87,29
9,69,30
9,72,31
9,10,32
9,95,33
9,25,34
9,84,35
9,31,36
9,99,37
9,61,38
9,64,39
9,62,40
9,80,41
9,44,42
9,60,43
9,76,44
9,33,45
9,93,46
9,39,47
9,20,48
9,37,49
9,94,50
9,19,51
9,91,52
9,89,53
9,78,54
9,6,55
9,8,56
9,57,57
9,86,58
9,29,59
9,85,60
9,14,61
9,97,62
9,15,63
9,38,64
9,53,65
9,58,66
9,88,67
9,56,68
9,12,69
9,40,70
9,92,71
9,28,72
9,30,73
10,10,0
10,36,1
10,26,2
10,89,3
10,69,4
10,66,5
10,82,6
10,41,7
10,60,8
10,96,9
10,57,10
10,95,11
10,12,12
10,13,13
10,56,14
10,8,15
10,14,16
10,61,17
10,3,18
10,1,19
10,70,20
10,16,21
10,93,22
10,20,23
10,76,24
10,9,25
10,34,26
10,7,27
10,67,28
10,97,29
10,94,30
10,15,31
10,33,32
10,35,33
10,54,34
10,86,35
10,99,36
10,30,37
10,53,38
10,23,39
10,6,40
10,72,41
10,71,42
10,88,43
10,51,44
10,92,45
10,42,46
10,27,47
10,37,48
10,68,49
10,21,50
10,62,51
10,28,52
10,38,53
10,59,54
10,40,55
10,25,56
10,0,57
10,79,58
10,73,59
10,47,60
10,74,61
10,98,62
10,58,63
10,4,64
10,81,65
10,17,66
10,11,67
10,91,68
10,87,69
10,64,70
10,49,71
11,11,0
11,20,1
11,57,2
11,77,3
11,56,4
11,94,5
11,82,6
11,16,7
11,12,8
11,9,9
11,6,10
11,78,11
11,92,12
11,58,13
11,75,14
11,46,15
11,8,16
11,34,17
11,30,18
11,1,19
11,55,20
11,23,21
11,91,22
11,31,23
11,89,24
11,44,25
11,24,26
11,98,27
11,39,28
11,4,29
11,90,30
11,0,31
11,51,32
11,22,33
11,19,34
11,61,35
11,26,36
11,66,37
11,73,38
11,3,39
11,33,40
11,65,41
11,49,42
11,48,43
11,35,44
11,10,45
11,72,46
11,40,47
11,15,48
11,71,49
11,68,50
11,85,51
11,37,52
11,87,53
11,88,54
11,25,55
11,47,56
11,36,57
11,2,58
11,17,59
11,62,60
11,60,61
11,7,62
11,59,63
11,13,64
11,64,65
11,96,66
11,21,67
11,69,68
11,99,69
11,80,70
11,70,71
11,52,72
11,86,73
11,29,74
12,12,0
12,5,1
12,70,2
12,38,3
12,51,4
12,88,5
12,82,6
12,71,7
12,44,8
12,63,9
12,72,10
12,28,11
12,1,12
12,87,13
12,78,14
12,3,15
12,47,16
12,74,17
12,15,18
12,37,19
12,39,20
12,35,21
12,6,22
12,84,23
12,34,24
12,55,25
12,61,26
12,23,27
12,81,28
12,16,29
12,48,30
12,92,31
12,22,32
12,75,33
12,4,34
12,96,35
12,17,36
12,32,37
12,46,38
12,33,39
12,73,40
12,41,41
12,67,42
12,25,43
12,29,44
12,68,45
12,36,46
12,2,47
12,76,48
12,14,49
12,13,50
12,65,51
12,11,52
12,56,53
12,89,54
12,86,55
12,9,56
12,10,57
12,59,58
12,85,59
12,93,60
12,8,61
12,49,62
12,27,63
12,54,64
12,91,65
12,20,66
12,64,67
12,80,68
12,43,69
12,97,70
12,94,71
13,13,0
13,40,1
13,24,2
13,1,3
13,54,4
13,95,5
13,3,6
13,5,7
13,35,8
13,22,9
13,12,10
13,59,11
13,42,12
13,15,13
13,19,14
13,94,15
13,86,16
13,49,17
13,87,18
13,30,19
13,93,20
13,89,21
13,66,22
13,55,23
13,31,24
13,82,25
13,8,26
13,41,27
13,60,28
13,16,29
13,72,30
13,0,31
13,97,32
13,80,33
13,43,34
13,83,35
13,61,36
13,84,37
13,32,38
13,75,39
13,4,40
13,2,41
13,21,42
13,96,43
13,77,44
13,98,45
13,90,46
13,9,47
13,44,48
13,7,49
13,64,50
13,37,51
13,45,52
13,6,53
13,33,54
13,39,55
13,78,56
13,69,57
13,81,58
13,85,59
13,26,60
13,68,61
13,71,62
13,74,63
13,17,64
13,70,65
13,52,66
13,28,67
13,47,68
13,27,69
13,11,70
13,65,71
13,58,72
14,14,0
14,64,1
14,47,2
14,41,3
14,25,4
14,3,5
14,35,6
14,40,7
14,59,8
14,71,9
14,52,10
14,46,11
14,88,12
14,24,13
14,58,14
14,90,15
14,30,16
14,18,17
14,69,18
14,63,19
14,28,20
14,61,21
14,6,22
14,44,23
14,67,24
14,1,25
14,57,26
