id,npv
1,166.0
2,-106.0
3,-208.0
4,-196.0
5,173.0
6,273.0
7,-195.0
8,-60.0
9,58.0
10,-167.0
11,129.0
12,252.0
13,-81.0
14,-156.0
15,36.0
16,-63.0
17,-132.0
18,-54.0
19,229.0
20,245.0
21,15.0
22,-166.0
23,23.0
24,243.0
25,-191.0
26,31.0
27,282.0
28,-211.0
29,4.0
30,-176.0
31,-122.0
32,122.0
33,-58.0
34,197.0
35,208.0
36,251.0
37,42.0
38,-151.0
39,-137.0
40,68.0
41,-13.0
42,168.0
43,-139.0
44,77.0
45,-14.0
46,-41.0
47,171.0
48,-25.0
49,114.0
50,255.0
51,127.0
52,171.0
53,-171.0
54,122.0
55,-149.0
56,-181.0
57,62.0
58,-74.0
59,125.0
60,238.0
61,2.0
62,190.0
63,-5.0
64,250.0
65,25.0
66,-80.0
67,235.0
68,-85.0
69,171.0
70,-19.0
71,-178.0
72,22.0
73,-215.0
74,-5.0
75,267.0
76,77.0
77,-151.0
78,-178.0
79,-172.0
80,212.0
81,275.0
82,69.0
83,137.0
84,269.0
85,280.0
86,-131.0
87,-178.0
88,-144.0
89,188.0
90,103.0
91,-190.0
92,263.0
93,-60.0
94,96.0
95,-23.0
96,19.0
97,-94.0
98,86.0
99,-73.0
100,200.0
101,172.0
102,54.0
103,-66.0
104,54.0
105,277.0
106,-19.0
107,27.0
108,269.0
109,-210.0
110,-171.0
111,-168.0
112,-32.0
113,57.0
114,-144.0
115,99.0
116,-109.0
117,166.0
118,239.0
119,-211.0
120,35.0
121,239.0
122,237.0
123,-0.0
124,85.0
125,12.0
126,156.0
127,-35.0
128,-111.0
129,245.0
130,-104.0
131,276.0
132,94.0
133,-55.0
134,127.0
135,86.0
136,-185.0
137,108.0
138,-170.0
139,209.0
140,-199.0
141,221.0
142,-145.0
143,81.0
144,-65.0
145,73.0
146,282.0
147,-164.0
148,-145.0
149,-60.0
150,-93.0
151,140.0
152,277.0
153,138.0
154,165.0
155,87.0
156,-136.0
157,-86.0
158,245.0
159,-203.0
160,267.0
161,30.0
162,69.0
163,-214.0
164,-70.0
165,176.0
166,-213.0
167,229.0
168,60.0
169,57.0
170,70.0
171,158.0
172,-6.0
173,118.0
174,169.0
175,-213.0
176,-200.0
177,-202.0
178,119.0
179,-100.0
180,226.0
181,-52.0
182,23.0
183,155.0
184,251.0
185,-117.0
186,-25.0
187,-121.0
188,-164.0
189,-97.0
190,-121.0
191,84.0
192,46.0
193,136.0
194,152.0
195,-73.0
196,171.0
197,138.0
198,-206.0
199,231.0
200,-195.0
201,221.0
202,101.0
203,259.0
204,214.0
205,246.0
206,-185.0
207,38.0
208,143.0
209,202.0
210,208.0
211,41.0
212,101.0
213,238.0
214,61.0
215,128.0
216,-96.0
217,255.0
218,-145.0
219,188.0
220,152.0
221,-44.0
222,38.0
223,69.0
224,206.0
225,275.0
226,-92.0
227,-108.0
228,-112.0
229,-176.0
230,165.0
231,14.0
232,111.0
233,-14.0
234,189.0
235,-57.0
236,-24.0
237,123.0
238,205.0
239,83.0
240,213.0
241,-44.0
242,101.0
243,89.0
244,171.0
245,142.0
246,-21.0
247,-83.0
248,29.0
249,-109.0
250,89.0
251,175.0
252,-160.0
253,-96.0
254,-0.0
255,-58.0
256,114.0
257,45.0
258,72.0
259,126.0
260,148.0
261,82.0
262,-135.0
263,184.0
264,48.0
265,-119.0
266,-124.0
267,-112.0
268,73.0
269,-109.0
270,40.0
271,108.0
272,31.0
273,-14.0
274,162.0
275,206.0
276,-143.0
277,188.0
278,207.0
279,-176.0
280,93.0
281,-67.0
282,-164.0
283,112.0
284,-99.0
285,-104.0
286,195.0
287,170.0
288,78.0
289,-98.0
290,-147.0
291,229.0
292,-20.0
293,3.0
294,-137.0
295,94.0
296,139.0
297,199.0
298,-44.0
299,40.0
300,111.0
301,-59.0
302,111.0
303,124.0
304,194.0
305,-27.0
306,60.0
307,-178.0
308,-17.0
309,237.0
310,-139.0
311,-72.0
312,-89.0
313,186.0
314,-15.0
315,-65.0
316,154.0
317,-106.0
318,122.0
319,163.0
320,-109.0
321,-66.0
322,214.0
323,230.0
324,-52.0
325,107.0
326,164.0
327,-82.0
328,107.0
329,126.0
330,182.0
331,-81.0
332,181.0
333,-103.0
334,200.0
335,179.0
336,-2.0
337,199.0
338,-152.0
339,167.0
340,61.0
341,205.0
342,52.0
343,114.0
344,3.0
345,-37.0
346,-87.0
347,-32.0
348,-19.0
349,158.0
350,-22.0
351,-13.0
352,160.0
353,-74.0
354,67.0
355,51.0
356,40.0
357,232.0
358,152.0
359,-18.0
360,96.0
361,173.0
362,-173.0
363,30.0
364,94.0
365,212.0
366,206.0
367,3.0
368,237.0
369,135.0
370,70.0
371,40.0
372,-27.0
373,122.0
374,-61.0
375,63.0
376,9.0
377,50.0
378,64.0
379,-117.0
380,-138.0
381,156.0
382,25.0
383,-77.0
384,156.0
385,-31.0
386,-119.0
387,233.0
388,-8.0
389,157.0
390,-81.0
391,-104.0
392,-22.0
393,100.0
394,221.0
395,223.0
396,28.0
397,80.0
398,-103.0
399,-40.0
400,65.0
401,23.0
402,210.0
403,-26.0
404,-150.0
405,185.0
406,225.0
407,145.0
408,-113.0
409,-75.0
410,93.0
411,-74.0
412,-84.0
413,-95.0
414,24.0
415,-157.0
416,-135.0
417,55.0
418,-72.0
419,91.0
420,-130.0
421,-30.0
422,-20.0
423,84.0
424,227.0
425,136.0
426,73.0
427,-133.0
428,-150.0
429,52.0
430,-46.0
431,112.0
432,-28.0
433,-165.0
434,-34.0
435,-7.0
436,-79.0
437,2.0
438,237.0
439,-89.0
440,-55.0
441,-152.0
442,-38.0
443,192.0
444,-103.0
445,116.0
446,-76.0
447,-151.0
448,139.0
449,133.0
450,91.0
451,134.0
452,116.0
453,35.0
454,34.0
455,-48.0
456,177.0
457,-89.0
458,163.0
459,66.0
460,69.0
461,122.0
462,-70.0
463,-60.0
464,-84.0
465,-114.0
466,66.0
467,-11.0
468,-15.0
469,147.0
470,69.0
471,-42.0
472,154.0
473,-142.0
474,115.0
475,67.0
476,-20.0
477,-59.0
478,65.0
479,-8.0
480,58.0
481,47.0
482,-129.0
483,147.0
484,63.0
485,87.0
486,24.0
487,49.0
488,114.0
489,-50.0
490,106.0
491,53.0
492,22.0
493,-76.0
494,-81.0
495,37.0
496,50.0
497,-138.0
498,93.0
499,-109.0
500,-22.0
501,5.0
502,-11.0
503,27.0
504,109.0
505,-99.0
506,117.0
507,-2.0
508,-136.0
509,-38.0
510,-112.0
511,-90.0
512,27.0
513,130.0
514,78.0
515,131.0
516,-105.0
517,162.0
518,-107.0
