project_id,res_id,cost
1,1,2898.0
1,2,1891.0
1,3,2568.0
1,4,2981.0
1,5,723.0
1,6,1302.0
1,7,64.0
1,8,3250.0
2,1,876.0
2,2,1798.0
2,3,1061.0
2,4,686.0
2,5,2062.0
2,6,2114.0
2,7,3209.0
2,8,2253.0
3,1,1556.0
3,2,1603.0
3,3,1696.0
3,4,3227.0
3,5,1359.0
3,6,2894.0
3,7,3417.0
3,8,3672.0
4,1,3023.0
4,2,345.0
4,3,3331.0
4,4,1025.0
4,5,1339.0
4,6,772.0
4,7,3553.0
4,8,2661.0
5,1,1796.0
5,2,508.0
5,3,2292.0
5,4,3414.0
5,5,3279.0
5,6,2064.0
5,7,1025.0
5,8,3172.0
6,1,690.0
6,2,2241.0
6,3,3026.0
6,4,666.0
6,5,1297.0
6,6,38.0
6,7,887.0
6,8,3026.0
7,1,1158.0
7,2,4012.0
7,3,995.0
7,4,2947.0
7,5,3116.0
7,6,2655.0
7,7,2344.0
7,8,2804.0
8,1,2216.0
8,2,1468.0
8,3,2490.0
8,4,336.0
8,5,1755.0
8,6,3086.0
8,7,3911.0
8,8,2779.0
9,1,4029.0
9,2,3965.0
9,3,2128.0
9,4,3284.0
9,5,3962.0
9,6,594.0
9,7,3704.0
9,8,3764.0
10,1,3096.0
10,2,313.0
10,3,2150.0
10,4,1899.0
10,5,3090.0
10,6,2390.0
10,7,3802.0
10,8,3273.0
11,1,1031.0
11,2,1509.0
11,3,3966.0
11,4,2937.0
11,5,3919.0
11,6,2567.0
11,7,1485.0
11,8,83.0
12,1,3587.0
12,2,1175.0
12,3,3974.0
12,4,759.0
12,5,3833.0
12,6,2720.0
12,7,2521.0
12,8,2014.0
13,1,1134.0
13,2,1508.0
13,3,2653.0
13,4,3332.0
13,5,2569.0
13,6,2512.0
13,7,179.0
13,8,444.0
14,1,2143.0
14,2,2811.0
14,3,1850.0
14,4,3169.0
14,5,2216.0
14,6,2527.0
14,7,3881.0
14,8,2785.0
15,1,3799.0
15,2,1351.0
15,3,3288.0
15,4,2600.0
15,5,2414.0
15,6,4088.0
15,7,3564.0
15,8,4056.0
16,1,1310.0
16,2,3349.0
16,3,811.0
16,4,3918.0
16,5,1348.0
16,6,327.0
16,7,606.0
16,8,3333.0
17,1,2265.0
17,2,514.0
17,3,691.0
17,4,1184.0
17,5,3521.0
17,6,1087.0
17,7,1753.0
17,8,2782.0
18,1,118.0
18,2,1079.0
18,3,246.0
18,4,1820.0
18,5,2906.0
18,6,3043.0
18,7,3855.0
18,8,206.0
19,1,433.0
19,2,3609.0
19,3,2060.0
19,4,3345.0
19,5,959.0
19,6,2587.0
19,7,1403.0
19,8,916.0
20,1,1442.0
20,2,88.0
20,3,1311.0
20,4,3220.0
20,5,2766.0
20,6,937.0
20,7,2368.0
20,8,164.0
21,1,1856.0
21,2,1087.0
21,3,541.0
21,4,1005.0
21,5,2864.0
21,6,1923.0
21,7,2126.0
21,8,2146.0
22,1,1164.0
22,2,3023.0
22,3,569.0
22,4,2821.0
22,5,2631.0
22,6,3538.0
22,7,2359.0
22,8,3648.0
23,1,3065.0
23,2,2816.0
23,3,1261.0
23,4,759.0
23,5,2665.0
23,6,2600.0
23,7,2188.0
23,8,1172.0
24,1,1039.0
24,2,3511.0
24,3,623.0
24,4,1366.0
24,5,1468.0
24,6,2511.0
24,7,3909.0
24,8,1690.0
25,1,3117.0
25,2,2922.0
25,3,2005.0
25,4,860.0
25,5,3304.0
25,6,1893.0
25,7,1805.0
25,8,1901.0
26,1,1480.0
26,2,956.0
26,3,522.0
26,4,299.0
26,5,2308.0
26,6,943.0
