option_id,package_id,profit
0,0,269500387.0
1,0,123395983.0
2,0,78101277.0
3,0,62121983.0
4,0,104968102.0
5,0,7184593.0
6,0,62468277.0
7,0,66697055.0
8,0,68375198.0
9,0,35053478.0
10,0,15471034.0
11,0,27479023.0
12,0,37620109.0
13,0,39538678.0
14,0,18853093.0
15,0,40374728.0
16,0,10373985.0
17,0,22354110.0
18,0,9324983.0
19,0,8640829.0
20,0,17269203.0
21,0,5267983.0
22,0,4253938.0
23,0,5073001.0
24,0,6689938.0
25,0,4901343.0
26,0,1897770706.0
27,0,574851866.0
28,0,1260252508.0
29,0,645061752.0
30,0,510048305.0
31,0,559203608.0
32,0,691548674.0
33,0,505459431.0
34,0,299332096.0
35,0,306420836.0
36,0,66375475.0
37,0,146354395.0
38,0,365415562.0
39,0,687830034.0
40,0,1089117700.0
41,0,855847706.0
42,0,873948314.0
43,0,506150689.0
44,0,643021918.0
45,0,459010204.0
46,0,703017830.0
47,0,1030904874.0
48,0,514291312.0
49,0,505555142.0
50,0,473673279.0
51,0,480701434.0
52,0,413033722.0
53,0,226161995.0
54,0,337784760.0
55,0,867241474.0
56,0,883118862.0
57,0,344511308.0
58,0,284145117.0
59,0,427884631.0
60,0,264257275.0
61,0,120117561.0
62,0,95446062.0
63,0,385069888.0
64,0,938819392.0
65,0,315501235.0
66,0,335155738.0
67,0,291946325.0
68,0,830039051.0
69,0,104968102.0
70,0,66697055.0
71,0,28934235.0
72,0,8640829.0
73,0,15471034.0
74,0,6689938.0
75,1,269500387.0
76,1,123395983.0
77,1,78101277.0
78,1,62121983.0
79,1,104968102.0
80,1,7184593.0
81,1,62468277.0
82,1,66697055.0
83,1,68375198.0
84,1,35053478.0
85,1,15471034.0
86,1,27479023.0
87,1,39538678.0
88,1,18853093.0
89,1,40374728.0
90,1,10373985.0
91,1,22354110.0
92,1,9324983.0
93,1,8640829.0
94,1,17269203.0
95,1,11667003.0
96,1,5267983.0
97,1,4253938.0
98,1,5073001.0
99,1,6689938.0
100,1,4901343.0
101,1,10777389.0
102,1,1915642998.0
103,1,1015272980.0
104,1,937875099.0
105,1,464503632.0
106,1,615164346.0
107,1,723466666.0
108,1,818930378.0
109,1,914163120.0
110,1,1055995976.0
111,1,400904983.0
112,1,347111068.0
113,1,1172222876.0
114,1,478524740.0
115,1,665422006.0
116,1,1110151356.0
117,1,353778330.0
118,1,539142456.0
119,1,131287444.0
120,1,451807772.0
121,1,373214462.0
122,1,322248659.0
123,1,148668294.0
124,1,1239621178.0
125,1,778380206.0
126,1,448931919.0
127,1,696833557.0
128,1,46812244.0
129,1,1010616244.0
130,1,1260533342.0
131,1,1220813594.0
132,1,405999266.0
133,1,647111444.0
134,1,671277078.0
135,1,993403064.0
136,1,467128995.0
137,1,898816740.0
138,1,1020417050.0
139,1,966818094.0
140,1,895309794.0
141,1,344511308.0
142,1,1259939334.0
143,1,458897769.0
144,1,989106152.0
145,1,397057591.0
146,1,955585802.0
147,1,1387245226.0
148,1,1169621406.0
149,1,382960598.0
150,1,519907224.0
151,1,104968102.0
152,1,66697055.0
153,1,6689938.0
154,2,269500387.0
155,2,123395983.0
156,2,78101277.0
157,2,62121983.0
158,2,104968102.0
159,2,7184593.0
160,2,62468277.0
161,2,66697055.0
162,2,68375198.0
163,2,35053478.0
164,2,15471034.0
165,2,27479023.0
166,2,39538678.0
167,2,18853093.0
168,2,40374728.0
169,2,10373985.0
170,2,22354110.0
171,2,9324983.0
172,2,8640829.0
173,2,17269203.0
174,2,11667003.0
175,2,5267983.0
176,2,6053982.0
177,2,5073001.0
178,2,6689938.0
179,2,4901343.0
180,2,10777389.0
181,2,1919243086.0
182,2,1018873068.0
183,2,937875099.0
184,2,468031718.0
185,2,618764434.0
186,2,727066754.0
187,2,818930378.0
188,2,917763208.0
189,2,1059596064.0
190,2,404433069.0
191,2,350711156.0
192,2,1172222876.0
193,2,478524740.0
194,2,669022094.0
195,2,1110151356.0
196,2,357234414.0
197,2,542742544.0
198,2,134167515.0
199,2,451807772.0
200,2,376814550.0
201,2,322248659.0
202,2,152052377.0
203,2,1239621178.0
204,2,781980294.0
205,2,448931919.0
206,2,696833557.0
207,2,49692315.0
208,2,1010616244.0
209,2,1264133430.0
210,2,1224413682.0
211,2,405999266.0
212,2,647111444.0
213,2,674589159.0
214,2,997003152.0
215,2,470657081.0
216,2,898816740.0
217,2,1020417050.0
218,2,966818094.0
219,2,898909882.0
220,2,344511308.0
221,2,1263539422.0
222,2,458897769.0
223,2,989106152.0
224,2,397057591.0
225,2,959185890.0
226,2,1387245226.0
227,2,1173221494.0
228,2,382960598.0
229,2,519907224.0
230,2,104968102.0
231,2,66697055.0
232,2,6689938.0
233,3,269500387.0
234,3,123395983.0
235,3,78101277.0
236,3,62121983.0
237,3,104968102.0
238,3,11387928.0
239,3,62468277.0
240,3,66697055.0
241,3,68375198.0
242,3,35053478.0
243,3,15471034.0
244,3,27479023.0
245,3,39538678.0
246,3,18853093.0
247,3,40374728.0
248,3,10373985.0
249,3,22354110.0
250,3,9324983.0
251,3,8640829.0
252,3,17269203.0
253,3,11667003.0
254,3,5267983.0
255,3,6053982.0
256,3,5073001.0
257,3,6689938.0
258,3,4901343.0
