time_id,temperature_c,humidity_pct,wind_speed_mps
1,20.0,60.0,3.0
2,20.208333333333332,60.833333333333336,3.3333333333333335
3,20.416666666666668,61.666666666666664,3.6666666666666665
4,20.625,62.5,4.0
5,20.833333333333332,63.333333333333336,4.333333333333333
6,21.041666666666668,64.16666666666667,4.666666666666667
7,21.25,65.0,3.0
8,21.458333333333332,65.83333333333333,3.3333333333333335
9,21.666666666666668,66.66666666666667,3.6666666666666665
10,21.875,67.5,4.0
11,22.083333333333332,68.33333333333333,4.333333333333333
12,22.291666666666668,69.16666666666667,4.666666666666667
13,22.5,60.0,3.0
14,22.708333333333332,60.833333333333336,3.3333333333333335
15,22.916666666666668,61.666666666666664,3.6666666666666665
16,23.125,62.5,4.0
17,23.333333333333332,63.333333333333336,4.333333333333333
18,23.541666666666668,64.16666666666667,4.666666666666667
19,23.75,65.0,3.0
20,23.958333333333332,65.83333333333333,3.3333333333333335
21,24.166666666666668,66.66666666666667,3.6666666666666665
22,24.375,67.5,4.0
23,24.583333333333332,68.33333333333333,4.333333333333333
24,24.791666666666668,69.16666666666667,4.666666666666667
25,20.0,60.0,3.0
26,20.208333333333332,60.833333333333336,3.3333333333333335
27,20.416666666666668,61.666666666666664,3.6666666666666665
28,20.625,62.5,4.0
29,20.833333333333332,63.333333333333336,4.333333333333333
30,21.041666666666668,64.16666666666667,4.666666666666667
31,21.25,65.0,3.0
32,21.458333333333332,65.83333333333333,3.3333333333333335
33,21.666666666666668,66.66666666666667,3.6666666666666665
34,21.875,67.5,4.0
35,22.083333333333332,68.33333333333333,4.333333333333333
36,22.291666666666668,69.16666666666667,4.666666666666667
37,22.5,60.0,3.0
38,22.708333333333332,60.833333333333336,3.3333333333333335
39,22.916666666666668,61.666666666666664,3.6666666666666665
40,23.125,62.5,4.0
41,23.333333333333332,63.333333333333336,4.333333333333333
42,23.541666666666668,64.16666666666667,4.666666666666667
43,23.75,65.0,3.0
44,23.958333333333332,65.83333333333333,3.3333333333333335
45,24.166666666666668,66.66666666666667,3.6666666666666665
46,24.375,67.5,4.0
47,24.583333333333332,68.33333333333333,4.333333333333333
48,24.791666666666668,69.16666666666667,4.666666666666667
49,20.0,60.0,3.0
50,20.208333333333332,60.833333333333336,3.3333333333333335
51,20.416666666666668,61.666666666666664,3.6666666666666665
52,20.625,62.5,4.0
53,20.833333333333332,63.333333333333336,4.333333333333333
54,21.041666666666668,64.16666666666667,4.666666666666667
55,21.25,65.0,3.0
56,21.458333333333332,65.83333333333333,3.3333333333333335
57,21.666666666666668,66.66666666666667,3.6666666666666665
58,21.875,67.5,4.0
59,22.083333333333332,68.33333333333333,4.333333333333333
60,22.291666666666668,69.16666666666667,4.666666666666667
61,22.5,60.0,3.0
62,22.708333333333332,60.833333333333336,3.3333333333333335
63,22.916666666666668,61.666666666666664,3.6666666666666665
64,23.125,62.5,4.0
65,23.333333333333332,63.333333333333336,4.333333333333333
66,23.541666666666668,64.16666666666667,4.666666666666667
