rule_id,rule_family,unit_id,time_id,subgroup_id,sense,rhs,gen_scope,gen_coef,online_capacity_source
"MIN_UP_LOGIC[group=1,u=14,t=1]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,1,1.0,>=,-12.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=1]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,1,1.0,<=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=1,cat=1]",STARTUP_COST_RULE,ASSET_01,1,1.0,>=,-0.8378,,,
"STARTUP_COST_RULE[u=14,t=1,cat=3]",STARTUP_COST_RULE,ASSET_01,1,3.0,>=,-16.1227,,,
"MIN_UP_LOGIC[group=1,u=14,t=2]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,2,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=2]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,2,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=2,cat=1]",STARTUP_COST_RULE,ASSET_01,2,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=2,cat=3]",STARTUP_COST_RULE,ASSET_01,2,3.0,>=,-14.657,,,
"MIN_UP_LOGIC[group=1,u=14,t=3]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,3,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=3]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,3,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=3,cat=1]",STARTUP_COST_RULE,ASSET_01,3,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=3,cat=3]",STARTUP_COST_RULE,ASSET_01,3,3.0,>=,-13.1913,,,
"MIN_UP_LOGIC[group=1,u=14,t=4]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,4,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=4]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,4,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=4,cat=1]",STARTUP_COST_RULE,ASSET_01,4,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=4,cat=3]",STARTUP_COST_RULE,ASSET_01,4,3.0,>=,-11.7256,,,
"MIN_UP_LOGIC[group=1,u=14,t=5]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,5,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=5]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,5,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=5,cat=1]",STARTUP_COST_RULE,ASSET_01,5,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=5,cat=3]",STARTUP_COST_RULE,ASSET_01,5,3.0,>=,-10.2599,,,
"MIN_UP_LOGIC[group=1,u=14,t=6]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,6,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=6]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,6,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=6,cat=1]",STARTUP_COST_RULE,ASSET_01,6,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=6,cat=3]",STARTUP_COST_RULE,ASSET_01,6,3.0,>=,-8.7942,,,
"MIN_UP_LOGIC[group=1,u=14,t=7]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,7,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=7]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,7,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=7,cat=1]",STARTUP_COST_RULE,ASSET_01,7,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=7,cat=3]",STARTUP_COST_RULE,ASSET_01,7,3.0,>=,-7.3285,,,
"MIN_UP_LOGIC[group=1,u=14,t=8]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,8,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=8]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,8,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=8,cat=1]",STARTUP_COST_RULE,ASSET_01,8,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=14,t=8,cat=3]",STARTUP_COST_RULE,ASSET_01,8,3.0,>=,-5.8628,,,
"MIN_UP_LOGIC[group=1,u=14,t=9]",TEMPORAL_STABILITY_REQ_TYPE_1,ASSET_01,9,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=14,t=9]",TEMPORAL_STABILITY_REQ_TYPE_2,ASSET_01,9,1.0,<=,10.0,,,
"STARTUP_COST_RULE[u=14,t=9,cat=1]",STARTUP_COST_RULE,ASSET_01,9,1.0,>=,-0.0,,,
