C0346,1.0
C0347,1.0
C0348,1.0
C0349,1.0
C0350,1.0
C0351,1.0
C0352,1.0
C0353,1.0
C0354,1.0
C0355,1.0
C0356,1.0
C0357,1.0
C0358,1.0
C0359,1.0
C0360,1.0
C0361,1.0
C0362,1.0
C0363,1.0
C0364,1.0
C0365,1.0
C0366,1.0
C0367,1.0
C0368,1.0
C0369,1.0
C0370,1.0
C0371,1.0
C0372,1.0
C0373,1.0
C0374,1.0
C0375,1.0
C0376,1.0
C0377,1.0
C0378,1.0
C0379,1.0
C0380,1.0
C0381,1.0
C0382,1.0
C0383,1.0
C0384,1.0
C0385,1.0
C0386,1.0
C0387,1.0
C0388,1.0
C0389,1.0
C0390,1.0
C0391,1.0
C0392,1.0
C0393,1.0
C0394,1.0
C0395,1.0
C0396,1.0
C0397,1.0
C0398,1.0
C0399,1.0
C0400,1.0
C0401,1.0
C0402,1.0
C0403,1.0
C0404,1.0
C0405,1.0
C0406,1.0
C0407,1.0
C0408,1.0
C0409,1.0
C0410,1.0
C0411,1.0
C0412,1.0
C0413,1.0
C0414,1.0
C0415,1.0
C0416,1.0
C0417,1.0
C0418,1.0
C0419,1.0
C0420,1.0
C0421,1.0
C0422,1.0
C0423,1.0
C0424,1.0
C0425,1.0
C0426,1.0
C0427,1.0
C0428,1.0
C0429,1.0
C0430,1.0
