C0001,1.98
C0002,18.32
C0003,18.86
C0004,17.2
C0005,17.53
C0006,17.29
C0007,17.54
C0008,17.65
C0009,18.59
C0010,17.35
C0011,17.92
C0012,18.59
C0013,18.32
C0014,17.66
C0015,18.52
C0016,2.08
C0017,18.11
C0018,17.64
C0019,18.69
C0020,17.3
C0021,18.66
C0022,17.39
C0023,17.45
C0024,17.89
C0025,17.72
C0026,18.21
C0027,18.53
C0028,17.86
C0029,17.15
C0030,18.65
C0031,17.14
C0032,17.45
C0033,2.51
C0034,18.39
C0035,17.24
C0036,18.77
C0037,19.0
C0038,18.04
C0039,18.56
C0040,18.26
C0041,18.52
C0042,18.68
C0043,17.69
C0044,18.73
C0045,17.21
C0046,18.14
C0047,18.22
C0048,17.1
C0049,17.25
C0050,2.3
C0051,17.08
C0052,18.41
C0053,18.57
C0054,18.23
C0055,18.22
C0056,18.66
C0057,18.5
C0058,17.27
C0059,17.58
C0060,18.3
C0061,17.15
C0062,18.82
C0063,17.99
C0064,17.24
C0065,18.7
C0066,17.17
C0067,17.14
C0068,17.88
C0069,17.86
C0070,2.08
C0071,17.48
C0072,17.45
C0073,18.83
C0074,17.91
C0075,17.78
C0076,18.73
C0077,17.63
C0078,18.43
C0079,17.53
C0080,17.18
C0081,18.57
C0082,17.38
C0083,17.47
C0084,18.35
C0085,18.11
C0086,18.83
C0087,1.55
C0088,18.04
C0089,18.26
C0090,18.79
C0091,17.22
C0092,18.06
C0093,17.06
C0094,18.95
C0095,18.53
C0096,17.7
C0097,18.35
C0098,17.67
C0099,18.52
C0100,18.86
C0101,1.33
C0102,18.36
C0103,17.6
C0104,17.91
C0105,17.64
C0106,18.43
C0107,18.42
C0108,17.59
C0109,18.84
C0110,18.18
C0111,17.56
C0112,17.34
C0113,18.6
C0114,17.34
C0115,17.18
C0116,18.21
C0117,18.03
C0118,1.98
C0119,17.87
C0120,17.46
C0121,17.26
C0122,18.26
C0123,18.36
C0124,17.83
C0125,18.94
C0126,18.03
C0127,18.56
C0128,18.17
C0129,17.81
C0130,18.94
C0131,18.04
C0132,18.75
C0133,1.86
C0134,18.26
C0135,17.18
C0136,18.63
C0137,17.33
C0138,18.49
C0139,17.87
C0140,17.9
C0141,18.75
C0142,18.9
C0143,17.2
C0144,18.24
C0145,17.52
C0146,18.92
C0147,2.18
C0148,17.83
C0149,18.65
C0150,18.51
C0151,18.7
C0152,17.19
C0153,17.81
C0154,18.34
C0155,17.45
C0156,18.06
C0157,18.98
C0158,18.34
C0159,17.38
C0160,17.36
C0161,18.91
C0162,18.67
C0163,18.88
C0164,17.18
C0165,18.38
C0166,17.94
C0167,18.27
C0168,17.98
C0169,18.32
C0170,18.86
C0171,17.2
C0172,17.53
C0173,17.29
C0174,17.54
C0175,17.65
C0176,18.59
C0177,17.35
C0178,17.92
C0179,18.59
C0180,18.32
C0181,17.66
C0182,18.52
C0183,20.0
C0184,18.08
C0185,18.11
C0186,17.64
C0187,18.69
C0188,17.3
C0189,18.66
C0190,17.39
C0191,17.45
C0192,17.89
C0193,17.72
C0194,18.21
C0195,18.53
C0196,17.86
C0197,17.15
C0198,18.65
C0199,17.14
C0200,17.45
C0201,20.0
C0202,18.51
C0203,18.39
C0204,17.24
C0205,18.77
C0206,19.0
C0207,18.04
C0208,18.56
C0209,18.26
C0210,18.52
C0211,18.68
C0212,17.69
C0213,18.73
C0214,17.21
C0215,18.14
C0216,18.22
C0217,17.1
C0218,17.25
C0219,20.0
C0220,18.3
C0221,17.08
C0222,18.41
C0223,18.57
C0224,18.23
C0225,18.22
C0226,18.66
C0227,18.5
C0228,17.27
C0229,17.58
C0230,18.3
C0231,17.15
C0232,18.82
C0233,17.99
C0234,17.24
C0235,18.7
C0236,17.17
C0237,17.14
C0238,17.88
C0239,17.86
C0240,20.0
C0241,18.08
C0242,17.48
C0243,17.45
C0244,18.83
C0245,17.91
C0246,17.78
C0247,18.73
C0248,17.63
C0249,18.43
C0250,17.53
C0251,17.18
C0252,18.57
C0253,17.38
C0254,17.47
C0255,18.35
C0256,18.11
C0257,18.83
C0258,20.0
C0259,17.55
C0260,18.04
C0261,18.26
C0262,18.79
C0263,17.22
C0264,18.06
C0265,17.06
C0266,18.95
C0267,18.53
C0268,17.7
C0269,18.35
C0270,17.67
C0271,18.52
C0272,18.86
C0273,20.0
C0274,17.33
C0275,18.36
C0276,17.6
C0277,17.91
C0278,17.64
C0279,18.43
C0280,18.42
C0281,17.59
C0282,18.84
C0283,18.18
C0284,17.56
C0285,17.34
C0286,18.6
C0287,17.34
C0288,17.18
C0289,18.21
C0290,18.03
C0291,20.0
C0292,17.98
C0293,17.87
C0294,17.46
C0295,17.26
C0296,18.26
C0297,18.36
C0298,17.83
C0299,18.94
C0300,18.03
C0301,18.56
C0302,18.17
C0303,17.81
C0304,18.94
C0305,18.04
C0306,18.75
C0307,20.0
C0308,17.86
C0309,18.26
C0310,17.18
C0311,18.63
C0312,17.33
C0313,18.49
C0314,17.87
C0315,17.9
C0316,18.75
C0317,18.9
C0318,17.2
C0319,18.24
C0320,17.52
C0321,18.92
C0322,20.0
C0323,18.18
C0324,17.83
C0325,18.65
C0326,18.51
C0327,18.7
C0328,17.19
C0329,17.81
C0330,18.34
C0331,17.45
C0332,18.06
C0333,18.98
C0334,18.34
C0335,17.38
C0336,17.36
C0337,18.91
C0338,18.67
C0339,18.88
C0340,17.18
C0341,18.38
C0342,17.94
C0343,18.27
C0344,20.0
