C0001,1.46
C0002,11.61
C0003,11.13
C0004,11.49
C0005,12.16
C0006,12.68
C0007,11.5
C0008,11.56
C0009,12.62
C0010,11.17
C0011,11.92
C0012,11.92
C0013,11.87
C0014,11.96
C0015,12.11
C0016,11.63
C0017,12.62
C0018,2.72
C0019,11.6
C0020,12.32
C0021,12.59
C0022,11.52
C0023,12.15
C0024,12.81
C0025,11.62
C0026,12.97
C0027,11.84
C0028,11.05
C0029,11.01
C0030,12.05
C0031,11.82
C0032,12.89
C0033,11.58
C0034,11.15
C0035,12.53
C0036,11.59
C0037,11.44
C0038,11.24
C0039,1.49
C0040,11.67
C0041,12.73
C0042,12.21
C0043,12.36
C0044,12.54
C0045,11.63
C0046,11.51
C0047,12.99
C0048,12.21
C0049,11.25
C0050,11.52
C0051,11.79
C0052,11.56
C0053,11.04
C0054,11.69
C0055,12.49
C0056,2.68
C0057,12.74
C0058,12.82
C0059,11.73
C0060,12.89
C0061,11.44
C0062,11.49
C0063,11.23
C0064,12.4
C0065,11.58
C0066,12.05
C0067,11.82
C0068,11.42
C0069,11.35
C0070,11.33
C0071,11.04
C0072,12.85
C0073,12.92
C0074,11.87
C0075,11.73
C0076,12.69
C0077,11.25
C0078,2.23
C0079,12.36
C0080,11.63
C0081,12.98
C0082,12.57
C0083,11.93
C0084,11.88
C0085,11.44
C0086,12.13
C0087,11.68
C0088,12.26
C0089,12.59
C0090,12.68
C0091,11.56
C0092,12.8
C0093,12.44
C0094,11.94
C0095,1.29
C0096,12.75
C0097,12.55
C0098,11.31
C0099,11.04
C0100,11.21
C0101,12.81
C0102,12.19
C0103,12.92
C0104,12.55
C0105,12.27
C0106,12.22
C0107,11.78
C0108,12.22
C0109,12.68
C0110,11.68
C0111,12.0
C0112,12.35
C0113,11.17
C0114,12.38
C0115,2.16
C0116,11.78
C0117,12.91
C0118,11.39
C0119,11.46
C0120,11.22
C0121,11.56
C0122,12.22
C0123,12.34
C0124,11.99
C0125,11.48
C0126,11.23
C0127,12.84
C0128,12.47
C0129,12.88
C0130,11.9
C0131,11.13
C0132,12.03
C0133,12.55
C0134,11.57
C0135,11.2
C0136,11.85
C0137,12.8
C0138,2.43
C0139,11.45
C0140,12.97
C0141,12.28
C0142,11.71
C0143,12.73
C0144,12.31
C0145,11.38
C0146,12.33
C0147,12.98
