C0388,5.0
C0389,4.0
C0390,5.0
C0391,3.0
C0392,1.0
C0393,4.0
C0394,2.0
C0395,1.0
C0396,3.0
C0397,2.0
C0398,5.0
C0399,3.0
C0400,5.0
C0401,1.0
C0402,2.0
C0403,3.0
C0404,5.0
C0405,3.0
C0406,5.0
C0407,3.0
C0408,4.0
C0409,3.0
C0410,1.0
C0411,1.0
C0412,2.0
C0413,4.0
C0414,5.0
C0415,2.0
C0416,4.0
C0417,1.0
C0418,5.0
C0419,5.0
C0420,4.0
C0421,5.0
C0422,1.0
C0423,5.0
C0424,5.0
C0425,3.0
C0426,4.0
C0427,1.0
C0428,2.0
C0429,5.0
C0430,1.0
C0431,5.0
C0432,1.0
C0433,1.0
C0434,3.0
C0435,3.0
C0436,1.0
C0437,1.0
C0438,5.0
C0439,3.0
C0440,5.0
C0441,4.0
C0442,3.0
C0443,5.0
C0444,4.0
C0445,4.0
C0446,1.0
C0447,5.0
C0448,2.0
C0449,4.0
C0450,2.0
C0451,5.0
C0452,5.0
C0453,2.0
C0454,5.0
C0455,2.0
C0456,4.0
C0457,4.0
C0458,2.0
C0459,1.0
C0460,4.0
C0461,3.0
C0462,1.0
C0463,5.0
C0464,4.0
C0465,2.0
C0466,2.0
C0467,5.0
C0468,2.0
C0469,3.0
C0470,4.0
C0471,2.0
C0472,1.0
