move_id,move_row,move_col,cell_id,cell_row,cell_col
1,1,1,1,1,1
2,1,2,1,1,1
5,2,1,1,1,1
1,1,1,2,1,2
2,1,2,2,1,2
3,1,3,2,1,2
6,2,2,2,1,2
2,1,2,3,1,3
3,1,3,3,1,3
4,1,4,3,1,3
7,2,3,3,1,3
3,1,3,4,1,4
4,1,4,4,1,4
8,2,4,4,1,4
1,1,1,5,2,1
5,2,1,5,2,1
6,2,2,5,2,1
9,3,1,5,2,1
2,1,2,6,2,2
5,2,1,6,2,2
6,2,2,6,2,2
7,2,3,6,2,2
10,3,2,6,2,2
3,1,3,7,2,3
6,2,2,7,2,3
7,2,3,7,2,3
8,2,4,7,2,3
11,3,3,7,2,3
4,1,4,8,2,4
7,2,3,8,2,4
8,2,4,8,2,4
12,3,4,8,2,4
5,2,1,9,3,1
9,3,1,9,3,1
10,3,2,9,3,1
13,4,1,9,3,1
6,2,2,10,3,2
9,3,1,10,3,2
10,3,2,10,3,2
11,3,3,10,3,2
14,4,2,10,3,2
7,2,3,11,3,3
10,3,2,11,3,3
11,3,3,11,3,3
12,3,4,11,3,3
15,4,3,11,3,3
8,2,4,12,3,4
11,3,3,12,3,4
12,3,4,12,3,4
16,4,4,12,3,4
9,3,1,13,4,1
13,4,1,13,4,1
14,4,2,13,4,1
10,3,2,14,4,2
13,4,1,14,4,2
14,4,2,14,4,2
15,4,3,14,4,2
11,3,3,15,4,3
14,4,2,15,4,3
15,4,3,15,4,3
16,4,4,15,4,3
12,3,4,16,4,4
15,4,3,16,4,4
16,4,4,16,4,4

