unit_id,mode_id,time_id,segment_id,slope,intercept
DH_UNIT_001,1,1,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,1,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,1,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,2,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,2,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,2,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,3,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,3,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,3,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,4,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,4,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,4,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,5,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,5,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,5,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,6,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,6,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,6,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,7,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,7,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,7,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,8,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,8,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,8,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,9,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,9,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,9,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,10,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,10,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,10,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,11,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,11,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,11,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,12,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,12,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,12,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,13,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,13,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,13,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,14,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,14,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,14,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,15,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,15,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,15,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,16,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,16,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,16,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,17,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,17,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,17,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,18,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,18,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,18,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,19,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,19,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,19,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,20,1,0.014893636363636364,0.8926363636363636
DH_UNIT_001,1,20,2,0.014981818181818181,0.8702727272727272
DH_UNIT_001,1,20,3,0.015070909090909088,0.8389090909090908
DH_UNIT_001,1,21,1,0.014893636363636364,0.8926363636363636
