1,1,0.13
1,2,0.85
1,3,0.84
1,4,0.43
1,5,0.76
1,7,0.45
1,8,0.72
1,9,0.23
1,10,0.95
1,11,0.9
1,12,0.03
1,13,0.76
1,14,0.26
1,15,0.5
1,16,0.45
1,17,0.65
1,18,0.79
1,19,0.09
1,20,0.03
2,21,0.03
2,22,0.54
2,23,0.23
2,24,0.23
2,25,0.22
2,26,0.46
2,27,0.29
2,28,0.02
2,29,0.84
2,30,0.56
2,31,0.64
2,32,0.19
2,33,0.94
2,34,0.38
2,35,0.22
2,36,0.42
2,37,0.03
2,38,0.22
2,39,0.44
2,40,0.5
3,41,0.99
3,42,0.86
3,43,0.3
3,44,0.59
3,45,0.88
3,46,0.85
3,47,0.51
3,48,0.59
3,49,0.03
3,50,0.24
3,51,0.8
3,52,0.41
3,53,0.12
3,54,0.33
3,55,0.72
3,56,0.71
3,57,0.94
3,58,0.42
3,59,0.83
3,60,0.67
4,61,0.17
4,62,0.55
4,63,0.49
4,64,0.03
4,65,0.04
4,66,0.7
4,67,0.98
4,68,0.59
4,69,0.39
4,70,0.17
4,71,0.5
4,72,0.98
4,73,0.7
4,74,0.67
4,75,0.37
4,76,0.44
4,77,0.51
4,78,0.78
4,79,0.52
4,80,0.39
5,81,0.77
5,82,0.54
5,83,0.96
5,84,0.01
5,85,0.78
5,86,0.82
5,87,0.89
5,88,0.74
5,89,0.81
5,90,0.52
5,91,0.56
5,92,0.43
5,93,0.86
5,94,0.23
5,95,0.51
5,96,0.95
5,97,0.58
5,98,0.46
5,99,0.27
5,100,0.55
6,101,0.06
6,102,0.87
6,103,0.61
6,104,0.46
6,105,0.03
6,106,0.23
6,107,0.18
6,108,0.58
6,109,0.86
6,110,0.8
6,111,0.8
6,112,0.82
6,113,0.57
6,114,0.2
6,115,0.5
6,116,0.48
6,117,0.36
6,118,0.35
6,119,0.54
6,120,0.62
7,121,0.26
7,122,0.84
7,123,0.34
7,124,0.07
7,125,0.16
7,126,0.53
7,127,0.17
7,128,0.27
7,129,0.71
7,130,0.45
7,131,0.32
7,132,0.47
7,133,0.67
7,134,0.08
7,135,0.02
7,136,0.01
7,137,0.76
7,138,0.25
7,139,0.11
7,140,0.62
8,141,0.02
8,142,0.39
8,143,0.02
8,144,0.02
8,145,0.15
8,146,0.72
8,147,0.16
8,148,0.7
8,149,0.68
8,150,0.54
8,151,0.22
8,152,0.98
8,153,0.42
8,154,0.19
8,155,0.11
8,156,0.9
8,157,0.51
8,158,0.21
8,159,0.61
8,160,0.82
9,161,0.8
9,162,0.52
9,163,0.97
9,164,0.88
9,165,0.31
9,166,0.86
9,167,0.31
9,168,0.94
9,169,0.74
9,170,0.42
9,171,0.25
9,172,0.01
9,173,0.22
9,174,0.65
9,175,0.39
9,176,0.58
9,177,0.32
9,178,0.63
9,179,0.06
9,180,0.3
10,181,0.88
10,182,0.04
10,183,0.38
10,184,0.35
10,185,0.21
10,186,0.67
10,187,0.43
10,188,0.19
10,189,0.1
10,190,0.67
10,191,0.3
10,192,0.5
10,193,0.82
10,194,0.96
10,195,0.57
10,196,0.17
10,197,0.87
10,198,0.97
10,199,0.7
10,200,0.51
