1,1,1
2,2,1
3,11,1
4,12,1
5,13,1
6,14,1
7,15,1
8,16,1
9,17,1
10,18,1
11,19,1
12,20,1
13,3,1
14,4,1
15,5,1
16,6,1
17,7,1
18,8,1
19,9,1
20,10,1
21,1,2
22,2,2
23,11,2
24,12,2
25,13,2
26,14,2
27,15,2
28,16,2
29,17,2
30,18,2
31,19,2
32,20,2
33,3,2
34,4,2
35,5,2
36,6,2
37,7,2
38,8,2
39,9,2
40,10,2
41,1,3
42,2,3
43,11,3
44,12,3
45,13,3
46,14,3
47,15,3
48,16,3
49,17,3
50,18,3
51,19,3
52,20,3
53,3,3
54,4,3
55,5,3
56,6,3
57,7,3
58,8,3
59,9,3
60,10,3
61,1,4
62,2,4
63,11,4
64,12,4
65,13,4
66,14,4
67,15,4
68,16,4
69,17,4
70,18,4
71,19,4
72,20,4
73,3,4
74,4,4
75,5,4
76,6,4
77,7,4
78,8,4
79,9,4
80,10,4
81,1,5
82,2,5
83,11,5
84,12,5
85,13,5
86,14,5
87,15,5
88,16,5
89,17,5
90,18,5
91,19,5
92,20,5
93,3,5
94,4,5
95,5,5
96,6,5
97,7,5
98,8,5
99,9,5
100,10,5
101,1,6
102,2,6
103,11,6
104,12,6
105,13,6
106,14,6
107,15,6
108,16,6
109,17,6
110,18,6
111,19,6
112,20,6
113,3,6
114,4,6
115,5,6
116,6,6
117,7,6
118,8,6
119,9,6
120,10,6
121,1,7
122,2,7
123,11,7
124,12,7
125,13,7
126,14,7
127,15,7
128,16,7
129,17,7
130,18,7
131,19,7
132,20,7
133,3,7
134,4,7
135,5,7
136,6,7
137,7,7
138,8,7
139,9,7
140,10,7
141,1,8
142,2,8
143,11,8
144,12,8
145,13,8
146,14,8
147,15,8
148,16,8
149,17,8
150,18,8
151,19,8
152,20,8
153,3,8
154,4,8
155,5,8
156,6,8
157,7,8
158,8,8
159,9,8
160,10,8
161,1,9
162,2,9
163,11,9
164,12,9
165,13,9
166,14,9
167,15,9
168,16,9
169,17,9
170,18,9
171,19,9
172,20,9
173,3,9
174,4,9
175,5,9
176,6,9
177,7,9
178,8,9
179,9,9
180,10,9
181,1,10
182,2,10
183,11,10
184,12,10
185,13,10
186,14,10
187,15,10
188,16,10
189,17,10
190,18,10
191,19,10
192,20,10
193,3,10
194,4,10
195,5,10
196,6,10
197,7,10
198,8,10
199,9,10
200,10,10
