time_id,demand,spinning_reserve_requirement
0,1521.0,121.68
1,1499.0,119.92
2,1498.0,119.84
3,1497.0,119.76
4,1492.0,119.36
5,1495.0,119.6
6,1512.0,120.96
7,1515.0,121.2
8,1541.0,123.28
9,1539.0,123.12
10,1554.0,124.32
11,1552.0,124.16
12,1552.0,124.16
13,1537.0,122.96
14,1559.0,124.72
15,1556.0,124.48
16,1557.0,124.56
17,1559.0,124.72
18,1581.0,126.48
19,1583.0,126.64
20,1576.0,126.08
21,1574.0,125.92
22,1552.0,124.16
23,1549.0,123.92
24,1546.0,123.68
25,1527.0,122.16
26,1529.0,122.32
27,1529.0,122.32
28,1522.0,121.76
29,1530.0,122.4
30,1542.0,123.36
31,1545.0,123.6
32,1557.0,124.56
33,1551.0,124.08
34,1579.0,126.32
35,1584.0,126.72
36,1585.0,126.8
37,1571.0,125.68
38,1577.0,126.16
39,1588.0,127.04
40,1574.0,125.92
41,1579.0,126.32
42,1603.0,128.24
43,1593.0,127.44
44,1589.0,127.12
45,1592.0,127.36
46,1575.0,126.0
47,1577.0,126.16
48,1564.0,125.12
49,1540.0,123.2
50,1541.0,123.28
51,1539.0,123.12
52,1530.0,122.4
53,1533.0,122.64
54,1539.0,123.12
55,1540.0,123.2
56,1548.0,123.84
57,1546.0,123.68
58,1566.0,125.28
59,1570.0,125.6
60,1578.0,126.24
61,1569.0,125.52
62,1568.0,125.44
63,1586.0,126.88
64,1576.0,126.08
65,1579.0,126.32
66,1600.0,128.0
67,1585.0,126.8
68,1588.0,127.04
69,1591.0,127.28
70,1574.0,125.92
71,1576.0,126.08
72,1555.0,124.4
73,1534.0,122.72
74,1539.0,123.12
75,1536.0,122.88
76,1527.0,122.16
77,1519.0,121.52
78,1530.0,122.4
79,1529.0,122.32
80,1535.0,122.8
81,1533.0,122.64
82,1551.0,124.08
83,1553.0,124.24
84,1559.0,124.72
85,1543.0,123.44
86,1547.0,123.76
87,1566.0,125.28
88,1554.0,124.32
89,1568.0,125.44
90,1597.0,127.76
91,1588.0,127.04
92,1586.0,126.88
93,1601.0,128.08
94,1586.0,126.88
95,1577.0,126.16
96,1549.0,123.92
97,1532.0,122.56
98,1532.0,122.56
99,1533.0,122.64
100,1523.0,121.84
101,1527.0,122.16
102,1530.0,122.4
103,1521.0,121.68
104,1535.0,122.8
105,1535.0,122.8
106,1554.0,124.32
107,1561.0,124.88
108,1568.0,125.44
109,1553.0,124.24
110,1553.0,124.24
111,1573.0,125.84
112,1562.0,124.96
113,1573.0,125.84
114,1591.0,127.28
115,1584.0,126.72
116,1584.0,126.72
117,1592.0,127.36
118,1583.0,126.64
119,1570.0,125.6
120,1552.0,124.16
121,1535.0,122.8
122,1543.0,123.44
123,1539.0,123.12
124,1531.0,122.48
125,1529.0,122.32
126,1535.0,122.8
127,1525.0,122.0
128,1535.0,122.8
129,1527.0,122.16
130,1548.0,123.84
131,1554.0,124.32
132,1564.0,125.12
133,1549.0,123.92
134,1552.0,124.16
135,1569.0,125.52
136,1557.0,124.56
137,1567.0,125.36
138,1585.0,126.8
139,1582.0,126.56
140,1581.0,126.48
141,1597.0,127.76
142,1587.0,126.96
143,1579.0,126.32
144,1557.0,124.56
145,1537.0,122.96
146,1539.0,123.12
147,1536.0,122.88
148,1531.0,122.48
149,1530.0,122.4
150,1536.0,122.88
151,1521.0,121.68
152,1529.0,122.32
153,1534.0,122.72
154,1550.0,124.0
155,1554.0,124.32
156,1562.0,124.96
157,1551.0,124.08
158,1551.0,124.08
159,1569.0,125.52
160,1554.0,124.32
161,1572.0,125.76
162,1592.0,127.36
163,1585.0,126.8
164,1584.0,126.72
165,1592.0,127.36
166,1583.0,126.64
167,1576.0,126.08
