order_id,chassis_id,cost
0,40,2241.60003662109
0,41,2241.60003662109
0,42,2241.60003662109
0,43,1199.39964294434
0,44,1199.39964294434
0,45,2241.60003662109
0,46,2241.60003662109
0,47,2241.60003662109
0,48,2241.60003662109
0,49,2241.60003662109
0,50,2241.60003662109
0,51,2241.60003662109
0,52,2241.60003662109
0,53,2241.60003662109
0,54,916.199798583984
0,55,2241.60003662109
0,56,1199.39964294434
0,57,2241.60003662109
0,58,2241.60003662109
0,59,1053.08544158936
0,60,1199.39964294434
0,61,1199.39964294434
0,62,2241.60003662109
0,63,1199.39964294434
0,64,2241.60003662109
0,65,2241.60003662109
0,66,1199.39964294434
0,67,1199.39964294434
0,68,2241.60003662109
0,69,2241.60003662109
0,70,2241.60003662109
0,71,2241.60003662109
0,72,2241.60003662109
0,73,2241.60003662109
0,74,2241.60003662109
0,75,1199.39964294434
0,76,916.199798583984
0,77,1199.39964294434
0,78,2241.60003662109
0,79,1199.39964294434
0,80,1199.39964294434
0,81,1199.39964294434
0,82,2241.60003662109
0,83,1199.39964294434
0,84,1199.39964294434
0,85,2241.60003662109
0,86,1199.39964294434
0,87,2241.60003662109
0,88,1199.39964294434
0,89,2241.60003662109
0,90,2241.60003662109
0,91,1199.39964294434
0,92,2241.60003662109
0,93,2241.60003662109
0,94,1199.39964294434
0,95,2241.60003662109
0,96,1199.39964294434
0,97,2241.60003662109
0,98,1199.39964294434
0,99,2241.60003662109
0,100,2241.60003662109
0,101,1199.39964294434
0,102,1199.39964294434
0,103,2241.60003662109
0,104,1199.39964294434
1,40,2241.60003662109
1,41,2241.60003662109
1,42,2241.60003662109
1,43,1199.39964294434
1,44,1199.39964294434
1,45,2241.60003662109
1,46,2241.60003662109
1,47,2241.60003662109
1,48,2241.60003662109
1,49,2241.60003662109
1,50,2241.60003662109
1,51,2241.60003662109
1,52,2241.60003662109
1,53,2241.60003662109
1,54,916.199798583984
1,55,2241.60003662109
1,56,1199.39964294434
1,57,2241.60003662109
1,58,2241.60003662109
1,59,1053.08544158936
1,60,1199.39964294434
1,61,1199.39964294434
1,62,2241.60003662109
1,63,1199.39964294434
1,64,2241.60003662109
1,65,2241.60003662109
1,66,1199.39964294434
1,67,1199.39964294434
1,68,2241.60003662109
1,69,2241.60003662109
1,70,2241.60003662109
1,71,2241.60003662109
1,72,2241.60003662109
1,73,2241.60003662109
1,74,2241.60003662109
1,75,1199.39964294434
1,76,916.199798583984
1,77,1199.39964294434
1,78,2241.60003662109
1,79,1199.39964294434
1,80,1199.39964294434
1,81,1199.39964294434
1,82,2241.60003662109
1,83,1199.39964294434
1,84,1199.39964294434
1,85,2241.60003662109
1,86,1199.39964294434
1,87,2241.60003662109
1,88,1199.39964294434
1,89,2241.60003662109
1,90,2241.60003662109
1,91,1199.39964294434
1,92,2241.60003662109
1,93,2241.60003662109
1,94,1199.39964294434
1,95,2241.60003662109
1,96,1199.39964294434
1,97,2241.60003662109
1,98,1199.39964294434
1,99,2241.60003662109
1,100,2241.60003662109
1,101,1199.39964294434
1,102,1199.39964294434
1,103,2241.60003662109
1,104,1199.39964294434
2,40,2241.60003662109
2,41,2241.60003662109
2,42,2241.60003662109
2,43,1199.39964294434
2,44,1199.39964294434
2,45,2241.60003662109
2,46,2241.60003662109
2,47,2241.60003662109
2,48,2241.60003662109
2,49,2241.60003662109
2,50,2241.60003662109
2,51,2241.60003662109
2,52,2241.60003662109
2,53,2241.60003662109
2,54,916.199798583984
2,55,2241.60003662109
2,56,1199.39964294434
2,57,2241.60003662109
2,58,2241.60003662109
2,59,1053.08544158936
2,60,1199.39964294434
2,61,1199.39964294434
2,62,2241.60003662109
2,63,1199.39964294434
2,64,2241.60003662109
2,65,2241.60003662109
2,66,1199.39964294434
2,67,1199.39964294434
2,68,2241.60003662109
2,69,2241.60003662109
2,70,2241.60003662109
2,71,2241.60003662109
2,72,2241.60003662109
2,73,2241.60003662109
2,74,2241.60003662109
2,75,1199.39964294434
2,76,916.199798583984
2,77,1199.39964294434
2,78,2241.60003662109
2,79,1199.39964294434
2,80,1199.39964294434
2,81,1199.39964294434
2,82,2241.60003662109
2,83,1199.39964294434
2,84,1199.39964294434
2,85,2241.60003662109
2,86,1199.39964294434
2,87,2241.60003662109
2,88,1199.39964294434
2,89,2241.60003662109
2,90,2241.60003662109
2,91,1199.39964294434
2,92,2241.60003662109
2,93,2241.60003662109
2,94,1199.39964294434
2,95,2241.60003662109
2,96,1199.39964294434
2,97,2241.60003662109
2,98,1199.39964294434
2,99,2241.60003662109
2,100,2241.60003662109
2,101,1199.39964294434
2,102,1199.39964294434
2,103,2241.60003662109
2,104,1199.39964294434
3,40,2241.60003662109
3,41,2241.60003662109
3,42,2241.60003662109
3,43,1199.39964294434
3,44,1199.39964294434
3,45,2241.60003662109
3,46,2241.60003662109
3,47,2241.60003662109
3,48,2241.60003662109
3,49,2241.60003662109
3,50,2241.60003662109
3,51,2241.60003662109
3,52,2241.60003662109
3,53,2241.60003662109
3,54,916.199798583984
3,55,2241.60003662109
3,56,1199.39964294434
3,57,2241.60003662109
3,58,2241.60003662109
3,59,1053.08544158936
3,60,1199.39964294434
3,61,1199.39964294434
3,62,2241.60003662109
3,63,1199.39964294434
3,64,2241.60003662109
3,65,2241.60003662109
3,66,1199.39964294434
3,67,1199.39964294434
3,68,2241.60003662109
3,69,2241.60003662109
