rhs,order_id,chassis_alternative,time_from,time_to,fixed_choice_coefficient
-41505.0707244873,40,41,0,1,18494.9292755127
-41505.0707244873,40,42,0,2,18494.9292755127
-43633.3561706543,40,43,0,3,16366.6438293457
-43633.3561706543,40,44,0,4,16366.6438293457
-41505.0707244873,40,45,0,5,18494.9292755127
-41505.0707244873,40,46,0,6,18494.9292755127
-41505.0707244873,40,47,0,7,18494.9292755127
-41505.0707244873,40,48,0,8,18494.9292755127
-41505.0707244873,40,49,0,9,18494.9292755127
-41505.0707244873,40,50,0,10,18494.9292755127
-41505.0707244873,40,51,0,11,18494.9292755127
-41505.0707244873,40,52,0,12,18494.9292755127
-41505.0707244873,40,53,0,13,18494.9292755127
-42576.156463623,40,54,0,14,17423.843536377
-41505.0707244873,40,55,0,15,18494.9292755127
-43633.3561706543,40,56,0,16,16366.6438293457
-41505.0707244873,40,57,0,17,18494.9292755127
-41505.0707244873,40,58,0,18,18494.9292755127
-42943.2706832886,40,59,0,19,17056.7293167114
-43633.3561706543,40,60,0,20,16366.6438293457
-43633.3561706543,40,61,0,21,16366.6438293457
-41505.0707244873,40,62,0,22,18494.9292755127
-43633.3561706543,40,63,0,23,16366.6438293457
-41505.0707244873,40,64,0,24,18494.9292755127
-41505.0707244873,40,65,0,25,18494.9292755127
-43633.3561706543,40,66,0,26,16366.6438293457
-43633.3561706543,40,67,0,27,16366.6438293457
-41505.0707244873,40,68,0,28,18494.9292755127
-41505.0707244873,40,69,0,29,18494.9292755127
-41505.0707244873,40,70,0,30,18494.9292755127
-41505.0707244873,40,71,0,31,18494.9292755127
-41505.0707244873,40,72,0,32,18494.9292755127
-41505.0707244873,40,73,0,33,18494.9292755127
-41505.0707244873,40,74,0,34,18494.9292755127
-43633.3561706543,40,75,0,35,16366.6438293457
-42576.156463623,40,76,0,36,17423.843536377
-43633.3561706543,40,77,0,37,16366.6438293457
-41505.0707244873,40,78,0,38,18494.9292755127
-43633.3561706543,40,79,0,39,16366.6438293457
-43633.3561706543,40,80,0,40,16366.6438293457
-43633.3561706543,40,81,0,41,16366.6438293457
-41505.0707244873,40,82,0,42,18494.9292755127
-43633.3561706543,40,83,0,43,16366.6438293457
-43633.3561706543,40,84,0,44,16366.6438293457
-41505.0707244873,40,85,0,45,18494.9292755127
-43633.3561706543,40,86,0,46,16366.6438293457
-41505.0707244873,40,87,0,47,18494.9292755127
-43633.3561706543,40,88,0,48,16366.6438293457
-41505.0707244873,40,89,0,49,18494.9292755127
-41505.0707244873,40,90,0,50,18494.9292755127
-43633.3561706543,40,91,0,51,16366.6438293457
-41505.0707244873,40,92,0,52,18494.9292755127
-41505.0707244873,40,93,0,53,18494.9292755127
-43633.3561706543,40,94,0,54,16366.6438293457
-41505.0707244873,40,95,0,55,18494.9292755127
-43633.3561706543,40,96,0,56,16366.6438293457
-41505.0707244873,40,97,0,57,18494.9292755127
-43633.3561706543,40,98,0,58,16366.6438293457
-41505.0707244873,40,99,0,59,18494.9292755127
-41505.0707244873,40,100,0,60,18494.9292755127
-43633.3561706543,40,101,0,61,16366.6438293457
-43633.3561706543,40,102,0,62,16366.6438293457
-41505.0707244873,40,103,0,63,18494.9292755127
-43633.3561706543,40,104,0,64,16366.6438293457
-45543.9436340332,41,40,1,0,14456.0563659668
-45543.9436340332,41,42,1,2,14456.0563659668
-47672.2290802002,41,43,1,3,12327.7709197998
-47672.2290802002,41,44,1,4,12327.7709197998
-45543.9436340332,41,45,1,5,14456.0563659668
-45543.9436340332,41,46,1,6,14456.0563659668
-45543.9436340332,41,47,1,7,14456.0563659668
-45543.9436340332,41,48,1,8,14456.0563659668
-45543.9436340332,41,49,1,9,14456.0563659668
-45543.9436340332,41,50,1,10,14456.0563659668
-45543.9436340332,41,51,1,11,14456.0563659668
-45543.9436340332,41,52,1,12,14456.0563659668
-45543.9436340332,41,53,1,13,14456.0563659668
-46615.0293731689,41,54,1,14,13384.9706268311
-45543.9436340332,41,55,1,15,14456.0563659668
-47672.2290802002,41,56,1,16,12327.7709197998
-45543.9436340332,41,57,1,17,14456.0563659668
-45543.9436340332,41,58,1,18,14456.0563659668
-46982.1435928345,41,59,1,19,13017.8564071655
-47672.2290802002,41,60,1,20,12327.7709197998
-47672.2290802002,41,61,1,21,12327.7709197998
-45543.9436340332,41,62,1,22,14456.0563659668
-47672.2290802002,41,63,1,23,12327.7709197998
-45543.9436340332,41,64,1,24,14456.0563659668
-45543.9436340332,41,65,1,25,14456.0563659668
-47672.2290802002,41,66,1,26,12327.7709197998
-47672.2290802002,41,67,1,27,12327.7709197998
-45543.9436340332,41,68,1,28,14456.0563659668
-45543.9436340332,41,69,1,29,14456.0563659668
-45543.9436340332,41,70,1,30,14456.0563659668
-45543.9436340332,41,71,1,31,14456.0563659668
-45543.9436340332,41,72,1,32,14456.0563659668
-45543.9436340332,41,73,1,33,14456.0563659668
-45543.9436340332,41,74,1,34,14456.0563659668
-47672.2290802002,41,75,1,35,12327.7709197998
