variant_id,checkpoint_id,operation_id,station_id,coefficient
0,0,3,0,36.0
0,0,6,0,148.0
0,0,7,0,20.0
0,0,8,0,14.0
0,0,9,0,20.0
0,0,10,0,2.0
0,0,12,0,2.0
0,0,13,0,70.0
0,0,15,0,16.0
0,0,16,0,38.0
0,0,19,0,16.0
0,0,20,0,64.0
0,0,21,0,8.0
0,0,25,0,6.0
0,0,26,0,8.0
0,0,27,0,2.0
0,0,31,0,514.0
0,0,49,0,8.0
0,0,62,0,8.0
0,0,98,0,2.0
0,0,101,0,12.0
0,0,106,0,12.0
0,0,107,0,2.0
0,0,113,0,2.0
0,0,118,0,6.0
0,0,124,0,2.0
0,0,132,0,2.0
0,0,137,0,4.0
0,0,160,0,8.0
0,0,187,0,2.0
0,0,189,0,226.0
0,0,190,0,20.0
0,0,193,0,2.0
0,0,195,0,8.0
0,0,196,0,6.0
0,0,199,0,6.0
0,0,200,0,4.0
0,0,203,0,4.0
0,0,210,0,26.0
0,0,221,0,2.0
0,0,236,0,20.0
0,0,237,0,6.0
0,0,238,0,2.0
0,0,239,0,10.0
0,0,240,0,4.0
0,0,241,0,4.0
0,0,242,0,6.0
0,1,1,0,4.0
0,1,3,0,8.0
0,1,6,0,58.0
0,1,7,0,10.0
0,1,8,0,82.0
0,1,9,0,20.0
0,1,10,0,4.0
0,1,12,0,8.0
0,1,13,0,76.0
0,1,15,0,14.0
0,1,16,0,16.0
0,1,17,0,4.0
0,1,19,0,30.0
0,1,20,0,86.0
0,1,24,0,6.0
0,1,25,0,18.0
0,1,28,0,20.0
0,1,31,0,322.0
0,1,40,0,2.0
0,1,62,0,12.0
0,1,101,0,40.0
0,1,103,0,32.0
0,1,105,0,2.0
0,1,106,0,12.0
0,1,110,0,2.0
0,1,111,0,6.0
0,1,113,0,4.0
0,1,118,0,4.0
0,1,124,0,4.0
0,1,137,0,4.0
0,1,140,0,8.0
0,1,143,0,2.0
0,1,148,0,10.0
0,1,173,0,8.0
0,1,184,0,2.0
0,1,185,0,8.0
0,1,186,0,2.0
0,1,187,0,2.0
0,1,188,0,2.0
0,1,189,0,226.0
0,1,190,0,28.0
0,1,191,0,4.0
0,1,192,0,2.0
0,1,193,0,2.0
0,1,194,0,2.0
0,1,195,0,8.0
0,1,196,0,8.0
0,1,197,0,4.0
0,1,198,0,4.0
0,1,199,0,6.0
0,1,200,0,2.0
0,1,201,0,12.0
0,1,202,0,8.0
0,1,203,0,6.0
0,1,204,0,6.0
0,1,205,0,8.0
0,1,206,0,12.0
0,1,207,0,2.0
0,1,208,0,2.0
0,1,209,0,16.0
0,1,210,0,50.0
0,1,211,0,4.0
0,1,212,0,4.0
0,1,213,0,8.0
0,1,214,0,2.0
0,1,215,0,2.0
0,2,1,0,4.0
0,2,3,0,58.0
0,2,4,0,2.0
0,2,6,0,62.0
0,2,7,0,10.0
0,2,8,0,68.0
0,2,9,0,6.0
0,2,10,0,2.0
0,2,13,0,4.0
0,2,16,0,28.0
0,2,17,0,2.0
0,2,19,0,2.0
0,2,20,0,30.0
0,2,25,0,8.0
0,2,28,0,4.0
0,2,31,0,358.0
0,2,43,0,8.0
0,2,51,0,2.0
0,2,53,0,4.0
0,2,59,0,8.0
0,2,62,0,12.0
0,2,101,0,22.0
0,2,102,0,6.0
0,2,103,0,6.0
0,2,105,0,2.0
