operation_id,station_id,assignment_type_id,workload_units,priority_eligible,workcontent_score
0,0,0,1.0,1,5.0
0,1,0,1.0,1,5.0
0,2,0,1.0,1,5.0
0,3,0,1.0,1,5.0
0,4,1,1.0,0,
0,5,1,1.0,0,
0,6,1,1.0,0,
0,7,1,1.0,0,
1,0,0,1.0,1,6.0
1,1,0,1.0,1,6.0
1,2,0,1.0,1,6.0
1,3,0,1.0,1,6.0
1,4,1,1.0,0,
1,5,1,1.0,0,
1,6,1,1.0,0,
1,7,1,1.0,0,
2,0,0,1.0,1,2.0
2,1,0,1.0,1,2.0
2,2,0,1.0,1,2.0
2,3,0,1.0,1,2.0
2,4,1,1.0,0,
2,5,1,1.0,0,
2,6,1,1.0,0,
2,7,1,1.0,0,
3,0,0,1.0,1,19.0
3,1,0,1.0,1,19.0
3,2,0,1.0,1,19.0
3,3,0,1.0,1,19.0
3,4,1,1.0,0,
3,5,1,1.0,0,
3,6,1,1.0,0,
3,7,1,1.0,0,
4,0,0,1.0,1,3.0
4,1,0,1.0,1,3.0
4,2,0,1.0,1,3.0
4,3,0,1.0,1,3.0
4,4,1,1.0,0,
4,5,1,1.0,0,
4,6,1,1.0,0,
4,7,1,1.0,0,
5,0,0,1.0,1,5.0
5,1,0,1.0,1,5.0
5,2,0,1.0,1,5.0
5,3,0,1.0,1,5.0
5,4,1,1.0,0,
5,5,1,1.0,0,
5,6,1,1.0,0,
5,7,1,1.0,0,
6,0,0,1.0,1,18.0
6,1,0,1.0,1,18.0
6,2,0,1.0,1,18.0
6,3,0,1.0,1,18.0
6,4,1,1.0,0,
6,5,1,1.0,0,
6,6,1,1.0,0,
6,7,1,1.0,0,
7,0,0,1.0,1,13.0
7,1,0,1.0,1,13.0
7,2,0,1.0,1,13.0
7,3,0,1.0,1,13.0
7,4,1,1.0,0,
7,5,1,1.0,0,
7,6,1,1.0,0,
7,7,1,1.0,0,
8,0,0,1.0,1,12.0
8,1,0,1.0,1,12.0
8,2,0,1.0,1,12.0
8,3,0,1.0,1,12.0
8,4,1,1.0,0,
8,5,1,1.0,0,
8,6,1,1.0,0,
8,7,1,1.0,0,
9,0,0,1.0,1,11.0
9,1,0,1.0,1,11.0
9,2,0,1.0,1,11.0
9,3,0,1.0,1,11.0
9,4,1,1.0,0,
9,5,1,1.0,0,
9,6,1,1.0,0,
9,7,1,1.0,0,
10,0,0,1.0,1,11.0
10,1,0,1.0,1,11.0
10,2,0,1.0,1,11.0
10,3,0,1.0,1,11.0
10,4,1,1.0,0,
10,5,1,1.0,0,
10,6,1,1.0,0,
10,7,1,1.0,0,
11,0,0,1.0,1,4.0
11,1,0,1.0,1,4.0
11,2,0,1.0,1,4.0
11,3,0,1.0,1,4.0
11,4,1,1.0,0,
11,5,1,1.0,0,
11,6,1,1.0,0,
11,7,1,1.0,0,
12,0,0,1.0,1,8.0
12,1,0,1.0,1,8.0
12,2,0,1.0,1,8.0
12,3,0,1.0,1,8.0
12,4,1,1.0,0,
12,5,1,1.0,0,
12,6,1,1.0,0,
12,7,1,1.0,0,
13,0,0,1.0,1,15.0
13,1,0,1.0,1,15.0
13,2,0,1.0,1,15.0
13,3,0,1.0,1,15.0
13,4,1,1.0,0,
13,5,1,1.0,0,
13,6,1,1.0,0,
13,7,1,1.0,0,
14,0,0,1.0,1,2.0
14,1,0,1.0,1,2.0
14,2,0,1.0,1,2.0
14,3,0,1.0,1,2.0
14,4,1,1.0,0,
14,5,1,1.0,0,
14,6,1,1.0,0,
14,7,1,1.0,0,
15,0,0,1.0,1,8.0
15,1,0,1.0,1,8.0
15,2,0,1.0,1,8.0
15,3,0,1.0,1,8.0
15,4,1,1.0,0,
15,5,1,1.0,0,
15,6,1,1.0,0,
15,7,1,1.0,0,
16,0,0,1.0,1,13.0
16,1,0,1.0,1,13.0
16,2,0,1.0,1,13.0
16,3,0,1.0,1,13.0
16,4,1,1.0,0,
16,5,1,1.0,0,
16,6,1,1.0,0,
16,7,1,1.0,0,
17,0,0,1.0,1,4.0
17,1,0,1.0,1,4.0
17,2,0,1.0,1,4.0
17,3,0,1.0,1,4.0
17,4,1,1.0,0,
17,5,1,1.0,0,
17,6,1,1.0,0,
17,7,1,1.0,0,
18,0,0,1.0,1,4.0
18,1,0,1.0,1,4.0
18,2,0,1.0,1,4.0
18,3,0,1.0,1,4.0
18,4,1,1.0,0,
18,5,1,1.0,0,
18,6,1,1.0,0,
18,7,1,1.0,0,
19,0,0,1.0,1,11.0
19,1,0,1.0,1,11.0
19,2,0,1.0,1,11.0
19,3,0,1.0,1,11.0
19,4,1,1.0,0,
19,5,1,1.0,0,
19,6,1,1.0,0,
19,7,1,1.0,0,
20,0,0,1.0,1,13.0
20,1,0,1.0,1,13.0
20,2,0,1.0,1,13.0
20,3,0,1.0,1,13.0
20,4,1,1.0,0,
20,5,1,1.0,0,
20,6,1,1.0,0,
20,7,1,1.0,0,
21,0,0,1.0,1,4.0
21,1,0,1.0,1,4.0
21,2,0,1.0,1,4.0
21,3,0,1.0,1,4.0
21,4,1,1.0,0,
21,5,1,1.0,0,
21,6,1,1.0,0,
21,7,1,1.0,0,
22,0,0,1.0,1,2.0
22,1,0,1.0,1,2.0
22,2,0,1.0,1,2.0
22,3,0,1.0,1,2.0
22,4,1,1.0,0,
22,5,1,1.0,0,
22,6,1,1.0,0,
22,7,1,1.0,0,
23,0,0,1.0,1,2.0
23,1,0,1.0,1,2.0
23,2,0,1.0,1,2.0
23,3,0,1.0,1,2.0
23,4,1,1.0,0,
23,5,1,1.0,0,
23,6,1,1.0,0,
23,7,1,1.0,0,
24,0,0,1.0,1,4.0
24,1,0,1.0,1,4.0
24,2,0,1.0,1,4.0
24,3,0,1.0,1,4.0
24,4,1,1.0,0,
24,5,1,1.0,0,
24,6,1,1.0,0,
24,7,1,1.0,0,
25,0,0,1.0,1,9.0
25,1,0,1.0,1,9.0
25,2,0,1.0,1,9.0
25,3,0,1.0,1,9.0
25,4,1,1.0,0,
25,5,1,1.0,0,
25,6,1,1.0,0,
25,7,1,1.0,0,
26,0,0,1.0,1,7.0
26,1,0,1.0,1,7.0
26,2,0,1.0,1,7.0
26,3,0,1.0,1,7.0
26,4,1,1.0,0,
26,5,1,1.0,0,
26,6,1,1.0,0,
26,7,1,1.0,0,
27,0,0,1.0,1,6.0
27,1,0,1.0,1,6.0
27,2,0,1.0,1,6.0
27,3,0,1.0,1,6.0
27,4,1,1.0,0,
27,5,1,1.0,0,
27,6,1,1.0,0,
27,7,1,1.0,0,
28,0,0,1.0,1,4.0
28,1,0,1.0,1,4.0
28,2,0,1.0,1,4.0
28,3,0,1.0,1,4.0
28,4,1,1.0,0,
28,5,1,1.0,0,
28,6,1,1.0,0,
28,7,1,1.0,0,
29,0,0,1.0,1,2.0
29,1,0,1.0,1,2.0
29,2,0,1.0,1,2.0
29,3,0,1.0,1,2.0
29,4,1,1.0,0,
29,5,1,1.0,0,
29,6,1,1.0,0,
29,7,1,1.0,0,
30,0,0,1.0,1,8.0
30,1,0,1.0,1,8.0
30,2,0,1.0,1,8.0
30,3,0,1.0,1,8.0
30,4,1,1.0,0,
30,5,1,1.0,0,
30,6,1,1.0,0,
30,7,1,1.0,0,
31,0,0,1.0,1,18.0
31,1,0,1.0,1,18.0
31,2,0,1.0,1,18.0
31,3,0,1.0,1,18.0
31,4,1,1.0,0,
31,5,1,1.0,0,
31,6,1,1.0,0,
31,7,1,1.0,0,
32,0,0,1.0,1,2.0
32,1,0,1.0,1,2.0
32,2,0,1.0,1,2.0
32,3,0,1.0,1,2.0
32,4,1,1.0,0,
32,5,1,1.0,0,
32,6,1,1.0,0,
32,7,1,1.0,0,
33,2,0,3.0,1,2.0
33,3,0,3.0,1,2.0
33,6,1,3.0,0,
33,7,1,3.0,0,
34,2,0,3.0,1,4.0
34,3,0,3.0,1,4.0
34,6,1,3.0,0,
34,7,1,3.0,0,
35,2,0,3.0,1,2.0
35,3,0,3.0,1,2.0
35,6,1,3.0,0,
35,7,1,3.0,0,
36,2,0,3.0,1,2.0
36,3,0,3.0,1,2.0
36,6,1,3.0,0,
36,7,1,3.0,0,
37,2,0,2.0,1,5.0
37,3,0,2.0,1,5.0
37,6,1,2.0,0,
37,7,1,2.0,0,
37,9,1,2.0,0,
37,10,1,2.0,0,
37,11,1,2.0,0,
38,2,0,3.0,1,3.0
38,3,0,3.0,1,3.0
38,6,1,3.0,0,
38,7,1,3.0,0,
39,2,0,2.0,1,8.0
39,3,0,2.0,1,8.0
39,6,1,2.0,0,
39,7,1,2.0,0,
39,9,1,2.0,0,
39,10,1,2.0,0,
39,11,1,2.0,0,
40,0,0,1.0,1,3.0
40,1,0,1.0,1,3.0
40,2,0,1.0,1,3.0
40,3,0,1.0,1,3.0
40,4,1,1.0,0,
40,5,1,1.0,0,
40,6,1,1.0,0,
40,7,1,1.0,0,
41,9,1,4.0,0,
41,10,1,4.0,0,
41,11,1,4.0,0,
42,2,0,2.0,1,2.0
42,3,0,2.0,1,2.0
42,6,1,2.0,0,
42,7,1,2.0,0,
42,9,1,2.0,0,
42,10,1,2.0,0,
42,11,1,2.0,0,
43,0,0,1.0,1,10.0
43,1,0,1.0,1,10.0
43,2,0,1.0,1,10.0
43,3,0,1.0,1,10.0
43,4,1,1.0,0,
43,5,1,1.0,0,
43,6,1,1.0,0,
43,7,1,1.0,0,
44,2,0,2.0,1,2.0
44,3,0,2.0,1,2.0
44,6,1,2.0,0,
44,7,1,2.0,0,
44,9,1,2.0,0,
44,10,1,2.0,0,
44,11,1,2.0,0,
45,2,0,2.0,1,2.0
45,3,0,2.0,1,2.0
45,6,1,2.0,0,
45,7,1,2.0,0,
45,9,1,2.0,0,
45,10,1,2.0,0,
45,11,1,2.0,0,
46,0,0,1.0,1,2.0
46,1,0,1.0,1,2.0
46,2,0,1.0,1,2.0
46,3,0,1.0,1,2.0
46,4,1,1.0,0,
46,5,1,1.0,0,
46,6,1,1.0,0,
46,7,1,1.0,0,
47,0,0,1.0,1,2.0
47,1,0,1.0,1,2.0
47,2,0,1.0,1,2.0
47,3,0,1.0,1,2.0
47,4,1,1.0,0,
47,5,1,1.0,0,
47,6,1,1.0,0,
47,7,1,1.0,0,
48,2,0,3.0,1,5.0
48,3,0,3.0,1,5.0
48,6,1,3.0,0,
48,7,1,3.0,0,
48,9,1,3.0,0,
48,10,1,3.0,0,
48,11,1,3.0,0,
49,0,0,1.0,1,4.0
49,1,0,1.0,1,4.0
49,2,0,1.0,1,4.0
49,3,0,1.0,1,4.0
49,4,1,1.0,0,
49,5,1,1.0,0,
49,6,1,1.0,0,
49,7,1,1.0,0,
50,0,0,1.0,1,3.0
50,1,0,1.0,1,3.0
50,2,0,1.0,1,3.0
50,3,0,1.0,1,3.0
50,4,1,1.0,0,
50,5,1,1.0,0,
50,6,1,1.0,0,
50,7,1,1.0,0,
51,0,0,1.0,1,7.0
51,1,0,1.0,1,7.0
51,2,0,1.0,1,7.0
51,3,0,1.0,1,7.0
51,4,1,1.0,0,
51,5,1,1.0,0,
51,6,1,1.0,0,
51,7,1,1.0,0,
52,0,0,1.0,1,4.0
52,1,0,1.0,1,4.0
52,2,0,1.0,1,4.0
52,3,0,1.0,1,4.0
52,4,1,1.0,0,
52,5,1,1.0,0,
52,6,1,1.0,0,
52,7,1,1.0,0,
53,0,0,1.0,1,7.0
53,1,0,1.0,1,7.0
53,2,0,1.0,1,7.0
53,3,0,1.0,1,7.0
53,4,1,1.0,0,
53,5,1,1.0,0,
53,6,1,1.0,0,
53,7,1,1.0,0,
54,2,0,2.0,1,2.0
54,3,0,2.0,1,2.0
54,6,1,2.0,0,
54,7,1,2.0,0,
54,9,1,2.0,0,
54,10,1,2.0,0,
54,11,1,2.0,0,
55,0,0,1.0,1,2.0
55,1,0,1.0,1,2.0
55,2,0,1.0,1,2.0
55,3,0,1.0,1,2.0
55,4,1,1.0,0,
55,5,1,1.0,0,
55,6,1,1.0,0,
55,7,1,1.0,0,
56,2,0,3.0,1,2.0
56,3,0,3.0,1,2.0
56,6,1,3.0,0,
56,7,1,3.0,0,
56,9,1,3.0,0,
56,10,1,3.0,0,
56,11,1,3.0,0,
57,2,0,3.0,1,8.0
57,3,0,3.0,1,8.0
57,6,1,3.0,0,
57,7,1,3.0,0,
57,9,1,3.0,0,
57,10,1,3.0,0,
57,11,1,3.0,0,
58,2,0,2.0,1,9.0
58,3,0,2.0,1,9.0
58,6,1,2.0,0,
58,7,1,2.0,0,
58,9,1,2.0,0,
58,10,1,2.0,0,
58,11,1,2.0,0,
59,0,0,1.0,1,5.0
59,1,0,1.0,1,5.0
59,2,0,1.0,1,5.0
59,3,0,1.0,1,5.0
59,4,1,1.0,0,
59,5,1,1.0,0,
59,6,1,1.0,0,
59,7,1,1.0,0,
60,2,0,2.0,1,8.0
60,3,0,2.0,1,8.0
60,6,1,2.0,0,
60,7,1,2.0,0,
60,9,1,2.0,0,
60,10,1,2.0,0,
60,11,1,2.0,0,
61,0,0,1.0,1,2.0
61,1,0,1.0,1,2.0
