variant_id,checkpoint_id,operation_id,station_id,coefficient
0,0,3,0,6156.0
0,0,6,0,25308.0
0,0,7,0,3420.0
0,0,8,0,2394.0
0,0,9,0,3420.0
0,0,10,0,342.0
0,0,12,0,342.0
0,0,13,0,11970.0
0,0,15,0,2736.0
0,0,16,0,6498.0
0,0,19,0,2736.0
0,0,20,0,10944.0
0,0,21,0,1368.0
0,0,25,0,1026.0
0,0,26,0,1368.0
0,0,27,0,342.0
0,0,31,0,87894.0
0,0,49,0,1368.0
0,0,62,0,1368.0
0,0,98,0,342.0
0,0,101,0,2052.0
0,0,106,0,2052.0
0,0,107,0,342.0
0,0,113,0,342.0
0,0,118,0,1026.0
0,0,124,0,342.0
0,0,132,0,342.0
0,0,137,0,684.0
0,0,160,0,1368.0
0,0,187,0,342.0
0,0,189,0,38646.0
0,0,190,0,3420.0
0,0,193,0,342.0
0,0,195,0,1368.0
0,0,196,0,1026.0
0,0,199,0,1026.0
0,0,200,0,684.0
0,0,203,0,684.0
0,0,210,0,4446.0
0,0,221,0,342.0
0,0,236,0,3420.0
0,0,237,0,1026.0
0,0,238,0,342.0
0,0,239,0,1710.0
0,0,240,0,684.0
0,0,241,0,684.0
0,0,242,0,1026.0
0,1,1,0,680.0
0,1,3,0,1360.0
0,1,6,0,9860.0
0,1,7,0,1700.0
0,1,8,0,13940.0
0,1,9,0,3400.0
0,1,10,0,680.0
0,1,12,0,1360.0
0,1,13,0,12920.0
0,1,15,0,2380.0
0,1,16,0,2720.0
0,1,17,0,680.0
0,1,19,0,5100.0
0,1,20,0,14620.0
0,1,24,0,1020.0
0,1,25,0,3060.0
0,1,28,0,3400.0
0,1,31,0,54740.0
0,1,40,0,340.0
0,1,62,0,2040.0
0,1,101,0,6800.0
0,1,103,0,5440.0
0,1,105,0,340.0
0,1,106,0,2040.0
0,1,110,0,340.0
0,1,111,0,1020.0
0,1,113,0,680.0
0,1,118,0,680.0
0,1,124,0,680.0
0,1,137,0,680.0
0,1,140,0,1360.0
0,1,143,0,340.0
0,1,148,0,1700.0
0,1,173,0,1360.0
0,1,184,0,340.0
0,1,185,0,1360.0
0,1,186,0,340.0
0,1,187,0,340.0
0,1,188,0,340.0
0,1,189,0,38420.0
0,1,190,0,4760.0
0,1,191,0,680.0
0,1,192,0,340.0
0,1,193,0,340.0
0,1,194,0,340.0
0,1,195,0,1360.0
0,1,196,0,1360.0
0,1,197,0,680.0
0,1,198,0,680.0
0,1,199,0,1020.0
0,1,200,0,340.0
0,1,201,0,2040.0
0,1,202,0,1360.0
0,1,203,0,1020.0
0,1,204,0,1020.0
0,1,205,0,1360.0
0,1,206,0,2040.0
0,1,207,0,340.0
0,1,208,0,340.0
0,1,209,0,2720.0
0,1,210,0,8500.0
0,1,211,0,680.0
0,1,212,0,680.0
0,1,213,0,1360.0
0,1,214,0,340.0
0,1,215,0,340.0
0,2,1,0,716.0
0,2,3,0,10382.0
0,2,4,0,358.0
0,2,6,0,11098.0
0,2,7,0,1790.0
0,2,8,0,12172.0
0,2,9,0,1074.0
0,2,10,0,358.0
0,2,13,0,716.0
0,2,16,0,5012.0
0,2,17,0,358.0
0,2,19,0,358.0
0,2,20,0,5370.0
0,2,25,0,1432.0
0,2,28,0,716.0
0,2,31,0,64082.0
0,2,43,0,1432.0
0,2,51,0,358.0
0,2,53,0,716.0
0,2,59,0,1432.0
0,2,62,0,2148.0
0,2,101,0,3938.0
0,2,102,0,1074.0
0,2,103,0,1074.0
0,2,105,0,358.0
0,2,107,0,358.0
0,2,120,0,3222.0
0,2,121,0,716.0
0,2,124,0,358.0
0,2,148,0,716.0
0,2,149,0,716.0
0,2,154,0,11814.0
0,2,155,0,358.0
0,2,160,0,1432.0
0,2,161,0,358.0
0,2,162,0,358.0
0,2,163,0,358.0
0,2,172,0,358.0
0,2,186,0,1432.0
0,2,189,0,26492.0
0,2,190,0,4296.0
0,2,191,0,358.0
0,2,199,0,358.0
0,2,210,0,10740.0
0,2,212,0,358.0
0,2,217,0,1074.0
0,2,236,0,358.0
0,2,237,0,358.0
0,2,242,0,3580.0
0,2,266,0,716.0
0,2,267,0,1074.0
0,2,268,0,1074.0
0,2,269,0,716.0
0,2,270,0,1432.0
0,2,271,0,1074.0
0,2,272,0,358.0
0,2,273,0,1074.0
0,2,274,0,1074.0
0,2,275,0,358.0
0,2,276,0,1074.0
0,2,277,0,358.0
0,2,278,0,358.0
0,2,280,0,1074.0
0,2,281,0,716.0
0,2,282,0,716.0
0,2,283,0,358.0
0,2,284,0,358.0
0,2,285,0,716.0
0,2,286,0,358.0
0,2,287,0,358.0
0,2,288,0,358.0
0,2,289,0,358.0
0,2,290,0,358.0
0,2,291,0,358.0
0,2,292,0,716.0
0,2,293,0,358.0
0,2,295,0,358.0
0,2,296,0,1432.0
0,2,297,0,358.0
0,2,298,0,716.0
0,2,299,0,358.0
0,2,300,0,358.0
0,2,302,0,358.0
0,2,303,0,716.0
0,2,305,0,358.0
0,2,306,0,5012.0
0,2,307,0,716.0
0,2,308,0,716.0
0,3,3,0,6760.0
0,3,6,0,18590.0
0,3,7,0,3042.0
0,3,8,0,2366.0
0,3,9,0,3380.0
0,3,10,0,338.0
0,3,12,0,2704.0
0,3,13,0,11492.0
0,3,15,0,3718.0
0,3,16,0,5408.0
0,3,19,0,3042.0
0,3,20,0,7436.0
0,3,21,0,3380.0
0,3,24,0,1014.0
0,3,25,0,1014.0
0,3,26,0,1014.0
0,3,27,0,338.0
0,3,31,0,56446.0
0,3,62,0,1690.0
0,3,101,0,5070.0
0,3,106,0,2028.0
0,3,107,0,338.0
0,3,113,0,338.0
0,3,115,0,676.0
0,3,123,0,676.0
0,3,132,0,338.0
0,3,137,0,676.0
0,3,154,0,676.0
0,3,160,0,1352.0
0,3,187,0,338.0
0,3,189,0,44278.0
0,3,190,0,3718.0
0,3,191,0,676.0
0,3,195,0,1352.0
0,3,196,0,1014.0
0,3,199,0,1014.0
0,3,200,0,676.0
0,3,203,0,676.0
0,3,210,0,4394.0
0,3,236,0,1014.0
0,3,237,0,1014.0
0,3,239,0,338.0
0,3,240,0,338.0
0,3,241,0,676.0
0,3,242,0,1014.0
0,4,0,0,4394.0
0,4,1,0,3042.0
0,4,2,0,1014.0
0,4,3,0,30082.0
0,4,4,0,338.0
0,4,5,0,4056.0
0,4,6,0,3718.0
0,4,7,0,2028.0
0,4,8,0,5070.0
0,4,9,0,3718.0
0,4,10,0,338.0
0,4,11,0,1014.0
0,4,12,0,338.0
0,4,13,0,23660.0
0,4,14,0,676.0
0,4,15,0,338.0
0,4,16,0,338.0
0,4,17,0,3380.0
0,4,18,0,2704.0
0,4,19,0,3042.0
0,4,20,0,2028.0
0,4,21,0,1690.0
0,4,22,0,2366.0
0,4,23,0,4394.0
0,4,24,0,2366.0
0,4,25,0,1352.0
0,4,26,0,6084.0
0,4,27,0,1690.0
0,4,28,0,2028.0
0,4,29,0,338.0
0,4,30,0,6422.0
0,4,31,0,70304.0
0,4,32,0,676.0
0,5,0,0,4394.0
0,5,1,0,3042.0
0,5,2,0,1014.0
0,5,3,0,30082.0
0,5,4,0,338.0
0,5,5,0,4056.0
0,5,6,0,3718.0
0,5,7,0,2028.0
0,5,8,0,5070.0
0,5,9,0,3718.0
0,5,10,0,338.0
0,5,11,0,1014.0
