C0000000,11.8118223,-0.0,-0.0439804272,0.71165701,11.8746263,1.52897212,1.73034515,4.70833725,2.69183293,2.5709288,-0.0,2.13510259,0.69295764,2.48385605,0.67420546,0.35504648,-0.0,0.10388127,2.81016724,4.33151868,0.36855377,10.4412572,-0.0
C0000001,-0.0,-0.0,-0.0,2.53362843,-0.0,2.10486346,-0.0,4.74752264,2.34557432,-0.0,-0.0,-0.0,-0.0,1.34374395,-0.0,0.15934567,-0.0,-0.0,1.90475128,5.94625677,0.077618406,-0.0,-0.0
C0000002,12.314553,3.20970831,0.11524082,0.47321563,11.4306988,0.80857387,1.09281211,4.46242644,1.51650504,2.59367458,6.1414884,-0.1397123368,0.33124785,0.82557057,0.54042764,1.63802442,-0.0,-0.0,1.37992378,5.35576812,-0.0487122363,11.2798432,-0.0
C0000003,12.1426107,-0.0,0.22793593,0.14985485,12.0558965,1.21718526,2.16461849,3.94267837,0.47162543,1.84057278,-0.0,2.29446453,-0.5906041914,0.59366768,0.98695641,1.39794456,-0.0,-0.0,1.66064406,5.14473452,0.75156617,10.4726543,-0.0
C0000004,-0.0,-0.0,0.27446467,1.02335785,11.4894136,0.36301898,1.7554224,4.82398036,2.47211618,-0.0,6.31508437,0.97175018,1.71880099,2.11048286,0.21693125,0.5786165,-0.0,-0.0,0.29099578,5.20509055,-0.0,11.0223153,0.66246236
C0000005,10.4282313,4.74300022,1.3548846,1.44374997,13.082658,2.72945727,2.33693716,5.06454723,0.99326513,2.8940651,-0.0,2.66687491,-0.4868680193,1.31474176,-0.0625851831,1.41387248,2.49253128,0.94839637,2.14555481,4.7504285,-0.0,11.0483387,-0.0
C0000006,11.4985115,4.48693001,-0.0771982348,-0.0,11.4902598,-0.0356019075,1.26480911,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.45055162,-0.0,-0.0,-0.0,-0.0,1.23120233,-0.0,-0.0,-0.0,-0.0
C0000007,10.7144704,-0.0,-0.0,1.78903759,11.852039,2.16165297,-0.0,5.64335473,1.54702436,-0.0,-0.0,1.37149344,0.54074985,1.6111844,-0.0,0.91119068,2.74911597,-0.0,2.22813169,4.40745574,-0.0,-0.0,-0.0
C0000009,-0.0,-0.0,1.75169449,-0.5806459368,11.8625165,-0.0,-0.0,-0.0,-0.0,-0.0,4.60157119,1.45481638,-0.0,-0.0,0.011703899,0.31766855,2.71442093,-0.3507234847,1.05192771,-0.0,-0.0,9.55059501,-0.0
C0000010,-0.0,4.1191195,-0.7178666707,1.28216448,11.9793242,1.43744606,1.21151313,-0.0,2.45837502,0.31179713,6.60563403,1.55859244,-0.3665432801,0.40813962,1.42979154,0.67588018,2.51349535,0.60582218,3.09370965,4.77152641,0.48355716,10.4170989,-0.0
C0000011,-0.0,-0.0,0.57781077,-0.0,10.8093575,2.24734642,-0.0,-0.0,-0.0,-0.0,-0.0,1.07193919,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C0000012,-0.0,-0.0,-0.108427339,-0.0,11.8245045,1.24177955,-0.0,4.94729017,1.65625455,-0.0,-0.0,-0.0,-0.0,1.90388304,0.63074503,0.39365274,-0.0,-0.0,-0.0,4.19221537,-0.6309654042,-0.0,-0.0
C0000013,-0.0,-0.0,-0.0,0.667436,-0.0,0.56987236,1.54589937,4.23358989,2.22627614,-0.0,-0.0,2.78789329,0.78744348,1.38319594,-0.0,1.65179574,1.66607782,0.37253398,0.36514719,3.81870346,0.50951041,-0.0,-0.0
C0000014,12.128081,-0.0,1.41775825,2.50763166,12.1448347,0.14609058,2.05592178,3.93784872,1.90285718,1.99528858,4.69219479,1.8229749,1.06825232,2.06358267,0.74996145,0.2289455,-0.0,-0.0,1.60600498,3.97661575,-0.0,10.4719618,-0.0
C0000015,11.8671928,5.66405692,1.24103291,1.3637804,12.0548759,1.38717894,1.58637583,3.65099661,1.71592806,2.33492152,6.12169305,1.39077369,0.50977902,1.73584052,0.08838993,1.37128995,-0.0,-0.0,0.64679309,4.1805104,1.03421236,10.6533323,-0.0
C0000017,11.129441,-0.0,1.06956086,0.89239336,11.7911833,-0.0,1.32417201,4.23628374,2.14485894,2.08461248,5.22584106,2.07674539,0.50937145,2.00264929,1.73205098,0.50429213,-0.0,-0.0,1.71670049,4.81699087,-0.681141283,11.1811027,1.43200688
C0000018,-0.0,-0.0,1.35464804,-0.0,-0.0,-0.0,1.55836032,3.1943294,-0.0,1.84916211,-0.0,2.41990301,0.68421667,2.2448291,-0.0,-0.0,-0.0,1.14810442,-0.0,5.62412362,0.89103498,-0.0,-0.0
C0000019,10.8654385,-0.0,0.83418388,1.52106199,11.7628069,1.07617396,0.7826118,-0.0,0.90102326,2.39966959,4.7129278,1.74381526,1.22774941,2.11668987,0.53775775,0.84912987,-0.0,0.068691795,0.94004925,4.34564266,0.39312028,10.2240723,-0.0
C0000020,-0.0,-0.0,-0.0,-0.0,12.2826488,1.22205977,-0.0,-0.0,1.08098153,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.51710612,-0.0,-0.0,-0.0,-0.0
C0000021,11.0752967,-0.0,0.38045285,1.01122309,11.144543,1.52990752,0.66058107,4.64376617,3.04527603,1.57952003,-0.0,0.61731818,1.02762372,1.20662384,0.23146408,0.65220599,3.21057182,-0.0,1.28583523,5.48705146,-0.0,9.98899233,-0.0
C0000022,11.2406785,-0.0,0.42798023,2.78708235,11.3887237,0.83168997,1.58854022,4.75103108,0.63446952,1.95678251,6.85650891,1.71962683,0.12353361,0.88023622,-0.0265813668,1.80391743,1.74251013,0.43155934,1.95339501,4.85366368,0.73574631,9.47684851,-0.0
C0000023,13.2095689,4.54765353,1.75782781,2.11896226,10.7855242,0.69492204,1.30497889,3.95526549,1.39394009,1.46564552,-0.0,2.27495022,1.45917234,2.13129072,0.14983504,1.23918804,2.01193064,-0.8128874474,1.56104804,5.96426589,-0.0,10.021132,-0.0
C0000024,12.2993634,4.62274577,0.46004077,1.15244693,12.0547099,1.82134392,2.68044848,4.92644676,1.9810338,-0.0,6.021942,2.50414767,0.45315441,0.53767592,0.17716729,0.51674817,0.85742896,0.40751101,0.61362608,4.66338657,-0.0,9.77890539,-0.0
C0000025,-0.0,-0.0,-0.0,0.45225286,10.26764,-0.0,3.36350451,5.66944405,1.91939344,2.91454031,-0.0,-0.0,-0.0,-0.0,-0.0,0.92101973,-0.0,-0.0,-0.0,-0.0,-0.0,10.3191544,-0.0
C0000026,-0.0,-0.0,1.03565595,1.11295764,11.2427714,2.05685359,1.53611466,4.64425921,2.11060822,2.27146579,-0.0,1.37123962,0.51069508,1.07319628,0.83531544,1.0919222,-0.0,0.82379559,1.48748984,3.9651307,-0.3908805211,11.3185367,-0.0
C0000027,-0.0,4.15662795,0.52821214,0.93556512,13.5842166,0.96187047,1.74819618,-0.0,1.59076125,2.84083718,5.83947887,1.41253228,0.45433547,0.41790329,-0.4383392707,1.48907857,-0.0,-0.0,0.90180241,4.53837291,-0.0,11.1102578,-0.0
C0000028,11.4916955,-0.0,2.42742498,1.37698752,-0.0,0.3041103,2.56956808,-0.0,-0.0,2.76463168,-0.0,-0.0,0.84225497,1.63594219,-0.0,1.21117949,-0.0,-0.0,1.40396242,5.44794124,-0.0,10.0586282,-0.0
C0000029,10.5629812,-0.0,2.07217334,1.32303575,11.366672,1.36149958,0.60044354,5.87126344,1.88238974,2.792191,-0.0,2.35139321,0.57735414,1.79699888,-0.0,0.72477811,-0.0,-0.0,2.38540608,5.58447298,-0.0,9.64440814,-0.0
