C0000000,-0.72366955,0.237525257,-0.3972443,-1.16352542
C0000001,-0.25477974,-0.41645111,0.1419128652,0.0
C0000002,-0.31707643,0.0731956126,0.3559781855,0.8653651845
C0000003,-0.016057446,-0.029461977,0.2534240318,-0.78350244
C0000004,0.0828360261,0.6922985911,-0.32287476,0.0
C0000005,0.0,1.0276640762,-0.47569572,0.0
C0000006,0.0,0.0,0.0,0.0
C0000007,-1.1977989,-0.4203286,-0.2716881,0.0
C0000009,1.1885961291,0.5868409277,1.2183439932,0.0
C0000010,0.9799117222,-0.13560504,-1.1819619,0.0
C0000011,0.0,0.8282096951,0.0,1.3771319553
C0000012,0.0,0.0,0.0,0.0
C0000013,0.0,0.788413259,-0.33131071,0.0
C0000014,0.0,-0.13888462,0.9238504855,0.0
C0000015,0.0,-0.84531324,0.9920800668,0.2244366238
C0000017,0.0,-1.06010908,-0.57807396,0.0
C0000018,0.0,0.0309218331,0.0,0.0
C0000019,0.0,-0.62101459,-0.042953509,0.2404991745
C0000020,0.0,0.260729552,0.0,0.0
C0000021,0.5586830414,1.0695888776,-0.35011076,0.0
C0000022,0.0,0.67551316,-0.39602879,0.0
C0000023,0.0,0.2440816128,-0.49931016,0.5093665684
C0000024,1.706933862,-0.86349435,-0.49140586,0.0
C0000025,0.0,0.9515417099,0.5830605622,0.0
C0000026,0.0,0.5352470731,0.7939133428,0.8647152287
C0000027,0.0095346834,-2.17094596,0.7749423511,0.0
C0000028,0.0,0.0,0.0,0.0
C0000029,0.0,-0.62965051,-0.7222276,-0.16431961
C0000030,0.4435454445,-0.42561844,-0.2602271,0.0
C0000031,0.0,1.3046252499,0.3466047105,0.0
