requirement_id,operation_id,station_id,coefficient
0,0,0,2.0
0,1,0,2.0
0,2,0,2.0
0,3,0,2.0
0,4,0,2.0
0,5,0,2.0
0,6,0,2.0
0,7,0,2.0
0,8,0,2.0
0,9,0,2.0
0,10,0,2.0
0,11,0,2.0
0,12,0,2.0
0,13,0,2.0
0,14,0,2.0
0,15,0,2.0
0,16,0,2.0
0,17,0,2.0
0,18,0,2.0
0,19,0,2.0
0,20,0,2.0
0,21,0,2.0
0,22,0,2.0
0,23,0,2.0
0,24,0,2.0
0,25,0,2.0
0,26,0,2.0
0,27,0,2.0
0,28,0,2.0
0,29,0,2.0
0,30,0,2.0
0,31,0,2.0
0,32,0,2.0
0,33,0,2.0
0,34,0,2.0
0,35,0,2.0
0,36,0,2.0
0,37,0,2.0
0,38,0,2.0
0,39,0,2.0
0,40,0,2.0
0,41,0,2.0
0,42,0,2.0
0,43,0,2.0
0,44,0,2.0
0,45,0,2.0
0,46,0,2.0
0,47,0,2.0
0,48,0,2.0
0,49,0,2.0
0,50,0,2.0
0,51,0,2.0
0,52,0,2.0
0,53,0,2.0
0,54,0,2.0
0,55,0,2.0
0,56,0,2.0
0,57,0,2.0
0,58,0,2.0
0,60,0,2.0
0,61,0,2.0
0,62,0,2.0
0,63,0,2.0
0,64,0,2.0
0,65,0,2.0
0,66,0,2.0
0,67,0,2.0
0,68,0,2.0
0,69,0,2.0
0,70,0,2.0
0,71,0,2.0
0,72,0,2.0
0,73,0,2.0
0,74,0,2.0
0,75,0,2.0
0,76,0,2.0
0,77,0,2.0
0,78,0,2.0
0,79,0,2.0
0,80,0,2.0
0,81,0,2.0
0,82,0,2.0
0,83,0,2.0
0,84,0,2.0
0,85,0,2.0
0,86,0,2.0
0,87,0,2.0
0,88,0,2.0
0,89,0,2.0
0,90,0,2.0
0,91,0,2.0
0,92,0,2.0
0,93,0,2.0
0,94,0,2.0
0,97,0,2.0
0,99,0,2.0
0,100,0,2.0
0,101,0,2.0
0,102,0,2.0
0,110,0,2.0
0,111,0,2.0
0,112,0,2.0
0,113,0,2.0
0,114,0,2.0
0,115,0,2.0
0,116,0,2.0
0,117,0,2.0
0,118,0,2.0
0,119,0,2.0
0,120,0,2.0
0,121,0,2.0
0,123,0,2.0
0,125,0,2.0
0,133,0,2.0
0,134,0,6.0
0,136,0,6.0
0,139,0,2.0
0,140,0,2.0
0,141,0,2.0
0,142,0,2.0
0,143,0,2.0
0,144,0,2.0
0,145,0,2.0
0,146,0,2.0
0,147,0,2.0
0,148,0,2.0
0,0,1,2.0
0,1,1,2.0
0,2,1,2.0
0,3,1,2.0
0,4,1,2.0
0,5,1,2.0
0,6,1,2.0
0,7,1,2.0
0,8,1,2.0
0,9,1,2.0
0,10,1,2.0
0,11,1,2.0
0,12,1,2.0
0,13,1,2.0
0,14,1,2.0
0,15,1,2.0
0,16,1,2.0
0,17,1,2.0
0,18,1,2.0
0,19,1,2.0
0,20,1,2.0
0,21,1,2.0
0,22,1,2.0
0,23,1,2.0
0,24,1,2.0
0,25,1,2.0
0,26,1,2.0
0,27,1,2.0
0,28,1,2.0
0,29,1,2.0
0,30,1,2.0
0,31,1,2.0
0,32,1,2.0
0,33,1,2.0
0,34,1,2.0
0,35,1,2.0
0,36,1,2.0
0,37,1,2.0
0,38,1,2.0
0,39,1,2.0
0,40,1,2.0
0,41,1,2.0
0,42,1,2.0
0,43,1,2.0
0,44,1,2.0
0,45,1,2.0
0,46,1,2.0
0,47,1,2.0
0,48,1,2.0
0,49,1,2.0
0,50,1,2.0
0,51,1,2.0
0,52,1,2.0
0,53,1,2.0
0,54,1,2.0
0,55,1,2.0
0,56,1,2.0
0,57,1,2.0
0,58,1,2.0
0,60,1,2.0
0,61,1,2.0
0,62,1,2.0
0,63,1,2.0
0,64,1,2.0
0,65,1,2.0
0,66,1,2.0
0,67,1,2.0
0,68,1,2.0
0,69,1,2.0
0,70,1,2.0
0,71,1,2.0
0,72,1,2.0
0,73,1,2.0
0,74,1,2.0
0,75,1,2.0
0,76,1,2.0
0,77,1,2.0
0,78,1,2.0
0,79,1,2.0
0,80,1,2.0
0,81,1,2.0
0,82,1,2.0
0,83,1,2.0
0,84,1,2.0
0,85,1,2.0
0,86,1,2.0
0,87,1,2.0
0,88,1,2.0
0,89,1,2.0
0,90,1,2.0
0,91,1,2.0
0,92,1,2.0
0,93,1,2.0
0,94,1,2.0
0,97,1,2.0
0,99,1,2.0
0,100,1,2.0
0,101,1,2.0
0,102,1,2.0
0,110,1,2.0
0,111,1,2.0
0,112,1,2.0
0,113,1,2.0
0,114,1,2.0
0,115,1,2.0
0,116,1,2.0
0,117,1,2.0
0,118,1,2.0
0,119,1,2.0
0,120,1,2.0
0,121,1,2.0
0,123,1,2.0
0,125,1,2.0
0,133,1,2.0
0,134,1,6.0
0,136,1,6.0
0,139,1,2.0
0,140,1,2.0
0,141,1,2.0
0,142,1,2.0
0,143,1,2.0
0,144,1,2.0
0,145,1,2.0
0,146,1,2.0
0,147,1,2.0
0,148,1,2.0
0,0,2,2.0
0,1,2,2.0
0,2,2,2.0
0,3,2,2.0
0,4,2,2.0
0,5,2,2.0
0,6,2,2.0
0,7,2,2.0
0,8,2,2.0
0,9,2,2.0
0,10,2,2.0
0,11,2,2.0
0,12,2,2.0
0,13,2,2.0
0,14,2,2.0
0,15,2,2.0
0,16,2,2.0
0,17,2,2.0
0,18,2,2.0
0,19,2,2.0
0,20,2,2.0
0,21,2,2.0
0,22,2,2.0
0,23,2,2.0
0,24,2,2.0
0,25,2,2.0
0,26,2,2.0
0,27,2,2.0
0,28,2,2.0
0,29,2,2.0
0,30,2,2.0
0,31,2,2.0
0,32,2,2.0
