variant_id,checkpoint_id,operation_id,station_id,coefficient
0,0,17,0,2190.0
0,0,44,0,2190.0
0,0,76,0,6570.0
0,0,77,0,10950.0
0,0,86,0,13140.0
0,0,100,0,65700.0
0,0,155,0,2190.0
0,0,201,0,2190.0
0,0,205,0,8760.0
0,0,213,0,2190.0
0,0,311,0,4380.0
0,0,317,0,2190.0
0,0,318,0,6570.0
0,0,323,0,2190.0
0,0,336,0,21900.0
0,0,337,0,6570.0
0,0,344,0,17520.0
0,0,347,0,4380.0
0,0,353,0,15330.0
0,0,365,0,2190.0
0,0,388,0,2190.0
0,0,389,0,2190.0
0,0,390,0,2190.0
0,0,391,0,2190.0
0,0,392,0,8760.0
0,0,393,0,2190.0
0,0,397,0,2190.0
0,0,399,0,2190.0
0,0,401,0,6570.0
0,0,404,0,26280.0
0,0,405,0,2190.0
0,0,454,0,2190.0
0,0,470,0,2190.0
0,0,547,0,2190.0
0,0,548,0,2190.0
0,0,549,0,8760.0
0,0,550,0,4380.0
0,1,13,0,3420.0
0,1,17,0,1140.0
0,1,19,0,1140.0
0,1,31,0,1140.0
0,1,33,0,1140.0
0,1,74,0,51300.0
0,1,79,0,1140.0
0,1,80,0,1140.0
0,1,99,0,2280.0
0,1,111,0,1140.0
0,1,159,0,1140.0
0,1,298,0,2280.0
0,1,309,0,1140.0
0,1,310,0,1140.0
0,1,311,0,13680.0
0,1,312,0,1140.0
0,1,313,0,1140.0
0,1,314,0,2280.0
0,1,315,0,1140.0
0,1,316,0,1140.0
0,1,317,0,1140.0
0,1,318,0,3420.0
0,1,319,0,4560.0
0,1,320,0,4560.0
0,1,321,0,1140.0
0,1,322,0,1140.0
0,1,323,0,1140.0
0,1,324,0,1140.0
0,1,325,0,1140.0
0,1,326,0,1140.0
0,1,327,0,2280.0
0,1,328,0,2280.0
0,1,329,0,1140.0
0,1,330,0,1140.0
0,1,331,0,1140.0
0,1,332,0,1140.0
0,1,333,0,1140.0
0,1,334,0,1140.0
0,1,335,0,2280.0
0,1,336,0,14820.0
0,1,337,0,1140.0
0,1,338,0,15960.0
0,1,339,0,1140.0
0,1,340,0,3420.0
0,1,341,0,1140.0
0,1,342,0,1140.0
0,1,343,0,2280.0
0,1,344,0,3420.0
0,1,345,0,1140.0
0,1,346,0,9120.0
0,1,347,0,7980.0
0,1,348,0,5700.0
0,1,349,0,1140.0
0,1,350,0,4560.0
0,1,351,0,1140.0
0,1,352,0,1140.0
0,1,353,0,9120.0
0,1,354,0,5700.0
0,1,355,0,3420.0
0,1,356,0,1140.0
0,1,357,0,1140.0
0,1,358,0,1140.0
0,1,359,0,1140.0
0,1,360,0,2280.0
0,1,361,0,1140.0
0,1,362,0,1140.0
0,1,364,0,1140.0
0,1,365,0,1140.0
0,1,368,0,1140.0
0,1,369,0,1140.0
0,1,370,0,1140.0
0,1,371,0,1140.0
0,1,372,0,1140.0
0,1,373,0,1140.0
0,1,375,0,1140.0
0,1,376,0,1140.0
0,1,377,0,1140.0
0,1,378,0,1140.0
0,1,379,0,1140.0
0,1,380,0,1140.0
