variant_id,checkpoint_id,operation_id,station_id,coefficient
0,0,17,0,10.0
0,0,44,0,10.0
0,0,76,0,30.0
0,0,77,0,50.0
0,0,86,0,60.0
0,0,100,0,300.0
0,0,155,0,10.0
0,0,201,0,10.0
0,0,205,0,40.0
0,0,213,0,10.0
0,0,311,0,20.0
0,0,317,0,10.0
0,0,318,0,30.0
0,0,323,0,10.0
0,0,336,0,100.0
0,0,337,0,30.0
0,0,344,0,80.0
0,0,347,0,20.0
0,0,353,0,70.0
0,0,365,0,10.0
0,0,388,0,10.0
0,0,389,0,10.0
0,0,390,0,10.0
0,0,391,0,10.0
0,0,392,0,40.0
0,0,393,0,10.0
0,0,397,0,10.0
0,0,399,0,10.0
0,0,401,0,30.0
0,0,404,0,120.0
0,0,405,0,10.0
0,0,454,0,10.0
0,0,470,0,10.0
0,0,547,0,10.0
0,0,548,0,10.0
0,0,549,0,40.0
0,0,550,0,20.0
0,1,13,0,15.0
0,1,17,0,5.0
0,1,19,0,5.0
0,1,31,0,5.0
0,1,33,0,5.0
0,1,74,0,225.0
0,1,79,0,5.0
0,1,80,0,5.0
0,1,99,0,10.0
0,1,111,0,5.0
0,1,159,0,5.0
0,1,298,0,10.0
0,1,309,0,5.0
0,1,310,0,5.0
0,1,311,0,60.0
0,1,312,0,5.0
0,1,313,0,5.0
0,1,314,0,10.0
0,1,315,0,5.0
0,1,316,0,5.0
0,1,317,0,5.0
0,1,318,0,15.0
0,1,319,0,20.0
0,1,320,0,20.0
0,1,321,0,5.0
0,1,322,0,5.0
0,1,323,0,5.0
0,1,324,0,5.0
0,1,325,0,5.0
0,1,326,0,5.0
0,1,327,0,10.0
0,1,328,0,10.0
0,1,329,0,5.0
0,1,330,0,5.0
0,1,331,0,5.0
0,1,332,0,5.0
0,1,333,0,5.0
0,1,334,0,5.0
0,1,335,0,10.0
0,1,336,0,65.0
0,1,337,0,5.0
0,1,338,0,70.0
0,1,339,0,5.0
0,1,340,0,15.0
0,1,341,0,5.0
0,1,342,0,5.0
