station_id,product_id,load
1,1,1433.0
1,2,1762.0
1,3,403.0
1,4,85.0
1,5,1354.0
1,6,1567.0
1,7,714.0
1,8,491.0
1,9,1256.0
1,10,190.0
1,11,1823.0
1,12,393.0
1,13,1852.0
1,14,814.0
1,15,501.0
1,16,318.0
1,17,1403.0
1,18,1927.0
1,19,706.0
1,20,746.0
1,21,1724.0
1,22,262.0
1,23,285.0
1,24,1473.0
1,25,989.0
1,26,1516.0
1,27,385.0
1,28,773.0
1,29,1812.0
1,30,1290.0
1,31,1770.0
1,32,686.0
1,33,1767.0
1,34,1325.0
1,35,140.0
1,36,1813.0
1,37,692.0
1,38,1762.0
1,39,625.0
1,40,86.0
1,41,1660.0
1,42,497.0
1,43,284.0
1,44,1376.0
1,45,623.0
1,46,183.0
1,47,1770.0
1,48,64.0
1,49,1071.0
1,50,1087.0
1,51,1046.0
1,52,664.0
1,53,850.0
1,54,1812.0
1,55,1125.0
1,56,1638.0
1,57,362.0
1,58,1053.0
1,59,1259.0
1,60,1658.0
1,61,1594.0
1,62,483.0
1,63,1079.0
1,64,1506.0
1,65,1197.0
1,66,263.0
1,67,688.0
1,68,1733.0
1,69,1947.0
1,70,604.0
1,71,1121.0
1,72,1941.0
1,73,445.0
1,74,1959.0
1,75,1678.0
1,76,436.0
1,77,955.0
1,78,93.0
1,79,811.0
1,80,1026.0
1,81,1251.0
1,82,293.0
1,83,584.0
1,84,1302.0
1,85,1387.0
1,86,1327.0
1,87,201.0
1,88,1634.0
1,89,339.0
1,90,1919.0
1,91,603.0
1,92,1838.0
1,93,1663.0
1,94,127.0
1,95,1232.0
1,96,1406.0
1,97,103.0
1,98,1875.0
1,99,963.0
1,100,1176.0
2,1,642.0
2,2,947.0
2,3,272.0
2,4,521.0
2,5,1670.0
2,6,1090.0
2,7,917.0
2,8,1090.0
2,9,1548.0
2,10,77.0
2,11,620.0
2,12,560.0
2,13,1776.0
2,14,333.0
2,15,1872.0
2,16,976.0
2,17,1641.0
2,18,1223.0
2,19,849.0
2,20,927.0
2,21,533.0
2,22,1283.0
2,23,755.0
2,24,179.0
2,25,865.0
2,26,572.0
2,27,98.0
2,28,506.0
2,29,301.0
2,30,605.0
2,31,1709.0
2,32,1802.0
2,33,1222.0
2,34,977.0
2,35,1117.0
2,36,1613.0
2,37,1073.0
2,38,958.0
2,39,385.0
2,40,1745.0
2,41,864.0
2,42,1595.0
2,43,1115.0
2,44,1222.0
2,45,1210.0
2,46,1360.0
2,47,983.0
2,48,1233.0
2,49,849.0
2,50,1828.0
2,51,683.0
2,52,146.0
2,53,604.0
2,54,549.0
2,55,440.0
2,56,161.0
2,57,1011.0
2,58,243.0
2,59,210.0
2,60,518.0
2,61,351.0
2,62,989.0
2,63,1236.0
2,64,218.0
2,65,752.0
2,66,1004.0
2,67,1106.0
2,68,374.0
2,69,1876.0
2,70,909.0
2,71,1217.0
2,72,1753.0
2,73,884.0
2,74,375.0
2,75,1314.0
2,76,508.0
2,77,39.0
2,78,1378.0
2,79,1635.0
2,80,534.0
2,81,137.0
2,82,283.0
2,83,1451.0
2,84,1348.0
2,85,422.0
2,86,1058.0
2,87,380.0
2,88,1016.0
2,89,1516.0
2,90,1795.0
2,91,1215.0
2,92,655.0
2,93,1688.0
2,94,261.0
2,95,782.0
2,96,1020.0
2,97,1015.0
2,98,1765.0
2,99,1725.0
2,100,890.0
3,1,1277.0
3,2,1422.0
3,3,784.0
3,4,1876.0
3,5,1459.0
3,6,1035.0
3,7,530.0
3,8,143.0
3,9,1512.0
3,10,1254.0
3,11,544.0
3,12,709.0
3,13,1625.0
3,14,1551.0
3,15,325.0
3,16,1249.0
3,17,230.0
3,18,914.0
3,19,1038.0
3,20,1726.0
3,21,1717.0
3,22,1662.0
3,23,941.0
3,24,906.0
3,25,898.0
3,26,323.0
3,27,1550.0
3,28,362.0
3,29,503.0
3,30,247.0
3,31,1898.0
3,32,517.0
3,33,621.0
3,34,345.0
3,35,654.0
3,36,1890.0
3,37,1019.0
3,38,1588.0
3,39,718.0
3,40,853.0
3,41,1203.0
3,42,918.0
3,43,336.0
3,44,784.0
3,45,114.0
3,46,604.0
3,47,1501.0
3,48,65.0
3,49,728.0
3,50,1694.0
3,51,634.0
3,52,1193.0
3,53,1482.0
3,54,1376.0
3,55,149.0
3,56,1625.0
3,57,1781.0
3,58,829.0
3,59,1550.0
3,60,1638.0
3,61,1795.0
3,62,649.0
3,63,766.0
3,64,1087.0
3,65,1761.0
3,66,970.0
3,67,1295.0
3,68,44.0
3,69,1891.0
3,70,901.0
3,71,646.0
3,72,1787.0
3,73,544.0
3,74,673.0
3,75,977.0
3,76,401.0
3,77,1122.0
3,78,441.0
3,79,49.0
3,80,926.0
3,81,785.0
3,82,880.0
3,83,528.0
3,84,87.0
3,85,472.0
3,86,1206.0
3,87,69.0
3,88,659.0
3,89,504.0
3,90,1094.0
3,91,381.0
3,92,1519.0
3,93,609.0
3,94,661.0
3,95,507.0
3,96,1531.0
3,97,442.0
3,98,196.0
3,99,1845.0
3,100,1889.0
4,1,1573.0
4,2,792.0
4,3,402.0
4,4,1597.0
4,5,1465.0
4,6,71.0
4,7,1251.0
4,8,720.0
4,9,969.0
4,10,1352.0
4,11,919.0
4,12,949.0
4,13,98.0
4,14,1772.0
4,15,804.0
4,16,908.0
4,17,106.0
4,18,1622.0
4,19,779.0
4,20,1663.0
4,21,204.0
4,22,1593.0
4,23,900.0
4,24,498.0
4,25,946.0
4,26,1256.0
4,27,327.0
4,28,1445.0
4,29,914.0
4,30,1009.0
4,31,690.0
4,32,1118.0
4,33,1656.0
4,34,1522.0
4,35,1235.0
4,36,972.0
4,37,1293.0
4,38,656.0
4,39,806.0
4,40,649.0
4,41,534.0
4,42,76.0
4,43,1894.0
4,44,74.0
4,45,898.0
4,46,1446.0
4,47,1836.0
4,48,7.0
4,49,721.0
4,50,1539.0
4,51,791.0
4,52,837.0
4,53,512.0
4,54,1303.0
4,55,1469.0
4,56,1300.0
4,57,704.0
4,58,476.0
4,59,1569.0
4,60,542.0
4,61,1096.0
4,62,610.0
4,63,261.0
4,64,1882.0
4,65,1806.0
4,66,94.0
4,67,1839.0
4,68,863.0
4,69,1771.0
4,70,1290.0
4,71,613.0
4,72,311.0
4,73,1052.0
4,74,1686.0
4,75,1097.0
4,76,971.0
4,77,930.0
4,78,45.0
4,79,264.0
4,80,1611.0
4,81,1157.0
4,82,1651.0
4,83,1253.0
4,84,397.0
4,85,1494.0
4,86,297.0
4,87,419.0
4,88,1728.0
4,89,680.0
4,90,702.0
4,91,1232.0
4,92,637.0
4,93,908.0
4,94,283.0
4,95,650.0
4,96,1612.0
4,97,1859.0
4,98,1927.0
4,99,297.0
4,100,1537.0
5,1,1324.0
5,2,1272.0
5,3,414.0
5,4,1461.0
5,5,250.0
5,6,576.0
5,7,1589.0
5,8,1436.0
5,9,954.0
5,10,1003.0
5,11,105.0
5,12,1863.0
5,13,883.0
5,14,463.0
5,15,148.0
5,16,1808.0
5,17,541.0
5,18,297.0
5,19,574.0
5,20,195.0
5,21,392.0
5,22,153.0
5,23,1304.0
5,24,1150.0
5,25,1628.0
5,26,1615.0
5,27,1326.0
5,28,1865.0
5,29,1852.0
5,30,1486.0
5,31,1005.0
5,32,1558.0
5,33,344.0
5,34,902.0
5,35,527.0
5,36,89.0
5,37,552.0
5,38,1179.0
5,39,179.0
5,40,1129.0
5,41,350.0
5,42,1717.0
5,43,418.0
5,44,1372.0
5,45,247.0
5,46,1550.0
5,47,863.0
5,48,70.0
5,49,771.0
5,50,197.0
5,51,1685.0
5,52,868.0
5,53,166.0
5,54,783.0
5,55,1519.0
5,56,864.0
5,57,652.0
5,58,1500.0
5,59,1204.0
5,60,1304.0
5,61,214.0
5,62,1799.0
5,63,949.0
5,64,1574.0
5,65,1548.0
5,66,1060.0
5,67,575.0
5,68,134.0
5,69,1041.0
5,70,1039.0
5,71,848.0
5,72,209.0
5,73,656.0
5,74,1603.0
5,75,197.0
5,76,1573.0
5,77,883.0
5,78,39.0
5,79,389.0
5,80,96.0
5,81,1594.0
5,82,116.0
5,83,373.0
5,84,747.0
5,85,1751.0
5,86,1502.0
5,87,794.0
5,88,835.0
5,89,1727.0
5,90,489.0
5,91,1645.0
5,92,514.0
5,93,1085.0
5,94,231.0
5,95,1029.0
5,96,395.0
5,97,122.0
5,98,1860.0
5,99,498.0
5,100,1268.0
6,1,1495.0
6,2,1214.0
6,3,1877.0
6,4,1522.0
6,5,50.0
6,6,474.0
6,7,631.0
6,8,1581.0
6,9,21.0
6,10,442.0
6,11,1522.0
6,12,440.0
6,13,1499.0
6,14,1413.0
6,15,255.0
6,16,1727.0
6,17,1563.0
6,18,626.0
6,19,1929.0
6,20,1581.0
6,21,1444.0
6,22,1440.0
6,23,1139.0
6,24,148.0
6,25,536.0
6,26,528.0
6,27,1478.0
6,28,1193.0
6,29,1289.0
6,30,224.0
6,31,234.0
6,32,1112.0
6,33,1427.0
6,34,561.0
6,35,477.0
6,36,939.0
6,37,1214.0
6,38,465.0
6,39,1516.0
6,40,109.0
6,41,1327.0
6,42,1129.0
6,43,738.0
6,44,309.0
6,45,1645.0
6,46,1681.0
6,47,1405.0
6,48,1696.0
6,49,601.0
6,50,1348.0
6,51,1073.0
6,52,199.0
6,53,343.0
6,54,1094.0
6,55,1880.0
6,56,304.0
6,57,53.0
6,58,934.0
6,59,648.0
6,60,1556.0
6,61,1731.0
6,62,1020.0
6,63,588.0
6,64,860.0
6,65,643.0
6,66,1189.0
6,67,1777.0
6,68,441.0
6,69,84.0
6,70,1912.0
6,71,139.0
6,72,1333.0
6,73,815.0
6,74,141.0
6,75,690.0
6,76,1540.0
6,77,1202.0
6,78,1470.0
6,79,37.0
6,80,543.0
6,81,1727.0
6,82,1347.0
6,83,524.0
6,84,1856.0
6,85,1415.0
6,86,1784.0
6,87,244.0
6,88,1313.0
6,89,1578.0
6,90,1512.0
6,91,858.0
6,92,1464.0
6,93,1261.0
6,94,262.0
6,95,1861.0
6,96,134.0
6,97,380.0
6,98,1552.0
6,99,1207.0
6,100,1498.0
7,1,49.0
7,2,1394.0
7,3,1710.0
7,4,1564.0
7,5,1450.0
7,6,1339.0
7,7,678.0
7,8,1348.0
7,9,1267.0
7,10,399.0
7,11,1327.0
7,12,604.0
7,13,409.0
7,14,768.0
7,15,302.0
7,16,1583.0
7,17,1804.0
7,18,581.0
7,19,1249.0
7,20,1589.0
7,21,552.0
7,22,761.0
7,23,1640.0
7,24,570.0
7,25,314.0
7,26,1028.0
7,27,544.0
7,28,216.0
7,29,1646.0
7,30,1927.0
7,31,286.0
7,32,528.0
7,33,1096.0
7,34,951.0
7,35,647.0
7,36,198.0
7,37,729.0
7,38,1651.0
7,39,1485.0
7,40,1526.0
7,41,584.0
7,42,1793.0
7,43,842.0
7,44,277.0
7,45,1925.0
7,46,329.0
7,47,767.0
7,48,299.0
7,49,1189.0
7,50,1016.0
7,51,177.0
7,52,1707.0
7,53,549.0
7,54,922.0
7,55,1750.0
7,56,1880.0
7,57,636.0
7,58,224.0
7,59,549.0
7,60,1606.0
7,61,1244.0
7,62,30.0
7,63,1272.0
7,64,1689.0
7,65,1097.0
7,66,552.0
7,67,1142.0
7,68,938.0
7,69,1297.0
7,70,1511.0
7,71,1927.0
7,72,1765.0
7,73,1880.0
7,74,1902.0
7,75,538.0
7,76,555.0
7,77,1789.0
7,78,970.0
7,79,317.0
7,80,671.0
7,81,447.0
7,82,1669.0
7,83,1534.0
7,84,805.0
7,85,255.0
7,86,981.0
7,87,848.0
7,88,1088.0
7,89,59.0
7,90,672.0
7,91,1212.0
7,92,268.0
7,93,1316.0
7,94,1375.0
7,95,1851.0
7,96,1819.0
7,97,115.0
7,98,612.0
7,99,1690.0
7,100,1463.0
8,1,1311.0
8,2,115.0
8,3,1191.0
8,4,391.0
8,5,1846.0
8,6,1823.0
8,7,1207.0
8,8,1209.0
8,9,217.0
8,10,1012.0
8,11,1679.0
8,12,519.0
8,13,398.0
8,14,569.0
8,15,1108.0
8,16,160.0
8,17,997.0
8,18,857.0
8,19,810.0
8,20,1534.0
8,21,1394.0
8,22,90.0
8,23,1401.0
8,24,985.0
8,25,1182.0
8,26,577.0
8,27,1239.0
8,28,233.0
8,29,259.0
8,30,1244.0
8,31,69.0
8,32,383.0
8,33,139.0
8,34,1627.0
8,35,1006.0
8,36,677.0
8,37,586.0
8,38,925.0
8,39,987.0
8,40,1753.0
8,41,579.0
8,42,379.0
8,43,1745.0
8,44,1838.0
8,45,1198.0
8,46,28.0
8,47,1332.0
8,48,1474.0
8,49,1517.0
8,50,1964.0
8,51,1864.0
8,52,239.0
8,53,493.0
8,54,1263.0
8,55,1801.0
8,56,44.0
8,57,1779.0
8,58,1924.0
8,59,1500.0
8,60,748.0
8,61,1314.0
8,62,935.0
8,63,1477.0
8,64,809.0
8,65,1424.0
8,66,1767.0
8,67,1262.0
8,68,614.0
8,69,692.0
8,70,1723.0
8,71,635.0
8,72,1381.0
8,73,892.0
8,74,887.0
8,75,1437.0
8,76,1963.0
8,77,366.0
8,78,479.0
8,79,126.0
8,80,268.0
8,81,1776.0
8,82,359.0
8,83,700.0
8,84,731.0
8,85,1626.0
8,86,1860.0
8,87,181.0
8,88,1774.0
8,89,1297.0
8,90,55.0
8,91,1709.0
8,92,272.0
8,93,1404.0
8,94,3.0
8,95,39.0
8,96,595.0
8,97,1323.0
8,98,218.0
8,99,1264.0
8,100,1735.0
9,1,919.0
9,2,432.0
9,3,1693.0
9,4,735.0
9,5,1747.0
9,6,990.0
9,7,1241.0
9,8,506.0
9,9,1839.0
9,10,915.0
9,11,299.0
9,12,1750.0
9,13,435.0
9,14,523.0
9,15,885.0
9,16,1453.0
9,17,1892.0
9,18,1785.0
9,19,1459.0
9,20,430.0
9,21,899.0
9,22,1213.0
9,23,103.0
9,24,1555.0
9,25,1287.0
9,26,705.0
9,27,342.0
9,28,1395.0
9,29,785.0
9,30,1309.0
9,31,348.0
9,32,626.0
9,33,928.0
9,34,1241.0
9,35,1169.0
9,36,1006.0
9,37,475.0
9,38,1481.0
9,39,330.0
9,40,162.0
9,41,1423.0
9,42,961.0
9,43,441.0
9,44,1104.0
9,45,404.0
9,46,487.0
9,47,1918.0
9,48,160.0
9,49,518.0
9,50,683.0
9,51,1328.0
9,52,911.0
9,53,1683.0
9,54,2.0
9,55,402.0
9,56,8.0
9,57,1432.0
9,58,1028.0
9,59,1258.0
9,60,1896.0
9,61,1888.0
9,62,661.0
9,63,1925.0
9,64,1659.0
9,65,133.0
9,66,677.0
9,67,783.0
9,68,1061.0
9,69,1794.0
9,70,910.0
9,71,927.0
9,72,1669.0
9,73,218.0
9,74,246.0
9,75,1258.0
9,76,874.0
9,77,1354.0
9,78,978.0
9,79,1522.0
9,80,1621.0
9,81,916.0
9,82,964.0
9,83,95.0
9,84,819.0
9,85,1933.0
9,86,1558.0
9,87,1371.0
9,88,1172.0
9,89,347.0
9,90,669.0
9,91,1531.0
9,92,822.0
9,93,1468.0
9,94,1920.0
9,95,836.0
9,96,1893.0
9,97,1558.0
9,98,1945.0
9,99,148.0
9,100,1627.0
10,1,1265.0
10,2,1626.0
10,3,1143.0
10,4,747.0
10,5,993.0
10,6,249.0
10,7,813.0
10,8,422.0
10,9,182.0
10,10,1265.0
10,11,535.0
10,12,1369.0
10,13,17.0
10,14,250.0
10,15,829.0
10,16,1025.0
10,17,1412.0
10,18,72.0
10,19,853.0
10,20,533.0
10,21,1428.0
10,22,618.0
10,23,1925.0
10,24,1102.0
10,25,1549.0
10,26,312.0
10,27,1004.0
10,28,253.0
10,29,1650.0
10,30,1037.0
10,31,237.0
10,32,343.0
10,33,20.0
10,34,116.0
10,35,1834.0
10,36,881.0
10,37,1102.0
10,38,1817.0
10,39,1092.0
10,40,766.0
10,41,314.0
10,42,1135.0
10,43,1626.0
10,44,1716.0
10,45,1079.0
10,46,729.0
10,47,125.0
10,48,759.0
10,49,87.0
10,50,1506.0
10,51,943.0
10,52,67.0
10,53,710.0
10,54,83.0
10,55,1777.0
10,56,494.0
10,57,972.0
10,58,147.0
10,59,164.0
10,60,1746.0
10,61,1787.0
10,62,1683.0
10,63,1740.0
10,64,487.0
10,65,1412.0
10,66,1927.0
10,67,1697.0
10,68,399.0
10,69,386.0
10,70,1688.0
10,71,528.0
10,72,1169.0
10,73,1039.0
10,74,905.0
10,75,624.0
10,76,512.0
10,77,217.0
10,78,1060.0
10,79,416.0
10,80,1040.0
10,81,233.0
10,82,127.0
10,83,1733.0
10,84,454.0
10,85,1665.0
10,86,1701.0
10,87,16.0
10,88,490.0
10,89,41.0
10,90,70.0
10,91,1380.0
10,92,905.0
10,93,819.0
10,94,1720.0
10,95,1862.0
10,96,16.0
10,97,1539.0
10,98,1651.0
10,99,1339.0
10,100,1546.0
11,1,1931.0
11,2,1079.0
11,3,763.0
11,4,177.0
11,5,288.0
11,6,870.0
11,7,695.0
11,8,1122.0
11,9,290.0
11,10,1011.0
11,11,264.0
11,12,1202.0
11,13,1205.0
11,14,745.0
11,15,780.0
11,16,1187.0
11,17,1790.0
11,18,1127.0
11,19,1788.0
11,20,228.0
11,21,1943.0
11,22,1425.0
11,23,233.0
11,24,1010.0
11,25,1628.0
11,26,1452.0
11,27,1334.0
11,28,377.0
11,29,1424.0
11,30,1203.0
11,31,14.0
11,32,1698.0
11,33,1444.0
11,34,803.0
11,35,1973.0
11,36,1115.0
11,37,220.0
11,38,445.0
11,39,1306.0
11,40,391.0
11,41,1985.0
11,42,1062.0
11,43,1403.0
11,44,1605.0
11,45,760.0
11,46,843.0
11,47,546.0
11,48,1454.0
11,49,435.0
11,50,324.0
11,51,558.0
11,52,746.0
11,53,928.0
11,54,878.0
11,55,819.0
11,56,306.0
11,57,471.0
11,58,641.0
11,59,216.0
11,60,549.0
11,61,735.0
11,62,429.0
11,63,1636.0
11,64,254.0
11,65,1658.0
11,66,258.0
11,67,1065.0
11,68,1575.0
11,69,358.0
11,70,1053.0
11,71,1370.0
11,72,728.0
11,73,191.0
11,74,761.0
11,75,809.0
11,76,72.0
11,77,680.0
11,78,921.0
11,79,326.0
11,80,1831.0
11,81,1600.0
11,82,7.0
11,83,219.0
11,84,558.0
11,85,1921.0
11,86,1703.0
11,87,63.0
11,88,1132.0
11,89,1406.0
11,90,58.0
11,91,1620.0
11,92,1369.0
11,93,1925.0
11,94,1639.0
11,95,488.0
11,96,1418.0
11,97,1842.0
11,98,1468.0
11,99,1320.0
11,100,315.0
12,1,850.0
12,2,340.0
12,3,1905.0
12,4,255.0
12,5,1449.0
12,6,644.0
12,7,102.0
12,8,1060.0
12,9,1507.0
12,10,7.0
12,11,1200.0
12,12,464.0
12,13,445.0
12,14,891.0
12,15,1117.0
12,16,1873.0
12,17,468.0
12,18,370.0
12,19,1716.0
12,20,673.0
12,21,1187.0
12,22,1826.0
12,23,619.0
12,24,1178.0
12,25,1750.0
12,26,649.0
12,27,797.0
12,28,135.0
12,29,1147.0
12,30,471.0
12,31,1228.0
12,32,253.0
12,33,884.0
12,34,1229.0
12,35,525.0
12,36,1872.0
12,37,509.0
12,38,1284.0
12,39,112.0
12,40,817.0
12,41,1755.0
12,42,846.0
12,43,1266.0
12,44,215.0
12,45,630.0
12,46,1612.0
12,47,1278.0
12,48,1512.0
12,49,974.0
12,50,1894.0
12,51,687.0
12,52,1571.0
12,53,546.0
12,54,1843.0
12,55,163.0
12,56,1252.0
12,57,1309.0
12,58,463.0
12,59,742.0
12,60,1873.0
12,61,250.0
12,62,415.0
12,63,284.0
12,64,770.0
12,65,1490.0
12,66,155.0
12,67,1834.0
12,68,7.0
12,69,1702.0
12,70,1109.0
12,71,605.0
12,72,69.0
12,73,1773.0
