order_id,chassis_id,cost
0,40,1199.39964294434
0,41,916.199798583984
0,42,2241.60003662109
0,43,2241.60003662109
0,44,916.199798583984
0,45,2241.60003662109
0,46,2241.60003662109
0,47,2241.60003662109
0,48,2241.60003662109
0,49,1053.08544158936
0,50,2241.60003662109
0,51,2241.60003662109
0,52,2241.60003662109
0,53,2241.60003662109
0,54,2241.60003662109
0,55,916.199798583984
0,56,1199.39964294434
0,57,2241.60003662109
0,58,1053.08544158936
0,59,2241.60003662109
0,60,2241.60003662109
0,61,2241.60003662109
0,62,2241.60003662109
0,63,1199.39964294434
0,64,2241.60003662109
0,65,1199.39964294434
0,66,2241.60003662109
0,67,2241.60003662109
0,68,1199.39964294434
0,69,2241.60003662109
0,70,1053.08544158936
0,71,2241.60003662109
0,72,2241.60003662109
0,73,1199.39964294434
0,74,2241.60003662109
0,75,1199.39964294434
0,76,2241.60003662109
0,77,2241.60003662109
0,78,2241.60003662109
0,79,2241.60003662109
0,80,1199.39964294434
0,81,2241.60003662109
0,82,1199.39964294434
0,83,1199.39964294434
0,84,2241.60003662109
0,85,2241.60003662109
0,86,2241.60003662109
0,87,1199.39964294434
0,88,1199.39964294434
0,89,1199.39964294434
0,90,1199.39964294434
0,91,2241.60003662109
0,92,2241.60003662109
0,93,2241.60003662109
0,94,1199.39964294434
0,95,2241.60003662109
0,96,1199.39964294434
0,97,2241.60003662109
0,98,2241.60003662109
0,99,2241.60003662109
0,100,1117.79960632324
0,101,2241.60003662109
0,102,1199.39964294434
0,103,1199.39964294434
0,104,2241.60003662109
1,40,1199.39964294434
1,41,916.199798583984
1,42,2241.60003662109
1,43,2241.60003662109
1,44,916.199798583984
1,45,2241.60003662109
1,46,2241.60003662109
1,47,2241.60003662109
1,48,2241.60003662109
1,49,1053.08544158936
1,50,2241.60003662109
1,51,2241.60003662109
1,52,2241.60003662109
1,53,2241.60003662109
1,54,2241.60003662109
1,55,916.199798583984
1,56,1199.39964294434
1,57,2241.60003662109
1,58,1053.08544158936
1,59,2241.60003662109
1,60,2241.60003662109
1,61,2241.60003662109
1,62,2241.60003662109
1,63,1199.39964294434
1,64,2241.60003662109
1,65,1199.39964294434
1,66,2241.60003662109
1,67,2241.60003662109
1,68,1199.39964294434
1,69,2241.60003662109
1,70,1053.08544158936
1,71,2241.60003662109
1,72,2241.60003662109
1,73,1199.39964294434
1,74,2241.60003662109
1,75,1199.39964294434
1,76,2241.60003662109
1,77,2241.60003662109
1,78,2241.60003662109
1,79,2241.60003662109
1,80,1199.39964294434
1,81,2241.60003662109
1,82,1199.39964294434
1,83,1199.39964294434
1,84,2241.60003662109
1,85,2241.60003662109
1,86,2241.60003662109
1,87,1199.39964294434
1,88,1199.39964294434
1,89,1199.39964294434
1,90,1199.39964294434
1,91,2241.60003662109
1,92,2241.60003662109
1,93,2241.60003662109
1,94,1199.39964294434
1,95,2241.60003662109
1,96,1199.39964294434
1,97,2241.60003662109
1,98,2241.60003662109
1,99,2241.60003662109
1,100,1117.79960632324
1,101,2241.60003662109
1,102,1199.39964294434
1,103,1199.39964294434
1,104,2241.60003662109
2,40,1199.39964294434
2,41,916.199798583984
2,42,2241.60003662109
2,43,2241.60003662109
2,44,916.199798583984
2,45,2241.60003662109
2,46,2241.60003662109
2,47,2241.60003662109
2,48,2241.60003662109
2,49,1053.08544158936
2,50,2241.60003662109
2,51,2241.60003662109
2,52,2241.60003662109
2,53,2241.60003662109
2,54,2241.60003662109
2,55,916.199798583984
2,56,1199.39964294434
2,57,2241.60003662109
2,58,1053.08544158936
2,59,2241.60003662109
2,60,2241.60003662109
2,61,2241.60003662109
2,62,2241.60003662109
2,63,1199.39964294434
2,64,2241.60003662109
2,65,1199.39964294434
2,66,2241.60003662109
2,67,2241.60003662109
2,68,1199.39964294434
2,69,2241.60003662109
2,70,1053.08544158936
2,71,2241.60003662109
2,72,2241.60003662109
2,73,1199.39964294434
2,74,2241.60003662109
2,75,1199.39964294434
2,76,2241.60003662109
2,77,2241.60003662109
2,78,2241.60003662109
2,79,2241.60003662109
2,80,1199.39964294434
2,81,2241.60003662109
2,82,1199.39964294434
2,83,1199.39964294434
2,84,2241.60003662109
2,85,2241.60003662109
2,86,2241.60003662109
2,87,1199.39964294434
2,88,1199.39964294434
2,89,1199.39964294434
2,90,1199.39964294434
2,91,2241.60003662109
2,92,2241.60003662109
2,93,2241.60003662109
2,94,1199.39964294434
2,95,2241.60003662109
2,96,1199.39964294434
2,97,2241.60003662109
2,98,2241.60003662109
2,99,2241.60003662109
2,100,1117.79960632324
2,101,2241.60003662109
2,102,1199.39964294434
2,103,1199.39964294434
2,104,2241.60003662109
